pO2 mew_e electrons holes VO{2} VO{1} VO{0} VM{-4} VM{-3} VM{-2} VM{-1} VM{0} Oi{-2} Oi{-1} Oi{0} Mi{4} Mi{3} Mi{2} Mi{1} Mi{0} Stoich
-31 5.61102931057643 1.14805977158341 -12.0599911648569 0.0779734423031349 1.06703646112979 3.05060194958849 -9.37466926525106 -18.5513966458672 -28.5095387714962 -39.1615042885999 -50.3173691372098 -11.5786318387433 -23.7355004714224 -20.2567551657334 -32.3553820000198 -26.4033020025746 -21.4433498972013 -12.6948672156407 -11.6283398575787 3.83369793044832 
-30.8 5.59280740820935 1.10214259396703 -12.0140739872405 0.0698077975358597 1.01295363874614 2.95060194958845 -9.35833797571622 -18.489148178716 -28.4013731267286 -39.0074214662159 -50.1173691372095 -11.5704661939761 -23.6814176490387 -20.1567551657334 -32.3717132895547 -26.4655504697258 -21.5515155419689 -12.8489500380247 -11.8283398575791 3.73430250359443 
-30.6 5.57471778457463 1.05655874411886 -11.9684901373924 0.0609754972321615 0.958537488594268 2.85060194958841 -9.34067337510911 -18.4258997282607 -28.2925408264251 -38.8530053160643 -49.9173691372097 -11.5616338936724 -23.6270014988869 -20.0567551657333 -32.3893778901618 -26.5287989201811 -21.6603478422724 -13.0033661881763 -12.0283398575789 3.63498153940182 
-30.4 5.5567660893241 1.01132245853637 -11.9232538518099 0.051448068397234 0.903773774176857 2.75060194958852 -9.32161851743926 -18.3616085850084 -28.1830133975903 -38.698241601647 -49.7173691372099 -11.5521064648374 -23.5722377844695 -19.9567551657334 -32.4084327478316 -26.5930900634334 -21.7698752711072 -13.1581299025936 -12.2283398575787 3.53574438779506 
-30.2 5.53895748558237 0.966446747722231 -11.8783781409957 0.0411994900254832 0.848649484990963 2.65060194958848 -9.30112136069547 -18.2962357174505 -28.0727648192182 -38.5431173124608 -49.5173691372095 -11.5418578864657 -23.5171134952836 -19.8567551657334 -32.4289299045754 -26.6584629309913 -21.8801238494793 -13.3132541917798 -12.428339857579 3.4366016182161 
-30 5.52129656612338 0.921943184958547 -11.8338745782321 0.0302066155528155 0.793153047754611 2.55060194958845 -9.27913561175042 -18.2297464057417 -27.9617719447458 -38.3876208752247 -49.3173691372097 -11.530865011993 -23.4616170580472 -19.7567551657334 -32.4509156535205 -26.7249522427001 -21.9911167239517 -13.4687506290159 -12.6283398575788 3.33756518610623 
-29.8 5.50378727911328 0.877821719187161 -11.7897531124607 0.0184495470955494 0.737274513525959 2.45060194958841 -9.25562147483618 -18.1621108030561 -27.8500148762888 -38.2317423409963 -49.1173691372099 -11.5191079435357 -23.4057385238186 -19.6567551657333 -32.4744297904347 -26.7925878453857 -22.1028737924087 -13.6246291632443 -12.8283398575786 3.23864862191792 
-29.6 5.4864328662256 0.834090519066625 -11.7460219123401 0.0059119473367267 0.681005713646601 2.35060194958851 -9.23054627531796 -18.0933044034173 -27.7374772765295 -38.0754735411164 -48.9173691372096 -11.5065703437769 -23.3494697239392 -19.5567551657334 -32.4995049899529 -26.8613942450245 -22.215411392168 -13.7808979631242 -13.028339857579 3.13986724507671 
-29.4 5.46923581539865 0.790755853926217 -11.7026872471997 -0.0074187223824933 0.624340378786972 2.25060194958848 -9.2038849358798 -18.0233083988388 -27.6241466068105 -37.9188082062571 -48.7173691372098 -11.4932396740577 -23.2928043890796 -19.4567551657334 -32.5261663293911 -26.931390249603 -22.3287420618869 -13.9375632979835 -13.2283398575787 3.04123840530215 
-29.2 5.45219782981819 0.747822015605541 -11.6597534088791 -0.0215510457411776 0.567274217107611 2.15060194958844 -9.17562028916272 -17.952109913801 -27.5100142834521 -37.7617420445779 -48.51736913721 -11.479107350699 -23.2357382274002 -19.3567551657334 -32.5544309761082 -27.0025887346408 -22.4428743852454 -14.0946294596626 -13.4283398575785 2.9427817535864 
-29 5.43531981392198 0.705291283187709 -11.6172226764612 -0.0364895809055524 0.509804949525405 2.0506019495884 -9.14574321883369 -17.8797021110542 -27.3950757482874 -37.6042727769954 -48.3173691372096 -11.4641688155346 -23.178268959818 -19.2567551657333 -32.5843080464372 -27.0749965373876 -22.5578129204101 -14.2520987272452 -13.6283398575789 2.84451954486349 
-28.8 5.41860187641096 0.663163930587034 -11.5750953238606 -0.0522348757040962 0.451932302126186 1.95060194958851 -9.1142526292366 -17.8060841688564 -27.2793304534889 -37.4464001295963 -48.1173691372099 -11.4484235207361 -23.1203963124188 -19.1567551657334 -32.6157986360343 -27.1486144795854 -22.6735582152085 -14.4099713746443 -13.8283398575787 2.74647697394796 
-28.6 5.40204334947432 0.621438274994197 -11.5333696682677 -0.0687835645184592 0.393657957718986 1.85060194958847 -9.08115525160816 -17.7312611356351 -27.1627817646748 -37.2881257851894 -47.9173691372101 -11.4318748319217 -23.0621219680116 -19.0567551657334 -32.6488960136627 -27.2234375128067 -22.7901069040226 -14.5682457190512 -14.0283398575785 2.6486825455964 
-28.4 5.38564282275807 0.580110762473166 -11.4920421557467 -0.0861285394764339 0.33498547023998 1.75060194958843 -9.04646530169192 -17.6552436731978 -27.0454367897165 -37.12945329771 -47.7173691372097 -11.4145298569638 -23.0034494805326 -18.9567551657334 -32.683585963579 -27.299454975244 -22.9074518789809 -14.7269182065306 -14.2283398575788 2.55116847848728 
-28.2 5.36939819006826 0.539176085648315 -11.4511074789218 -0.104259185826627 0.275920147064937 1.65060194958854 -9.01020400899154 -17.5780477036726 -26.9273061433664 -36.9703879745351 -47.5173691372099 -11.3963992106136 -22.9443841573575 -18.8567551657335 -32.7198472562794 -27.3766509447692 -23.025582525331 -14.8859835297055 -14.4283398575786 2.45397114141303 
-28 5.35330670643352 0.498627327495464 -11.410558720769 -0.123161669520961 0.216468905217751 1.5506019495885 -8.97239904160316 -17.4996939781314 -26.8084036596724 -36.8109367326882 -47.3173691372101 -11.3774967269192 -22.8849329155104 -18.7567551657334 -32.7576522236677 -27.4550046703104 -23.1444850090251 -15.0454347715524 -14.6283398575784 2.35713151794607 
-27.8 5.33736505295632 0.45845612476014 -11.3703875180337 -0.142819264050351 0.156640107953037 1.45060194958847 -8.93308385254409 -17.420207586337 -26.6887460651426 -36.6511079354231 -47.1173691372098 -11.3578391323898 -22.8251041182456 -18.6567551657334 -32.7969674127268 -27.5344910621048 -23.2641426035548 -15.2052635688175 -14.8283398575788 2.26069569314924 
-27.6 5.32156940685808 0.418652844463309 -11.3305842377368 -0.163212703456727 0.0964433882498308 1.35060194958843 -8.89229697373105 -17.3396174272271 -26.5683526257359 -36.4909112157196 -46.9173691372094 -11.3374456929835 -22.7649073985424 -18.5567551657334 -32.8377542915399 -27.6150812212147 -23.3845360429615 -15.365460288521 -15.0283398575791 2.16471535243704 
-27.4 5.30591551423833 0.379206767246514 -11.29113816052 -0.18432054902303 0.0358894654667322 1.25060194958853 -8.85008128259902 -17.2579556588783 -26.4472447801703 -36.3303572929372 -46.7173691372102 -11.3163378474172 -22.7043534757593 -18.4567551657335 -32.8799699826719 -27.6967429895635 -23.5056438885271 -15.5260142113034 -15.2283398575783 2.06924827837395 
-27.2 5.290398763296 0.340106271881389 -11.2520376651549 -0.206119558292817 -0.0250100391681798 1.1506019495885 -8.80648326405916 -17.1752571449733 -26.3254457709002 -36.1694577883019 -46.5173691372098 -11.2945388381474 -22.6434539711244 -18.3567551657334 -32.9235680012117 -27.7794415034685 -23.6274428977973 -15.6869137159387 -15.4283398575787 1.97435882594487 
-27 5.27501425606827 0.301339016043596 -11.2132704093171 -0.228585046617269 -0.0862427833304246 1.05060194958846 -8.76155228740997 -17.0915589124863 -26.2029802825754 -36.0082250441394 -46.3173691372095 -11.2720733498229 -22.5822212269622 -18.2567551657334 -32.9684989778609 -27.8631397359555 -23.749908386122 -15.8481464601012 -15.6283398575791 1.88011835068548 
-26.8 5.25975687708773 0.262892109321286 -11.1748235025948 -0.251691233172686 -0.147795876608152 0.950601949588423 -8.71533991429942 -17.0068996326535 -26.0798740960203 -35.8466719508619 -46.1173691372097 -11.2489671632675 -22.5206681336845 -18.1567551657334 -33.0147113509715 -27.9477990157883 -23.8730145726772 -16.0096995533787 -15.8283398575788 1.78660555714205 
-26.6 5.2446213577221 0.224752275344185 -11.1366836686177 -0.275411565218377 -0.209656042630944 0.850601949588529 -8.66789925020804 -16.921319134585 -25.9561537639747 -35.6848117848392 -45.9173691372099 -11.2252468312218 -22.4588079676617 -18.0567551657335 -33.0621520150629 -28.0333795138568 -23.9967349047228 -16.1715597194014 -16.0283398575786 1.69390672777318 
-26.4 5.22960233530931 0.186906000797221 -11.0988373940707 -0.299719016124487 -0.271809768084018 0.750601949588491 -8.61928434839553 -16.8348579582255 -25.8318463130683 -35.5226580593858 -45.7173691372095 -11.2009393803157 -22.3966542422086 -17.9567551657334 -33.1107669168754 -28.1198406902163 -24.1210423556292 -16.3337134448548 -16.228339857579 1.6021157851494 
-26.2 5.21469440652189 0.149339669893107 -11.0612710631666 -0.324586354316296 -0.334243437179941 0.650601949588454 -8.5695496720122 -16.7475569509381 -25.7069789748767 -35.3602243902901 -45.5173691372097 -11.1760720421239 -22.3342205731127 -17.8567551657334 -33.1605015932587 -28.2071416975037 -24.2459096938208 -16.4961471139505 -16.4283398575788 1.51133413401525 
-26 5.19989217467432 0.112039683581499 -11.023971076855 -0.349986381693118 -0.39694345086837 0.550601949588417 -8.51874961725884 -16.6594569098731 -25.5815789475001 -35.1975243766019 -45.31736913721 -11.1506720147471 -22.2715205594242 -17.7567551657333 -33.2113016480121 -28.2952417385687 -24.3713097211973 -16.6588471276386 -16.6283398575786 1.42167022562054 
-25.8 5.18519029092131 0.0749925633641216 -10.9869239566376 -0.375892141258257 -0.459896330650887 0.450601949588523 -8.46693809812799 -16.5705982705249 -25.4556731879345 -35.034571496819 -45.1173691372096 -11.1247662551819 -22.2085676796417 -17.6567551657335 -33.2631131671429 -28.3841003779169 -24.497215480763 -16.8218000074216 -16.8283398575789 1.33323878621906 
-25.6 5.17058348948139 0.0381850400543914 -10.9501164333279 -0.402277094638834 -0.523088807341194 0.350601949588486 -8.41416819136712 -16.4810208404543 -25.3292882345542 -34.8713790201289 -44.9173691372098 -11.0983813018014 -22.1453752029514 -17.5567551657334 -33.3158830739038 -28.4736778079875 -24.6236004341433 -16.9849924841117 -17.0283398575787 1.24615965648443 
-25.4 5.15606661716109 0.00160412817498666 -10.9135355214485 -0.429115270880062 -0.586507895461827 0.250601949588448 -8.36049183888495 -16.3907635760927 -25.2024500583132 -34.7079599320085 -44.71736913721 -11.0715431255601 -22.0819561148308 -17.4567551657334 -33.3695594263859 -28.5639350723491 -24.7504386103843 -17.1484115722321 -17.2283398575785 1.16055620056497 
-25.2 5.14163465755596 -0.0347628130582356 -10.8771685802153 -0.456381388413655 -0.650140954228641 0.150601949588411 -8.30595960381748 -16.299864399792 -25.0751839407793 -34.5443268732414 -44.5173691372097 -11.0442770080265 -22.018323056064 -17.3567551657333 -33.4240916614534 -28.6548342486498 -24.8777047279182 -17.3120446309992 -17.4283398575789 1.07655326400218 
-25 5.12728275036755 -0.0709280310595514 -10.841003362214 -0.484050952410916 -0.71397573622722 0.0506019495885172 -8.25062047582296 -16.2083600537962 -24.9475143767821 -34.3804920912429 -44.3173691372099 -11.0166074440293 -21.9544882740654 -17.2567551657334 -33.4794307894479 -28.7463385946456 -25.0053742919153 -17.4758794129977 -17.6283398575787 0.994274689436594 
-24.8 5.113006206313 -0.106903342302834 -10.8050280509707 -0.512100329924388 -0.778000424983974 -0.04939805041152 -8.1945217207963 -16.1162859875262 -24.8194649992689 -34.2164674024864 -44.1173691372101 -10.9885580665158 -21.8904635853086 -17.1567551657334 -33.5355295444746 -28.8384126609156 -25.1334236694286 -17.6399041017542 -17.8283398575784 0.913840437225952 
-24.6 5.09880051811482 -0.142700104628653 -10.7692312886449 -0.540506805272787 -0.842203662658192 -0.149398050411557 -8.13770877009922 -16.0236762745033 -24.6910585239202 -34.0522641648119 -43.9173691372097 -10.9601515911674 -21.8262603476344 -17.0567551657334 -33.5923424951717 -28.9310223739385 -25.2618301447773 -17.8041073394287 -18.0283398575788 0.835363402374215 
-24.4 5.08466136805163 -0.178329198217101 -10.7336021950564 -0.569248618095787 -0.906574569069639 -0.249398050411451 -8.08022514445322 -15.9305635552689 -24.5623167110973 -33.8878932584005 -43.7173691372099 -10.9314097783444 -21.761889441223 -16.9567551657335 -33.6498261208177 -29.0241350931729 -25.3905719576002 -17.9684782458401 -18.2283398575786 0.758946065029049 
-24.2 5.07058463253028 -0.213801014066602 -10.6981303792069 -0.598304986396821 -0.971102753220174 -0.349398050411489 -8.02211240785144 -15.8369790028176 -24.4332603427965 -33.7233650742502 -43.5173691372101 -10.9023534100434 -21.6973612570724 -16.8567551657334 -33.7079388574195 -29.1177196456242 -25.519628325901 -18.1330064299904 -18.4283398575784 0.684677152989628 
-24 5.05656638411708 -0.249125448875456 -10.6628059443981 -0.627656116779151 -1.03577831841136 -0.449398050411526 -7.96341014708649 -15.7429523072438 -24.3039092124139 -33.5586895090587 -43.3173691372098 -10.873002279661 -21.6326856918812 -16.7567551657334 -33.7666411181844 -29.211746341198 -25.6489794562836 -18.2976819951819 -18.6283398575787 0.612628523837037 
-23.8 5.04260289142304 -0.284311905331044 -10.6276194879425 -0.657283203868012 -1.10059186195581 -0.549398050411563 -7.90415597290848 -15.6485116766102 -24.1742821253247 -33.393875965514 -43.1173691372094 -10.8433751925722 -21.5678721483368 -16.6567551657334 -33.8258952923624 -29.3061869718316 -25.7786065433728 -18.4624955387266 -18.8283398575791 0.542852484502013 
-23.6 5.02869061720922 -0.319369296884057 -10.5925620963895 -0.687168420761879 -1.16553447040269 -0.649398050411457 -7.84438553912132 -15.55368385127 -24.0443969084315 -33.2289333570678 -42.9173691372102 -10.8134899756783 -21.5029295398899 -16.5567551657335 -33.8856657261496 -29.4010147971718 -25.908491760266 -18.6274381471728 -19.0283398575783 0.475379752296854 
-23.4 5.01482621503479 -0.354306056195103 -10.5576253370784 -0.717294902139825 -1.23059771109168 -0.749398050411494 -7.78413257636514 -15.4584941292028 -23.9142704270532 -33.0638701163784 -42.7173691372099 -10.7833634943004 -21.4378662992009 -16.4567551657334 -33.9459186889058 -29.496204519239 -26.0386182416443 -18.7925013878622 -19.2283398575787 0.410218222307736 
-23.2 5.00100652473788 -0.38913014652242 -10.5228012467511 -0.747646721485229 -1.2957736207644 -0.849398050411531 -7.72342893767405 -15.3629664001844 -23.7839186077075 -32.8986942067054 -42.5173691372095 -10.753011674955 -21.3726903895282 -16.3567551657334 -34.0066223275969 -29.5917322482574 -26.16897006099 -18.9576772975352 -19.428339857579 0.347352644698223 
-23 4.98722856699532 -0.423849075430686 -10.4880823178428 -0.778208863668733 -1.36105469185617 -0.949398050411569 -7.66230465330732 -15.2671231869094 -23.6533564655242 -32.7334131356139 -42.3173691372097 -10.7224495327715 -21.3074093184364 -16.2567551657334 -34.0677466119636 -29.6875754615324 -26.2995322031732 -19.1229583686267 -19.6283398575788 0.286745239517814 
-22.8 4.97348953718701 -0.458469910252205 -10.4534614830213 -0.808967194025589 -1.42643385703455 -1.04939805041146 -7.60078799259361 -15.1709856913742 -23.5225981351675 -32.5680339704356 -42.1173691372099 -10.6916912024146 -21.2420301532581 -16.1567551657335 -34.1292632726773 -29.7837129570676 -26.43029053353 -19.288337533805 -19.8283398575786 0.22833719662706 
-22.6 4.95978679874449 -0.492999294847799 -10.4189320984257 -0.839908424834439 -1.49190447243899 -1.1493980504115 -7.53890553097563 -15.0745738451606 -23.3916569043583 -32.4025633550308 -41.9173691372095 -10.6607499716058 -21.1765595378536 -16.0567551657334 -34.1911457342953 -29.8801248032812 -26.5612317643392 -19.4538081492098 -20.028339857579 0.172050935963925 
-22.4 4.94611787614526 -0.527443467260168 -10.3844879260133 -0.871020080009738 -1.55746030002666 -1.24939805041154 -7.47668222062532 -14.9779063623979 -23.2605452491833 -32.2370075274434 -41.7173691372098 -10.6296383164305 -21.1110037102659 -15.9567551657334 -34.2533690446456 -29.9767922860439 -26.6923434195142 -19.6193639767972 -20.2283398575788 0.117792948357812 
-22.2 4.93248044768808 -0.561808277919587 -10.3501231153539 -0.902290458690936 -1.62309548936727 -1.34939805041157 -7.41414146326321 -14.8810007943764 -23.1292748705023 -32.071372338103 -41.51736913721 -10.5983679377493 -21.0453685209253 -15.8567551657334 -34.3159098020077 -30.0736978540654 -26.8236137981952 -19.7849991661375 -20.4283398575786 0.0654570057930298 
-22 4.9188723381582 -0.596099208126488 -10.315832185147 -0.93370859827703 -1.68880455916027 -1.44939805041147 -7.35130518409044 -14.7838735849967 -22.9978567309157 -31.9056632683096 -41.3173691372096 -10.5669497981632 -20.9796594511323 -15.7567551657335 -34.3787460811805 -30.1708250634451 -26.9550319377817 -19.950708235931 -20.6283398575789 0.0149275241236531 
-21.8 4.90529151147261 -0.630321388584764 -10.2816100046888 -0.965264237360513 -1.75458237870203 -1.54939805041151 -7.28819390592376 -14.6865401263718 -22.8663010918325 -31.7398854487681 -41.1173691372098 -10.5353941590797 -20.9138816315906 -15.6567551657334 -34.4418573593471 -30.26815852207 -27.086587576865 -20.1164860554725 -20.8283398575787 -0.0339171219479421 
-21.6 4.89173606338486 -0.664479617784777 -10.2474517754887 -0.996947778960526 -1.82042414950205 -1.64939805041154 -7.22482682272402 -14.589014813972 -22.7346175502328 -31.5740436779683 -40.91736913721 -10.5037106174797 -20.8480398607905 -15.5567551657334 -34.5052244425469 -30.3656838344698 -27.2182711184647 -20.2823278262723 -21.0283398575785 -0.0812014980978498 
-21.4 4.87820421430048 -0.698578380107638 -10.2133530131659 -1.02875025431484 -1.88632538717923 -1.74939805041158 -7.16122187201511 -14.4913111009402 -22.6028150748781 -31.4081424402908 -40.7173691372097 -10.4719081421254 -20.7821386231134 -15.4567551657333 -34.5688293932558 -30.4633875475016 -27.3500735938194 -20.4482290639498 -21.2283398575789 -0.127050346829657 
-21.2 4.86469430225543 -0.732621863518834 -10.1793095297547 -1.06066328749234 -1.95228190376793 -1.84939805041147 -7.0973958056601 -14.393441551174 -22.4709020417007 -31.2421859237022 -40.5173691372099 -10.4399951089478 -20.7161821065247 -15.3567551657335 -34.6326554596108 -30.5612570972678 -27.4819866269968 -20.6141855805384 -21.4283398575786 -0.171586238247473 
-21 4.85120477609077 -0.76661397676726 -10.1453174165063 -1.09267906099553 -2.01828979051954 -1.94939805041151 -7.03336425865402 -14.2954178909195 -22.3388862681978 -31.0761780369509 -40.3173691372101 -10.4079793354447 -20.6501742197731 -15.2567551657334 -34.6966870066169 -30.6592807575223 -27.6140024004997 -20.7801934672897 -21.6283398575784 -0.214927669479912 
-20.8 4.83773418884991 -0.800558366023378 -10.1113730272501 -1.12479028248333 -2.08434540126346 -2.04939805041155 -6.96914181567813 -14.1972510586875 -22.2067750467097 -30.9101224262066 -40.1173691372097 -10.3758681139569 -20.5841186090291 -15.1567551657334 -34.7609094495928 -30.7574475897543 -27.7461136219878 -20.946249078034 -21.8283398575788 -0.257187611382386 
-20.6 4.82428119140828 -0.834458430931855 -10.0774729623417 -1.15699015266627 -2.15044533635488 -2.14939805041144 -6.90474207531225 -14.0989512534132 -22.0745751765268 -30.7440224911153 -39.91736913721 -10.3436682437739 -20.5180186739377 -15.0567551657335 -34.8253091899587 -30.8557473950286 -27.8783134921706 -21.1123490131253 -22.0283398575786 -0.298472474307085 
-20.4 4.81084452635669 -0.868317340024709 -10.0436140532488 -1.1892723344806 -2.21658642726206 -2.24939805041148 -6.84017771168388 -14.0005279806919 -21.9422929947127 -30.5778814002084 -39.7173691372102 -10.3113860619596 -20.4518775830305 -14.9567551657335 -34.889873553587 -30.9541706677499 -28.0105956739847 -21.2784901040322 -22.2283398575784 -0.338881447098196 
-20.2 4.79742302213302 -0.902138045508801 -10.0097933477647 -1.22163092351245 -2.282765721778 -2.34939805041152 -6.77546053361989 -13.9019900971438 -21.8099344056806 -30.4117021056921 -39.5173691372098 -10.2790274729277 -20.3856982885146 -14.8567551657334 -34.954590731651 -31.052708551298 -28.1429542630169 -21.4446693985485 -22.4283398575787 -0.378506153830109 
