pO2 mew_e electrons holes VO{2} VO{1} VO{0} VM{-4} VM{-3} VM{-2} VM{-1} VM{0} Oi{-2} Oi{-1} Oi{0} Mi{4} Mi{3} Mi{2} Mi{1} Mi{0} Stoich
-30.2 2.89312917406336 -2.16262016632922 -7.6870628524496 -1.28553549994191 -2.48884843610695 -3.69817158717667 -14.3029227405757 -23.0920658143261 -32.0182533488753 -40.9678887325818 -53.2674610902245 -14.0003515552698 -20.0395147457376 -28.7158222108416 -11.0041960157891 -10.519594115289 -10.085654868892 -12.1639741811204 -14.2462205997561 -0.479430245727844 
-30 2.87850328273957 -2.2117610032688 -7.63792201551003 -1.28712256798844 -2.53957634109305 -3.79804032910235 -14.2994860883348 -23.0394883251456 -31.9165350227552 -40.8170295695221 -53.0674610902252 -13.9986332291399 -19.9886555826681 -28.6158222108325 -11.0076326680209 -10.5721716044604 -10.187373195003 -12.314833344171 -14.4462205997463 -0.484074914794742 
-29.8 2.86385227682921 -2.26098622151386 -7.58869679726496 -1.28855590977141 -2.59023490112109 -3.89792410737545 -14.2963869613143 -22.98716397988 -31.8149854592446 -40.6662547877665 -52.8674610902245 -13.9970836656228 -19.9378808009059 -28.5158222108252 -11.0107317950341 -10.6244959497187 -10.2889227585064 -12.4656081259194 -14.6462205997397 -0.4882305784317 
-29.6 2.8491783860676 -2.31028832948266 -7.53939468929617 -1.28984871418345 -2.64082981350192 -3.99782112772508 -14.2935953931903 -22.9350703037872 -31.713589675183 -40.515556895736 -52.6674610902253 -13.9956878815545 -19.8871829088688 -28.4158222108194 -11.0135233631522 -10.6765896258056 -10.3903185425621 -12.6163060179439 -14.846220599733 -0.491947218965484 
-29.4 2.83448368678972 -2.35966035099604 -7.49002266778278 -1.29101336776039 -2.69136648859225 -4.09772982432879 -14.2910834792431 -22.8831863683266 -31.612333718209 -40.3649289172487 -52.4674610902245 -13.9944319245765 -19.8365549303775 -28.3158222108146 -11.0160352770947 -10.7284735612615 -10.4915744995313 -12.7669339964265 -15.046220599729 -0.495270011305116 
-29.2 2.81977010396719 -2.40909581843336 -7.44058720034546 -1.2920614365177 -2.74185002478688 -4.19764882796074 -14.2888253489932 -22.8314927706394 -31.5112046530845 -40.2143643846868 -52.2674610902253 -13.9933028594473 -19.7859903978109 -28.2158222108108 -11.0182934073408 -10.7801671589449 -10.592703564652 -12.9174985289846 -15.2462205997244 -0.498239723940824 
-29 2.80503941510864 -2.45858875962787 -7.39109425915095 -1.29300366525033 -2.79228519471403 -4.2975769390824 -14.2867971137705 -22.7799715942222 -31.4101905354727 -40.0638573258806 -52.0674610902246 -13.9922887418332 -19.7354833390023 -28.1158222108076 -11.0203216425603 -10.8316883353589 -10.6937176822606 -13.0680055877876 -15.446220599722 -0.500893099625519 
-28.8 2.79029325561488 -2.50813367987413 -7.34154933890469 -1.29384999070135 -2.8426764404113 -4.39751310502593 -14.2849767947563 -22.7286063549617 -31.309280375966 -39.9134022461276 -51.8674610902254 -13.9913785823232 -19.685028259246 -28.0158222108051 -11.0221419615719 -10.8830535746168 -10.7946278417647 -13.218460667538 -15.6462205997186 -0.503263213552984 
-28.6 2.77553312521759 -2.55772554029501 -7.29195747848381 -1.29460956541206 -2.89302787554289 -4.4974564005784 -14.2833442364391 -22.6773819362236 -31.208464096807 -39.7629941065477 -51.6674610902246 -13.9905623031628 -19.6346201196648 -27.915822210803 -11.0237745198871 -10.9342779933528 -10.8954441209216 -13.3688688071158 -15.8462205997173 -0.505379807908752 
-28.4 2.7607603951742 -2.60735973366782 -7.24232328511101 -1.29529078949063 -2.94334329299427 -4.59740601140259 -14.2818810099311 -22.6262845163428 -31.1077324835534 -39.6126282999213 -51.4674610902254 -13.9898306899067 -19.5842543130359 -27.8158222108013 -11.0252377463933 -10.9853754132319 -10.9961757341735 -13.5192346137405 -16.0462205997148 -0.507269602459409 
-28.2 2.74597631593882 -2.65703205865126 -7.19265096012756 -1.29590134795384 -2.99362617644092 -4.69736121983268 -14.2805703098641 -22.5753014912924 -31.0070771335196 -39.462300624904 -51.2674610902247 -13.9891753398722 -19.5339266380179 -27.7158222107999 -11.0265484464589 -11.0363584382809 -11.0968310842059 -13.6695622887564 -16.2462205997141 -0.508956581425232 
-28 2.73118202507546 -2.70673869319809 -7.14294432558073 -1.29644825169305 -3.04387971472696 -4.79732139266556 -14.2793968480522 -22.5244213949337 -30.906490402614 -39.3120072594516 -51.0674610902254 -13.9885886089647 -19.4836332725636 -27.6158222107987 -11.0277219082696 -11.0872385346384 -11.1974178151103 -13.8198556542076 -16.4462205997121 -0.510462257297599 
-27.8 2.71637855522356 -2.75647616779213 -7.09320685098669 -1.29693788047505 -3.094106818103 -4.89728597063563 -14.2783467464276 -22.4736338187151 -30.8059653518014 -39.1617447340449 -50.8674610902247 -13.9880635581518 -19.4333707471567 -27.5158222107977 -11.0287720098932 -11.1380261108561 -11.297942865922 -13.9701181796133 -16.6462205997119 -0.511805912549422 
-27.6 2.70156684196547 -2.80624133901472 -7.04344167976411 -1.29737602670926 -3.1443101355598 -4.99725445931501 -14.2774074313188 -22.4229293323836 -30.7054956942473 -39.0115099052683 -50.6674610902255 -13.9875939005962 -19.3831359183785 -27.4158222107969 -11.0297113250013 -11.1887305971867 -11.3984125234752 -14.1203530083891 -16.8462205997103 -0.513004820377058 
-27.4 2.68674773148051 -2.85603136382823 -6.99365165495059 -1.29776793899212 -3.19449207265617 -5.0972264212249 -14.2765675305721 -22.3722994068234 -30.6050757438736 -38.8612999300811 -50.4674610902247 -13.9871739502225 -19.3329259431913 -27.3158222107963 -11.0305512257473 -11.2393605227462 -11.4988324738483 -14.2705629835757 -17.0462205997104 -0.51407444572708 
-27.2 2.67192198790047 -2.90584367486255 -6.94383934391627 -1.29811836467842 -3.24465480937679 -5.19720146897985 -14.2758167747101 -22.3217363399272 -30.504700365943 -38.7111122411162 -50.2674610902255 -13.9867985722906 -19.2827382542251 -27.2158222107957 -11.0313019816086 -11.2899235896419 -11.5992078517783 -14.42075067254 -17.246220599709 -0.515028627920715 
-27 2.65709030030668 -2.9556759569061 -6.89400706187273 -1.29843159092725 -3.29480031766916 -5.29717925931576 -14.2751459028836 -22.271233186057 -30.4043649300294 -38.560944523159 -50.0674610902248 -13.9864631363772 -19.2325705362682 -27.1158222107953 -11.0319728534347 -11.3404267435116 -11.6995432876915 -14.5709183904967 -17.4462205997093 -0.515879746202949 
-26.8 2.64225328932949 -3.00552612473244 -6.84415689404638 -1.29871148383543 -3.34493037840369 -5.39715948787663 -14.2745465741897 -22.2207836895369 -30.3040652656829 -38.4107946909861 -49.8674610902256 -13.9861634720296 -19.1824207040941 -27.0158222107949 -11.0325721821281 -11.3908762400313 -11.7998429520376 -14.7210682226692 -17.6462205997081 -0.516638869528875 
-26.6 2.62741151332806 -3.05539230233721 -6.79429071644161 -1.29896152540395 -3.39504659757698 -5.49714188465469 -14.2740112846081 -22.1703822223504 -30.2037976208917 -38.2606608685902 -49.6674610902248 -13.9858958272386 -19.1322868816984 -26.9158222107943 -11.0331074717095 -11.4412777072174 -11.9001105968284 -14.8712020450648 -17.8462205997085 -0.517315891861518 
-26.4 2.61256547414187 -3.10527280361375 -6.74441021516507 -1.29918484818991 -3.44515042163948 -5.59712620999373 -14.2735332897143 -22.1200237261801 -30.1035586234448 -38.1105413698667 -49.4674610902249 -13.9856568297914 -19.0821673829746 -26.8158222107941 -11.033585466603 -11.4916362033875 -12.0003495942751 -15.021321543788 -18.0462205997082 -0.517919654203035 
-26.2 2.59771562241498 -3.15516611446457 -6.69451690431425 -1.29938426757744 -3.49524315187783 -5.69711225108291 -14.2731065331176 -22.0697036587326 -30.0033452451464 -37.9604346807175 -49.2674610902249 -13.9854434514928 -19.0320606938252 -26.7158222107938 -11.0340122231994 -11.5419562708348 -12.1005629725731 -15.1714282329369 -18.2462205997079 -0.518458054515295 
-26 2.58286236250274 -3.20507087631531 -6.64461214246352 -1.29956231166578 -3.54532595781691 -5.79709981887271 -14.2727255805205 -22.0194179442848 -29.9031547688479 -37.8103394425683 -49.0674610902249 -13.985252975194 -18.9819654556757 -26.6158222107936 -11.0343931757963 -11.5922419852823 -12.2007534488714 -15.3215234710859 -18.4462205997077 -0.518938146617532 
-25.8 2.56800605697578 -3.25498587098219 -6.59469714779663 -1.2997212488203 -3.59539988963831 -5.897088745361 -14.2723855591881 -21.9691629282855 -29.8029847581817 -37.6602544372352 -48.8674610902249 -13.9850829645276 -18.9318804503425 -26.5158222107935 -11.0347331971285 -11.6424970012815 -12.3009234595375 -15.4716084764188 -18.6462205997075 -0.519366229075308 
-25.6 2.55314703074004 -3.30491000682913 -6.54477301194969 -1.29986311296605 -3.645465889631 -5.99707888120063 -14.2720821025759 -21.9189353358263 -29.7028330298756 -37.5101785730822 -48.6674610902249 -13.9849312362214 -18.8818045861892 -26.4158222107933 -11.0350366537406 -11.6927245937405 -12.4010751878434 -15.6216843405717 -18.8462205997073 -0.519747925021238 
-25.4 2.5382855747945 -3.3548423061425 -6.49484071263632 -1.2999897267272 -3.69552480270552 -6.09707009358853 -14.2718112998294 -21.8687322337664 -29.6026976285024 -37.3601108723956 -48.467461090225 -13.984795834848 -18.8317368855025 -26.3158222107932 -11.035307456487 -11.7429276958002 -12.5012105892165 -15.7717520412582 -19.0462205997071 -0.52008825377438 
-25.2 2.52342194964942 -3.40478189364628 -6.44490112513254 -1.30010272253196 -3.74557738601406 -6.19706226440084 -14.2715696498445 -21.8185509962778 -29.5025768035099 -37.2100504598994 -48.267461090225 -13.9846750098555 -18.7816764730062 -26.2158222107931 -11.0355491064717 -11.7931089332887 -12.6013314142088 -15.9218124537543 -19.246220599707 -0.520391695055827 
-25 2.50855638842877 -3.45472798607836 -6.39495503270047 -1.30020356181122 -3.7956243177254 -6.29705528854425 -14.2713540195728 -21.768389273574 -29.4024689883741 -37.0599965523315 -48.067461090225 -13.9845671947195 -18.7316225654382 -26.115822210793 -11.0357647367433 -11.8432706559924 -12.7014392293446 -16.0718663613221 -19.4462205997069 -0.520662246529497 
-24.8 2.49368909968037 -3.5046798827488 -6.34500313603003 -1.30029355242296 -3.84566620500758 -6.39704907249688 -14.2711616062546 -21.7182449635854 -29.302372781715 -36.9099484490019 -47.867461090225 -13.9844709880603 -18.6815744621085 -26.0158222107929 -11.0359571500614 -11.893414965981 -12.8015354360036 -16.2219144646515 -19.6462205997068 -0.520903475333201 
-24.6 2.47882026991704 -3.55463695700203 -6.2950460617768 -1.30037386443574 -3.89570359127359 -6.49704353301611 -14.2709899032675 -21.6681161863451 -29.2022869302215 -36.7599055232552 -47.667461090225 -13.9843851365667 -18.6315315363617 -25.9158222107928 -11.0361288530484 -11.9435437432212 -12.901621287497 -16.3719573903982 -19.8462205997067 -0.52111856420606 
-24.4 2.46395006591096 -3.60459864850811 -6.24508437027071 -1.30044554440087 -3.9457369627448 -6.59703859599341 -14.2708366692919 -21.6180012608634 -29.1022103132337 -36.6098672147613 -47.4674610902251 -13.9843085195788 -18.5814932278677 -25.8158222107928 -11.036282087024 -11.9936586687028 -13.0016979044847 -16.521995698892 -20.0462205997066 -0.521310352760896 
-24.2 2.44907863676265 -3.65456445631137 -6.19511856246745 -1.30050952823961 -3.9957667543868 -6.69703419543867 -14.270699900505 -21.5678986842732 -29.0021419288402 -36.4598330225646 -47.2674610902251 -13.9842401351853 -18.5314590356709 -25.7158222107927 -11.0364188558109 -12.043761245293 -13.1017662888781 -16.6720298910887 -20.2462205997065 -0.521481374399939 
-24 2.43420611576445 -3.70453393256914 -6.14514908620968 -1.30056665286441 -4.04579335526937 -6.79703027257901 -14.2705778055361 -21.5178071130465 -28.9020808813558 -36.3098024988224 -47.0674610902251 -13.9841790877008 -18.4814285119287 -25.6158222107927 -11.0365409507797 -12.0938528165196 -13.2018273363625 -16.8220604148309 -20.4462205997064 -0.521633889322689 
-23.8 2.41933262207787 -3.75450667691637 -6.09517634186245 -1.30061766664948 -4.09581711340167 -6.89702677505854 -14.270468782925 -21.4677253460882 -28.8020263700503 -36.1597752431696 -46.8674610902251 -13.9841245763952 -18.4314012562758 -25.5158222107927 -11.0366499733907 -12.1439345834778 -13.301881847668 -16.9720876704836 -20.6462205997064 -0.521769914034187 
-23.6 2.40445826224173 -3.80448233139834 -6.04520068738049 -1.30066323885452 -4.14583834008867 -6.99702365622751 -14.2703714008529 -21.4176523095341 -28.7019776790142 -36.0097508976516 -46.6674610902251 -13.9840758853591 -18.3813769107578 -25.4158222107926 -11.0367473554628 -12.1940076200319 -13.401930538704 -17.1221120160015 -20.8462205997063 -0.521891247717339 
-23.4 2.3895831315278 -3.85446057591594 -5.99522244286288 -1.30070396810234 -4.1958573138541 -7.09702087451054 -14.2702843789233 -21.367587043087 -28.6019341680495 -35.8597291421692 -46.4674610902252 -13.9840323743943 -18.3313551552754 -25.3158222107926 -11.0368343773923 -12.244072886479 -13.5019740496688 -17.2721337714839 -21.0462205997063 -0.521999495800945 
-23.2 2.37470731515879 -3.90444112413346 -5.94524189464536 -1.30074039000148 -4.24587428397075 -7.19701839284471 -14.2702065717934 -21.3175286877395 -28.5018952644845 -35.7097096903868 -46.2674610902252 -13.9839934708293 -18.2813357034929 -25.2158222107926 -11.0369121845222 -12.2941312418264 -13.6020129532337 -17.4221532232663 -21.2462205997062 -0.522096091019579 
-23 2.35983088940232 -3.95442371980292 -5.89525929897591 -1.30077298399759 -4.29588947363633 -7.29701617817975 -14.2701369544713 -21.2674764747479 -28.4018604558235 -35.5596922860562 -46.0674610902252 -13.9839586621682 -18.2313182991623 -25.1158222107926 -11.0369818018443 -12.344183454818 -13.7020477618947 -17.5721706275968 -21.4462205997062 -0.522182312231203 
-22.8 2.34495392255361 -4.00440813346248 -5.84527488531635 -1.30080217953194 -4.34590308283023 -7.39701420103321 -14.2700746091088 -21.2174297157259 -28.3018292831418 -35.409676699715 -45.8674610902245 -13.9839274894871 -18.1813027128217 -25.0158222107924 -11.0370441472068 -12.39423021384 -13.8020789345763 -17.722186213938 -21.6462205997069 -0.522259301232813 
-22.6 2.33007647581857 -4.05439415946928 -5.79528885930954 -1.30082836157855 -4.39591529088365 -7.49701243509343 -14.2700187131368 -21.1673877937471 -28.2018013351562 -35.2596627257226 -45.6674610902252 -13.9838995415007 -18.1312887388285 -24.9158222107924 -11.0371000431788 -12.4442721358188 -13.9021068825619 -17.8722001879303 -21.8462205997061 -0.522328077789578 
-22.4 2.31519860410721 -4.10438161333385 -5.74530140544498 -1.3008518756235 -4.44592625879317 -7.59701085686751 -14.2699685285943 -21.11735015534 -28.1017762428846 -35.1096501795865 -45.4674610902245 -13.9838744492299 -18.081276192693 -24.8158222107924 -11.0371502277212 -12.4943097742258 -14.0021319748335 -18.0222127340665 -22.0462205997068 -0.522389553068828 
-22.2 2.30032035674759 -4.15437032932113 -5.69531268945769 -1.30087303214701 -4.49593613130395 -7.69700944536558 -14.2699233925442 -21.0673163033027 -28.00175367486 -34.9596388955745 -45.2674610902253 -13.9838518812044 -18.0312649086803 -24.7158222107923 -11.0371953637713 -12.5443436262632 -14.1021545428581 -18.1722240180784 -22.246220599706 -0.522444541653484 
-22 2.28544177812864 -4.20436015829088 -5.64532286048794 -1.30089211066185 -4.54594503878856 -7.79700818181994 -14.2698827084225 -21.0172857902112 -27.9017333327987 -34.8096287245435 -45.0674610902245 -13.9838315391439 -17.98125473765 -24.6158222107923 -11.037236047893 -12.5943741393547 -14.2021748849193 -18.3222341891094 -22.4462205997067 -0.522493772289576 
-21.8 2.27056290827986 -4.25435096574992 -5.5953320530289 -1.30090936335781 -4.59595309894355 -7.89700704943397 -14.2698459382594 -20.9672582125891 -27.8017149477176 -34.6596195320034 -44.8674610902253 -13.983813154062 -17.9312455451091 -24.5158222107923 -11.0372728180561 -12.6444017169767 -14.3021932700005 -18.4722433816496 -22.6462205997059 -0.522537897507614 
-21.6 2.25568378339501 -4.30434263009249 -5.54534038868634 -1.30092501839641 -4.64596041832472 -7.99700603315771 -14.2698125956289 -20.917233205616 -27.701698276402 -34.5096111963452 -44.6674610902246 -13.9837964827471 -17.8812372094516 -24.4158222107923 -11.0373061606865 -12.6944267239498 -14.4022099413161 -18.6222517173077 -22.8462205997067 -0.522577502242342 
-21.4 2.24080443630658 -4.35433504100635 -5.49534797777247 -1.30093928289778 -4.69596709373994 -8.09700511948679 -14.2697822392852 -20.8672104383584 -27.6016830982305 -34.3596036072598 -44.4674610902254 -13.9837813045749 -17.8312296203655 -24.3158222107923 -11.0373365170303 -12.7444494912074 -14.5022251194875 -18.7722593063931 -23.0462205997059 -0.522613111563735 
-21.2 2.22592489691662 -4.40432809802493 -5.4453549207539 -1.30095234565615 -4.7459732135169 -8.19700429628232 -14.2697544673587 -20.8171896094134 -27.5016692122669 -34.2095966642777 -44.2674610902246 -13.983767418612 -17.7812226773841 -24.2158222107923 -11.0373642889567 -12.7944703201524 -14.6022390054511 -18.9222662493752 -23.2462205997066 -0.522645197619644 
-21 2.21104519258995 -4.45432170920655 -5.39536130957227 -1.3009643796195 -4.79597885866187 -8.29700355260892 -14.269728912086 -20.767170442959 -27.4016564346309 -34.0595902754601 -44.0674610902254 -13.9837546409753 -17.7312162885657 -24.1158222107923 -11.0373898442294 -12.8444894866067 -14.7022517830871 -19.0722726381928 -23.4462205997058 -0.522674185881649 
-20.8 2.19616534851419 -4.5043157899245 -5.34536722885432 -1.30097554416374 -4.84598410392406 -8.39700287858907 -14.2697052349571 -20.7171526851122 -27.3016445960661 -33.9095843561773 -43.8674610902247 -13.9837428024112 -17.6812103692837 -24.0158222107923 -11.0374135213584 -12.8945072444536 -14.8022636216519 -19.2222785574756 -23.6462205997065 -0.522700460775217 
-20.6 2.1812853880317 -4.55431026175187 -5.29537275702695 -1.30098598719137 -4.89598901877906 -8.49700226527144 -14.2696831222674 -20.6671361005951 -27.2016335397216 -33.7595788280054 -43.6674610902255 -13.9837317460659 -17.631204841111 -23.9158222107924 -11.0374356340481 -12.9445238289707 -14.9022746779964 -19.3722840856474 -23.8462205997057 -0.522724370768657 
-20.4 2.16640533294741 -4.60430505142734 -5.24537796735148 -1.3009958470808 -4.94599366834396 -8.5970017045118 -14.2696622809685 -20.6171204696207 -27.1016231190718 -33.6095736176802 -43.4674610902247 -13.9837213254168 -17.5811996307865 -23.8158222107924 -11.0374564753469 -12.994539459945 -15.0022850986462 -19.5222892959727 -24.0462205997065 -0.522746232987028 
