pO2 mew_e electrons holes VO{2} VO{1} VO{0} VM{-4} VM{-3} VM{-2} VM{-1} VM{0} Oi{-2} Oi{-1} Oi{0} Mi{4} Mi{3} Mi{2} Mi{1} Mi{0} Stoich
-31 1.7502685546875 -11.2923861412692 -11.2874153856256 -18.4794733420667 -24.35974703039 -34.0614885432737 -26.8831133107221 -35.4538360926646 -44.8689906596704 -57.9849685026879 -77.0568767478048 -27.9527340972772 -27.2714261245952 -27.0351668594414 -48.2457577441075 -50.56260279513 -59.0658899719621 -70.1767561245474 -82.8251399346557 0 
-30.8 1.7502685546875 -11.2923861412692 -11.2874153856256 -18.5794733420668 -24.4597470303901 -34.1614885432737 -26.6831133107229 -35.2538360926653 -44.6689906596712 -57.7849685026887 -76.8568767478056 -27.8527340972772 -27.1714261245951 -26.9351668594414 -48.4457577441067 -50.7626027951292 -59.2658899719613 -70.3767561245466 -83.0251399346549 0 
-30.6 1.7502685546875 -11.2923861412692 -11.2874153856256 -18.6794733420668 -24.5597470303901 -34.2614885432738 -26.4831133107237 -35.0538360926661 -44.468990659672 -57.5849685026895 -76.6568767478064 -27.7527340972771 -27.0714261245951 -26.8351668594413 -48.6457577441059 -50.9626027951284 -59.4658899719605 -70.5767561245458 -83.2251399346541 0 
-30.4 1.7502685546875 -11.2923861412692 -11.2874153856256 -18.7794733420664 -24.6597470303897 -34.3614885432734 -26.2831133107227 -34.8538360926651 -44.268990659671 -57.3849685026885 -76.4568767478054 -27.6527340972775 -26.9714261245954 -26.7351668594417 -48.8457577441069 -51.1626027951294 -59.6658899719615 -70.7767561245468 -83.4251399346551 0 
-30.2 1.7502685546875 -11.2923861412692 -11.2874153856256 -18.8794733420665 -24.7597470303898 -34.4614885432735 -26.0831133107235 -34.6538360926659 -44.0689906596718 -57.1849685026893 -76.2568767478062 -27.5527340972774 -26.8714261245954 -26.6351668594417 -49.0457577441061 -51.3626027951286 -59.8658899719607 -70.976756124546 -83.6251399346543 0 
-30 1.7502685546875 -11.2923861412692 -11.2874153856256 -18.9794733420665 -24.8597470303898 -34.5614885432735 -25.8831133107243 -34.4538360926667 -43.8689906596726 -56.9849685026901 -76.056876747807 -27.4527340972774 -26.7714261245954 -26.5351668594416 -49.2457577441053 -51.5626027951278 -60.0658899719599 -71.1767561245452 -83.8251399346535 0 
-29.8 1.7502685546875 -11.2923861412692 -11.2874153856256 -19.0794733420666 -24.9597470303899 -34.6614885432735 -25.6831133107233 -34.2538360926657 -43.6689906596716 -56.7849685026891 -75.856876747806 -27.3527340972773 -26.6714261245953 -26.4351668594416 -49.4457577441063 -51.7626027951288 -60.2658899719609 -71.3767561245462 -84.0251399346545 0 
-29.6 1.7502685546875 -11.2923861412692 -11.2874153856256 -19.1794733420666 -25.0597470303899 -34.7614885432736 -25.4831133107223 -34.0538360926648 -43.4689906596706 -56.5849685026881 -75.656876747805 -27.2527340972773 -26.5714261245953 -26.3351668594415 -49.6457577441073 -51.9626027951298 -60.4658899719618 -71.5767561245472 -84.2251399346555 0 
-29.4 1.7502685546875 -11.2923861412692 -11.2874153856256 -19.2794733420667 -25.15974703039 -34.8614885432737 -25.2831133107231 -33.8538360926655 -43.2689906596714 -56.3849685026889 -75.4568767478058 -27.1527340972773 -26.4714261245952 -26.2351668594415 -49.8457577441065 -52.162602795129 -60.6658899719611 -71.7767561245464 -84.4251399346547 0 
-29.2 1.7502685546875 -11.2923861412692 -11.2874153856256 -19.3794733420667 -25.25974703039 -34.9614885432737 -25.0831133107239 -33.6538360926663 -43.0689906596722 -56.1849685026897 -75.2568767478066 -27.0527340972772 -26.3714261245952 -26.1351668594414 -50.0457577441057 -52.3626027951282 -60.8658899719603 -71.9767561245456 -84.6251399346539 0 
-29 1.7502685546875 -11.2923861412692 -11.2874153856256 -19.4794733420668 -25.3597470303901 -35.0614885432737 -24.8831133107229 -33.4538360926653 -42.8689906596712 -55.9849685026887 -75.0568767478056 -26.9527340972772 -26.2714261245951 -26.0351668594414 -50.2457577441067 -52.5626027951292 -61.0658899719613 -72.1767561245466 -84.8251399346549 0 
-28.8 1.7502685546875 -11.2923861412692 -11.2874153856256 -19.5794733420668 -25.4597470303901 -35.1614885432738 -24.6831133107219 -33.2538360926644 -42.6689906596702 -55.7849685026877 -74.8568767478046 -26.8527340972771 -26.1714261245951 -25.9351668594413 -50.4457577441077 -52.7626027951302 -61.2658899719622 -72.3767561245476 -85.0251399346559 0 
-28.6 1.7502685546875 -11.2923861412692 -11.2874153856256 -19.6794733420664 -25.5597470303897 -35.2614885432734 -24.4831133107245 -33.0538360926669 -42.4689906596728 -55.5849685026903 -74.6568767478072 -26.7527340972775 -26.0714261245955 -25.8351668594417 -50.6457577441051 -52.9626027951276 -61.4658899719597 -72.576756124545 -85.2251399346533 0 
-28.4 1.7502685546875 -11.2923861412692 -11.2874153856256 -19.7794733420665 -25.6597470303898 -35.3614885432735 -24.2831133107235 -32.8538360926659 -42.2689906596718 -55.3849685026893 -74.4568767478062 -26.6527340972775 -25.9714261245954 -25.7351668594417 -50.8457577441061 -53.1626027951286 -61.6658899719607 -72.776756124546 -85.4251399346543 0 
-28.2 1.7502685546875 -11.2923861412692 -11.2874153856256 -19.8794733420665 -25.7597470303898 -35.4614885432735 -24.0831133107225 -32.653836092665 -42.0689906596708 -55.1849685026883 -74.2568767478052 -26.5527340972774 -25.8714261245954 -25.6351668594416 -51.0457577441071 -53.3626027951296 -61.8658899719616 -72.976756124547 -85.6251399346553 0 
-28 1.7502685546875 -11.2923861412692 -11.2874153856256 -19.9794733420666 -25.8597470303899 -35.5614885432735 -23.8831133107233 -32.4538360926657 -41.8689906596716 -54.9849685026891 -74.056876747806 -26.4527340972774 -25.7714261245953 -25.5351668594416 -51.2457577441063 -53.5626027951288 -62.0658899719609 -73.1767561245462 -85.8251399346545 0 
-27.8 1.7502685546875 -11.2923861412692 -11.2874153856256 -20.0794733420666 -25.9597470303899 -35.6614885432736 -23.6831133107241 -32.2538360926665 -41.6689906596724 -54.7849685026899 -73.8568767478068 -26.3527340972773 -25.6714261245953 -25.4351668594415 -51.4457577441055 -53.762602795128 -62.2658899719601 -73.3767561245454 -86.0251399346537 0 
-27.6 1.7502685546875 -11.2923861412692 -11.2874153856256 -20.1794733420667 -26.0597470303899 -35.7614885432736 -23.4831133107231 -32.0538360926656 -41.4689906596714 -54.5849685026889 -73.6568767478058 -26.2527340972773 -25.5714261245952 -25.3351668594415 -51.6457577441065 -53.962602795129 -62.465889971961 -73.5767561245464 -86.2251399346547 0 
-27.4 1.7502685546875 -11.2923861412692 -11.2874153856256 -20.2794733420667 -26.15974703039 -35.8614885432737 -23.2831133107221 -31.8538360926646 -41.2689906596704 -54.384968502688 -73.4568767478048 -26.1527340972772 -25.4714261245952 -25.2351668594414 -51.8457577441075 -54.1626027951299 -62.665889971962 -73.7767561245474 -86.4251399346557 0 
-27.2 1.7502685546875 -11.2923861412692 -11.2874153856256 -20.3794733420668 -26.25974703039 -35.9614885432737 -23.0831133107229 -31.6538360926654 -41.0689906596712 -54.1849685026887 -73.2568767478056 -26.0527340972772 -25.3714261245951 -25.1351668594414 -52.0457577441067 -54.3626027951292 -62.8658899719612 -73.9767561245466 -86.6251399346549 0 
-27 1.7502685546875 -11.2923861412692 -11.2874153856256 -20.4794733420668 -26.3597470303901 -36.0614885432738 -22.8831133107237 -31.4538360926661 -40.868990659672 -53.9849685026895 -73.0568767478064 -25.9527340972771 -25.2714261245951 -25.0351668594413 -52.2457577441059 -54.5626027951284 -63.0658899719605 -74.1767561245458 -86.8251399346541 0 
-26.8 1.7502685546875 -11.2923861412692 -11.2874153856256 -20.5794733420669 -26.4597470303901 -36.1614885432738 -22.6831133107227 -31.2538360926652 -40.668990659671 -53.7849685026885 -72.8568767478054 -25.8527340972771 -25.171426124595 -24.9351668594413 -52.4457577441069 -54.7626027951294 -63.2658899719614 -74.3767561245468 -87.0251399346551 0 
-26.6 1.7502685546875 -11.2923861412692 -11.2874153856256 -20.6794733420665 -26.5597470303898 -36.2614885432734 -22.4831133107235 -31.053836092666 -40.4689906596718 -53.5849685026893 -72.6568767478062 -25.7527340972775 -25.0714261245954 -24.8351668594417 -52.6457577441061 -54.9626027951286 -63.4658899719606 -74.576756124546 -87.2251399346543 0 
-26.4 1.7502685546875 -11.2923861412692 -11.2874153856256 -20.7794733420665 -26.6597470303898 -36.3614885432735 -22.2831133107243 -30.8538360926667 -40.2689906596726 -53.3849685026901 -72.456876747807 -25.6527340972774 -24.9714261245954 -24.7351668594416 -52.8457577441053 -55.1626027951278 -63.6658899719599 -74.7767561245452 -87.4251399346535 0 
-26.2 1.7502685546875 -11.2923861412692 -11.2874153856256 -20.8794733420666 -26.7597470303898 -36.4614885432735 -22.0831133107233 -30.6538360926658 -40.0689906596716 -53.1849685026891 -72.256876747806 -25.5527340972774 -24.8714261245953 -24.6351668594416 -53.0457577441063 -55.3626027951288 -63.8658899719608 -74.9767561245462 -87.6251399346545 0 
-26 1.7502685546875 -11.2923861412692 -11.2874153856256 -20.9794733420666 -26.8597470303899 -36.5614885432736 -21.8831133107223 -30.4538360926648 -39.8689906596706 -52.9849685026882 -72.056876747805 -25.4527340972773 -24.7714261245953 -24.5351668594415 -53.2457577441073 -55.5626027951297 -64.0658899719618 -75.1767561245472 -87.8251399346555 0 
-25.8 1.7502685546875 -11.2923861412692 -11.2874153856256 -21.0794733420667 -26.9597470303899 -36.6614885432736 -21.6831133107231 -30.2538360926656 -39.6689906596714 -52.7849685026889 -71.8568767478058 -25.3527340972773 -24.6714261245952 -24.4351668594415 -53.4457577441065 -55.762602795129 -64.265889971961 -75.3767561245464 -88.0251399346547 0 
-25.6 1.7502685546875 -11.2923861412692 -11.2874153856256 -21.1794733420667 -27.05974703039 -36.7614885432737 -21.4831133107239 -30.0538360926664 -39.4689906596722 -52.5849685026897 -71.6568767478066 -25.2527340972772 -24.5714261245952 -24.3351668594414 -53.6457577441057 -55.9626027951282 -64.4658899719603 -75.5767561245456 -88.2251399346539 0 
-25.4 1.7502685546875 -11.2923861412692 -11.2874153856256 -21.2794733420668 -27.15974703039 -36.8614885432737 -21.2831133107229 -29.8538360926654 -39.2689906596712 -52.3849685026887 -71.4568767478056 -25.1527340972772 -24.4714261245951 -24.2351668594414 -53.8457577441067 -56.1626027951291 -64.6658899719612 -75.7767561245466 -88.4251399346549 0 
-25.2 1.7502685546875 -11.2923861412692 -11.2874153856256 -21.3794733420668 -27.2597470303901 -36.9614885432738 -21.083113310722 -29.6538360926644 -39.0689906596703 -52.1849685026878 -71.2568767478046 -25.0527340972771 -24.3714261245951 -24.1351668594413 -54.0457577441076 -56.3626027951301 -64.8658899719622 -75.9767561245476 -88.6251399346559 0 
-25 1.7502685546875 -11.2923861412692 -11.2874153856256 -21.4794733420669 -27.3597470303901 -37.0614885432738 -20.8831133107227 -29.4538360926652 -38.868990659671 -51.9849685026886 -71.0568767478054 -24.9527340972771 -24.271426124595 -24.0351668594413 -54.2457577441069 -56.5626027951293 -65.0658899719614 -76.1767561245468 -88.8251399346551 0 
-24.8 1.7502685546875 -11.2923861412692 -11.2874153856256 -21.5794733420665 -27.4597470303897 -37.1614885432734 -20.6831133107235 -29.253836092666 -38.6689906596718 -51.7849685026893 -70.8568767478062 -24.8527340972775 -24.1714261245954 -23.9351668594417 -54.4457577441061 -56.7626027951286 -65.2658899719606 -76.376756124546 -89.0251399346543 0 
-24.6 1.7502685546875 -11.2923861412692 -11.2874153856256 -21.6794733420665 -27.5597470303898 -37.2614885432735 -20.4831133107226 -29.053836092665 -38.4689906596708 -51.5849685026884 -70.6568767478052 -24.7527340972774 -24.0714261245954 -23.8351668594416 -54.6457577441071 -56.9626027951295 -65.4658899719616 -76.576756124547 -89.2251399346553 0 
-24.4 1.7502685546875 -11.2923861412692 -11.2874153856256 -21.7794733420666 -27.6597470303898 -37.3614885432735 -20.2831133107233 -28.8538360926658 -38.2689906596716 -51.3849685026892 -70.456876747806 -24.6527340972774 -23.9714261245953 -23.7351668594416 -54.8457577441063 -57.1626027951287 -65.6658899719608 -76.7767561245462 -89.4251399346545 0 
-24.2 1.7502685546875 -11.2923861412692 -11.2874153856256 -21.8794733420666 -27.7597470303899 -37.4614885432736 -20.0831133107241 -28.6538360926666 -38.0689906596724 -51.1849685026899 -70.2568767478068 -24.5527340972773 -23.8714261245953 -23.6351668594415 -55.0457577441055 -57.362602795128 -65.86588997196 -76.9767561245454 -89.6251399346537 0 
-24 1.7502685546875 -11.2923861412692 -11.2874153856256 -21.9794733420667 -27.8597470303899 -37.5614885432736 -19.8831133107231 -28.4538360926656 -37.8689906596714 -50.984968502689 -70.0568767478058 -24.4527340972773 -23.7714261245952 -23.5351668594415 -55.2457577441065 -57.5626027951289 -66.065889971961 -77.1767561245464 -89.8251399346547 0 
-23.8 1.7502685546875 -11.2923861412692 -11.2874153856256 -22.0794733420667 -27.95974703039 -37.6614885432737 -19.6831133107222 -28.2538360926646 -37.6689906596705 -50.784968502688 -69.8568767478048 -24.3527340972772 -23.6714261245952 -23.4351668594414 -55.4457577441074 -57.7626027951299 -66.265889971962 -77.3767561245474 -90.0251399346556 0 
-23.6 1.7502685546875 -11.2923861412692 -11.2874153856256 -22.1794733420667 -28.05974703039 -37.7614885432737 -19.4831133107229 -28.0538360926654 -37.4689906596712 -50.5849685026888 -69.6568767478056 -24.2527340972772 -23.5714261245951 -23.3351668594414 -55.6457577441067 -57.9626027951291 -66.4658899719612 -77.5767561245466 -90.2251399346549 0 
-23.4 1.7502685546875 -11.2923861412692 -11.2874153856256 -22.2794733420668 -28.1597470303901 -37.8614885432738 -19.2831133107237 -27.8538360926662 -37.268990659672 -50.3849685026895 -69.4568767478064 -24.1527340972771 -23.4714261245951 -23.2351668594413 -55.8457577441059 -58.1626027951284 -66.6658899719604 -77.7767561245458 -90.4251399346541 0 
-23.2 1.7502685546875 -11.2923861412692 -11.2874153856256 -22.3794733420668 -28.2597470303901 -37.9614885432738 -19.0831133107228 -27.6538360926652 -37.0689906596711 -50.1849685026886 -69.2568767478054 -24.0527340972771 -23.371426124595 -23.1351668594413 -56.0457577441069 -58.3626027951293 -66.8658899719614 -77.9767561245468 -90.6251399346551 0 
-23 1.7502685546875 -11.2923861412692 -11.2874153856256 -22.4794733420665 -28.3597470303897 -38.0614885432734 -18.8831133107235 -27.453836092666 -36.8689906596718 -49.9849685026894 -69.0568767478062 -23.9527340972775 -23.2714261245954 -23.0351668594417 -56.2457577441061 -58.5626027951285 -67.0658899719606 -78.176756124546 -90.8251399346543 0 
-22.8 1.7502685546875 -11.2923861412692 -11.2874153856256 -22.5794733420665 -28.4597470303898 -38.1614885432735 -18.6831133107243 -27.2538360926668 -36.6689906596726 -49.7849685026901 -68.856876747807 -23.8527340972774 -23.1714261245954 -22.9351668594416 -56.4457577441053 -58.7626027951278 -67.2658899719598 -78.3767561245452 -91.0251399346535 0 
-22.6 1.7502685546875 -11.2923861412692 -11.2874153856256 -22.6794733420666 -28.5597470303898 -38.2614885432735 -18.4831133107234 -27.0538360926658 -36.4689906596716 -49.5849685026892 -68.656876747806 -23.7527340972774 -23.0714261245953 -22.8351668594416 -56.6457577441063 -58.9626027951287 -67.4658899719608 -78.5767561245462 -91.2251399346545 0 
-22.4 1.7502685546875 -11.2923861412692 -11.2874153856256 -22.7794733420666 -28.6597470303899 -38.3614885432736 -18.2831133107224 -26.8538360926648 -36.2689906596707 -49.3849685026882 -68.456876747805 -23.6527340972773 -22.9714261245953 -22.7351668594415 -56.8457577441072 -59.1626027951297 -67.6658899719618 -78.7767561245471 -91.4251399346554 0 
-22.2 1.7502685546875 -11.2923861412692 -11.2874153856256 -22.8794733420666 -28.7597470303899 -38.4614885432736 -18.0831133107232 -26.6538360926656 -36.0689906596715 -49.184968502689 -68.2568767478058 -23.5527340972773 -22.8714261245952 -22.6351668594415 -57.0457577441065 -59.3626027951289 -67.865889971961 -78.9767561245464 -91.6251399346547 0 
-22 1.7502685546875 -11.2923861412692 -11.2874153856256 -22.9794733420667 -28.85974703039 -38.5614885432737 -17.8831133107239 -26.4538360926664 -35.8689906596722 -48.9849685026898 -68.0568767478066 -23.4527340972772 -22.7714261245952 -22.5351668594415 -57.2457577441057 -59.5626027951281 -68.0658899719602 -79.1767561245456 -91.8251399346539 0 
-21.8 1.7502685546875 -11.2923861412692 -11.2874153856256 -23.0794733420667 -28.95974703039 -38.6614885432737 -17.683113310723 -26.2538360926654 -35.6689906596713 -48.7849685026888 -67.8568767478056 -23.3527340972772 -22.6714261245951 -22.4351668594414 -57.4457577441066 -59.7626027951291 -68.2658899719612 -79.3767561245466 -92.0251399346548 0 
-21.6 1.7502685546875 -11.2923861412692 -11.2874153856256 -23.1794733420668 -29.0597470303901 -38.7614885432738 -17.483113310722 -26.0538360926644 -35.4689906596703 -48.5849685026878 -67.6568767478047 -23.2527340972771 -22.5714261245951 -22.3351668594414 -57.6457577441076 -59.9626027951301 -68.4658899719622 -79.5767561245475 -92.2251399346558 0 
-21.4 1.7502685546875 -11.2923861412692 -11.2874153856256 -23.2794733420668 -29.1597470303901 -38.8614885432738 -17.2831133107228 -25.8538360926652 -35.2689906596711 -48.3849685026886 -67.4568767478055 -23.1527340972771 -22.471426124595 -22.2351668594413 -57.8457577441068 -60.1626027951293 -68.6658899719614 -79.7767561245468 -92.425139934655 0 
-21.2 1.7502685546875 -11.2923861412692 -11.2874153856256 -23.3794733420664 -29.2597470303897 -38.9614885432734 -17.0831133107236 -25.653836092666 -35.0689906596718 -48.1849685026894 -67.2568767478062 -23.0527340972775 -22.3714261245954 -22.1351668594417 -58.0457577441061 -60.3626027951285 -68.8658899719606 -79.976756124546 -92.6251399346543 0 
-21 1.7502685546875 -11.2923861412692 -11.2874153856256 -23.4794733420665 -29.3597470303898 -39.0614885432735 -16.8831133107226 -25.453836092665 -34.8689906596709 -47.9849685026884 -67.0568767478052 -22.9527340972774 -22.2714261245954 -22.0351668594417 -58.245757744107 -60.5626027951295 -69.0658899719616 -80.1767561245469 -92.8251399346552 0 
-20.8 1.7502685546875 -11.2923861412692 -11.2874153856256 -23.5794733420665 -29.4597470303898 -39.1614885432735 -16.6831133107234 -25.2538360926658 -34.6689906596717 -47.7849685026892 -66.856876747806 -22.8527340972774 -22.1714261245953 -21.9351668594416 -58.4457577441062 -60.7626027951287 -69.2658899719608 -80.3767561245462 -93.0251399346545 0 
-20.6 1.7502685546875 -11.2923861412692 -11.2874153856256 -23.6794733420666 -29.5597470303899 -39.2614885432736 -16.4831133107241 -25.0538360926666 -34.4689906596724 -47.58496850269 -66.6568767478068 -22.7527340972773 -22.0714261245953 -21.8351668594416 -58.6457577441055 -60.9626027951279 -69.46588997196 -80.5767561245454 -93.2251399346537 -15.0514997831991 
-20.4 1.7502685546875 -11.2923861412692 -11.2874153856256 -23.7794733420666 -29.6597470303899 -39.3614885432736 -16.2831133107232 -24.8538360926656 -34.2689906596715 -47.384968502689 -66.4568767478059 -22.6527340972773 -21.9714261245952 -21.7351668594415 -58.8457577441064 -61.1626027951289 -69.665889971961 -80.7767561245464 -93.4251399346547 -15.0514997831991 
-20.2 1.7502685546875 -11.2923861412692 -11.2874153856256 -23.8794733420667 -29.75974703039 -39.4614885432737 -16.0831133107222 -24.6538360926646 -34.0689906596705 -47.184968502688 -66.2568767478049 -22.5527340972772 -21.8714261245952 -21.6351668594415 -59.0457577441074 -61.3626027951299 -69.865889971962 -80.9767561245473 -93.6251399346556 -15.0514997831991 
-20 1.7502685546875 -11.2923861412692 -11.2874153856256 -23.9794733420667 -29.85974703039 -39.5614885432737 -15.883113310723 -24.4538360926654 -33.8689906596713 -46.9849685026888 -66.0568767478056 -22.4527340972772 -21.7714261245951 -21.5351668594414 -59.2457577441066 -61.5626027951291 -70.0658899719612 -81.1767561245465 -93.8251399346548 -14.8754085241434 
-19.8 1.7502685546875 -11.2923861412692 -11.2874153856256 -24.0794733420668 -29.9597470303901 -39.6614885432738 -15.6831133107238 -24.2538360926662 -33.6689906596721 -46.7849685026896 -65.8568767478064 -22.3527340972771 -21.6714261245951 -21.4351668594414 -59.4457577441058 -61.7626027951283 -70.2658899719604 -81.3767561245458 -94.0251399346541 -14.5743785284794 
