pO2 mew_e electrons holes VO{2} VO{1} VO{0} VM{-4} VM{-3} VM{-2} VM{-1} VM{0} Oi{-2} Oi{-1} Oi{0} Mi{4} Mi{3} Mi{2} Mi{1} Mi{0} Ii{0} Ii{-1} Ii{1} IsubO{1} IsubO{2} IsubO{3} IsubZr{-3} IsubZr{-4} IsubZr{-5} Stoich
-32.7 3.14393586844056 -1.31994667731604 -8.52973634146278 -1.71577015267185 -2.07640959982371 -2.44305926188025 -13.4322287845231 -23.0640453472867 -32.8329063708491 -42.6252152435687 -55.7674610902246 -13.56500457745 -20.446841256931 -29.9658222110481 -11.8748899720482 -10.547614582535 -9.2710018471248 -10.50664767034 -11.7462205999625 -19.4454491065512 -15.825697101226 -18.9602974482641 -3.00000005148913 -9.92903089498269 -14.738226105098 -22.7088759528245 -26.3321141243845 -25.8165813195624 -0.713546948204748 
-32.6 3.13874412336082 -1.33739017479236 -8.51229284398646 -1.73052326762737 -2.10860621225555 -2.4926993717884 -13.4020027744288 -23.016375839716 -32.7677933658021 -42.5426587410455 -55.667461090225 -13.5498915723665 -20.4142847543711 -29.9158222110119 -11.9051159821063 -10.5952840900694 -9.33611485213554 -10.5892041728271 -11.8462205999259 -19.4132524958894 -15.8109439880405 -18.9106573401261 -3.00000005329524 -9.91158739931287 -14.7033391119515 -22.6290098346283 -26.2696915036646 -25.7716021963189 -0.736102353477056 
-32.5 3.1335621259484 -1.35480092154466 -8.49488209723417 -1.7453645736737 -2.14085826505418 -2.54236217133934 -13.3716457614384 -22.9686080799733 -32.7026148593071 -42.4600694877981 -55.5674610902254 -13.5347130658399 -20.3816955010922 -29.8658222109808 -11.9354729950655 -10.6430518497809 -9.40129335859939 -10.6717934260432 -11.9462205998943 -19.3810004452893 -15.7961026841927 -18.8609945427737 -3.00000005552513 -9.89417665479007 -14.6685176206764 -22.5489900243167 -26.2070824401053 -25.7264038795118 -0.758372939772228 
-32.4 3.12838978718517 -1.37217921666071 -8.47750380211811 -1.76029175303274 -2.17316373952927 -2.59204594093048 -13.3411589419023 -22.9207429653211 -32.6373714495388 -42.3774477829138 -55.467461090225 -13.5194696560452 -20.3490737961815 -29.815822210954 -11.9659598145749 -10.6909169644063 -9.46653676834084 -10.7544151309007 -12.0462205998679 -19.3486949730238 -15.7811755070433 -18.8113107753921 -3.00000005776134 -9.87679836191023 -14.6337610326808 -22.4688194374258 -26.1442901483304 -25.680989882853 -0.780367100497375 
-32.3 3.12322701152331 -1.3895253811671 -8.46015763761172 -1.77530259289178 -2.2055207438947 -2.6417491098023 -13.3105435999274 -22.8727814588399 -32.5720637785512 -42.2947939474198 -55.3674610902246 -13.5041619850349 -20.3164199606648 -29.7658222109309 -11.9965751565266 -10.7388784708645 -9.53184443930536 -10.8370689663716 -12.1462205998452 -19.3163379706372 -15.766164669163 -18.7616076084991 -3.00000005976336 -9.85945219940586 -14.5990687056701 -22.388500928581 -26.081317803992 -25.635363703021 -0.80209316023715 
-32.2 3.118073698665 -1.40683975204972 -8.4428432667291 -1.79039498345124 -2.23792750533678 -2.691470242127 -13.2798010834583 -22.8247245714882 -32.5066925203169 -42.2121083183029 -55.267461090225 -13.4887907267803 -20.2837343315276 -29.7158222109111 -12.0273176729759 -10.7869353581964 -9.59721569751988 -10.9197545954688 -12.2462205998249 -19.2839312115499 -15.7510722809583 -18.7118864785292 -3.00000006213783 -9.84213783089809 -14.5644399662793 -22.3080372821618 -26.0181685284555 -25.5895287983671 -0.823559339172754 
-32.1 3.11292974516138 -1.42412267688145 -8.42556034189737 -1.80556691610503 -2.2703823628223 -2.74120802444426 -13.2489327827856 -22.7765733459838 -32.4412583699807 -42.129391243135 -55.1674610902254 -13.4733565764267 -20.2510172563422 -29.665822210894 -12.0581859736315 -10.8350865836837 -9.66264984783894 -11.0024716706196 -12.3462205998075 -19.2514763565348 -15.735900350775 -18.6621486986823 -3.00000006462554 -9.82485490855369 -14.5298741191032 -22.2274312016594 -25.9548453727848 -25.5434885675281 -0.844773721687096 
-32 3.10779504583675 -1.44137450903714 -8.40830850974168 -1.82081648166111 -2.30288376053407 -2.79096125431171 -13.217940111408 -22.7283288424504 -32.3757620342917 -42.0466430752903 -55.067461090225 -13.4578602407234 -20.2182690884832 -29.6158222108793 -12.0891786449944 -10.8833310872023 -9.72814618351323 -11.0852198384495 -12.4462205997931 -19.2189749615397 -15.7206507879356 -18.6123954715315 -3.0000000673567 -9.80760307912917 -14.4953704575234 -22.1466853031457 -25.8913513064268 -25.4972463333258 -0.86574422902768 
-31.9 3.10266949506797 -1.45859560339496 -8.39108741538386 -1.83614186868708 -2.33543024191786 -2.84072883005332 -13.1868244888389 -22.6799921255235 -32.310204223007 -41.9638641696477 -54.9674610902247 -13.4423024294264 -20.1854901828284 -29.5658222108666 -12.1202942675508 -10.9316678041165 -9.79370399478531 -11.1679987440794 -12.5462205997809 -19.1864284831633 -15.705325403917 -18.5626278987973 -3.00000007037692 -9.79038198779156 -14.4609282718279 -22.065802107855 -25.8276892054939 -25.4508053267508 -0.886478595650247 
-31.8 3.09755298793118 -1.47578631248359 -8.37389670629523 -1.85154136195467 -2.36802044427409 -2.89050974149818 -13.1555873251939 -22.6315642527898 -32.2445856411847 -41.8810548787368 -54.8674610902251 -13.4266838475927 -20.1526808919062 -29.5158222108558 -12.151531431185 -10.9800956768394 -9.85932257659676 -11.2508080349795 -12.6462205997696 -19.1538382833488 -15.6899259131912 -18.5128469898942 -3.00000007292942 -9.77319128125581 -14.4265468562032 -21.9847840353177 -25.7638618420453 -25.4041686723908 -0.906984349001949 
-31.7 3.09244542121903 -1.49294698306452 -8.3567360357143 -1.86701334090599 -2.40065309380634 -2.94030306161136 -13.124230007518 -22.583046264533 -32.1789069823469 -41.7982155493181 -54.7674610902255 -13.4110051887452 -20.1198415624777 -29.4658222108464 -12.1828887488515 -11.0286136650868 -9.92500123542514 -11.3336473643888 -12.7462205997598 -19.121205637207 -15.6744539376303 -18.4630536731715 -3.00000007632942 -9.75603061407449 -14.3922255184409 -21.9036334009285 -25.699871878237 -25.3573393791634 -0.927268792605216 
-31.6 3.08734669437459 -1.51007795299416 -8.33960506578466 -1.88255627836827 -2.43332700119825 -2.99010793893291 -13.0927538872361 -22.5344391743216 -32.1131689222058 -41.7153465192474 -54.6674610902251 -13.3952671285964 -20.0869725323993 -29.4158222108383 -12.2143648691253 -11.0772207552902 -9.99073929555817 -11.4165163944515 -12.8462205997521 -19.0885317330158 -15.6589110033687 -18.4132487990506 -3.00000007953797 -9.73889964735341 -14.3579635817906 -21.8223524065339 -25.635721853772 -25.310320324628 -0.947338991836974 
-31.5 3.08225671030903 -1.52717954847669 -8.32250347030213 -1.89816873921129 -2.4660410575238 -3.03992359074099 -13.0611602691659 -22.4857439607688 -32.0473721131705 -41.6324481147295 -54.5674610902247 -13.3794703195546 -20.0540741278749 -29.3658222108314 -12.2459584871886 -11.125915968836 -10.0565361045865 -11.4994147989624 -12.9462205997455 -19.0558176792609 -15.6432985450963 -18.3634331498132 -3.00000008211577 -9.72179805444868 -14.3237603934033 -21.7409431392331 -25.5714141819538 -25.2631142482924 -0.96720176259999 
-31.3999999999999 3.07717537613834 -1.54425208158863 -8.30543093719019 -1.91384937911698 -2.49879423054143 -3.08974929687056 -13.0294504016141 -22.436961560105 -31.9815171793948 -41.5495206478419 -54.4674610902251 -13.3636153857725 -20.0211466609809 -29.3158222108254 -12.2776683547345 -11.1746983694939 -10.1223910383563 -11.5823422658441 -13.0462205997392 -19.0230645101119 -15.6276179090593 -18.3136074475523 -3.00000008599017 -9.70472552521152 -14.2896153310538 -21.6594075694263 -25.5069511452589 -25.2157237447094 -0.986863662395467 
-31.2999999999999 3.07210260387654 -1.56129584794995 -8.28838717082888 -1.92959694364921 -2.53158556143498 -3.13958439412542 -12.9976254670597 -22.3880928591893 -31.9156047121178 -41.4665644142036 -54.3674610902255 -13.34770291849 -19.988190427337 -29.2658222108203 -12.3094932892837 -11.2235670704044 -10.1883035056281 -11.6652984994772 -13.1462205997336 -18.9902731822929 -15.6118703476016 -18.263772353372 -3.00000008907008 -9.68768176192973 -14.2555278014107 -21.5777475406968 -25.4423348828907 -25.1681512487026 -1.00633098326967 
-31.1999999999999 3.06703831101348 -1.57831112478258 -8.27137189399624 -1.94541026707681 -2.5644141616952 -3.18942827121828 -12.9656865743899 -22.3391386896869 -31.8496352657827 -41.3835796910358 -54.2674610902252 -13.3317334721508 -19.9552057041652 -29.2158222108158 -12.3414321819491 -11.2725212399024 -10.2542729519588 -11.7482832226406 -13.2462205997296 -18.9574445860346 -15.596057028176 -18.2139284802811 -3.00000009307627 -9.67066648910329 -14.221497251752 -21.4959647749405 -25.377567393967 -25.1203990366115 -1.02560974723769 
-31.0999999999999 3.06198242109159 -1.59529816897263 -8.25438484980619 -1.96128827167441 -2.59727921048287 -3.239280364196 -12.9336347511497 -22.2900998222567 -31.7836093541625 -41.3005667352255 -54.1674610902248 -13.3157075605271 -19.9221927483515 -29.165822210812 -12.3734840051854 -11.3215601073288 -10.3202988635753 -11.8312961784471 -13.3462205997261 -18.9245795403806 -15.5801790267119 -18.1640763904369 -3.00000009621387 -9.65367944805084 -14.1875231665095 -21.4140608618601 -25.3126505250766 -25.0724692119112 -1.04470570286966 
-30.9999999999999 3.05693486417994 -1.61225721547773 -8.2374258033011 -1.97722996676148 -2.63017995207502 -3.28914015229325 -12.9014709371705 -22.2409769617723 -31.717527447173 -41.217525781731 -54.0674610902252 -13.299625653534 -19.8891517948533 -29.1158222108088 -12.4056478191614 -11.3706829678099 -10.3863807705614 -11.9143371319383 -13.4462205997225 -18.8916788025744 -15.5642373354109 -18.1142166061257 -3.00000010000295 -9.6367204053352 -14.1536050772884 -21.3320372635728 -25.2475859732945 -25.0243637066341 -1.06362432398 
-30.8999999999999 3.05189557735235 -1.62918847572053 -8.2204945430583 -1.99323444816344 -2.66311569371978 -3.3390071541808 -12.8691959781421 -22.1917707425011 -31.651389967659 -41.1344570419742 -53.9674610902256 -13.2834881740168 -19.8560830550933 -29.0658222108059 -12.437922778187 -11.4198891870782 -10.4525182500726 -11.9974058716923 -13.5462205997192 -18.8587430649308 -15.5482328580101 -18.0643496082393 -3.00000010400716 -9.61978914909623 -14.1197425608067 -21.2498953066609 -25.1823752766254 -24.9760842702078 -1.08237080916798 
-30.7999999999999 3.04686450509766 -1.64609213621041 -8.20359088256842 -2.00930089756629 -2.69608580361252 -3.38888092456342 -12.8368106201012 -22.1424817239704 -31.5851972886384 -41.0513607024637 -53.8674610902252 -13.2672954949941 -19.8229867155807 -29.0158222108035 -12.4703081362254 -11.4691782056065 -10.5187109290908 -12.0805022112003 -13.6462205997172 -18.8257729595293 -15.5321664130985 -18.0144758423479 -3.00000010850063 -9.60288549309982 -14.0859352443208 -21.1676361827311 -25.1170198131855 -24.9276324672578 -1.10095008287028 
-30.6999999999999 3.04184159971686 -1.66296835720894 -8.18671466156989 -2.02542858210306 -2.72908970914782 -3.43876105109725 -12.804315504095 -22.0931103869656 -31.5189497306351 -40.9682369234619 -53.7674610902248 -13.2510479369889 -19.789862936577 -28.9658222108012 -12.5028032522296 -11.5185495426092 -10.584958487092 -12.1636259902001 -13.7462205997155 -18.792769058214 -15.5160387327817 -17.9645957200341 -3.00000011272272 -9.58600927632338 -14.0521828065458 -21.0852609444131 -25.051520795866 -24.8790096709368 -1.11936679723429 
-30.5999999999999 3.03682682167562 -1.67981727154567 -8.16986574723315 -2.04161685392405 -2.76212689530554 -3.48864715159171 -12.7717111614416 -22.0436571299755 -31.4526475593082 -40.8850858377983 -53.6674610902245 -13.2347457656606 -19.7567118509119 -28.9158222107994 -12.5354075948812 -11.5680027995976 -10.6512606584171 -12.2467770758619 -13.846220599714 -18.7597318765052 -15.4998504654096 -17.9147096239885 -3.00000011717356 -9.56916036643749 -14.0184849823232 -21.0027705057159 -24.9858792715055 -24.8302170609131 -1.13762533506025 
-30.4999999999999 3.03182013995496 -1.69663898343977 -8.15304403533905 -2.0578651500177 -2.79519690329329 -3.53853887147356 -12.7389980090184 -21.9941222656582 -31.3862909830968 -40.8019075496928 -53.5674610902249 -13.2183891894472 -19.7235335628045 -28.8658222107979 -12.5681207473028 -11.6175376639133 -10.7176172346269 -12.3299553639659 -13.9462205997121 -18.7266618728168 -15.4836021736153 -17.864817908406 -3.0000001214743 -9.5523386588445 -13.9848415628357 -20.9201656377118 -24.9200961153955 -24.7812556166971 -1.15572981326325 
-30.3999999999999 3.02682153236518 -1.7134335674454 -8.13624945133343 -2.07417299201435 -2.82829932929557 -3.58843588148146 -12.7061763450413 -21.9445060176754 -31.3198801511085 -40.7187021336988 -53.4674610902253 -13.2019783574572 -19.6903281468088 -28.8158222107966 -12.6009424112786 -11.6671539118947 -10.7840280666139 -12.4131607799585 -14.0462205997104 -18.6935594515859 -15.46729433639 -17.8149209031695 -3.00000012624719 -9.5355440796114 -13.951252399597 -20.8374469684995 -24.8541720301888 -24.7321261154961 -1.17368408716363 
-30.2999999999999 3.02183098586377 -1.7302010673834 -8.11948195139543 -2.09053998623056 -2.86143382344978 -3.63833787557368 -12.6732463447929 -21.8948085174891 -31.2534151509841 -40.6354696336364 -53.3674610902249 -13.185513357332 -19.6570956467456 -28.7658222107954 -12.6338724115258 -11.71685141208 -10.8504930667372 -12.4963932800197 -14.1462205997096 -18.66042496249 -15.4509273472322 -17.7650189141356 -3.00000013130653 -9.51877658473274 -13.9177174047807 -20.7546149792184 -24.7881075408458 -24.6828291260911 -1.19149175508868 
-30.1999999999999 3.01684849685051 -1.74694149535004 -8.10274152342879 -2.106965823749 -2.89460008893486 -3.68824456902539 -12.6402080566591 -21.8450298013886 -31.186896006917 -40.5522100616027 -53.2674610902246 -13.1689942132643 -19.6238360747113 -28.7158222107944 -12.6669106996586 -11.7666301281794 -10.9170122108033 -12.5796528520525 -14.246220599709 -18.6272587020121 -15.4345015147209 -17.7151122256911 -3.00000013631485 -9.50203616177442 -13.8842365538557 -20.671670002641 -24.721902992235 -24.6333650054469 -1.2091561635215 
-30.0999999999999 3.0118740714488 -1.76365483077159 -8.08602818800723 -2.12345028057851 -2.92779788118591 -3.738155696698 -12.6070613983457 -21.7951698076537 -31.1203226777605 -40.4689233970246 -53.167461090225 -13.1524208841066 -19.590549410132 -28.6658222107936 -12.7000573579712 -11.8164901219135 -10.9835855399589 -12.6629395166297 -14.3462205997077 -18.5940609157869 -15.4180170639172 -17.6652011040443 -3.00000014234135 -9.48532283237975 -13.8508098890391 -20.5886122226817 -24.6555585476972 -24.5837338963307 -1.22668041265168 
