pO2 mew_e electrons holes VO{2} VO{1} VO{0} VM{-4} VM{-3} VM{-2} VM{-1} VM{0} Oi{-2} Oi{-1} Oi{0} Mi{4} Mi{3} Mi{2} Mi{1} Mi{0} Ii{0} Ii{-1} Ii{1} IsubO{1} IsubO{2} IsubO{3} IsubZr{-3} IsubZr{-4} IsubZr{-5} Stoich
-30.4 2.251284922678 -7.40775288816711 -15.1720486387277 -26.5489027413735 -28.5445431765947 -34.3616514363763 -10.7446888812621 -23.2000449163067 -36.4998327364146 -53.5004438325342 -76.4569853307532 -19.8834675910733 -23.0867928714933 -26.7351668594417 -64.3842907565153 -62.8165025544357 -67.4351564781657 -74.6613893776489 -83.4251399346551 -18.3680805883435 -16.5285994746039 -15.2522161711001 -3.12493306358808 -13.8628750003908 -20.7420497140263 -3.60207700519389 -15.4510149330856 -19.5887012724373 -2.8232058549393 
-30.2 2.24161199499722 -7.48275198784584 -15.097049539049 -26.4989045416778 -28.5695440765778 -34.4616514360381 -10.844685280651 -23.2250422160168 -36.4498309364461 -53.3754429328869 -76.2569853314272 -19.9334657904307 -23.061791971172 -26.6351668594417 -64.2842943577996 -62.7915052553987 -67.4851582788074 -74.7863902779694 -83.6251399346543 -18.3430805900094 -16.5785985759485 -15.1522170730872 -3.12493396523656 -13.7878768023614 -20.5920524163182 -3.60207430656993 -15.5260113341403 -19.7386967731708 -2.82321393918424 
-30 2.23193904888212 -7.55775123045519 -15.0220502964396 -26.4489060561745 -28.5945448336838 -34.5616514357535 -10.9446822516555 -23.250039944412 -36.3998294222319 -53.2504421760634 -76.0569853319943 -19.9834642756494 -23.0367912137813 -26.5351668594416 -64.1842973873614 -62.7665075275699 -67.5351597935879 -74.9113910353593 -83.8251399346535 -18.3180805916753 -16.6285978202237 -15.0522178321437 -3.12493472400891 -13.7128783185236 -20.442054689871 -3.60207203663095 -15.6010083068107 -19.8886929884505 -2.82322074102023 
-29.8 2.22226608726651 -7.63275059324789 -14.9470509336469 -26.3989073303496 -28.6195454706516 -34.661651435514 -11.0446797033018 -23.2750380332656 -36.3498281482928 -53.1254415393316 -75.8569853324698 -20.0334630012347 -23.011790576574 -26.4351668594416 -64.0842999361916 -62.7415094391927 -67.5851610680035 -75.0363916725675 -84.0251399346545 -18.2930805933411 -16.6785971846823 -14.9522184710168 -3.1249353626421 -13.637879594364 -20.2920566029197 -3.60207012715039 -15.6760057601228 -20.0386898045554 -2.82322646437668 
-29.6 2.21259311261038 -7.70775005715031 -14.8720514697445 -26.3489084023459 -28.6445460065503 -34.7616514353151 -11.1446775593132 -23.3000364253745 -36.2998270764993 -53.0004410036357 -75.6569853328715 -20.0834619290395 -22.9867900404764 -26.3351668594415 -63.9843020805829 -62.7165110474865 -67.6351621401996 -75.1613922086661 -84.2251399346555 -18.268080587786 -16.7285966430295 -14.8522190015593 -3.12493589298606 -13.5628806608056 -20.1420582054579 -3.60206851370416 -15.751003610579 -20.188687118914 -2.82323127305968 
-29.4 2.20292012697837 -7.78274960615422 -14.7970519207406 -26.2989093041683 -28.6695464573766 -34.8616514351454 -11.2446757556668 -23.3250350727242 -36.2498261748451 -52.8754405529776 -75.4569853332094 -20.1334610270473 -22.9617895894802 -26.2351668594415 -63.8843038845664 -62.6915124004739 -67.685163042191 -75.2863926596614 -84.4251399346547 -18.2430805894518 -16.7785961936993 -14.7522194542212 -3.12493634547786 -13.4878815642944 -19.9920595599428 -3.60206716271974 -15.8260018085985 -20.3386848659374 -2.8232353250878 
-29.2 2.19324713211508 -7.85774922673292 -14.7220523001619 -26.2489100628681 -28.6945468366551 -34.9616514350025 -11.344674238266 -23.3500339347448 -36.1998254162869 -52.7504401738407 -75.2569853334938 -20.1834602682046 -22.9367892100589 -26.1351668594414 -63.7843054022509 -62.666513538737 -67.7351638010329 -75.4113930390819 -84.6251399346539 -18.2180805911177 -16.8285958159439 -14.6522198353084 -3.1249367264226 -13.4128823246595 -19.8420606997292 -3.60206602640612 -15.9010002928636 -20.4886829707812 -2.82323873458256 
-29 2.18357412948899 -7.93274890750061 -14.6470526193942 -26.1989107012124 -28.7195471557671 -35.0616514348822 -11.4446729615744 -23.3750329772854 -36.1498247780599 -52.625439854846 -75.0569853337315 -20.23345962974 -22.9117888908265 -26.0351668594414 -63.6843066791811 -62.641514496435 -67.7851644394984 -75.5363933583152 -84.8251399346549 -18.1930805927835 -16.8785954983774 -14.5522201562065 -3.12493704720004 -13.3378829646693 -19.6920616589722 -3.60206507061267 -15.9759990178379 -20.6386813765231 -2.82324160369405 
-28.8 2.17390112032695 -8.0077486389448 -14.57205288795 -26.1489112382255 -28.7445474242243 -35.1616514347836 -11.5446718875527 -23.4000321718195 -36.0998242411498 -52.5004395864917 -74.856985333933 -20.2834590926283 -22.8867886222707 -25.9351668594413 -63.5843077534053 -62.6165153021034 -67.835164976611 -75.661393626872 -85.0251399346559 -18.1680805872284 -16.9285952242665 -14.4522204192072 -3.12493731010256 -13.2628834961276 -19.5420624589854 -3.60206425959158 -16.0509979382609 -20.7886800283904 -2.82324401055338 
-28.6 2.16422810567069 -8.08274841298841 -14.4970531139064 -26.0989116900525 -28.769547650095 -35.2616514346979 -11.6446709838984 -23.4250314941217 -36.0498237894083 -52.3754393607066 -74.6569853341043 -20.3334586407159 -22.8617883963147 -25.8351668594417 -63.4843086572283 -62.59151597997 -67.8851654285213 -75.7863938528258 -85.2251399346533 -18.1430805888942 -16.9785949999759 -14.3522206468294 -3.12493753763907 -13.1878839496205 -19.3920631384347 -3.6020635835596 -16.1259970362726 -20.9386789004456 -2.82324604209052 
-28.4 2.15455508638938 -8.15774822289239 -14.4220533040024 -26.0489120701727 -28.7945478401192 -35.361651434626 -11.7446702236553 -23.4500309239746 -35.9998234093573 -52.2504391707516 -74.4569853342453 -20.3834582605238 -22.8367882062186 -25.7351668594417 -63.3843094176134 -62.5665165502591 -67.9351658087143 -75.9113940429229 -85.4251399346543 -18.1180805905601 -17.0285948115458 -14.2522208385913 -3.12493772932865 -13.1128843314061 -19.2420637103172 -3.60206301507837 -16.2009962776953 -21.0886779517723 -2.82324775158196 
-28.2 2.14488206322039 -8.23274806293951 -14.3470534639553 -25.9989123900179 -28.8195480000115 -35.4616514345655 -11.8446695839622 -23.4750304442344 -35.9498230895699 -52.1254390109171 -74.2569853343637 -20.433457940618 -22.8117880462657 -25.6351668594416 -63.2843100574259 -62.5415170301186 -67.985166128621 -76.0363942028767 -85.6251399346553 -18.093080592226 -17.0785946532588 -14.1522210002101 -3.12493789088726 -13.0378846529176 -19.0920641917807 -3.60206253700402 -16.2759956396681 -21.2386771537922 -2.82324919034482 
-28 2.13520903677559 -8.30774792838572 -14.2720535985091 -25.9489126590771 -28.8445481345169 -35.5616514345171 -11.94466904585 -23.500030040676 -35.8998228205653 -52.0004388764663 -74.0569853344666 -20.4834576715104 -22.7867879117118 -25.5351668594416 -63.1843105956402 -62.5165174337792 -68.0351663977278 -76.1613943374297 -85.8251399346545 -18.0680805866708 -17.1285945131498 -14.0522211292087 -3.12493801983714 -12.9628849164221 -18.942064589839 -3.60206212789045 -16.3509950960007 -21.3886764755711 -2.8232503937328 
-27.8 2.12553600757897 -8.38274781516811 -14.1970537117267 -25.8989128854693 -28.8695482476915 -35.6616514344741 -12.0446685930648 -23.5250297011083 -35.8498225942153 -51.8754387633339 -73.8569853345518 -20.5334574450751 -22.7617877984942 -25.4351668594415 -63.0843110485099 -62.4915177734313 -68.0851666241623 -76.2863944506465 -86.0251399346537 -18.0430805883367 -17.1785944015981 -13.9522212440922 -3.12493813467801 -12.8878851444797 -18.7920649311143 -3.60206178998867 -16.4259946448814 -21.5386759112341 -2.82325141268811 
-27.6 2.11586297606355 -8.45774771992936 -14.1220538069655 -25.8489130759105 -28.894548342894 -35.7616514344378 -12.1446682121797 -23.550029415462 -35.7998224038077 -51.7504386681651 -73.6569853346218 -20.5834572545976 -22.7367877032554 -25.3351668594415 -62.9843114294659 -62.4665180591485 -68.1351668146407 -76.4113945458863 -86.2251399346547 -18.0180805900025 -17.2285943080252 -13.8522213409968 -3.1249382315459 -12.8128853365864 -18.6420652184605 -3.60206150600821 -16.5009942656621 -21.6886754367761 -2.82325227012792 
-27.4 2.10618994260271 -8.53274763977435 -14.0470538871205 -25.7989132361899 -28.9195484230184 -35.8616514344072 -12.2446678916183 -23.5750291750556 -35.7498222435563 -51.6254385880687 -73.4569853346804 -20.6334570942875 -22.7117876231003 -25.2351668594414 -62.8843117500869 -62.4415182996145 -68.1851669749517 -76.5363946260423 -86.4251399346557 -17.9930805916684 -17.278594229536 -13.7522214228177 -3.12493831333658 -12.7378854985321 -18.4920654605604 -3.6020612672677 -16.5759939467666 -21.8386750377256 -2.8232529920519 
-27.2 2.09651690750084 -8.6077475723432 -13.9720539545516 -25.7489133710264 -28.9445484904237 -35.9616514343813 -12.3446676219446 -23.6000289728131 -35.6998221087449 -51.5004385206885 -73.2569853347313 -20.6834569594252 -22.6867875556691 -25.1351668594414 -62.7843120198107 -62.4165185019072 -68.2351671098132 -76.6613946934726 -86.6251399346549 -17.9680805933342 -17.3285941637707 -13.6522214919147 -3.12493838240729 -12.6628856350348 -18.3420656644942 -3.60206106669102 -16.6509936787588 -21.9886747022866 -2.82325359964414 
-27 2.08684387101835 -8.68274751561663 -13.8970540112782 -25.6989134844604 -28.9695485471311 -36.0616514343622 -12.444667395083 -23.6250288026781 -35.6498219953365 -51.3754384640066 -73.056985334776 -20.733456845972 -22.6617874989425 -25.0351668594413 -62.6843122467162 -62.3915186720861 -68.2851672232656 -76.7863947501984 -86.8251399346541 -17.9430805877791 -17.378594101489 -13.5522215430861 -3.12493843356001 -12.5878857429132 -18.1920658290992 -3.60206089100083 -16.725993446342 -22.1386744131433 -2.82325410382033 
-26.8 2.07717083337802 -8.75774746786734 -13.8220540590275 -25.6489135799405 -28.9945485948619 -36.1616514343437 -12.5446672041203 -23.6500286594646 -35.5998218998723 -51.2504384162917 -72.8569853348104 -20.7834567504733 -22.6367874511932 -24.9351668594413 -62.5843124377143 -62.3665188153349 -68.3351673187652 -76.9113947979487 -87.0251399346551 -17.9180805894449 -17.4285940554056 -13.4522215925012 -3.12493848295625 -12.5128858400588 -18.0420659739949 -3.6020607494532 -16.8009932570451 -22.2886741760971 -2.82325453454758 
-26.6 2.06749779475872 -8.83274742770858 -13.7470540991862 -25.598913660242 -29.0195486350046 -36.2616514343277 -12.6446670435157 -23.6750285390187 -35.5498218195852 -51.1254383761634 -72.6569853348409 -20.8334566701562 -22.6117874110348 -24.8351668594417 -62.4843125983486 -62.3415189358105 -68.3851673990819 -77.0363948381066 -87.2251399346543 -17.8930805911108 -17.4785940169127 -13.3522216343259 -3.12493852476481 -12.437885922027 -17.892066096121 -3.60206063067322 -16.8759930981064 -22.4386739769996 -2.82325489704856 
-26.4 2.05782475532046 -8.90774739389956 -13.6720541329952 -25.5489137278467 -29.0445486688004 -36.3616514343144 -12.7446669083053 -23.7000284376174 -35.4998217519929 -51.0004383423801 -72.4569853348666 -20.8834566025381 -22.5867873772257 -24.7351668594416 -62.3843127335839 -62.3165190372367 -68.4351674666991 -77.1613948719149 -87.4251399346535 -17.8680805927767 -17.5285939847695 -13.2522216698007 -3.12493856022688 -12.3628859912972 -17.7420661992002 -3.60206053093775 -16.9509929645619 -22.5886738096461 -2.82325520247317 
-26.2 2.0481517151919 -8.98274736544285 -13.597054161452 -25.4989137847489 -29.0695486972459 -36.4616514343032 -12.8446667944984 -23.7250283522672 -35.4498216950994 -50.8754383139433 -72.2569853348865 -20.9334565456247 -22.561787348769 -24.6351668594416 -62.2843128474117 -62.2915191226078 -68.4851675236135 -77.2863949003726 -87.6251399346545 -17.8430805944425 -17.5785939579787 -13.1522216999233 -3.12493859033778 -12.2878860498648 -17.5920662862254 -3.60206044725342 -17.0259928524208 -22.7386736690483 -2.82325545977714 
-26 2.03847867448285 -9.05774734148695 -13.5220541854079 -25.4489138326539 -29.0945487211949 -36.5616514342964 -12.9446666986931 -23.7500282804178 -35.399821647206 -50.7504382900057 -72.0569853349049 -20.9834564977128 -22.536787324813 -24.5351668594415 -62.1843129432363 -62.2665191944765 -68.5351675715263 -77.4113949243294 -87.8251399346555 -17.8180805888874 -17.6285939284676 -13.0522217183241 -3.12493860873214 -12.212886092215 -17.4420663525307 -3.6020603698489 -17.1009927510604 -22.888673543732 -2.82325566938134 
-25.8 2.02880563328117 -9.13274732135063 -13.4470542055442 -25.3989138729185 -29.1195487413232 -36.6616514342883 -13.0446666181633 -23.7750282200243 -35.3498216069488 -50.6254382698849 -71.8569853349203 -21.0334564574401 -22.5117873046766 -24.4351668594415 -62.0843130237808 -62.2415192548847 -68.5851676117982 -77.536394944465 -88.0251399346547 -17.7930805905532 -17.6785939099971 -12.9522217401263 -3.12493863052578 -12.1378861341459 -17.2920664145979 -3.60206031112126 -17.1759926721965 -23.0386734447317 -2.82325585184723 
-25.6 2.01913259167159 -9.20774730437702 -13.3720542225178 -25.3489139068588 -29.1445487582899 -36.7616514342814 -13.144666550282 -23.8000281691166 -35.2998215730147 -50.5004382529244 -71.6569853349334 -21.0834564234929 -22.486787287703 -24.3351668594414 -61.9843130916744 -62.2165193058047 -68.6351676457446 -77.6613949614378 -88.2251399346539 -17.7680805922191 -17.7285938946894 -12.8522217587657 -3.12493864915877 -12.0628861697516 -17.1420664671772 -3.6020602618794 -17.250992605981 -23.1886733615426 -2.82325600585267 
-25.4 2.00945954971685 -9.28274729007957 -13.2970542368152 -25.2989139354505 -29.1695487725841 -36.8616514342782 -13.2446664931033 -23.8250281262354 -35.2498215444309 -50.375438238638 -71.4569853349445 -21.1334563948979 -22.4617872734055 -24.2351668594414 -61.8843131488652 -62.1915193486981 -68.6851676743405 -77.7863949757362 -88.4251399346549 -17.7430805866639 -17.7785938748368 -12.752221767508 -3.12493865789743 -11.9878861927877 -16.9920665045116 -3.60206021344302 -17.3259925432472 -23.3386732845114 -2.82325612853396 
-25.2 1.99978650747344 -9.35774727802035 -13.2220542488745 -25.2489139595639 -29.1945487846383 -36.9616514342731 -13.3446664448741 -23.8500280900654 -35.1998215203201 -50.2504382265865 -71.2569853349522 -21.1834563707794 -22.4367872613462 -24.1351668594413 -61.7843131971031 -62.1665193848767 -68.7351676984599 -77.9113949877964 -88.6251399346559 -17.7180805883298 -17.8285938644434 -12.6522217812332 -3.1249386716179 -11.9128862185674 -16.8420665423497 -3.60206017893884 -17.4009924966838 -23.4886732258887 -2.82325623827437 
-25 1.99011346498528 -9.43274726785876 -13.1470542590361 -25.1989139798827 -29.2195487947955 -37.0616514342688 -13.4446664042357 -23.8750280595886 -35.1498215000049 -50.1254382164329 -71.0569853349602 -21.2334563504562 -22.4117872511846 -24.0351668594413 -61.6843132377487 -62.1415194153607 -68.7851677187823 -78.0363949979572 -88.8251399346551 -17.6930805899956 -17.8785938559477 -12.5522217930606 -3.12493868344057 -11.8378862405525 -16.6920665744964 -3.60206015012792 -17.4759924577112 -23.6386731767546 -2.8232563308882 
