pO2 mew_e electrons holes VO{2} VO{1} VO{0} VM{-4} VM{-3} VM{-2} VM{-1} VM{0} Oi{-2} Oi{-1} Oi{0} Mi{4} Mi{3} Mi{2} Mi{1} Mi{0} Xei{-1} Xei{0} Xei{1} XesubO{1} XesubO{2} XesubO{3} XesubZr{-3} XesubZr{-4} XesubZr{-5} Stoich
-24.8 2.78603264084086 -2.52244871690249 -7.32723430187633 -3.25405138932916 -4.81719287606747 -6.38634457771045 -10.3422369429407 -18.7715514661178 -27.3379104500937 -35.927717283227 -47.8674610902964 -12.0200086563635 -17.699343296258 -26.0158222107888 -14.9648818134425 -14.8401084635157 -14.765997767692 -17.2041456304937 -19.6462205997026 -17.8791063677619 -12.9474832922368 -16.3562889277085 -3.8977461702474 -3.05876080702662 -11.2523868807419 -13.4038163703698 -9.92533879125146 -16.4998164990099 -2.02518520092161 
-24.6 2.77991889417171 -2.54299000368681 -7.30669301509201 -3.31295288859012 -4.89663566211275 -6.48632865054006 -10.2244020901105 -18.6331753265033 -27.1789930236949 -35.7482585700438 -47.6674610903289 -11.9610912299323 -17.6198845830424 -25.9158222107888 -15.0827166663052 -14.9784846031628 -14.9249151941234 -17.3836043437094 -19.8462205997027 -17.8381997974346 -12.8860354351251 -16.2742997838125 -3.91574109918135 -3.05621444917549 -11.2292992361068 -13.2039923736436 -9.74605608130957 -16.3410750758524 -2.04591015292156 
-24.4 2.77413960243575 -2.56240757124122 -7.2872754475376 -3.37410338790705 -4.97720372898409 -6.58631428496581 -10.1020723603783 -18.4914280292166 -27.0178281588538 -35.5676761376483 -47.467461090379 -11.8999263650412 -17.539302150597 -25.8158222107889 -15.2050463960877 -15.1202319004996 -15.0860800590147 -17.5641867761551 -20.0462205997027 -17.794155180807 -12.8225732509432 -16.1914200320761 -3.93284698187029 -3.05390276431077 -11.2075699836873 -12.9987828921749 -9.56026416739527 -16.1747007294925 -2.06549190012947 
-24.2 2.76871491526254 -2.58063371978328 -7.26904929899555 -3.43763818929772 -5.05896467891681 -6.68630138344059 -9.97497695462497 -18.3461064749213 -26.8542804560164 -35.3859022862689 -47.2674610904575 -11.8363786621254 -17.4575282991391 -25.715822210789 -15.3321418019195 -15.2655534548735 -15.2496277619306 -17.7459606276131 -20.2462205997028 -17.7467582096816 -12.7569501312756 -16.1075707638666 -3.94898481213576 -3.05181444603343 -11.1872555168683 -12.7878382182119 -9.36754564197435 -16.0002083526136 -2.08386429356326 
-24 2.76366293057799 -2.59760764295202 -7.25207537582681 -3.50367881354029 -5.14197922632813 -6.78628985402064 -9.84287264742534 -18.1970282445529 -26.6882283024793 -35.202876209563 -47.0674610905829 -11.770326508463 -17.374502222308 -25.6158222107892 -15.4642461092447 -15.4146316853674 -15.4156799155932 -17.9289867044444 -20.4462205997029 -17.6958154309637 -12.689033429389 -16.0226801388112 -3.96408265765994 -3.04993836838963 -11.1684055160554 -12.5708432859568 -9.16752463288796 -15.817161266696 -2.10096794235994 
-23.8 2.75899859657511 -2.61327911702447 -7.23640390175435 -3.57232562004538 -5.22629750690567 -6.88627960867065 -9.70555854391948 -18.0440426669746 -26.5195712508285 -35.0185476838398 -46.8674610907872 -11.7016694566081 -17.2901736963806 -25.5158222107893 -15.6015602129549 -15.5676172631502 -15.5843369674484 -18.1133152303721 -20.646220599703 -17.6411651338014 -12.6187116581542 -15.936686893504 -3.97807916700297 -3.04826340365944 -11.1510590772531 -12.3475359371435 -8.9598887581472 -15.6251968660277 -2.1167539352466 
-23.6 2.75473254034296 -2.62761243654931 -7.22207058222951 -3.64364993396814 -5.31195514035327 -6.98627056164308 -9.56289182235823 -17.8870426258885 -26.3482378902176 -34.832881003704 -46.6674610911266 -11.6303360956579 -17.2045070159056 -25.4158222107895 -15.7442269348558 -15.7246173045758 -15.7556703283989 -18.2989819108474 -20.8462205997032 -17.5826889769535 -12.5459021817816 -15.8495440976065 -3.99092732407735 -3.04677824120975 -11.1352405952782 -12.1177264196846 -8.74441256021311 -15.4240539876184 -2.13118778286957 
-23.4 2.75086995353922 -2.64059015832265 -7.20909286045617 -3.71768655681783 -5.3989694849763 -7.08626262803945 -9.41480271002643 -17.7259757917834 -26.1741933343391 -34.6458587260522 -46.4674610917014 -11.5562915392048 -17.1174847376792 -25.3158222107897 -15.8923160477626 -15.885684139256 -15.9297148848524 -18.4860041890743 -21.0462205997034 -17.5203230685647 -12.4705585516194 -15.761222745671 -4.00259803853838 -3.04547123389668 -11.1209558661922 -11.8813159554171 -8.52097981771895 -15.2135989668976 -2.1442532087792 
-23.2 2.7474096622318 -2.65221622658317 -7.19746679219565 -3.79442751496918 -5.48733651138817 -7.18625572271185 -9.26130698406059 -17.560853997557 -25.9974454718523 -34.4574847953048 -46.2674610926935 -11.4795436757261 -17.02911080594 -25.21582221079 -16.0458117747207 -16.0508059344747 -16.1064627483316 -18.674378120814 -21.2462205997036 -17.4540672556998 -12.392676670494 -15.671714796285 -4.01308318382422 -3.04433031092276 -11.1081888749573 -11.6383122800651 -8.28960221062744 -14.9938474280666 -2.15595527649463 
-23 2.74434354668483 -2.6625179224454 -7.18716509633343 -3.87381816017148 -5.57702885245269 -7.28624975963859 -9.10251376925277 -17.3917590868869 -25.81804886532 -34.2677864929103 -46.0674610944368 -11.4001470674509 -16.9394125018025 -25.1158222107903 -16.2046049912721 -16.2199008468883 -16.2858593566075 -18.8640764249521 -21.4462205997039 -17.3839909783157 -12.3122986972476 -15.5810351271764 -4.02239755164242 -3.04334298287796 -11.0968998510507 -11.3888393961483 -8.05043102257292 -14.7649779358743 -2.16632236217645 
-22.8 2.74165640352294 -2.67154632700746 -7.17813669177136 -3.95575624327345 -5.66799534011673 -7.38624465186468 -8.93862739061588 -17.218844303688 -25.636105677559 -34.0768149005872 -45.8674610975516 -11.3182038765753 -16.8484409063648 -25.0158222107905 -16.368491373025 -16.3928156332032 -16.4678025474845 -19.0550480203911 -21.646220599705 -17.3102348128882 -12.2295141272581 -15.4892221526248 -4.03057946931632 -3.04249649599019 -11.0870249596009 -11.1331400429594 -7.80376007394609 -14.5273353918095 -2.1754066178395 
-22.6 2.73932627169415 -2.67937522616383 -7.17030779261499 -4.0400941050921 -5.76016210109176 -7.48624031199609 -8.76994299289799 -17.0423310068137 -25.4517634815283 -33.8846438054002 -45.6674611032083 -11.2338616748885 -16.7562698055217 -24.9158222107911 -16.5371757763993 -16.5693289357338 -16.6521447491715 -19.2472191212345 -21.8462205997048 -17.2330075310525 -12.144457946266 -15.3963370724764 -4.03769004929875 -3.04177817681625 -11.0784777412702 -10.8715705650926 -7.5500194952356 -14.2814237122554 -2.18328289899523 
-22.4 2.73732506437227 -2.68609898750663 -7.16358403127219 -4.12664292352215 -5.8534346808646 -7.58623665311173 -8.59683804868052 -16.8625023012535 -25.2652110146253 -33.6913675771543 -45.4674611136196 -11.1473091975748 -16.6629935668651 -24.8158222107917 -16.7102807310294 -16.7491576517068 -16.8386972264872 -19.4404953598931 -22.0462205997061 -17.1525803398956 -12.0573069937663 -15.3024623586339 -4.04381167657128 -3.04117604274597 -11.0711518458575 -10.604590907032 -7.28976359851782 -14.0278915768804 -2.19004661948423 
-22.2 2.73561920109205 -2.6918304364446 -7.15785258233422 -4.21517696232185 -5.94770016860227 -7.68623358978738 -8.41976386383716 -16.6796966674721 -25.076673931906 -33.4970990454971 -45.2674611330243 -11.0587720954515 -16.5687250158039 -24.7158222107925 -16.8873549352775 -16.9319633048929 -17.0272343286113 -19.6347639109551 -22.2462205997061 -17.0692815282511 -11.9682767331838 -15.2077006491134 -4.04904690372566 -3.04067982096239 -11.0649241751355 -10.3327550126674 -7.02365915309117 -13.7675185803918 -2.19581167103125 
-22 2.73416963079944 -2.69670077875773 -7.15298224002109 -4.30543372669919 -6.04282727529274 -7.78623103879097 -8.23924526962023 -16.4943077309421 -24.8864146530628 -33.3019694243407 -45.0674611695549 -10.9685127800788 -16.473595358118 -24.6158222107935 -17.0678735660268 -17.1173522779552 -17.2174936439868 -19.8298935686437 -22.4462205997079 -16.9834979410947 -11.8776228037143 -15.1121763773308 -4.05352008094566 -3.04028265586926 -11.0596566677297 -10.0567121466669 -6.75248662940376 -13.5012163990175 -2.200710359471 
-21.8 2.73293032404035 -2.70086466662058 -7.14881835215824 -4.39710383098194 -6.13866126743835 -7.88622891879943 -8.05590089038046 -16.3067994638395 -24.6947424980973 -33.1061333815124 -44.8674612388637 -10.8768405558057 -16.3777592459821 -24.5158222107947 -17.2512180145758 -17.3048606143671 -17.4091658682615 -20.0257296807813 -22.6462205997083 -16.8956931633689 -11.7856541381257 -15.0160438238793 -4.05738540750137 -3.03998409456211 -11.0551942185593 -9.77723521397433 -6.4771735845741 -13.2300672420507 -2.20489855563547 
-21.6 2.73184373462573 -2.704515446738 -7.14516757204082 -4.48980050017956 -6.23500871675338 -7.98622714823188 -7.87050414292325 -16.1177519362648 -24.5020441904053 -32.9097842937029 -44.6674613709368 -10.7841421160421 -16.2814100261011 -24.4158222107963 -17.4366148941084 -17.4939082740172 -17.601864308029 -20.2220789006661 -22.8462205997106 -16.8064586061654 -11.6927688008048 -14.919507706441 -4.060847519494 -3.03979542643732 -11.0513547703175 -9.4953023490773 -6.19889149979448 -12.9554359373885 -2.20857112478017 
-21.4 2.73083093389869 -2.70791830775194 -7.14176471102689 -4.58299326984258 -6.33160434743033 -8.08622563992277 -7.68411583854468 -15.9279607708723 -24.3088501639988 -32.7131874062826 -44.4674616225025 -10.6909478380719 -16.184812887117 -24.3158222107982 -17.6230034500538 -17.6836996909765 -17.7950585860022 -20.4186760396534 -23.0462205997117 -16.7166224244672 -11.5995297580926 -14.8228658027149 -4.06420410745682 -3.03974915338621 -11.047905636252 -9.21227214097067 -5.91926415270178 -12.6792114513097 -2.21199536815274 
-21.2 2.72977363690734 -2.71147066964895 -7.13821234912987 -4.67588719732109 -6.42805063680586 -8.18622429119531 -7.49832576135707 -15.7386183317877 -24.1159553630172 -32.5167402434039 -44.2674620977268 -10.5980525618683 -16.0883652490164 -24.2158222108006 -17.8087940024689 -17.8730426052886 -17.9879538622113 -20.6151236777594 -23.2462205997148 -16.6274464646719 -11.5068014364003 -14.7265851191256 -4.06792207513772 -3.03991475917009 -11.0445188801393 -8.93020138019141 -5.64074575381954 -12.4042454143245 -2.21557197836059 
-21 2.72848737752065 -2.71579231141314 -7.13389070736569 -4.76724259200817 -6.52372767325712 -8.28622296941075 -7.31561320754504 -15.5515841362115 -23.9245995256768 -32.3210627642993 -44.0674629768581 -10.5066958453996 -15.9926868907834 -24.1158222108035 -17.9915074354142 -18.0600776799981 -18.1793105786851 -20.8108020359974 -23.4462205997169 -16.540918746181 -11.4159520761452 -14.6314141171063 -4.07274975133099 -3.04042079359919 -11.0407032728038 -8.65231782435721 -5.36718383974953 -12.1350051420187 -2.21992591018191 
-20.8 2.72669560508803 -2.72181240242812 -7.1278706163507 -4.85520094023481 -6.61770611249874 -8.38622149966736 -7.13969513352832 -15.3696459711798 -23.7366412696301 -32.1270844172377 -43.8674645387814 -10.4187360274329 -15.8987069818018 -24.0158222108069 -18.1674270713584 -18.2420174069573 -18.3672703966592 -21.0047819449865 -23.6462205997211 -16.4600332882943 -11.3290465272436 -14.5384884771897 -4.07982264166756 -3.04147359292077 -11.0357359811108 -8.38347411042045 -5.10436021682775 -11.8782016101119 -2.22599407798956 
-20.6 2.72403688775375 -2.73074530040332 -7.1189377183755 -4.93733331933828 -6.70877138957742 -8.48621967472124 -6.97542932335085 -15.1964472630271 -23.5545096635022 -31.9360199131346 -43.6674671367032 -10.3366018233872 -15.8076398797809 -23.9158222108108 -18.3316954794607 -18.4152187130348 -18.5494046007119 -21.1958490470144 -23.8462205997242 -16.3887033660995 -11.2487837070735 -14.4492927590444 -4.09062509857233 -3.04334315185033 -11.0286726420648 -8.13001258209387 -4.85983158647637 -11.6426058777357 -2.23500065437814 
-20.4 2.72014609375037 -2.74381779420578 -7.10586522457304 -5.01118596722439 -6.79569653126599 -8.58621731021228 -6.82772324365928 -15.0356686895331 -23.3806585962057 -31.7490963520356 -43.4674710818017 -10.2627468109963 -15.7207123735875 -23.8158222108149 -18.4794055042557 -18.5760012316323 -18.7232596131119 -21.3827765532168 -24.0462205997291 -16.3308618202043 -11.1778696673758 -14.3653062255442 -4.10663620055906 -3.04628176003461 -11.018538756447 -7.898319968898 -4.64121146708296 -11.4370582521447 -2.24818143467469 
-20.2 2.71478836564347 -2.76181897016417 -7.08786404861465 -5.07518063130247 -6.87769237130247 -8.68621432620714 -6.69973334277554 -14.8896776126909 -23.2166663434052 -31.5671029232767 -43.2674764770844 -10.1987491629173 -15.6387135495501 -23.7158222108191 -18.6074008004256 -18.7219977037605 -18.8872572611985 -21.5647753772618 -24.2462205997325 -16.2889881354859 -11.1179948066991 -14.2874301889091 -4.12875717991461 -3.05040156343176 -11.0046573838853 -7.69245403137494 -4.4533467055183 -11.2671946665385 -2.26632949581568 
-20 2.70793686737306 -2.78483899348065 -7.06484402529817 -5.12913704169071 -6.95466880500718 -8.78621078322833 -6.5918201070509 -14.7587443536498 -23.0627130610476 -31.3901296176027 -43.0674831480939 -10.1447892095543 -15.5617335728706 -23.6158222108232 -18.7153207071645 -18.8529376338159 -19.0412172145703 -21.7417553539501 -24.4462205997372 -16.2632647960539 -11.0692514439506 -14.2156668028441 -4.15699025086676 -3.05561461106744 -10.9868504082049 -7.51277740958126 -4.29669010704109 -11.1335580913777 -2.28953197112202 
-19.8 2.69973249873146 -2.81240446164144 -7.03727855713738 -5.17400216184123 -7.02709939331849 -8.88620683970043 -6.50208956480937 -14.6414483432475 -22.9178515824845 -31.2177026708788 -42.8674907332092 -10.0999201458796 -15.4892990410352 -23.5158222108269 -18.8050588345242 -18.9702412293364 -19.1860862782517 -21.9141898857923 -24.6462205997402 -16.2520363740572 -11.0304575537931 -14.1493074445258 -4.19062694901684 -3.06168584105673 -10.965356170033 -7.35668750901771 -4.16816567463833 -11.0325991271358 -2.31730743990568 
-19.6 2.69038881454617 -2.84379786193409 -7.00588515684473 -5.21121120183534 -7.09570183360525 -8.98620268027985 -6.42767126217397 -14.5356366403195 -22.7806464792638 -31.0491041673654 -42.6674988294032 -10.0627069464683 -15.4206924413312 -23.4158222108303 -18.8794852333578 -19.0760610284626 -19.3232994776705 -22.0827964855038 -24.8462205997443 -16.2528664794544 -10.9998942588977 -14.0873507493378 -4.22866609440484 -3.06833158615208 -10.9406085148361 -7.22031251119091 -4.06318407710418 -10.9590109298943 -2.34892897333831 
-19.4 2.68011992587708 -2.87829981278735 -6.97138320599148 -5.24220308720065 -7.16119566982382 -9.08619846735166 -6.3656873244017 -14.4391507516939 -22.649658639785 -30.8836143770334 -42.4675070882179 -10.0317108481778 -15.3551943921875 -23.3158222108333 -18.941477429947 -19.1725551759051 -19.4542955759662 -22.2482945346528 -25.0462205997466 -16.2633344257229 -10.9758602543129 -14.0288147938997 -4.27012592603555 -3.07528946692953 -10.9130644447599 -7.09979261797752 -3.97716613474404 -10.9074949383874 -2.38366888314016 
-19.2 2.66910900967196 -2.91529486668271 -6.93438815209611 -5.26820883595183 -7.22419647247036 -9.18619432389357 -6.31367569931486 -14.3501440727117 -22.5236569069075 -30.7206175902604 -42.2675152475496 -10.0057009559713 -15.2921894460856 -23.2158222108361 -18.993497214369 -19.2615700142224 -19.580305468179 -22.4112994807608 -25.24622059975 -16.281380400123 -10.9569111748177 -13.9728706605092 -4.31417764918422 -3.08234613618284 -10.8831260601183 -6.99183685949745 -3.90620543015934 -10.873529287698 -2.42090548012271 
-19 2.65750235319138 -2.95429152000791 -6.89539149877091 -5.29021153986402 -7.28519582970775 -9.28619033445616 -6.26967019240807 -14.2671419124797 -22.4016580933503 -30.559622123378 -42.067523127342 -9.9836942626239 -15.231186099413 -23.1158222108383 -19.0375106010705 -19.3445800542492 -19.7023121615309 -22.572302827438 -25.4462205997524 -16.3053679746408 -10.9419020960102 -13.9188649283765 -4.36016792761153 -3.08933976128533 -10.8511230318952 -6.89382562045556 -3.84719084444266 -10.8535113553066 -2.46014315209254 
-18.8 2.64541368652135 -2.99490765645372 -6.8547753623251 -5.30897548503416 -7.3445759113237 -9.38618655251792 -6.23214222397552 -14.1889978076014 -22.2828978520261 -30.4002457456081 -41.8675306131262 -9.96492653551766 -15.1718022358609 -23.0158222108404 -19.0750460552894 -19.4227316449139 -19.8210798886414 -22.7316866909943 -25.6462205997545 -16.3340332478376 -10.9299512327612 -13.8662979286817 -4.40759714597676 -3.09615284320398 -10.8173199773684 -6.8037306523261 -3.797712012759 -10.8446486600687 -2.50099752963943 
-18.6 2.63293091626838 -3.03684792279208 -6.81283509598675 -5.32509140831757 -7.40263210094547 -9.48618300847805 -6.19991031506352 -14.114825632351 -22.1667854104374 -30.242193037681 -41.6675376388608 -9.94880706819628 -15.1137425022012 -22.9158222108423 -19.1072849899379 -19.4969108459007 -19.9371993559666 -22.8897464246578 -25.8462205997564 -16.3664079560563 -10.9203856746416 -13.8147921042237 -4.45608777747662 -3.10270320836626 -10.7819300761919 -6.71999291895422 -3.75591454572548 -10.8447914593736 -2.54317259153058 
-18.4 2.62012231349945 -3.07988293831062 -6.76980008046821 -5.33901808517223 -7.45959379331867 -9.58617971636978 -6.17205691102757 -14.0439372127965 -22.0528619753643 -30.0852345870894 -41.4675441727507 -9.93487709923505 -15.0567775177214 -22.815822210844 -19.1351449278654 -19.5678057993467 -20.0511293249312 -23.046711409141 -26.046220599758 -16.4017490073128 -10.9126917103795 -13.7640631244431 -4.50535550558642 -3.10893592095675 -10.7451277732643 -6.64141053513595 -3.72036717742575 -10.8522791065924 -2.58643958305424 
-18.2 2.60704143205658 -3.12383277000154 -6.72585024877728 -5.35111538438219 -7.51564092421955 -9.68617667896159 -6.14786227159054 -13.9757927416686 -21.9407676725455 -29.9291904525796 -41.26755020655 -9.92277676261841 -15.0007273494139 -22.7158222108455 -19.1593456011032 -19.6359563042755 -20.1632296615508 -23.2027615774515 -26.2462205997595 -16.4394824119131 -10.9064752832889 -13.7138968656616 -4.55518620939482 -3.11481679307499 -10.7070588136912 -6.56704963691589 -3.68995611089661 -10.8658178717541 -2.63062038744989 
-18 2.59373079705983 -3.16855453973555 -6.68112847904327 -5.3616690574344 -7.57091636700576 -9.78617389148181 -6.12675489177794 -13.909963592122 -21.8302167532648 -29.773917763565 -41.0675557478013 -9.91222030208778 -14.9454491191492 -22.6158222108469 -19.1804585221684 -19.7017909950747 -20.2737861220841 -23.3580398077188 -26.4462205997608 -16.4791610443082 -10.90143214595 -13.6641319585887 -4.6054185148412 -3.1203273287866 -10.6678475796692 -6.49617735002907 -3.6638055937438 -10.8843891243353 -2.67557508451333 
-17.8 2.58022460946813 -3.21393333733674 -6.63574968144209 -5.3709089150296 -7.62553502220215 -9.88617134427939 -6.10827514868337 -13.8461050514262 -21.7209794149679 -29.6193016276669 -40.867560814302 -9.90297789729136 -14.8908279167516 -22.5158222108481 -19.1989433317649 -19.7656546022724 -20.3830285268829 -23.5126610101188 -26.646220599762 -16.5204334832564 -10.897325787297 -13.6146468023345 -4.65593081138302 -3.125460827728 -10.627602281009 -6.42821245067913 -3.64121949199505 -10.9071818201878 -2.72119281279791 
-17.6 2.56655072560534 -3.25987556966684 -6.58980744911199 -5.37902213078477 -7.67959047028742 -9.98616902469476 -6.09204869392481 -13.7839363643375 -21.6128684955492 -29.465248475918 -40.6675654302231 -9.89486236195264 -14.8367701490828 -22.4158222108492 -19.2151744024455 -19.8278279052831 -20.4911440622237 -23.6667187777898 -26.846220599763 -16.5630210709748 -10.8939711426854 -13.5653499253927 -4.70663161485592 -3.13021939887003 -10.5864186198213 -6.36268911897772 -3.62163839262373 -10.9335429531466 -2.76738532976092 
-17.4 2.55273210117593 -3.30630410894568 -6.54337890983314 -5.38616294590939 -7.73315982469089 -10.0861669183771 -6.07776704419395 -13.7232261753278 -21.5057297672606 -29.3116812083506 -40.4675696233768 -9.88771944051129 -14.7831986883626 -22.3158222108501 -19.2294602453311 -19.8885422874475 -20.598286983667 -23.8202902385118 -27.046220599764 -16.6067010207562 -10.8912225531879 -13.5161727966164 -4.75745237976061 -3.13461162449664 -10.5443823061687 -6.29923034046962 -3.60460815339448 -10.9629412531962 -2.81408228323609 
-17.2 2.53878785739653 -3.35315471070661 -6.49652830807221 -5.39245983420992 -7.78630731475235 -10.1861650101995 -6.06517325118475 -13.6637817805577 -21.3994347707295 -29.1585356100586 -40.2675734233239 -9.88142064403402 -14.7300492901244 -22.215822210851 -19.2420578382882 -19.9479904821655 -20.704585780146 -23.9734396367517 -27.2462205997648 -16.6512938470551 -10.8889647777258 -13.4670644193934 -4.80834209435951 -3.13865073733384 -10.5015708172454 -6.23752817023654 -3.58975658492233 -10.9949402864849 -2.86122787925239 
-17 2.52473407704383 -3.40037333919274 -6.44930967958608 -5.39802085191848 -7.83908696094704 -10.2861632848803 -6.05405120188332 -13.6054411027702 -21.2938754644558 -29.0057576752988 -40.0675768600779 -9.87585790100706 -14.6772679186113 -22.1158222108518 -19.2531833243444 -20.0063345967079 -20.8101485231744 -24.1262210082664 -27.4462205997655 -16.6966539349473 -10.8871062371319 -13.4179872503134 -4.85926319995917 -3.14235321444814 -10.4580546658732 -6.17732895185433 -3.57677599502625 -11.029178325075 -2.90877870128595 
-16.8 2.51058439956978 -3.44791416785794 -6.40176885092089 -5.40293763712072 -7.89154457481447 -10.3861617274129 -6.04421761968166 -13.5480666919033 -21.1889602249238 -28.8533016071016 -39.8675799632155 -9.87093955833813 -14.6248087472772 -22.0158222108525 -19.2630200096843 -20.063712110713 -20.9150668658447 -24.2786801796018 -27.6462205997662 -16.7426624108526 -10.8855738843721 -13.3689140688883 -4.91018846106642 -3.14573764688943 -10.4138982696496 -6.11842218822692 -3.56541006006404 -11.065353218778 -2.95670208823776 
-16.6 2.49635047884658 -3.495738041411 -6.35394497736783 -5.40728848593983 -7.94371929718664 -10.4861603233381 -6.03551591198116 -13.4915411106497 -21.0846107701172 -28.7011282787419 -39.6675827613028 -9.86658730544487 -14.5726326208309 -21.9158222108531 -19.2717245154726 -20.1202404900544 -21.0194191187392 -24.4308563060493 -27.8462205997668 -16.7892216760832 -10.8843092760495 -13.3198255870127 -4.96109857511507 -3.14882388738578 -10.3691606365925 -6.06063199865022 -3.55544374404039 -11.1032107763074 -3.0049754012335 
-16.4 2.48204233217984 -3.54381130318302 -6.30587171559581 -5.41114069798191 -7.99564477100074 -10.5861590589243 -6.0278114792863 -13.4357634161829 -20.9807598138783 -28.549204060731 -39.4675852815198 -9.86273382898946 -14.5207058826034 -21.8158222108536 -19.2794314683851 -20.1760207047388 -21.1232725951957 -24.5827830442779 -28.0462205997673 -16.8362512019112 -10.8832655401055 -13.2707085892967 -5.011980312985 -3.15163236348294 -10.3238958509181 -6.00381056823879 -3.54669557540098 -11.14253586944 -3.05358556402253 
-16.2 2.46766861551441 -3.59210487047644 -6.25757814830238 -5.41455242573555 -8.04735006604781 -10.6861579212647 -6.02098801638797 -13.3806463859911 -20.8773492163931 -28.3974998959524 -39.2675875494478 -9.8593209635768 -14.4689994498974 -21.7158222108541 -19.2862571992118 -20.231140002859 -21.2266854606093 -24.7344894769849 -28.2462205997678 -16.8836842507545 -10.8824050216554 -13.2215545035531 -5.06282508958107 -3.15418357278635 -10.2781534929277 -5.94783301959643 -3.53901159405204 -11.1831454553845 -3.10252928386614 
-16 2.453236841131 -3.64059350313642 -6.20908951564241 -5.41757413747629 -8.09886041044853 -10.7861568983254 -6.01494458654551 -13.3261143234887 -20.7743285212307 -28.24599056813 -39.0675895889654 -9.8562982288972 -14.4174880825578 -21.6158222108546 -19.2923026685723 -20.2856741048795 -21.3297081952897 -24.8860008443253 -28.4462205997682 -16.9314653005306 -10.8816974387715 -13.1723582880093 -5.11362785109788 -3.15649770164241 -10.2319789891241 -5.8925933742097 -3.53226058132529 -11.2248830753177 -3.15181381616415 
-15.8 2.43875354970805 -3.6892552254484 -6.16042779333042 -5.42024977348609 -8.15019776877031 -10.8861559789592 -6.00959330903982 -13.272101323671 -20.671653799101 -28.0946541236883 -38.8675914222118 -9.85362167352157 -14.3661498048702 -21.515822210855 -19.2976557793248 -20.3396889379439 -21.4323847506661 -25.0373391220137 -28.6462205997685 -16.9795480208095 -10.8811184367385 -13.1231175636642 -5.16438620738583 -3.15859433561913 -10.1854139007885 -5.83800137235855 -3.52633030178614 -11.2676145180905 -3.20145807437027 
-15.6 2.42422445118427 -3.73807085286079 -6.11161216591803 -5.42261769259222 -8.20138131528883 -10.9861551528901 -6.00485746608636 -13.2185498533051 -20.5692867013228 -27.9434713984977 -38.6675930696088 -9.8512529283467 -14.3149654322829 -21.4158222108553 -19.3023932696755 -20.3932420557071 -21.5347534958417 -25.1885234946016 -28.8462205997689 -17.0278936613237 -10.8806484498403 -13.0738319493537 -5.2150997670062 -3.16049226782635 -10.1384962055837 -5.78397991509418 -3.52112447193416 -11.3112243156509 -3.25149453069789 
-15.4 2.4096545400098 -3.78702360475801 -6.06265941402082 -5.42471144659002 -8.25242782118384 -11.0861544106823 -6.00066995398744 -13.165409589309 -20.4671936854294 -27.7924256307071 -38.467594549921 -9.84915843214145 -14.2639181841804 -21.3158222108556 -19.306582262087 -20.4463838000157 -21.6368479920475 -25.3395707427047 -29.0462205997692 -17.0764697597451 -10.8802717963645 -13.0245025439807 -5.26576961942474 -3.16220936834844 -10.0912605542082 -5.73046299762196 -3.51656030635914 -11.3556129019731 -3.30197192724507 
-15.2 2.39504818897694 -3.83609878920302 -6.0135842295758 -5.42656041071786 -8.3033519697567 -11.1861537437002 -5.99697202217901 -13.1126364730556 -20.365345384731 -27.6415021455637 -38.2675958803325 -9.84730880103157 -14.2129933686255 -21.2158222108557 -19.3102815243071 -20.4991582466809 -21.7386976231577 -25.4904955582599 -29.2462205997694 -17.1252491126002 -10.8799759647746 -12.9751315279457 -5.31639793640758 -3.16376250088589 -10.0437385023006 -5.67739404977831 -3.51256654296051 -11.4006943230195 -3.35295879533029 
-15 2.38040922861546 -3.88528353618103 -5.96439948259779 -5.42819031711705 -8.35416662313391 -11.2861531440554 -5.99371220630023 -13.0601919101988 -20.2637160748962 -27.4906880887508 -38.0675970765417 -9.84567829498785 -14.1621781156038 -21.115822210856 -19.3135425363961 -20.5516040057479 -21.8403281292027 -25.6413108112829 -29.4462205997704 -17.1742089472301 -10.8797510524264 -12.9257218686196 -5.36698767743642 -3.16516749493672 -9.99595874937382 -5.62472457457315 -3.50908181473337 -11.4463943417704 -3.40454846164462 
-14.8 2.36574101354927 -3.93456657465064 -5.91511644412819 -5.42962370067985 -8.40488304516631 -11.3861526045575 -5.99084543650819 -13.0080421019371 -20.1622832281649 -27.33997220355 -37.8675981528712 -9.84424437192728 -14.1114611540736 -21.0158222108562 -19.3164103825171 -20.6037548903385 -21.9417620522629 -25.7920277728127 -29.6462205997698 -17.2233302431657 -10.8795893098925 -12.876277087616 -5.41754235693463 -3.16643913596532 -9.94794735193244 -5.5724130237773 -3.50605330240712 -11.4926488679138 -3.45686580162061 
-14.6 2.35104647837579 -3.98393804479743 -5.86574497398139 -5.43088027448519 -8.45551108911844 -11.4861521186564 -5.98833228658913 -12.9561574818713 -20.0610271379523 -27.1893446431905 -37.667599122365 -9.84298731222106 -14.0608326242206 -20.9158222108564 -19.3189245019309 -20.655640479899 -22.0430191119703 -25.9426563026669 -29.8462205997708 -17.2725971952904 -10.8794847918704 -12.8268010994471 -5.46806588286449 -3.16759119174839 -9.8997279375691 -5.52042388568918 -3.50343563446579 -11.5394026701192 -3.5100764633132 
