pO2 mew_e electrons holes VO{2} VO{1} VO{0} VM{-4} VM{-3} VM{-2} VM{-1} VM{0} Oi{-2} Oi{-1} Oi{0} Mi{4} Mi{3} Mi{2} Mi{1} Mi{0} Csi{0} Csi{-1} Csi{1} CssubZr{-5} CssubZr{-4} CssubZr{-3} CssubO{1} CssubO{2} CssubO{3} Stoich
-24.8 2.74315196837779 -2.66652144975125 -7.18316156902757 -2.96580397060457 -4.67301819019164 -6.38624262468339 -10.9185322160537 -19.2037740063821 -27.6260602575093 -36.0717943577937 -47.8674654320144 -12.3081541220608 -17.8434160291066 -26.0158222107885 -14.3885908820472 -14.4078902649692 -14.4778523019943 -17.0600728976447 -19.6462205997024 -21.0845265243985 -26.0627172641031 -17.4401260931342 -18.7183477645177 -12.077749731184 -5.00011829443496 -16.0903345017822 -8.58176309643462 -9.98657301815658 -2.18696459869916 
-24.6 2.73315410542637 -2.70011279418036 -7.14957022459847 -2.99860351042813 -4.73940907444431 -6.48622485336516 -10.8528975940778 -19.1045480399771 -27.4932429466751 -35.9053857025305 -47.667465432322 -12.275336810919 -17.7770073735357 -25.9158222107885 -14.4542255043308 -14.5071162316819 -14.610669613136 -17.2264815532156 -19.8462205997024 -21.1837218020613 -26.195503886195 -17.5057300263678 -18.7854997646337 -12.1113103868709 -5.00008760569274 -16.2559206636981 -8.71375791392059 -10.0849764912138 -2.2210525353326 
-24.4 2.72315467838052 -2.73370939373594 -7.11597362504288 -3.0313938852668 -4.80579604883856 -6.586208427315 -10.7872839925285 -19.0053378388721 -27.3604361460146 -35.7389823023144 -47.4674654325503 -12.2425300100303 -17.7106039730913 -25.8158222107886 -14.5198391061084 -14.6063264330151 -14.7434764140249 -17.39288495366 -20.0462205997024 -21.2829092694744 -26.3282879531637 -17.5713208942254 -18.8526702300531 -12.1448842527346 -5.00006487200089 -16.4214951055051 -8.84573575617274 -10.18335773391 -2.25513370038045 
-24.2 2.71315323510134 -2.76731276753807 -7.08237025124075 -3.06417195275575 -4.87217749012964 -6.68619324240821 -10.7216974879064 -18.9061479604479 -27.2276428937883 -35.5725856762859 -47.2674654327197 -12.2097367576345 -17.6442073468935 -25.7158222107886 -14.5854256108999 -14.7055163116087 -14.8762696664206 -17.5592815798578 -20.2462205997024 -21.3820823179651 -26.4610643754565 -17.6368905689139 -18.9198601477238 -12.1784707966032 -5.00004804206733 -16.5870495952871 -8.97768687215191 -10.2817054760874 -2.28921280592277 
-24 2.70314931309622 -2.80092446949367 -7.04875854928515 -3.0969345093514 -4.93855174868089 -6.78617920291506 -10.6561442958549 -18.8069830664408 -27.0948662978256 -35.4061973783676 -47.0674654328458 -12.1769601615458 -17.5778190488491 -25.6158222107886 -14.6509788030775 -14.8046812057419 -15.0090462625094 -17.7256698779022 -20.4462205997024 -21.481234739386 -26.593828498833 -17.7024312883792 -18.9870710790488 -12.2120700259726 -5.00003556948112 -16.7525762752589 -9.1096018501689 -10.3800087521484 -2.3232945297691 
-23.8 2.69314243711415 -2.83454609637597 -7.01513692240285 -3.12967827344635 -5.00491713965815 -6.88616622077462 -10.590630803478 -18.7078479471816 -26.962109551684 -35.2398190053438 -46.8674654329397 -12.1442034153104 -17.5114406757314 -25.5158222107887 -14.7164922955483 -14.903816325095 -15.1418030087448 -17.8920482510199 -20.6462205997024 -21.5803606259844 -26.7265760123136 -17.7679355480953 -19.0543051001525 -12.245682420194 -5.00002633682021 -16.9180675528349 -9.24147150086177 -10.4782567759594 -2.35738354894057 
-23.6 2.68313211670466 -2.86817929602622 -6.9815037227526 -3.16239986830974 -5.07127193417178 -6.9861542149385 -10.5251636021483 -18.6087475462017 -26.8293759510539 -35.0734522050634 -46.6674654330091 -12.1114698146109 -17.4450738753817 -25.4158222107887 -14.7819594969473 -15.0029167261443 -15.2745366094443 -18.0584150513697 -20.8462205997024 -21.6794542702699 -26.8593028562494 -17.8333959927306 -19.1215647427586 -12.2793088631499 -5.00001958012585 -17.0835159916336 -9.37328674001105 -10.576438815458 -2.39148457305482 
-23.4 2.67311784302728 -2.90182577807327 -6.94785724070555 -3.19509580005555 -5.13761434796464 -7.08614311077841 -10.4597495303893 -18.5096869923956 -26.6966689152007 -34.9070986871631 -46.4674654330618 -12.0787627787051 -17.3787203574288 -25.3158222107887 -14.8473735687591 -15.1019772800031 -15.4072436453502 -18.2247685693227 -21.0462205997024 -21.7785097644897 -26.9920048325163 -17.8988050049033 -19.1888526472663 -12.3129502856105 -5.00001452053946 -17.2489138996467 -9.50503816597624 -10.6745437593766 -2.42560238255747 
-23.2 2.66309908722906 -2.93548731938511 -6.91419569939371 -3.22776244619877 -5.2039425354197 -7.18613283954531 -10.3943956956765 -18.4106716163709 -26.5639919978642 -34.7407602285148 -46.2674654331016 -12.0460858613288 -17.3123818987407 -25.2158222107888 -14.9127274035118 -15.2009926560676 -15.5399205627265 -18.3911070280108 -21.2462205997024 -21.8775214011536 -27.124678010492 -17.9641551002553 -19.2561719905292 -12.3466080875616 -5.00001078117867 -17.4142537237652 -9.63671644878369 -10.7725605008718 -2.45974185638585 
-23 2.65307529713027 -2.96916577520406 -6.88051724357477 -3.26039603289754 -5.27025457793742 -7.28612333788197 -10.3291095189827 -18.3117069838582 -26.4313489095326 -34.5744386843642 -46.0674654331321 -12.0134427729667 -17.2460603545597 -25.1158222107888 -14.978013580236 -15.2999572886108 -15.6725636510887 -18.5574285721919 -21.4462205997024 -21.9764832725086 -27.2573183376659 -18.0294385157914 -19.3235261410094 -12.3802837822228 -5.00000802002096 -17.5795276376383 -9.76831190683707 -10.8704775031066 -2.49390801165801 
-22.8 2.64304589459789 -3.00286308797183 -6.846819930807 -3.29299261685836 -5.33654847466601 -7.38611454737834 -10.263898770077 -18.2127989221847 -26.2987435350913 -34.4081359971552 -45.8674654331553 -11.9808373985021 -17.1797576673273 -25.0158222107886 -15.0432243291657 -15.3988653503082 -15.8051690255539 -18.7237312594249 -21.6462205997032 -22.0753892705389 -27.3899216484641 -18.094647201054 -19.3909187029017 -12.4139790313474 -5.00000595637779 -17.744727532397 -9.89981448882841 -10.9682827723302 -2.5281060393078 
-22.6 2.63301027288981 -3.03658129625238 -6.81310172252644 -3.32554806708455 -5.40282213317275 -7.48610641416563 -10.1987716032194 -18.1139535470466 -26.1661799516726 -34.2418542054559 -45.6674654331754 -11.9482738150633 -17.1134758756079 -24.9158222107887 -15.1083514960427 -15.4977107254658 -15.937732608992 -18.8900130511436 -21.8462205997024 -22.1742330869661 -27.5224836731718 -18.1597728092006 -19.4583535607518 -12.4476956809169 -5.00000439766673 -17.9098450073308 -10.0312137554817 -11.0659638307025 -2.56234134096014 
-22.4 2.62296779399912 -3.07032254365476 -6.77936047512407 -3.35805804666245 -5.46907336015302 -7.58609888854828 -10.1337365928439 -18.0151772892687 -26.0336624464924 -34.0755954528733 -45.4674654331904 -11.9157563098681 -17.0472171230103 -24.8158222107887 -15.173386506434 -15.5964869832595 -16.0702501141881 -19.056271803742 -22.0462205997032 -22.2730082132486 -27.6550000468566 -18.2248066880807 -19.5258349240611 -12.4814357968239 -5.00000326617131 -18.0748713605936 -10.1624988613421 -11.1635076891609 -2.59661956753666 
-22.2 2.61291778525629 -3.10408909024941 -6.74559392852941 -3.39051798959204 -5.53529984967727 -7.68609192466718 -10.0688027792367 -17.9164769290669 -25.9011955396959 -33.9093619994822 -45.2674654332047 -11.8832894030574 -16.980983669605 -24.7158222107888 -15.2383203200546 -15.6951873434748 -16.202717020998 -19.2225052571466 -22.2462205997024 -22.3717077403194 -27.7874661205221 -18.2897396685569 -19.5933671841194 -12.5152015102875 -5.00000243304032 -18.2397973771886 -10.2936583313424 -11.2609006125662 -2.63094666450679 
-22 2.60285953682614 -3.13788332097772 -6.7117996978011 -3.42292308365974 -5.60149917447328 -7.7860854801915 -10.0039797021611 -17.8178596212629 -25.7687840011637 -33.7431562302216 -45.0674654332158 -11.8508778645141 -16.9147779003334 -24.6158222107889 -15.3031433971422 -15.7938046512906 -16.3351285595422 -19.3887110264191 -22.4462205997032 -22.4703244587173 -27.9198770696484 -18.3545621562265 -19.66095505617 -12.5489951516098 -5.00000184363425 -18.4046134203825 -10.424680143808 -11.3581281943039 -2.66532891431266 
-21.8 2.59279229804815 -3.17170775794838 -6.67797526083045 -3.45526824556513 -5.66766877334933 -7.88607951603821 -9.93927745005629 -17.7193329321875 -25.6364328751175 -33.5769806672049 -44.8674654332284 -11.8185267384555 -16.8486023373041 -24.5158222107889 -15.3678456492588 -15.8923313403779 -16.4674796856001 -19.5548865894477 -22.6462205997025 -22.5688506583241 -28.0522277062258 -18.4192639188626 -19.7286034406425 -12.5828190991117 -5.00000135416549 -18.5693092188652 -10.5555515053201 -11.4551751188449 -2.69977298873908 
-21.6 2.58271527571196 -3.20556506623111 -6.64411795254772 -3.48754810907433 -5.73380594514126 -7.98607399611287 -9.87470668319752 -17.620904857046 -25.5041474916933 -33.4108379754979 -44.6674654332387 -11.786241355021 -16.7824596455869 -24.415822210789 -15.4324164161287 -15.9907594155305 -16.5997650690355 -19.7210292811657 -22.8462205997033 -22.6672784287586 -28.184512784943 -18.4838343810143 -19.7963177525009 -12.6166761026873 -5.0000010494584 -18.7338741610916 -10.6862591392637 -11.5520254445062 -2.73428599265321 
-21.4 2.57262762910977 -3.23945807048008 -6.61022494829874 -3.51975699153954 -5.79990783185544 -8.08606888707602 -9.81027870020602 -17.5225838698055 -25.3719335002039 -33.2447309797595 -44.4674654332513 -11.754027363519 -16.7163526498359 -24.315822210789 -15.4968443991321 -16.0890804027829 -16.7319790605368 -19.887136276916 -23.0462205997026 -22.7655991587198 -28.3167265191532 -18.5482621067266 -19.8641035037196 -12.650568849657 -5.00000079217915 -18.898296777767 -10.8167887516902 -11.6486620526833 -2.76887553443206 
-21.2 2.56252846818825 -3.27338976114321 -6.57629325763562 -3.55188888126259 -5.86597141224162 -8.18606415812532 -9.74600546287101 -17.4243789418074 -25.2397968815426 -33.0786626704351 -44.2674654332638 -11.7218907448453 -16.6502843404991 -24.2158222107891 -15.5611176364804 -16.1872853307943 -16.8641156792113 -20.0532045862537 -23.2462205997034 -22.8638038363813 -28.4488628874778 -18.612535093725 -19.9319666347092 -12.6845002899835 -5.00000054184247 -19.0625650358146 -10.9471253190747 -11.745066929405 -2.80354977979074 
-21 2.55241685136571 -3.307363301796 -6.54231971698283 -3.58393742262813 -5.93199349425995 -8.28605978079644 -9.68189962549599 -17.3262995637796 -25.107743962862 -32.9126362111017 -44.0674654332776 -11.689837826151 -16.584257881152 -24.1158222107892 -15.6252234738685 -16.2853647088352 -16.996168597905 -20.2192310456002 -23.4462205997026 -22.9618831495223 -28.5809157412716 -18.6766408662132 -19.9999136511279 -12.7184737657494 -5.00000047695558 -19.2266664309739 -11.0772531735811 -11.8412212432583 -2.8383175157896 
-20.8 2.54229177898378 -3.34138205114307 -6.50830096763575 -3.61589587192159 -5.99797069290049 -8.38605572878406 -9.61797462289905 -17.2283558118356 -24.9757814615709 -32.7466549604635 -43.8674654332924 -11.6578753248452 -16.5182766304991 -24.0158222107893 -15.689148476481 -16.3833084607948 -17.1281310992117 -20.3852122962539 -23.6462205997035 -23.0598267846079 -28.7128781257043 -18.7405657519517 -20.0679510329635 -12.752492398238 -5.00000036009711 -19.3905872647 -11.2071552579601 -11.9371045782906 -2.87318825282439 
-20.6 2.53215219403501 -3.37544956057358 -6.47423345820524 -3.64775710204753 -6.06389943245692 -8.48605197777101 -9.55424466063968 -17.1305583401457 -24.8439164804505 -32.5807224699127 -43.667465433311 -11.6260103437063 -16.4523441399297 -23.9158222107893 -15.7528784387582 -16.4811059325026 -17.25999608035 -20.5511447868227 -23.8462205997027 -23.1576241277091 -28.844742978236 -18.8042955856224 -20.1360859232358 -12.7865597790797 -5.00000023150835 -19.5543133473575 -11.3368138311872 -12.0326956420868 -2.90817228549735 
-20.4 2.52199697803007 -3.40956958804657 -6.44011343073226 -3.67951357460623 -6.12977593248862 -8.58604850527568 -9.49072477055078 -17.0329184225838 -24.7121565354157 -32.4148424974048 -43.4674654333301 -11.5942503986524 -16.3864641674028 -23.8158222107894 -15.8163983288671 -16.5787458500844 -17.3917560254048 -20.7170247593505 -24.0462205997036 -23.2552639641084 -28.9765028421083 -18.8678153945487 -20.2043258970191 -12.82067972539 -5.00000015034566 -19.7178296837884 -11.4662101401451 -12.1279719235721 -2.94328079857021 
-20.2 2.51182494792738 -3.44374610840727 -6.40593691037155 -3.71115731911996 -6.19559619736306 -8.68604529051083 -9.42743085201665 -16.9354479836889 -24.5805095761601 -32.2490190177885 -43.2674654333532 -11.5626034393739 -16.3206406877636 -23.7158222107895 -15.8796922474236 -16.6762162890016 -17.5234029846827 -20.8828482389891 -24.2462205997029 -23.3527343781684 -29.108149776529 -18.931109288248 -20.2726789129056 -12.8548562209158 -5.00000012551077 -19.8811203627228 -11.5953242987188 -12.2229095617847 -2.97852598131234 
-20 2.5016348536883 -3.47798332160104 -6.37169969717778 -3.74267991647478 -6.26135600791164 -8.78604231425319 -9.3643797048162 -16.8381596232947 -24.4489840025721 -32.0832562310068 -43.0674654333776 -11.5310778657615 -16.2548779009575 -23.6158222107896 -15.9427433946493 -16.7735046494211 -17.654928558296 -21.0486110257962 -24.4462205997037 -23.450022753332 -29.2396753648864 -18.9941604502179 -20.3411533540624 -12.8890934488789 -5.00000014028006 -20.0441685484349 -11.7241352712371 -12.3174833211096 -3.01392115171554 
-19.8 2.49142537559965 -3.51228566166949 -6.33739735710933 -3.77407248080851 -6.32705091231382 -8.88603955872381 -9.30158906512058 -16.7410666435307 -24.3175886827396 -31.9175585711058 -42.8674654334082 -11.4996825458985 -16.189180241026 -23.5158222107897 -16.0055340343749 -16.8705976292151 -17.7863238781584 -21.2143086857271 -24.646220599703 -23.5471156719908 -29.3710706236136 -19.0569510288082 -20.4097579730939 -12.9233957278419 -5.00000007917464 -20.2069563714957 -11.8526207542295 -12.4116664640332 -3.04948090637313 
-19.6 2.48119512494304 -3.54665779450146 -6.30302522427736 -3.80532566389696 -6.39267622823424 -8.9860370074762 -9.23907759648186 -16.64418304206 -24.1863329484369 -31.7519307039712 -42.6674654334416 -11.4684268115626 -16.1235523738581 -23.4158222107898 -16.0680455030478 -16.96748123072 -17.9175796124953 -21.3799365528959 -24.8462205997038 -23.6439992158792 -29.502326300334 -19.1194624398646 -20.4785021811755 -12.9577678030915 -5.00000002159228 -20.3694652313045 -11.9807574812062 -12.5054310581784 -3.08522126561222 
-19.4 2.47094264198677 -3.58110462458017 -6.26857839419866 -3.83642964155852 -6.4582270359745 -9.08603464529517 -9.17686491683563 -16.547523532335 -24.0552266086333 -31.5863775340888 -42.4674654334806 -11.4373204717201 -16.0579992039369 -23.31582221079 -16.1302581827323 -17.0641407404832 -18.0486859523372 -21.5454897228166 -25.0462205997032 -23.740658765812 -29.6334326803455 -19.1816751597187 -20.5473958815407 -12.992214673378 -5.00000006180004 -20.5316755889774 -12.1085210088005 -12.5987477556935 -3.12115987457145 
-19.2 2.46066639237688 -3.61563130710847 -6.23405171167036 -3.86737408931123 -6.52369816625551 -9.18603245810448 -9.11497164699252 -16.4511035799636 -23.9242799737336 -31.4209042166608 -42.2674654335243 -11.4063738367768 -15.9925258864654 -23.2158222107901 -16.19215145262 -17.1605606928992 -18.1796325872815 -21.7109630402891 -25.246220599704 -23.8370787012899 -29.7643792983516 -19.2435684126683 -20.6164492297036 -13.0267413390126 -5.00000004490636 -20.6935666547362 -12.2358853920309 -12.691585456396 -3.15731624268329 
-19 2.45036477246322 -3.65024323011431 -6.19943978866452 -3.89814821807292 -6.58908421802304 -9.28603043287785 -9.05341933906696 -16.3549393490322 -23.7935038197964 -31.2555161397177 -42.0674654335753 -11.3755976827885 -15.9271378094712 -23.11582221079 -16.2537037605967 -17.2567249238818 -18.3104087412699 -21.8763511172834 -25.4462205997041 -23.9332429011563 -29.8951554212239 -19.3051206895289 -20.6856730446502 -13.0613532309534 -5.00000001384129 -20.8551169063698 -12.3628237206591 -12.783911862018 -3.19371197283751 
-18.8 2.44003610889195 -3.68494601581969 -6.16473700295913 -3.92874077134367 -6.65437955699918 -9.38602855755937 -8.99223048194662 -16.2590477062065 -23.6629093912652 -31.0902189254813 -41.8674654336335 -11.3450032541994 -15.8618405951767 -23.0158222107902 -16.3148926177753 -17.3526165667658 -18.4410031698592 -22.0416483315781 -25.6462205997042 -24.0291345433352 -30.0257498491081 -19.3663095460024 -20.755078615414 -13.0960560160118 -5.00000001319428 -21.0163038875251 -12.4893079161082 -12.8756932717621 -3.23037107561898 
-18.6 2.42967866067193 -3.71974551369797 -6.12993750508086 -3.9591400390188 -6.71957832255259 -9.48602682099106 -8.93142847352614 -16.1634461999077 -23.5325083870882 -30.9250184234259 -41.6674654336999 -11.3146022499561 -15.7966400930551 -22.9158222107903 -16.3756946262623 -17.448218073131 -18.5714041741028 -22.2068488337 -25.8462205997044 -24.1247360547646 -30.1561508584159 -19.4271115595535 -20.8246776163011 -13.1308555190206 -5.00000001832484 -21.1771041645074 -12.6153086952131 -12.9668945529883 -3.26732033657864 
-18.4 2.41929062479176 -3.75464778160143 -6.09503523717739 -3.9893338950642 -6.78467444650145 -9.58602521284338 -8.8710375452158 -16.0681530036939 -23.4023129229709 -30.7599206914052 -41.4674654337757 -11.2844067857632 -15.7315423609587 -22.8158222107905 -16.4360855546486 -17.5435112694208 -18.701599638296 -22.3719465657966 -26.0462205997045 -24.2200292615945 -30.2863463331492 -19.4875024984799 -20.8944821627239 -13.16575779754 -5.00000002894071 -21.3374934952863 -12.7407957580878 -13.0574793479599 -3.30458973607072 
-18.2 2.4088701417495 -3.78965906718224 -6.06002395159658 -4.01930983461188 -6.84966167162993 -9.68602372355268 -8.81108268762571 -15.973186860523 -23.2723354942192 -30.5949319770727 -41.2674654338623 -11.254429356925 -15.6665536465397 -22.7158222107907 -16.4960404123255 -17.6384774126785 -18.8315770671345 -22.536935280216 -26.2462205997046 -24.314995389186 -30.4163237463216 -19.5474573404907 -20.964504718306 -13.2007690675413 -5.00000001336123 -21.4974468480058 -12.8657378252272 -13.1474101295182 -3.34221296679771 
-18 2.39841530585545 -3.82478577327666 -6.02489724550216 -4.04905504313259 -6.91453358624506 -9.78602234426222 -8.751589512102 -15.8785669789049 -23.1425889065067 -30.4300586832657 -41.067465433961 -11.224682769114 -15.6016803526343 -22.6158222107908 -16.555533587948 -17.7330972943954 -18.9613236549458 -22.7018085741217 -26.4462205997048 -24.409615262375 -30.546070325605 -19.6069505075852 -21.0347581220655 -13.2358957652064 -5.00000000493193 -21.6569386358102 -12.9901029069364 -13.2366485051333 -3.38022804170631 
-17.8 2.3879241757968 -3.86003442240929 -5.98964859636953 -4.07855646737371 -6.97928365961882 -9.88602106676861 -8.69258410874411 -15.7843129264144 -23.0130862048835 -30.26530733251 -40.8674654340726 -11.1951800673794 -15.5369290017671 -22.515822210791 -16.6145389914176 -17.8273513469977 -19.0908263566808 -22.8665599249892 -26.646220599705 -24.5038693555373 -30.6755730678999 -19.6659559516149 -21.1052554610024 -13.2711444550106 -5.00000004560348 -21.8159428023456 -13.11385842434 -13.3251553734039 -3.41867804922124 
-17.6 2.37739478592994 -3.89541161885263 -5.95427139992619 -4.10780089119095 -7.0439052798794 -9.98601988347253 -8.63409289464482 -15.6904445158718 -22.8838405978976 -30.1006845290806 -40.6674654341999 -11.1659344602663 -15.4723061982107 -22.4158222107912 -16.6730302056444 -17.9212197576678 -19.2200719637942 -23.031182728546 -26.8462205997051 -24.5977377425229 -30.8048186513289 -19.7244471421572 -21.1760098303319 -13.3065216278967 -5.0000000220463 -21.974432809592 -13.2369712351423 -13.4128909877632 -3.4576120993199 
-17.4 2.3668251708732 -3.93092396599913 -5.9187590527797 -4.13677510075605 -7.10839183659099 -10.0860187873306 -8.57614228337481 -15.5969815574553 -22.7548652923346 -29.9361968763711 -40.4674654343439 -11.1369591545595 -15.4078185453574 -22.3158222107915 -16.7309808170586 -18.0146827162285 -19.3490472695014 -23.1956703813997 -27.0462205997053 -24.691200697445 -30.9337939533974 -19.7823977499327 -21.2470345211302 -13.3420339715486 -5.00000001855165 -22.1323823212251 -13.3594083996296 -13.4998158051037 -3.49708640733503 
-17.2 2.35621338291094 -3.96657800788598 -5.88310501089285 -4.16546600146563 -7.17273677918742 -10.1860177718139 -8.51875845108481 -15.5039436832784 -22.6261733762709 -29.7718509184206 -40.2674654345065 -11.1082672383334 -15.3434725872445 -22.2158222107917 -16.7883646495114 -18.1077205905682 -19.4777391857279 -23.3600163395131 -27.2462205997055 -24.7842385945478 -31.0624858923871 -19.8397816051487 -21.3183426278296 -13.3776880363612 -5.0000000414774 -22.2897651609245 -13.4811371974414 -13.585890561029 -3.53716574702514 
-17 2.34555751906009 -4.00238013825549 -5.84730288052333 -4.19386079978049 -7.23693370787179 -10.2860168308678 -8.46196697274658 -15.4113500745707 -22.4977776371936 -29.6076530489738 -40.0674654346902 -11.0798714990727 -15.2792747176142 -22.1158222107919 -16.8451561280336 -18.2003141994598 -19.6061349249891 -23.5242142091438 -27.4462205997057 -24.8768322086014 -31.1908816368102 -19.8965730888328 -21.3899468939143 -13.4134901720763 -5.00000004682305 -22.4465557036619 -13.60212560981 -13.6710768430278 -3.57792522464423 
-16.8 2.33485575491795 -4.03833648683162 -5.8113465319472 -4.22194723063514 -7.30097648730257 -10.3860159588747 -8.4057923672586 -15.3192191205065 -22.3696903345534 -29.4436093977574 -39.8674654348977 -11.0517841962252 -15.2152310661906 -22.0158222107922 -16.9013307337293 -18.2924451537316 -19.7342222278371 -23.6882578605679 -27.6462205997059 -24.9689631154271 -31.318968892212 -19.9527476470824 -21.4618595438279 -13.4494464734138 -4.99999999958437 -22.6027293899185 -13.7223429474897 -13.7553378321317 -3.61945252329698 
-16.6 2.32410638820147 -4.07445277303424 -5.77523024574459 -4.2497138499739 -7.36485939284396 -10.4860151506187 -8.35025751230145 -15.2275679793468 -22.241922907191 -29.2797256841924 -39.6674654351301 -11.0240167686307 -15.1513473523935 -21.9158222107924 -16.956865588919 -18.384096295124 -19.8619896554321 -23.8521415743655 -27.8462205997062 -25.0606142926858 -31.4467363556733 -20.0082825381384 -21.5340921523318 -13.4855627957151 -5.00000003568305 -22.7582634727179 -13.8417607440873 -13.8386393425263 -3.66185074956446 
-16.4 2.31330787256593 -4.11073419235346 -5.73894882642537 -4.27715026197265 -7.42857722416192 -10.5860144012559 -8.29538318983961 -15.1364122375657 -22.1144857460907 -29.116007103773 -39.4674654353914 -10.9965796072694 -15.087628771713 -21.8158222107927 -17.0117399116424 -18.4752520371666 -19.9894268167939 -24.0158601550465 -28.0462205997064 -25.1517700197467 -31.5741735020535 -20.0631568458801 -21.6066549762499 -13.5218442003139 -5.00000002096265 -22.913137031097 -13.9603528831464 -13.9209500622665 -3.70524227770551 
-16.2 2.30245888279751 -4.14718519731217 -5.70249782146665 -4.3042475570814 -7.49212552422939 -10.6860137062821 -8.24118720996714 -15.0457652527345 -21.9873877563008 -28.9524581090243 -39.2674654356841 -10.9694816171872 -15.024079776672 -21.715822210793 -17.0659358918078 -18.5658990222907 -20.1165248068767 -24.1794091500881 -28.2462205997067 -25.2424169791329 -31.7012714663983 -20.1173528003076 -21.679556960722 -13.5582951798273 -4.99999999551733 -23.0673322905499 -14.0780971376414 -14.0022433118024 -3.74977356168072 
-16 2.29155837267172 -4.18380930307033 -5.66587371570849 -4.33099870078894 -7.55550077369509 -10.7860130615059 -8.18768363332661 -14.9556375703358 -21.860635968144 -28.7890822151093 -39.0674654360109 -10.9427298287038 -14.9607038824305 -21.6158222107933 -17.1194394687754 -18.6560267050165 -20.2432765953607 -24.3427850443302 -28.4462205997069 -25.3325446570466 -31.8280232500702 -20.1708563724631 -21.752805167753 -13.5949192811002 -4.99999999103206 -23.2208352179294 -14.1949759592619 -14.0824980276652 -3.7956217254287 
-15.8 2.28060564521002 -4.22060885137298 -5.62907416740584 -4.35739900570089 -7.61870062690968 -10.8860124630232 -8.13488182690133 -14.8660362156079 -21.7342350651134 -28.6258817637761 -38.867465436375 -10.9163289253094 -14.8975034307334 -21.5158222107936 -17.1722412755651 -18.7456280601089 -20.3696774987557 -24.5059854960278 -28.6462205997072 -25.4221460442894 -31.9544241856157 -20.2236582114033 -21.8264042968729 -13.6317188619175 -5.00000002354668 -23.3736364583862 -14.3109776514168 -14.161700171517 -3.84300341752686 
-15.6 2.26960043067811 -4.25758474848756 -5.59209827029126 -4.38344665564129 -7.68172417396467 -10.9860119071927 -8.08278541576557 -14.7769639073576 -21.6081868597485 -28.4628576612966 -38.6674654367809 -10.8902807195389 -14.8344793278483 -21.415822210794 -17.2243376871071 -18.8347003687654 -20.4957257045268 -24.6690095989135 -28.8462205997075 -25.5112183371821 -32.0804723756229 -20.2757546071814 -21.900356075744 -13.668694743674 -5.00000000818862 -23.5257322983338 -14.4260975942491 -14.2398442172351 -3.89218705932015 
-15.4 2.25854298542254 -4.29473613312753 -5.5549468856513 -4.40914336978179 -7.74457227274514 -11.0860113906132 -8.03139095477681 -14.6884180617289 -21.4824896294798 -28.3000090463879 -38.4674654372323 -10.8645834888192 -14.7716307124887 -21.3158222107943 -17.2757321485476 -18.9232462148459 -20.6214229352472 -24.8318582142739 -29.0462205997079 -25.599764139141 -32.2061695622218 -20.3271490245004 -21.9746588013538 -13.7058460846438 -4.99999996451849 -23.6771261990725 -14.5403401103486 -14.3169353486943 -3.94350994108348 
-15.2 2.24743419408333 -4.3320600330329 -5.51762298574592 -4.43449508945993 -7.80724789232865 -11.1860109101021 -7.98068655489842 -14.6003897619451 -21.3571374297906 -28.1373329467934 -38.2674654377324 -10.8392312886301 -14.7089546123942 -21.2158222107945 -17.3264365489264 -19.0112745151301 -20.7467751354368 -24.9945343143688 -29.2462205997082 -25.6877924619928 -32.331521784979 -20.3778534474468 -22.0493066242323 -13.7431700076169 -4.9999999875862 -23.8278301415077 -14.653720152878 -14.3929914913183 -3.99740295050459 
-15 2.23627567308722 -4.36955101724831 -5.48013200153051 -4.45951267360413 -7.86975646068826 -11.2860104626771 -7.93065049231358 -14.5128627151448 -21.232119398775 -27.9748239315624 -38.0674654382859 -10.8142132570613 -14.64644559661 -21.1158222107949 -17.3764726120659 -19.098801562485 -20.8717931670071 -25.1570433301546 -29.4462205997093 -25.7753195270253 -32.4565398342269 -20.4278895282639 -22.124288610895 -13.7806610100642 -5.00000000581809 -23.9778657748994 -14.7662648020544 -14.4680451562796 -4.05442736454386 
-14.8 2.22506990475813 -4.40720074553167 -5.44248227324715 -4.48421279989837 -7.93210631526586 -11.386010045538 -7.88124940606134 -14.4258119006092 -21.107418855956 -27.81247366046 -37.8674654389003 -10.7895127136284 -14.5840953248938 -21.0158222107953 -17.4258736989321 -19.1858523776345 -20.99649371044 -25.3193936018708 -29.6462205997089 -25.8623703670901 -32.581240402575 -20.4772906400453 -22.1995880929905 -13.8183107638763 -5.00000003134683 -24.1272664695414 -14.8780157684129 -14.5421463943545 -4.11533092088518 
-14.6 2.21382036805153 -4.44499752910586 -5.40468548967297 -4.50861884326225 -7.99430914220392 -11.4860096560503 -7.83243654103631 -14.33920225201 -20.9830124237826 -27.6502704447124 -37.6674654395785 -10.7651062807772 -14.5218921084684 -20.9158222107957 -17.4746865646365 -19.2724620269131 -21.1209001432927 -25.4815968182978 -29.8462205997101 -25.9489800281792 -32.7056468472384 -20.5261035175602 -22.2751816726283 -13.85610755994 -5.00000004383634 -24.2760789575682 -14.9890314728655 -14.6153653152333 -4.18113755144947 
