pO2 mew_e electrons holes VO{2} VO{1} VO{0} VM{-4} VM{-3} VM{-2} VM{-1} VM{0} Oi{-2} Oi{-1} Oi{0} Mi{4} Mi{3} Mi{2} Mi{1} Mi{0} Xei{-1} Xei{0} Xei{1} XesubO{1} XesubO{2} XesubO{3} XesubZr{-3} XesubZr{-4} XesubZr{-5} Stoich
-32.4 3.12733325854242 -1.3757289970198 -8.47395402175902 -1.75305130776526 -2.16947307462088 -2.59190505638118 -13.3553580633386 -22.9313923063984 -32.644471010257 -42.3809975632729 -55.467461090225 -13.5265692167661 -20.3526235765433 -29.8158222109567 -11.9517606931413 -10.6802676233318 -9.45943720762541 -10.7508653505444 -12.0462205998706 -20.6562282192755 -16.8713248636331 -21.4268502189875 -5.17386794002957 -5.48160229669071 -14.8219480902891 -21.4874987818787 -16.8623014828777 -22.2900594707535 -0.790541680425768 
-32.2 3.11693148443419 -1.41067742334262 -8.43900559543621 -1.78257852109155 -2.23394871426999 -2.6913291223531 -13.2951517686299 -22.8362375853668 -32.5143678629027 -42.2159459895958 -55.267461090225 -13.4964660693683 -20.2875720028227 -29.7158222109133 -12.0119669878065 -10.7754223443199 -9.58954035493629 -10.9159169241781 -12.2462205998272 -20.638544574525 -16.8186927925597 -21.3392697215913 -5.18571150864834 -5.45849743898743 -14.7638948062626 -21.3397119898173 -16.7494631171391 -22.2121695313377 -0.834845929595141 
-32 3.10656028316907 -1.44552312942329 -8.40415988935553 -1.81237789477211 -2.29859379403122 -2.79081990819501 -13.2345345929526 -22.7407747036089 -32.384059275064 -42.0507916956764 -55.067461090225 -13.4661574814974 -20.2224177088712 -29.6158222108811 -12.0725841634516 -10.8708852260456 -9.71984894274271 -11.0810712180652 -12.4462205997949 -20.6211890249186 -16.7664915368726 -21.2522227598235 -5.19815533275509 -5.43609555701275 -14.7066472182076 -21.1920478524044 -16.6366446858069 -22.1341968060862 -0.878233916494716 
-31.8 3.09621825783779 -1.48027080867091 -8.36941221010791 -1.84243080554549 -2.36339438405222 -2.89036817746363 -13.1735253099431 -22.6450177413518 -32.2535546335593 -41.8855393749241 -54.8674610902251 -13.4356528399688 -20.1571653880949 -29.5158222108572 -12.1335934464372 -10.9666421882789 -9.85035358422356 -11.2463235387936 -12.646220599771 -20.6041910463855 -16.714745879092 -21.1657294227953 -5.21121026501896 -5.41440281002976 -14.6502067919766 -21.0445452323906 -16.5238897450407 -22.0561895445676 -0.920774186909379 
-31.6 3.08590397531634 -1.51492527617067 -8.33475774260815 -1.87271985797555 -2.42833790398204 -2.98996616489321 -13.1121431799422 -22.5489811438511 -32.1228635685588 -41.7201938424239 -54.6674610902251 -13.4049617749506 -20.091819855577 -29.4158222108395 -12.1949755764204 -11.0626787857618 -9.9810446492063 -11.4116690712761 -12.8462205997533 -20.587577532984 -16.6634778981907 -21.0798069743942 -5.22488580406559 -5.39342388157587 -14.5945733960233 -20.8972406540063 -16.4112396341562 -21.9781939011828 -0.962532477353971 
-31.4 3.07561599366227 -1.54949137663649 -8.30019164214234 -1.90322881233255 -2.49341295880486 -3.08960732018184 -13.0504075818055 -22.4526794452486 -31.9919957694905 -41.5547599428897 -54.4674610902251 -13.3740939758691 -20.0263859560296 -29.3158222108263 -12.256711174544 -11.1589804843512 -10.1119124482615 -11.5771029707972 -13.0462205997401 -20.5713724044592 -16.6127066692 -20.9944696449377 -5.23918962991051 -5.37316160695574 -14.539745020937 -20.7501677264263 -16.2987328070419 -21.9002531745344 -1.00357124331973 
-31.2 3.06535288305099 -1.58397391406799 -8.26570910471084 -1.93394251593209 -2.5586091998359 -3.18928609864438 -12.9883377315315 -22.3561270575431 -31.8609608443535 -41.3892424803212 -54.2674610902251 -13.3430590507224 -19.9608684934514 -29.2158222108166 -12.3187810248082 -11.2555328720469 -10.2429473733887 -11.7426204333559 -13.2462205997303 -20.5555970866229 -16.5624488139323 -20.9097292522385 -5.2541280156839 -5.35361745529686 -14.485718331847 -20.6033574834628 -16.1864051015099 -21.8224080064339 -1.04394935708227 
-31 3.05511324161535 -1.61837759853202 -8.23130542024681 -1.96484683833657 -2.62391720670441 -3.28899778997692 -12.9259524693877 -22.2593381109352 -31.7297682132816 -41.2236461647853 -54.0674610902252 -13.3118664196432 -19.8952721779082 -29.1158222108094 -12.3811662869448 -11.3523218186476 -10.3741400044534 -11.9082167488846 -13.4462205997231 -20.5402700075438 -16.5127180503891 -20.8255948042313 -5.26970525901612 -5.33479101416581 -14.4324882062516 -20.456837773319 -16.0742890758302 -21.7446956652182 -1.08372194373169 
-30.8 3.04489570714304 -1.65270700686089 -8.19697601191794 -1.99592860970484 -2.68932838640154 -3.38873837800293 -12.8632701027032 -22.1623263359218 -31.5984270299394 -41.0579755731142 -53.8674610902252 -13.2805252362956 -19.8296015862317 -29.015822210804 -12.443848653624 -11.4493335936556 -10.5054811877903 -12.0738873405503 -13.6462205997177 -20.5254070088367 -16.4635256433532 -20.7420729888665 -5.28592403168305 -5.31668037850311 -14.3800481622604 -20.310633591275 -15.9624143021151 -21.667150299832 -1.12294032807003 
-30.6 3.03469896554816 -1.6869665541894 -8.16271646458942 -2.02717556266419 -2.75483488668941 -3.48850442561932 -12.8003082920173 -22.0651049779074 -31.4669461245965 -40.8922351204428 -53.6674610902252 -13.2490443309486 -19.7638611335562 -28.9158222108 -12.5068104643059 -11.546554951666 -10.6369620931292 -12.2396277932178 -13.8462205997137 -20.5110211670026 -16.4148802541905 -20.6591680523753 -5.30278514281191 -5.29928194230422 -14.3283901787326 -20.164766844102 -15.8508071022706 -21.589802647316 -1.16165206723623 
-30.4 3.02452175675853 -1.72116047417414 -8.12852254460468 -2.0585762773223 -2.82042952133226 -3.58829298024691 -12.7370839719563 -21.9676867378617 -31.335333964566 -40.7264290404275 -53.4674610902253 -13.217432170915 -19.6980550535378 -28.8158222107969 -12.5700347843639 -11.6439731917088 -10.7685742531568 -12.4054338732301 -14.0462205997107 -20.4971227736477 -16.366787940851 -20.576881819051 -5.32028746411835 -5.28259034362554 -14.2775046600692 -20.0192562907196 -15.739490468873 -21.5126799339031 -1.1999010480028 
-30.2 3.01436287856086 -1.75529280607441 -8.09439021270441 -2.09012012925256 -2.88610570516279 -3.6881014959777 -12.6736132995566 -21.8700837335618 -31.2035986283658 -40.5605613723271 -53.2674610902245 -13.1856968347133 -19.6321873854359 -28.7158222107947 -12.6335054567614 -11.7415761960066 -10.9003095893548 -12.5713015413284 -14.2462205997092 -20.4837195228276 -16.3192523581305 -20.4952139044303 -5.33842806523064 -5.26659861283756 -14.2273805973813 -19.8741177037015 -15.6284842137551 -21.4358060106855 -1.2377276309082 
-30 3.00422118886718 -1.78936738713728 -8.06031563164155 -2.12179724048632 -2.95185739745941 -3.78792776933719 -12.6099116238088 -21.7723074767511 -31.0717477904923 -40.3946359533907 -53.0674610902253 -13.1538459968374 -19.5662619664971 -28.6158222107931 -12.6972071325075 -11.8393524528155 -11.0321604272266 -12.7372269602631 -14.4462205997068 -20.4708165534972 -16.2722748077373 -20.4141617729742 -5.35720220713565 -5.25129817367971 -14.1780055771602 -19.7293638964992 -15.5178049876157 -21.359201365609 -1.27516882631916 
-29.8 2.99409560675758 -1.82338784909412 -8.0262951696847 -2.15359843339092 -3.01767905232086 -3.88776988615548 -12.5459934716355 -21.6743688626209 -30.9397887144053 -40.2286564153468 -52.8674610902246 -13.1218869207499 -19.5002824284528 -28.5158222107919 -12.7611252846797 -11.9372910669445 -11.1641195033125 -12.9032064983058 -14.6462205997063 -20.4584164460081 -16.2258542382913 -20.3337207415714 -5.37660329255237 -5.23667879713958 -14.1293657386636 -19.5850047129243 -15.4074662659976 -21.2828831059477 -1.31225849053559 
-29.6 2.98398511254209 -1.85735761795287 -7.99232540082596 -2.18551518703796 -3.08356557482665 -3.98762617752001 -12.4818725470713 -21.576278169198 -30.8077282521236 -40.0626261842064 -52.6674610902254 -13.0898264584665 -19.4342521973106 -28.415822210791 -12.825246209243 -12.0353817603666 -11.2961799655933 -13.0692367294453 -14.8462205997046 -20.4465195723602 -16.1799875957847 -20.253884330206 -5.3966231725524 -5.22272890828086 -14.0814460809458 -19.4410473769956 -15.2974786989277 -21.2068653077365 -1.34902753275319 
-29.4 2.97388874715898 -1.89127991601935 -7.95840310275947 -2.21753959654858 -3.14951228240375 -4.0874951831636 -12.4175617393365 -21.4780450633967 -30.6755728482558 -39.8965484822722 -52.4674610902247 -13.0576710545988 -19.3681744953765 -28.3158222107903 -12.8895570169771 -12.1336148661672 -11.4283353694604 -13.2353144313789 -15.0462205997047 -20.4351238979604 -16.1346696233184 -20.1746440596732 -5.41725190766391 -5.20943534532589 -14.0342302199247 -19.2974962987288 -15.1878499187273 -21.1311588256026 -1.38550412511968 
-29.2 2.9638056109834 -1.9251577659004 -7.92452525287843 -2.24966433457028 -3.21551487030649 -4.18737562094739 -12.3530731388615 -21.3796786130407 -30.5433285480187 -39.730426332154 -52.2674610902255 -13.0254267543604 -19.302052345257 -28.2158222107898 -12.9540456174516 -12.2319813165228 -11.560579669697 -13.4014365814966 -15.2462205997034 -20.4242253861514 -16.0898932616283 -20.0959898481021 -5.43847813387709 -5.19678372165802 -13.9877007463754 -19.1543534866831 -15.0785849565627 -21.0557717133191 -1.42171391111918 
-29 2.95373486228164 -1.95899399569707 -7.89068902308175 -2.28188261538292 -3.28156938091581 -4.28726636135337 -12.2884180580475 -21.28118730243 -30.4110010076113 -39.56426256195 -52.0674610902248 -12.9930992139534 -19.2358885750533 -28.1158222107894 -13.0187006982653 -12.3304726271331 -11.692907210104 -13.5676003517003 -15.4462205997038 -20.4138180534704 -16.0456496991507 -20.0179100558278 -5.46028908200911 -5.18475843999337 -13.9418392349144 -19.0116186135951 -14.9696863132714 -20.9807092998245 -1.45768020773419 
-28.8 2.94367571537168 -1.99279124518498 -7.85689177359384 -2.31418816115341 -3.34767217617422 -4.3871664060997 -12.223607056 -21.1825790508945 -30.278595506588 -39.3980598114387 -51.8674610902256 -12.9606937129289 -19.169685824541 -28.0158222107892 -13.0835117003126 -12.4290808786683 -11.8253127111271 -13.7338031022113 -15.6462205997027 -20.4038942261582 -16.0019286223505 -19.9403917295397 -5.48267080046767 -5.17334290896402 -13.8966264543968 -18.8692892852599 -14.861154234424 -20.905974470465 -1.49342419897856 
-28.6 2.93362743867965 -2.02655197234448 -7.82313104643434 -2.34657517089335 -3.41381991307365 -4.48707487015863 -12.1586499646373 -21.0838612323723 -30.1461169609063 -39.2318205385975 -51.6674610902249 -12.9282151672477 -19.1034465517003 -27.915822210789 -13.1484687916751 -12.5277986971904 -11.9577912568087 -13.9000423750523 -15.8462205997032 -20.3944443464263 -15.9587180154592 -19.8634203954889 -5.50560793047596 -5.1625193118128 -13.8520421300865 -18.7273608598465 -14.7529865361702 -20.8315674993707 -1.52896511847895 
-28.4 2.92358935255561 -2.06027846069905 -7.78940455807977 -2.37903829061077 -3.48000952114564 -4.58699096658519 -12.0935559180564 -20.9850406974369 -30.0135699376163 -39.0655470269529 -51.4674610902258 -12.8956681439567 -19.0371730400547 -27.8158222107888 -13.2135628382559 -12.6266192321257 -12.0903382800986 -14.0663158866968 -16.0462205997023 -20.3854576807155 -15.9160048613938 -19.7869807530689 -5.5290843844827 -5.15226927746498 -13.8080656073837 -18.5858271708458 -14.645179335524 -20.7574867870791 -1.56432042114356 
-28.2 2.9135608271572 -2.0939728264261 -7.75571019235273 -2.41157258625048 -3.5462381825124 -4.68691399367899 -12.0283333809638 -20.8861237946173 -29.8809586690697 -38.8992413926793 -51.2674610902251 -12.8630568754107 -18.9708674057816 -27.7158222107887 -13.2787853753484 -12.7255361349452 -12.2229495486451 -14.2326215209704 -16.2462205997029 -20.3769222266748 -15.873775041626 -19.7110565675741 -5.55308322608184 -5.14257375333707 -13.7646757175291 -18.4446804482586 -14.5377269786639 -20.683728795946 -1.59950594201598 
-28 2.90354128036688 -2.12763702535465 -7.72204599342417 -2.44417351879746 -3.61250331398793 -4.78684332408308 -11.9629901766789 -20.7871163914038 -29.7482870669276 -38.7329055916087 -51.0674610902259 -12.8303852732678 -18.9045316047101 -27.6158222107887 -13.3441285796333 -12.8245435381587 -12.3556211507871 -14.398957322041 -16.4462205997021 -20.3688246200281 -15.8320132360508 -19.6356305630704 -5.57758655198223 -5.13341288030891 -13.721850645572 -18.30391123947 -14.4306219688038 -20.6102879850145 -1.634536042837 
-27.8 2.89353017554458 -2.16127286051619 -7.68841015826263 -2.47683691988603 -3.67880255023804 -4.88677839549473 -11.8975335173244 -20.6880238968878 -29.61555873725 -38.5665414267696 -50.8674610902252 -12.7976569435908 -18.8381674398716 -27.5158222107886 -13.4095852389878 -12.9236360326748 -12.4883494804647 -14.5653214868801 -16.6462205997027 -20.3611509431762 -15.7907037240373 -19.5606852158953 -5.60257627621891 -5.12476676938405 -13.679568699486 -18.1635092329405 -14.3238557974359 -20.5371576488081 -1.66942374747251 
-27.6 2.88352701962685 -2.19488198853116 -7.65480103024766 -2.50955897108838 -3.74513372945536 -4.98671870272703 -11.8319700293852 -20.5888512809336 -29.4827769932809 -38.4001505547854 -50.6674610902261 -12.7648751996207 -18.7717765678865 -27.4158222107886 -13.4751487269271 -13.022808648629 -12.621131224434 -14.7317123588643 -16.8462205997019 -20.3538862309259 -15.7498298837721 -19.4862022476152 -5.62803361517109 -5.11661498032126 -13.6378077824079 -18.0234627767212 -14.2174184692315 -20.4643294486187 -1.70418086447005 
-27.4 2.87353136109596 -2.22846592643255 -7.62121709234627 -2.54233618345634 -3.8114948797247 -5.08666379089775 -11.7663057809901 -20.4896030946371 -29.349944869083 -38.2337344926861 -50.4674610902255 -12.7320430754234 -18.7053605057879 -27.3158222107885 -13.5408129753223 -13.1220568349256 -12.7539633486319 -14.8981284209636 -17.0462205997026 -20.3470149779714 -15.7093746929162 -19.4121631188578 -5.65393957458452 -5.1089370018333 -13.5965458660189 -17.8837593995688 -14.1112990299805 -20.3917939472691 -1.7388180996304 
-27.2 2.86354278814179 -2.26202605784154 -7.58765696093728 -2.57516537930851 -3.87788420698588 -5.18661324956792 -11.700546306627 -20.390283488865 -29.2170651319019 -38.067294624096 -50.2674610902264 -12.6991633382414 -18.6389206371969 -27.2158222107885 -13.6065724496855 -13.2213764406978 -12.8868430858131 -15.0645682895538 -17.2462205997018 -20.3405211951347 -15.6693207786705 -19.3385490732032 -5.68027498760005 -5.10171228343984 -13.5557610162161 -17.744385879551 -14.0054856413718 -20.3195406900693 -1.77334515774162 
-27 2.8535609268838 -2.29556363894159 -7.55411937983723 -2.60804367521987 -3.94430008399728 -5.28656670767937 -11.6346966310266 -20.2908962321645 -29.0841402941014 -37.9008322051955 -50.0674610902258 -12.6662385004415 -18.5724582182969 -27.1158222107885 -13.672422125286 -13.3207636973984 -13.0197679236137 -15.2310307084545 -17.4462205997025 -20.334388665669 -15.6296506681048 -19.2653413815374 -5.70702075404569 -5.09492046878543 -13.515431620462 -17.6053285122848 -13.8999658552056 -20.2475584850032 -1.80777083499297 
-26.8 2.84358543986491 -2.32907980353875 -7.52060321524008 -2.64096846751514 -4.01074104088971 -5.38652382916896 -11.5687612894161 -20.191444725957 -28.9511726232966 -37.7343483697936 -49.8674610902267 -12.6332708296358 -18.5059743828941 -27.0158222107885 -13.7383574668966 -13.4202152036061 -13.1527355944186 -15.3975145438566 -17.6462205997018 -20.3286007500557 -15.5903465878943 -19.1925211367297 -5.73415763072765 -5.08854118087023 -13.4755361679492 -17.4665729258668 -13.7947264333847 -20.1758352277794 -1.84210310183603 
-26.6 2.83361602438708 -2.36257556865372 -7.4871074501251 -2.67393741727044 -4.07720575575998 -5.4864843091542 -11.5027443498755 -20.0919320213013 -28.8181641535261 -37.567844134908 -49.6674610902262 -12.6002623598656 -18.4394701480089 -26.9158222107883 -13.8043744064374 -13.5197279082619 -13.2857440641894 -15.5640187787423 -17.8462205997025 -20.3231409923851 -15.5513910651087 -19.1200698488292 -5.76166682281255 -5.08255460783977 -13.4360538298042 -17.3281046984256 -13.6897539710585 -20.1043585305682 -1.87634917880594 
-26.4 2.82365241142179 -2.39605183818269 -7.45363118059613 -2.70694843966565 -4.14369304768416 -5.58644787060735 -11.4366494279916 -19.9923608298885 -28.6851166925842 -37.4013204044373 -49.4674610902265 -12.5672148989235 -18.3729464175379 -26.8158222107884 -13.8704693283215 -13.619299099675 -13.4187915251315 -15.7305425092133 -18.0462205997025 -20.3179925732945 -15.5127663764892 -19.0479688906807 -5.7895294261168 -5.07694094161582 -13.3969638940509 -17.1899088183932 -13.5850343605551 -20.0331151895937 -1.91051560316564 
-26.2 2.81369436412388 -2.42950940789042 -7.4201736108884 -2.73999969108747 -4.21020186881371 -5.68641426144464 -11.3704797068228 -19.892733539012 -28.552031832 -37.2347779741453 -49.2674610902267 -12.534130038339 -18.3064039872456 -26.7158222107884 -13.9366390494906 -13.7189263905518 -13.551876385716 -15.8970849395056 -18.2462205997025 -20.3131390659468 -15.4744552994338 -18.9762002439175 -5.81772717019134 -5.07168111598186 -13.3582464987096 -17.0519704504613 -13.4805535623309 -19.9620919610773 -1.94460829069231 
-26 2.803741676973 -2.46294896829493 -7.38673405048389 -2.77308956080525 -4.276731298936 -5.78638325197143 -11.3042379484412 -19.7930522202258 -28.4189109528093 -37.0682175345501 -49.0674610902271 -12.5010091591481 -18.2398435476501 -26.6158222107884 -14.0028808078725 -13.8186077093382 -13.6849972649069 -16.0636453791011 -18.4462205997024 -20.3085640383896 -15.4364407114721 -18.9047460955513 -5.84624201235155 -5.06675639773833 -13.3198822200612 -16.9142745437134 -13.3762972159876 -19.8912751751385 -1.97863258947338 
-25.8 2.79379417474229 -2.4963711081327 -7.35331191064612 -2.80621666179084 -4.34328053975936 -5.88635463263257 -11.2379265077927 -19.6933186397395 -28.2857552324853 -36.9016396743883 -48.8674610902275 -12.4678534388236 -18.1732656874879 -26.5158222107884 -14.0691922485214 -13.9183412898249 -13.8181529852314 -16.2302232392633 -18.6462205997024 -20.3042513574146 -15.3987058906592 -18.8335891349007 -5.87505643236246 -5.06214867791071 -13.2818523603961 -16.7768061424143 -13.2722509545262 -19.8206510535149 -2.01259332918723 
-25.6 2.7838517118762 -2.52977631644885 -7.31990670232997 -2.83937982455245 -4.40984891083712 -5.98632821202646 -11.1715473410577 -19.5935342646884 -28.152565649118 -36.7350448827048 -48.6674610902279 -12.4346638554559 -18.1066708958041 -26.4158222107884 -14.1355714152568 -14.0181256648764 -13.9513425685991 -16.3968180309471 -18.8462205997024 -20.3001849903848 -15.3612343153133 -18.7627123512386 -5.90415322809385 -5.05784026532671 -13.2441387394956 -16.6395501920172 -13.1684002124452 -19.7502055197501 -2.04649486435692 
-25.4 2.77391417165927 -2.56316498539008 -7.28651803338875 -2.87257808978913 -4.47643584501502 -6.0863038151456 -11.1051020168231 -19.4937002715126 -28.019342987001 -36.5684335516466 -48.4674610902284 -12.4014411933384 -18.0400595647453 -26.3158222107884 -14.2020167394919 -14.1179596580527 -14.0845652307166 -16.5634293620059 -19.0462205997024 -20.2963494085533 -15.3240100645406 -18.6920994315247 -5.93351591149941 -5.05381427979028 -13.2067240850183 -16.5024919480687 -13.0647306374379 -19.679924613684 -2.08034111423461 
-25.2 2.76398146586871 -2.596537411372 -7.25314560740682 -2.90581070449482 -4.54304088570263 -6.18628128181513 -11.0385917207514 -19.393817549459 -27.8860878389654 -36.4018059776291 -48.267461090229 -12.3681860453023 -17.9734319907273 -26.2158222107885 -14.2685270355642 -14.217842380107 -14.2178203787528 -16.7300569360239 -19.2462205997024 -20.2927293879678 -15.2870176179731 -18.6217345589753 -5.96312850561922 -5.05005444792893 -13.1695918271747 -16.3656167794476 -12.9612278947988 -19.6097942970268 -2.11413559722719 
-25 2.75405353450333 -2.62989379598974 -7.21978922278908 -2.93907711874669 -4.60966368457224 -6.28626046530248 -10.972017259223 -19.2938867033129 -27.7528006082016 -36.2351623622475 -48.0674610902297 -12.3348988145378 -17.906788375345 -26.1158222107885 -14.3351014970932 -14.3177732262537 -14.3511076095173 -16.8967005514062 -19.4462205997024 -20.2893100103811 -15.2502418557687 -18.5516024121532 -5.99297554228476 -5.04654509997597 -13.1327260946044 -16.2289101710971 -12.857877671066 -19.5398004579117 -2.14788146202428 
