pO2 mew_e electrons holes VO{2} VO{1} VO{0} VM{-4} VM{-3} VM{-2} VM{-1} VM{0} Oi{-2} Oi{-1} Oi{0} Mi{4} Mi{3} Mi{2} Mi{1} Mi{0} Xei{-1} Xei{0} Xei{1} XesubO{1} XesubO{2} XesubO{3} XesubZr{-3} XesubZr{-4} XesubZr{-5} Stoich
-24.8 2.74413034563986 -2.66323424650076 -7.18644877227807 -2.97237698349875 -4.67630399983533 -6.38624123107659 -10.9053790612679 -19.1939080548467 -27.6194815092244 -36.0685028127594 -47.8674610902305 -12.3015797155598 -17.8401288258561 -26.0158222107885 -14.4017396950492 -14.4177518747207 -14.4844267084952 -17.0633601008952 -19.6462205997024 -20.2860766637339 -15.2136680586105 -18.481688164484 -6.02304206038928 -5.04327116757023 -13.0961117116872 -16.0923577254727 -12.7546656759527 -19.4699289133094 -2.18158151504832 
-24.6 2.73421189529108 -2.69655877630154 -7.15312424247728 -3.00571014851802 -4.74296169465537 -6.48622345569741 -10.838677180472 -19.09388164425 -27.4861305688269 -35.9018273425611 -47.6674610902314 -12.2682287751614 -17.7734533556569 -25.9158222107885 -14.468441575846 -14.5177782853183 -14.6177776488937 -17.2300355710944 -19.8462205997024 -20.2830152428945 -15.1772821079704 -18.411977684043 -6.05331380456951 -5.04021838194892 -13.0597343962655 -15.9559453642358 -12.6515778445165 -19.4001656116741 -2.21523824566542 
-24.4 2.72429820764228 -2.7298673041331 -7.11981571464572 -3.03907666297834 -4.80963673694726 -6.58620702582086 -10.7719112917993 -18.9938072277458 -27.3527476244911 -35.7351358703937 -47.4674610902325 -12.2348458308246 -17.7067618834885 -25.8158222107886 -14.5352074645198 -14.6178527018236 -14.7511605932305 -17.3967270432628 -20.0462205997024 -20.2801120487327 -15.1410703859769 -18.342457434218 -6.08377712486757 -5.03737317441619 -13.0235806609008 -15.8196592257382 -12.5486002338504 -19.3304965288395 -2.24885384771147 
-24.2 2.71438933555328 -2.76315965239421 -7.08652336638462 -3.07247677793998 -4.87632920017 -6.6861918373047 -10.705080684845 -18.8936842725304 -27.2193323210146 -35.5684282186561 -47.2674610902338 -12.2014305273468 -17.6400542317496 -25.7158222107886 -14.6020380714754 -14.7179756570403 -14.8845758967083 -17.5634346950017 -20.2462205997024 -20.2773536362358 -15.1050196252189 -18.2731143251989 -6.11441882733269 -5.03472252861943 -12.9876376668434 -15.6834855097647 -12.4457188661381 -19.2609075093883 -2.28243023816669 
-24 2.70448536091862 -2.79643554593128 -7.05324747284754 -3.10591094796434 -4.94303926373144 -6.78617779440322 -10.6381842589948 -18.7935119531431 -27.0858841080903 -35.4017041121947 -47.0674610902353 -12.167982314421 -17.5733301252867 -25.6158222107886 -14.6689344973271 -14.8181479764291 -15.0180241096342 -17.7301588014646 -20.4462205997024 -20.274726963496 -15.0691170589421 -18.203935865385 -6.14522632461688 -5.03225413236731 -12.9518933770538 -15.5474106241006 -12.3429198740111 -19.1913844107983 -2.31596907438887 
-23.8 2.69458639536606 -2.82969460969158 -7.01998840908724 -3.13937983508128 -5.00976721460868 -6.88616480904076 -10.5712205140378 -18.6932891444257 -26.9524022356126 -35.2349631759567 -46.867461090237 -12.1345004419416 -17.506589189047 -25.5158222107887 -14.7358982422859 -14.9183707851482 -15.1515059821136 -17.8968997377043 -20.6462205997024 -20.2722193893634 -15.0333504210492 -18.1349101637318 -6.17618763760153 -5.0299563815909 -12.9163365625175 -15.4114211774903 -12.240189491161 -19.1219130917086 -2.3494717691151 
-23.6 2.68469258138794 -2.86293636492182 -6.986746653857 -3.17288431573584 -5.07651345049348 -6.9861528001558 -10.5041875349608 -18.5930144101185 -26.8188857460751 -35.068204931189 -46.6674610902391 -12.1009839524021 -17.4398309442773 -25.4158222107887 -14.8029312213649 -15.0186455194575 -15.2850224716531 -18.0636579824741 -20.8462205997024 -20.2698184693815 -14.9977077458371 -18.0660257332894 -6.20729119827382 -5.02781818703371 -12.8809566127296 -15.2755037679709 -12.1375138368719 -19.0524791926497 -2.38293950240816 
-23.4 2.67480409322889 -2.89616022618575 -6.95352279259308 -3.20642548615871 -5.14327848218028 -7.08614169310652 -10.4370829800188 -18.4926859939127 -26.6853334686053 -34.9014287924553 -46.4674610902414 -12.06743167493 -17.3730548055413 -25.3158222107887 -14.8700357763092 -15.1189739356657 -15.4185747491253 -18.2304341212102 -21.0462205997024 -20.2675121030025 -14.9621775181941 -17.9972716443825 -6.23852600231801 -5.02582912981322 -12.8457436942456 -15.1396451241221 -12.034879054287 -18.9830682713287 -2.41637323317798 
-23.2 2.66492113829736 -2.92936549662157 -6.92031752215725 -3.24000467131268 -5.21006293777007 -7.18613141913214 -10.3699040617649 -18.3923018052229 -26.5517440094798 -34.7346340628939 -46.2674610902442 -12.0338422158017 -17.3062600759771 -25.2158222107888 -14.9372146945659 -15.2193581243583 -15.5521642082536 -18.3972288507744 -21.2462205997024 -20.2652884787784 -14.9267486235342 -17.9286374792868 -6.26988156324749 -5.02397942030763 -12.8106887143038 -15.0038320407724 -11.9322712413731 -18.9136657288507 -2.44977370891432 
-23 2.65504395894823 -2.96255136195268 -6.88713165682615 -3.27362343638255 -5.27686756817105 -7.28612191486422 -10.3026475230926 -18.2918594012195 -26.4181157401452 -34.5678199282283 -46.0674610902475 -12.000213946464 -17.2394459413083 -25.1158222107888 -15.0044712332415 -15.3198005283649 -15.6857924775914 -18.5640429854433 -21.4462205997024 -20.2631358681094 -14.8914101475341 -17.8601131379556 -6.30134771764869 -5.02225970937696 -12.7757831380424 -14.8680511607688 -11.8296762267007 -18.8442565795093 -2.48314147202392 
-22.8 2.64517283364694 -2.99571688657624 -6.85396613220258 -3.30728359415252 -5.34369325056459 -7.38611312188133 -10.2353096215899 -18.1913559750933 -26.2844467893954 -34.4009854528549 -45.8674610902505 -11.966544995711 -17.1726114659317 -25.0158222107887 -15.071809134748 -15.420303954495 -15.8194614283451 -18.7308774608205 -21.6462205997032 -20.2610430218578 -14.8561517766589 -17.7916892424568 -6.33291502916684 -5.02066149627192 -12.7410194003138 -14.7322893637674 -11.7270799543228 -18.774825831755 -2.51647686941448 
-22.6 2.6353080803965 -3.0288610020491 -6.82082201672973 -3.3409872276303 -5.41054099951522 -7.48610498630481 -10.1678860834866 -18.0907883215171 -26.1507350203464 -34.234129568333 -45.6674610902558 -11.9328332266567 -17.1057555814046 -24.9158222107887 -15.1392326728559 -15.5208716080757 -15.9531731973986 -18.8977333453469 -21.8462205997024 -20.2589983577827 -14.820962997111 -17.7233563474361 -6.36457399856955 -5.01917635020178 -12.7063901387704 -14.5965329306432 -11.6244676366715 -18.7053576295766 -2.54978005243573 
-22.4 2.62545005764696 -3.06198250403195 -6.78770051474688 -3.3747366957892 -5.47741196965696 -7.58609745842941 -10.1003720914225 -17.9901528274701 -26.0169780243166 -34.0672510703203 -45.4674610902603 -11.8990762306225 -17.0388770833875 -24.8158222107888 -15.2067466649253 -15.6215071021279 -16.0869301934337 -19.0646118433648 -22.0462205997032 -20.2569907585358 -14.7858338958812 -17.6551057442235 -6.39631586748146 -5.01779671713085 -12.671889003717 -14.4607683353665 -11.5218245433776 -18.6358360382655 -2.58305098643168 
-22.2 2.61559916806436 -3.09508003962629 -6.75460297915254 -3.40853465855782 -5.54430746801992 -7.68609049238671 -10.0327622338068 -17.8894454342601 -25.8831730955122 -33.9003486059216 -45.2674610902672 -11.8652713018112 -16.9719746189819 -24.7158222107888 -15.2743565225471 -15.7222144953442 -16.2207351222443 -19.2315143077697 -22.2462205997025 -20.2550089582092 -14.7507545599603 -17.5869288727082 -6.42813202992346 -5.0165153439785 -12.63751009497 -14.3249816062355 -11.4191353498409 -18.5662443803232 -2.61628944973699 
-22 2.60575586090999 -3.12815209938051 -6.72153091939832 -3.44238409249973 -5.61122896171606 -7.78608404583706 -9.96505047283014 -17.7886616135292 -25.7493172150271 -33.7334206656823 -45.0674610902737 -11.8314154213197 -16.9050466787362 -24.6158222107889 -15.3420682835311 -15.8229983160823 -16.3545910027366 -19.3984422480163 -22.4462205997033 -20.2530418347364 -14.7157153767333 -17.518817629727 -6.46001434039251 -5.01532559469334 -12.603248285931 -14.1891586022775 -11.3163844056372 -18.4965654958737 -2.64949503829415 
-21.8 2.59592063660966 -3.16119700193771 -6.68848601684112 -3.47628832123736 -5.67817809301088 -7.88607807968909 -9.89723008306824 -17.6877963212101 -25.6154070201508 -33.5664655682488 -44.867461090283 -11.7975052264342 -16.8380915812935 -24.5158222107889 -15.4098886733015 -15.92386360841 -16.4885011976215 -19.5653973454584 -22.6462205997025 -20.2510778938827 -14.6807065333223 -17.4507638837588 -6.49195462827633 -5.01422098001995 -12.5690987687 -14.0532844665474 -11.2135551724643 -18.426781165258 -2.68266716225298 
-21.6 2.5860940493294 -3.19421288538177 -6.65547013339706 -3.51025103250136 -5.74515668771895 -7.98607255784121 -9.82929361685377 -17.5868439715516 -25.4814387870482 -33.3994814517022 -44.6674610902923 -11.7635369933224 -16.7711074647376 -24.415822210789 -15.4778251395261 -16.0248159580786 -16.6224694307342 -19.7323814620151 -22.8462205997033 -20.2491057612482 -14.6457185172438 -17.3827599842363 -6.52394520690586 -5.01319567520543 -12.5350575804418 -13.9173441008104 -11.1106306901713 -18.3568725664091 -2.71580505087738 
-21.4 2.57627671220689 -3.22719768966057 -6.62248532911825 -3.54427631304897 -5.81216677254536 -8.08606744694644 -9.7612328339816 -17.4857983844006 -25.3474083956185 -33.2324662559936 -44.4674610903049 -11.72950660188 -16.7040922690165 -24.3158222107891 -15.5458859224101 -16.1258615452415 -16.7564998221758 -19.8993966577356 -23.0462205997026 -20.2471137641661 -14.6107417158829 -17.3147983785965 -6.55597849037124 -5.012244154392 -12.5011212553492 -13.7813217122983 -11.0075931059381 -18.2868197864547 -2.74890774832753 
-21.2 2.56646930197894 -3.26014914103827 -6.58953387774056 -3.5783686795431 -5.87921059041718 -8.18606271619594 -9.69303863950557 -17.3846527385469 -25.213311298387 -33.0654177073845 -44.2674610903181 -11.6954095046355 -16.6370437203942 -24.2158222107892 -15.6140801169002 -16.2270071911092 -16.8905969194213 -20.0664452063587 -23.2462205997034 -20.2450899662196 -14.5757664665587 -17.2468716778946 -6.58804705891882 -5.01136127156189 -12.4672869211418 -13.6452008171204 -10.9044236621378 -18.2166017940321 -2.78197411264402 
-21 2.55667256488232 -3.29306473226941 -6.55661828650941 -3.61253311800569 -5.94629062011092 -8.28605833712083 -9.6247010044474 -17.2833995122576 -25.0791424808666 -32.8983332986329 -44.0674610903353 -11.6612406870979 -16.5699593116255 -24.1158222107892 -15.6824177519749 -16.328260417415 -17.0247657369583 -20.2335296151268 -23.4462205997027 -20.2430219972199 -14.5407829063278 -17.1789725264326 -6.62014352838161 -5.01054214979353 -12.4335522081419 -13.5089640306001 -10.8011024668487 -18.1461961899741 -2.81500281237871 
-20.8 2.54688732176146 -3.32594170543782 -6.523741313341 -3.64677511795764 -6.01340959323128 -8.3860542834096 -9.55620889713975 -17.1820304317815 -24.9448964272221 -32.73121027182 -43.8674610903541 -11.6269946334348 -16.502836284794 -24.0158222107893 -15.7509098593021 -16.4296294979106 -17.1590117906223 -20.4006526419593 -23.6462205997035 -20.2408972363072 -14.5057811722467 -17.1110938191831 -6.65226076742079 -5.0097824156643 -12.3999155008446 -13.3725932160429 -10.6976086254599 -18.0755793217537 -2.84799232609544 
-20.6 2.53711447663954 -3.35877702315898 -6.49090599561984 -3.68110072984731 -6.08057052284211 -8.48605053074159 -9.48755016804821 -17.0805363849688 -24.8105670626883 -32.564045589565 -43.6674610903779 -11.5926652688772 -16.4356716025152 -23.9158222107894 -15.8195685884167 -16.5311235447464 -17.2933411551792 -20.5678173242374 -23.8462205997028 -20.2387022824965 -14.4707509007149 -17.0432282299301 -6.68439142549969 -5.00907775602204 -12.3663755234808 -13.2360688976982 -10.5939196248364 -18.0047256388514 -2.88094093265822 
-20.4 2.52735502272844 -3.39156734838755 -6.45811567039127 -3.71551660528113 -6.1477767235045 -8.58604705663255 -9.41871146898902 -16.978907360681 -24.6761477131719 -32.3968359148201 -43.4674610904044 -11.5582459193344 -16.3684619277439 -23.8158222107895 -15.8884072875033 -16.6327525690616 -17.4277605047229 -20.7350269990097 -24.0462205997037 -20.2364232849448 -14.4356815779346 -16.9753685819213 -6.71652830338174 -5.00842430867551 -12.3329317509061 -13.0993705506301 -10.4900116029969 -17.9336079422404 -2.91384671162243 
-20.2 2.51761005118897 -3.4243090149842 -6.42537400379463 -3.75003005574855 -6.21503184056857 -8.68604384029326 -9.34967813540873 -16.8771323605041 -24.5416310463983 -32.2295775814499 -43.2674610904375 -11.5237292525278 -16.3012035943406 -23.7158222107896 -15.957440621116 -16.734527569271 -17.562277171529 -20.9022853324123 -24.246220599703 -20.2340457633209 -14.4005623897141 -16.9075077271041 -6.74866423222519 -5.00781857092232 -12.2995843465559 -12.9624763622326 -10.385859081196 -17.8621970870362 -2.94670753774529 
-20 2.50788076278695 -3.45699798855286 -6.39268503022596 -3.78464913081822 -6.2823398892069 -8.78604086250025 -9.28043402972107 -16.7751992812478 -24.4070089935734 -32.0622665550562 -43.0674610904752 -11.4891071996653 -16.2338925679094 -23.6158222107898 -16.0266847268422 -16.8364606485658 -17.6968992243925 -21.0695963588445 -24.4462205997038 -20.2315540679857 -14.3653817208102 -16.8396380846315 -6.7807916119595 -5.00725697708797 -12.2663337791533 -12.8253626140723 -10.2814343066043 -17.7904612860131 -2.97952106651224 
-19.8 2.49816847514012 -3.48962984209242 -6.36005317668641 -3.81938266671369 -6.34970527864192 -8.88603810547484 -9.2109614439258 -16.673094841913 -24.272272700699 -31.8948984086423 -42.8674610905217 -11.4543709067445 -16.1665244214491 -23.5158222107899 -16.0961573126833 -16.9385650879465 -17.8316355173127 -21.2369645053043 -24.6462205997032 -20.228931956432 -14.330127755717 -16.7717522659987 -6.81290303630119 -5.0067365478901 -12.2331814964154 -12.6880042096441 -10.1767077557157 -17.7183665886641 -3.01228473932933 
-19.6 2.48847463779384 -3.52219970534426 -6.32748331343456 -3.85424038750906 -6.41713286268914 -8.9860355527739 -9.14124089698692 -16.5708044317222 -24.1374124272564 -31.7274682719478 -42.6674610905755 -11.4195106332484 -16.0990942847011 -23.41582221079 -16.1658778596768 -17.0408554981918 -17.9664957908099 -21.4043946420533 -24.846220599704 -20.2261618417128 -14.2947877777459 -16.7038424247758 -6.84499064237716 -5.00625429071423 -12.2001293759881 -12.5503738214821 -10.0716472308056 -17.6458759270058 -3.04499576413016 
-19.4 2.47880084338249 -3.55470222729192 -6.29498079148691 -3.88923298002745 -6.48462797715519 -9.0860331891876 -9.07125098484334 -16.468311997631 -24.0024174712175 -31.5599707939613 -42.4674610906413 -11.3845156771438 -16.0315968066489 -23.3158222107902 -16.2358677718855 -17.1433479323482 -18.1014907469139 -21.571892120105 -25.0462205997034 -20.2232250553344 -14.2593484694198 -16.6359005945021 -6.87704644851703 -5.00580757490645 -12.1671801382323 -12.4124420790647 -9.9662180103358 -17.5729492284837 -3.07765111485708 
-19.2 2.46914884343278 -3.587131523064 -6.26255149571482 -3.92437219994186 -6.55219649284168 -9.18603100064618 -9.0009681680087 -16.3655998850243 -23.8672760628387 -31.3924000898104 -42.2674610907183 -11.3493742686881 -15.9640261024211 -23.2158222107903 -16.3061505887981 -17.2460600450328 -18.2366321553706 -21.7394628243338 -25.2462205997043 -20.2201014937658 -14.2237956120792 -16.5679184413894 -6.90906210686274 -5.00539393748007 -12.1343372050342 -12.2741771091172 -9.86038233616038 -17.4995428500804 -3.11024751698945 
-19 2.45952056485112 -3.61948111853929 -6.23020190023953 -3.95967098247894 -6.61984487085405 -9.28602897413384 -8.93036655000307 -16.2626486715434 -23.7319752538825 -31.2247496853789 -42.0674610908115 -11.3140734596387 -15.8963756978964 -23.1158222107903 -16.3767522068971 -17.3490112586071 -18.3719329644202 -21.9071132288587 -25.4462205997044 -20.2167694629121 -14.1881139857502 -16.4998872195851 -6.94102885854579 -5.00501109368821 -12.1016047657667 -12.1355442693071 -9.75409909182562 -17.4256092012209 -3.14278143658934 
-18.8 2.44991812825901 -3.65174388874241 -6.19793913003641 -3.99514356554727 -6.6875802241255 -9.38602709760841 -8.85941763092749 -16.1594369822647 -23.5965007944007 -31.057012455694 -41.8674610909234 -11.2785990000451 -15.8286384680997 -23.0158222107905 -16.4477011260848 -17.4522229479979 -18.5074074240141 -22.0748504586557 -25.6462205997046 -20.2132055163788 -14.1522872690137 -16.4317977326455 -6.97293749508094 -5.00465696001948 -12.0689878618952 -11.9965058632918 -9.64732345601336 -17.3510963356118 -3.1752490692346 
-18.6 2.44034386886051 -3.68391198773231 -6.16577103104651 -4.03080562988842 -6.75541038745655 -9.48602535992936 -8.78809002702185 -16.0559412793691 -23.4608369925152 -30.8891805548186 -41.6674610910582 -11.2429351980251 -15.7608065670898 -22.9158222107907 -16.5190287301253 -17.5557186510284 -18.6430712260345 -22.242682359666 -25.8462205997048 -20.2093841850971 -14.1162978387422 -16.3636402033841 -7.00477822813988 -5.00432959408928 -12.0364923969747 -11.8570207301245 -9.54000642183599 -17.2759474004243 -3.20764632311914 
-18.4 2.43080035818275 -3.71597677555718 -6.13370624322164 -4.06667444509861 -6.8233439904916 -9.58602375078928 -8.71634917848397 -15.9521356430064 -23.3249665683276 -30.7212453428061 -41.4674610912209 -11.2070647736751 -15.6928713549149 -22.8158222107909 -16.5907695788261 -17.659524287554 -18.778941650385 -22.4106175718413 -26.0462205997049 -20.205277854214 -14.0801267200342 -16.2954042968512 -7.03654071246709 -5.00402729059085 -12.0041253056518 -11.7170439750535 -9.43209445458988 -17.2001002210031 -3.23996880559342 
-18.2 2.42129042890156 -3.7479287348442 -6.10175428393463 -4.10276903638707 -6.89139054106709 -9.68602226065179 -8.64415701582891 -15.8479915210643 -23.1888704870985 -30.55319730229 -41.2674610914177 -11.1709686922494 -15.6248233142022 -22.7158222107912 -16.6629617416782 -17.7636684096931 -18.9150377318111 -22.5786656125545 -26.2462205997052 -20.2008565294839 -14.0437534360171 -16.2270790535471 -7.06821397902488 -5.00374859786239 -11.9718946536359 -11.5765265690941 -9.3235290079175 -17.1234867336177 -3.27221180714097 
-18 2.4118172043236 -3.77975737174377 -6.06992564703505 -4.13911038263067 -6.95956052421026 -9.78602088069453 -8.57147156366619 -15.743477432002 -23.0525277611367 -30.3850259394286 -41.0674610916567 -11.1346259660488 -15.556651951102 -22.6158222107914 -16.7356471940801 -17.8681824989946 -19.0513804580122 -22.7468369756552 -26.4462205997054 -20.1960873376881 -14.0071556073217 -16.1586525879521 -7.09978613347276 -5.00349211540994 -11.9398095342843 -11.4354146513362 -9.21424572705912 -17.0460320896589 -3.3043702701653 
-17.8 2.40238412417239 -3.81145112929239 -6.03823188948643 -4.17572158959457 -7.02786548872278 -9.88601960275568 -8.49824659415176 -15.6385587049389 -22.915915276525 -30.2167196972683 -40.8674610919478 -11.0980134811463 -15.4883457086509 -22.5158222107917 -16.8088721638859 -17.973101226349 -19.1879929429152 -22.9151432181068 -26.6462205997057 -20.1909346402598 -13.9703091523447 -16.0901123754265 -7.13124464300769 -5.00325686739701 -11.9078805287224 -11.2936494692959 -9.10417430256748 -16.9676544227159 -3.33643878178904 
-17.6 2.39299498160835 -3.84299726303066 -6.00668575574816 -4.2126281386484 -7.09631817151487 -9.98601841928603 -8.4244311294606 -15.5331971065095 -22.7790075443573 -30.0482658313623 -40.6674610923036 -11.0611057486232 -15.4198918423895 -22.4158222107921 -16.8826876289331 -18.0784628251345 -19.324900675439 -23.0835970843688 -26.8462205997059 -20.1853592580484 -13.9331876363951 -16.0214447257386 -7.16257580985017 -5.00304190050046 -11.8761194280879 -11.1511663549165 -8.99323732192633 -16.888263575813 -3.36841152762503 
-17.4 2.38365395157598 -3.87438174576109 -5.97530127301774 -4.24985807720506 -7.16493259280197 -10.0860173233036 -8.34996906081884 -15.4273505551373 -22.6417765102547 -29.8796503145293 -40.4674610927401 -11.0238747140844 -15.3512763251203 -22.3158222107924 -16.9571496980117 -18.1843093769436 -19.4621317099785 -23.2522126016387 -27.0462205997063 -20.1793186264056 -13.8957625220219 -15.952635128635 -7.19376511676337 -5.00284672468399 -11.8445397695407 -11.0078946891708 -8.88135013891105 -16.8077608755281 -3.4002822822223 
-17.2 2.3743656311417 -3.90558913201871 -5.94409388676011 -4.28744228973917 -7.2337241915937 -10.1860163083529 -8.27479860638713 -15.320972714448 -22.5041912833077 -29.7108577013247 -40.2674610932779 -10.9862894866 -15.2824837113783 -22.2158222107928 -17.0323201529816 -18.2906872181711 -19.5997169374636 -23.4210052153814 -27.2462205997066 -20.1727660588678 -13.8580025682265 -15.8836677885819 -7.22479676175969 -5.00267098342193 -11.8131566420214 -10.8637568946857 -8.76841973068356 -16.7260378535583 -3.43204436138376 
-17 2.36513506463962 -3.93660247358518 -5.91308054519364 -4.32541466672024 -7.30270991014124 -10.2860153684669 -8.19885197331856 -15.214012739813 -22.3662179671062 -29.5418710435567 -40.0674610939434 -10.9483161697334 -15.2134970529452 -22.1158222107932 -17.1082667867161 -18.397647193472 -19.737690254331 -23.5899918738154 -27.446220599707 -20.1656510631956 -13.8198742309878 -15.8145261097768 -7.25565414306774 -5.00251502316426 -11.7819873401968 -10.7186685828115 -8.65434476037587 -16.6429762248171 -3.46369062076539 
-16.8 2.35596778220497 -3.96740319002202 -5.8822798287568 -4.36381236351247 -7.37190832337031 -10.3860144981328 -8.12205483989347 -15.106414889951 -22.2278194008074 -29.3726717608211 -39.867461094771 -10.9099176026075 -15.1442977693825 -22.0158222107937 -17.1850639209692 -18.5052450441619 -19.8760888214578 -23.759191157379 -27.6462205997074 -20.1579186111186 -13.7813410624739 -15.7451922248261 -7.28631938778289 -5.00237955144182 -11.7510511520379 -10.5725375644353 -8.53901445843648 -16.5584466393145 -3.49521341746577 
-16.6 2.34686981723644 -3.99797100999983 -5.85171200877899 -4.40267591768443 -7.44133969752008 -10.4860136922604 -8.04432612083911 -14.9981183509188 -22.0889550417974 -29.2032395818333 -39.6674610958054 -10.8710532425637 -15.0748655893608 -21.9158222107942 -17.2627926410584 -18.613541584229 -20.0149531815026 -23.9286233374016 -27.8462205997079 -20.149509380059 -13.7423640114365 -15.6756473538109 -7.31677371089439 -5.00226605457626 -11.7203698351942 -10.4252639743652 -8.42230868834422 -16.4723086892 -3.52660462377606 
-16.4 2.3378477205988 -4.02828392357947 -5.82139909519935 -4.44204934441856 -7.51102603783385 -10.5860129461538 -7.96557777645776 -14.8890570929579 -21.9495808702568 -29.033552496713 -39.4674610971055 -10.8316790697235 -15.005178502941 -21.8158222107948 -17.3415409867404 -18.7226028434906 -20.1543273543439 -24.0983104238225 -28.0462205997084 -20.1403596052813 -13.7029013230792 -15.6058717518739 -7.34699736285068 -5.00217679295216 -11.6899676599908 -10.2767400280464 -8.30409765560501 -16.3844105700405 -3.55785565553375 
-16.2 2.32890852808487 -4.05831829153518 -5.79136472724365 -4.48197991783781 -7.58099097920881 -10.6860122554845 -7.88571524992441 -14.7791601984688 -21.8096496078121 -28.8635868663126 -39.2674610987493 -10.7917478056355 -14.9352128708974 -21.7158222107954 -17.4214035149182 -18.8324997396241 -20.2942586184331 -24.2682760558674 -28.246220599709 -20.1304023907924 -13.6629097406345 -15.5358458014736 -7.37697072177996 -5.00211578392649 -11.6598722830091 -10.126851551112 -8.18424354662637 -16.2945908290175 -3.58895764155786 
-16 2.32005972613115 -4.0880489605448 -5.76163405823403 -4.52251794060402 -7.65125967098464 -10.7860116162699 -7.80463792805468 -14.6683522075895 -21.6691109479231 -28.693317537414 -39.0674611008411 -10.7512091436555 -14.8649435399077 -21.6158222107961 -17.5024808388803 -18.9433077325959 -20.4347972804145 -24.4385453868585 -28.4462205997097 -20.1195675241371 -13.6223442049697 -15.4655495967991 -7.40667387789065 -5.0020882710268 -11.6301141011001 -9.97547802456714 -8.06260068909112 -16.2026786404919 -3.61990158266221 
-15.8 2.31130909582134 -4.11744978731515 -5.73223323146368 -4.56371569564421 -7.72185825279518 -10.8860110248508 -7.72224123781589 -14.5565546905803 -21.5279126041436 -28.5227183668642 -38.8674611035209 -10.710010797197 -14.7943443666788 -21.5158222107969 -17.5848775317997 -19.0551052522856 -20.5759956268745 -24.6091445600889 -28.6462205997104 -20.1077849043352 -13.5811607583974 -15.3949653234565 -7.43608901312776 -5.00210257949433 -11.6007275827969 -9.82249706098495 -7.93902055227928 -16.1084993304504 -3.6506789258795 
-15.6 2.30266449961346 -4.14649435514735 -5.70318866363147 -4.60562601300343 -7.79281313798661 -10.9860104778745 -7.63841951260239 -14.4436883975346 -21.3860017432657 -28.351762938154 -38.6674611069786 -10.6680999328622 -14.7233889345119 -21.4158222107977 -17.6686992604717 -19.1679715487898 -20.717906491211 -24.7800999922575 -28.8462205997113 -20.0949868605483 -13.5393181467784 -15.3240781440052 -7.46520128669964 -5.00217028523324 -11.571750720704 -9.66778815631932 -7.81335621544586 -16.0118795614492 -3.68128232290121 
-15.4 2.29413346585352 -4.17515736990949 -5.67452564886934 -4.64829947788239 -7.8641496176277 -11.0860099722777 -7.55307157614531 -14.3296774463154 -21.2433277772843 -28.1804259574106 -38.467461111473 -10.6254259623875 -14.652051949275 -21.3158222107987 -17.7540472014241 -19.2819825045044 -20.8605804616876 -24.9514369774963 -29.0462205997122 -20.0811142542294 -13.4967825256972 -15.2528795081619 -7.49400214525826 -5.00230812903049 -11.5432255497388 -9.51124158401801 -7.68547265790668 -15.9126590186722 -3.7117071305379 
-15.2 2.28572252194863 -4.20341690047676 -5.64626611830207 -4.69177994974296 -7.93588962005554 -11.1860095052728 -7.46610970430035 -14.2144560439032 -21.0998468443048 -28.0086854938638 -38.2674611173589 -10.5819450235229 -14.5803114798432 -21.2158222107996 -17.8410090791561 -19.3972039128036 -21.0040614005542 -25.1231774469301 -29.2462205997133 -20.066125328235 -13.4535340691356 -15.1813715210331 -7.52249369112361 -5.00254014432818 -11.5151980344692 -9.3527717250431 -7.55526232949904 -15.8107082208318 -3.74195386002743 
-15 2.27743613324128 -4.23125794395719 -5.61842507482163 -4.73609743184247 -8.00804814563548 -11.2860090743332 -7.37747388598684 -14.0979791821092 -20.9555289390305 -27.836526545109 -38.0674611251237 -10.537627110485 -14.5081525233248 -21.1158222108008 -17.9296449052363 -19.5136807823643 -21.1483793135953 -25.2953364034516 -29.4462205997153 -20.0500094854553 -13.4095771828755 -15.1095735912925 -7.55069533044215 -5.00290074016629 -11.4877175868272 -9.19233797698776 -7.42266962492413 -15.7059565597373 -3.77203221269492 
-14.8 2.26927506166976 -4.25867794035058 -5.59100507842824 -4.7812570419025 -8.0806277520889 -11.38600867718 -7.28715388187718 -13.9802391816062 -20.810368942134 -27.6639465518192 -37.8674611354405 -10.4924671032732 -14.4355725197196 -21.0158222108022 -18.0199649196634 -19.6314207931847 -21.2935393208091 -25.4679164070588 -29.6462205997159 -20.0328082237087 -13.3649559247354 -15.0375323367591 -7.57865367875418 -5.00343909208493 -11.4608359423521 -9.02997671834332 -7.28772836267308 -15.5984352938797 -3.80196755357182 
-14.6 2.2612339425832 -4.28569491409231 -5.56398810468651 -4.82722272900286 -8.15361041293098 -11.4860083117638 -7.19522179062705 -13.8612901166143 -20.6644029034004 -27.4909635393438 -37.6674611492234 -10.4465010507582 -14.3625894934629 -20.9158222108038 -18.1118970246988 -19.7503698719618 -21.4395053733279 -25.6408994333194 -29.8462205997182 -20.0146452060641 -13.3197759333491 -14.965335371631 -7.60645634820838 -5.0042247877974 -11.4346046643232 -8.86584766196358 -7.15061628003507 -15.4883401849834 -3.83181092322936 
