distance	O_AE_s1	O_pp_s1	O_AE_s2	O_pp_s2	O_AE_p1	O_pp_p1	O_AE_p2	O_pp_p2
1.020461395	-0.9335298692	-0.9327885362	-0.5230549738	-0.5222626245	0.8174743833	0.7905330847	0.7099005847	0.6772133437
1.024723482	-0.9319852453	-0.9312321898	-0.5186256978	-0.5178284351	0.8163874726	0.7905353851	0.7061304159	0.6747642529
1.029003364	-0.9304032334	-0.9296421112	-0.5141392756	-0.5133402354	0.8152809678	0.790498153	0.7023164619	0.6722472257
1.033301117	-0.9287840238	-0.9280182971	-0.5095957876	-0.5087979344	0.8141549282	0.7904212297	0.6984586699	0.6696619437
1.037616814	-0.9271278102	-0.9263607493	-0.504995319	-0.5042014463	0.8130094142	0.790304455	0.6945569893	0.6670080865
1.04195053	-0.9254347903	-0.9246694737	-0.5003379597	-0.4995506913	0.8118444879	0.7901476665	0.690611371	0.6642853315
1.046302342	-0.9237051654	-0.9229444816	-0.4956238048	-0.4948455951	0.8106602131	0.7899507003	0.6866217678	0.6614933537
1.050672324	-0.9219391403	-0.9211857889	-0.4908529541	-0.4900860898	0.8094566547	0.7897133908	0.6825881343	0.6586318264
1.055060552	-0.9201369237	-0.9193934168	-0.4860255126	-0.4852721133	0.8082338795	0.7894355708	0.678510427	0.6557004209
1.059467103	-0.9182987277	-0.9175673915	-0.48114159	-0.4804036097	0.8069919556	0.7891170721	0.674388604	0.6526988071
1.063892052	-0.9164247681	-0.9157077447	-0.4762013011	-0.47548053	0.8057309525	0.7887577255	0.6702226255	0.6496266541
1.068335477	-0.9145152641	-0.9138145135	-0.4712047657	-0.4705028313	0.8044509413	0.7883573618	0.6660124534	0.6464836307
1.072797456	-0.9125704385	-0.9118877408	-0.4661521084	-0.465470478	0.8031519946	0.7879158118	0.6617580514	0.643269406
1.077278064	-0.9105905174	-0.909927475	-0.4610434589	-0.4603834411	0.8018341864	0.7874329078	0.657459385	0.6399836507
1.081777381	-0.9085757306	-0.907933771	-0.4558789521	-0.4552416993	0.8004975921	0.7869084838	0.6531164217	0.6366260381
1.086295484	-0.906526311	-0.9059066894	-0.4506587276	-0.4500452385	0.7991422885	0.786342377	0.6487291307	0.6331962452
1.090832451	-0.9044424951	-0.9038462977	-0.4453829303	-0.4447940522	0.797768354	0.7857344289	0.6442974832	0.6296939543
1.095388363	-0.9023245225	-0.9017526696	-0.4400517099	-0.4394881421	0.7963758682	0.7850844866	0.6398214521	0.6261188551
1.099963296	-0.9001726363	-0.8996258858	-0.4346652213	-0.4341275179	0.7949649122	0.7843924047	0.6353010122	0.622470646
1.104557332	-0.8979870827	-0.8974660343	-0.4292236245	-0.4287121981	0.7935355684	0.7836580466	0.6307361403	0.6187490366
1.109170549	-0.8957681111	-0.8952732103	-0.4237270845	-0.4232422097	0.7920879208	0.782881287	0.626126815	0.6149537504
1.113803029	-0.8935159741	-0.8930475165	-0.4181757714	-0.4177175889	0.7906220546	0.7820620137	0.6214730166	0.611084527
1.11845485	-0.8912309276	-0.8907890637	-0.4125698603	-0.4121383811	0.7891380563	0.7812001301	0.6167747276	0.6071411253
1.123126095	-0.8889132303	-0.8884979709	-0.4069095315	-0.4065046417	0.7876360138	0.7802955581	0.6120319323	0.6031233265
1.127816843	-0.8865631441	-0.8861743655	-0.4011949705	-0.400816436	0.7861160164	0.7793482405	0.6072446168	0.5990309381
1.132527178	-0.884180934	-0.8838183837	-0.3954263677	-0.3950738395	0.7845781547	0.7783581446	0.6024127691	0.5948637972
1.137257179	-0.8817668677	-0.881430171	-0.3896039189	-0.3892769389	0.7830225205	0.7773252649	0.5975363793	0.5906217745
1.14200693	-0.8793212161	-0.8790098822	-0.3837278248	-0.3834258316	0.781449207	0.7762496273	0.5926154392	0.5863047789
1.146776513	-0.8768442529	-0.8765576819	-0.3777982915	-0.3775206265	0.7798583086	0.7751312924	0.5876499429	0.5819127621
1.151566011	-0.8743362546	-0.8740737451	-0.37181553	-0.3715614446	0.7782499211	0.7739703595	0.5826398859	0.5774457232
1.156375506	-0.8717975005	-0.871558257	-0.3657797566	-0.365548419	0.7766241415	0.772766971	0.5775852661	0.5729037135
1.161205083	-0.8692282727	-0.8690114137	-0.359691193	-0.3594816952	0.774981068	0.7715213162	0.5724860833	0.5682868424
1.166054826	-0.866628856	-0.8664334225	-0.3535500657	-0.353361432	0.7733208	0.7702336361	0.567342339	0.5635952823
1.170924817	-0.863999538	-0.8638245023	-0.3473566068	-0.3471878012	0.7716434383	0.7689042277	0.5621540369	0.558829274
1.175815143	-0.8613406087	-0.8611848836	-0.3411110533	-0.3409609886	0.7699490848	0.7675334489	0.5569211828	0.5539891327
1.180725887	-0.8586523608	-0.8585148091	-0.3348136475	-0.3346811938	0.7682378424	0.7661217223	0.5516437842	0.5490752529
1.185657136	-0.8559350896	-0.855814534	-0.3284646372	-0.3283486309	0.7665098156	0.7646695404	0.5463218508	0.5440881145
1.190608974	-0.8531890928	-0.8530843259	-0.3220642752	-0.3219635284	0.7647651098	0.7631774694	0.5409553943	0.5390282873
1.195581488	-0.8504146707	-0.8503244654	-0.3156128196	-0.3155261299	0.7630038316	0.7616461534	0.5355444284	0.5338964367
1.200574764	-0.8476121257	-0.8475352459	-0.3091105337	-0.309036694	0.7612260887	0.760076318	0.5300889689	0.5286933273
1.205588888	-0.8447817629	-0.8447169741	-0.3025576864	-0.3024954943	0.75943199	0.7584687733	0.5245890336	0.5234198274
1.210623949	-0.8419238895	-0.8418699695	-0.2959545516	-0.2959028201	0.7576216455	0.7568244168	0.5190446423	0.5180769117
1.215680033	-0.8390388151	-0.8389945649	-0.2893014086	-0.2892589756	0.7557951664	0.7551442344	0.5134558171	0.5126656634
1.220757227	-0.8361268514	-0.8360911057	-0.2825985421	-0.2825642805	0.7539526648	0.7534293016	0.5078225819	0.5071872751
1.225855621	-0.8331883124	-0.8331599502	-0.2758462419	-0.2758190693	0.7520942541	0.7516807824	0.5021449631	0.5016430478
1.230975302	-0.8302235142	-0.8302014685	-0.2690448033	-0.2690236914	0.7502200485	0.7498999274	0.4964229887	0.4960343884
1.23611636	-0.8272327748	-0.8272160427	-0.2621945272	-0.2621785101	0.7483301636	0.7480880697	0.4906566894	0.4903628047
1.241278884	-0.8242164145	-0.8242040655	-0.2552957194	-0.2552839026	0.7464247156	0.7462466185	0.4848460976	0.4846298983
1.246462963	-0.8211747554	-0.8211659397	-0.2483486913	-0.2483402585	0.7445038221	0.7443770507	0.4789912481	0.4788373536
1.251668687	-0.8181081216	-0.8181020767	-0.2413537599	-0.2413479795	0.7425676017	0.7424808987	0.4730921777	0.4729869235
1.256896147	-0.8150168392	-0.8150128954	-0.2343112472	-0.2343074772	0.7406161736	0.7405597356	0.4671489257	0.4670804114
1.262145434	-0.8119012358	-0.8118988201	-0.2272214809	-0.2272191723	0.7386496585	0.7386151556	0.4611615334	0.4611196473
1.267416639	-0.8087616413	-0.8087602787	-0.2200847942	-0.2200834924	0.7366681778	0.73664875	0.4551300443	0.455106459
1.272709852	-0.8055983868	-0.8055977002	-0.2129015253	-0.2129008696	0.7346718538	0.734662078	0.4490545042	0.4490426362
1.278025167	-0.8024118055	-0.8024115117	-0.2056720184	-0.2056717379	0.7326608099	0.732656631	0.4429349612	0.4429298878
1.283362675	-0.7992022321	-0.799202135	-0.1983966229	-0.1983965302	0.7306351704	0.7306337902	0.4367714656	0.4367697899
1.288722469	-0.7959700029	-0.7959699828	-0.1910756936	-0.1910756745	0.7285950605	0.7285947758	0.4305640702	0.4305637246
1.294104642	-0.7927154556	-0.7927154543	-0.183709591	-0.1837095898	0.7265406062	0.7265405876	0.4243128298	0.4243128073
1.299509287	-0.7894389297	-0.7894389297	-0.176298681	-0.176298681	0.7244719345	0.7244719345	0.4180178019	0.418017802
1.304936499	-0.786140766	-0.786140766	-0.1688433351	-0.1688433351	0.7223891733	0.7223891733	0.4116790461	0.4116790461
1.310386372	-0.7828213066	-0.7828213066	-0.1613439302	-0.1613439302	0.7202924513	0.7202924513	0.4052966245	0.4052966245
1.315858999	-0.779480895	-0.779480895	-0.1538008488	-0.1538008488	0.7181818981	0.7181818981	0.3988706016	0.3988706016
1.321354477	-0.7761198761	-0.7761198761	-0.1462144791	-0.1462144791	0.7160576441	0.7160576441	0.3924010442	0.3924010442
1.3268729	-0.772738596	-0.772738596	-0.1385852147	-0.1385852147	0.7139198204	0.7139198204	0.3858880217	0.3858880217
1.332414365	-0.7693374019	-0.7693374019	-0.130913455	-0.130913455	0.7117685592	0.7117685592	0.379331606	0.379331606
1.337978968	-0.7659166423	-0.7659166423	-0.1231996048	-0.1231996048	0.7096039933	0.7096039933	0.3727318713	0.3727318713
1.343566804	-0.7624766666	-0.7624766666	-0.1154440747	-0.1154440747	0.7074262562	0.7074262562	0.3660888946	0.3660888946
1.349177972	-0.7590178254	-0.7590178254	-0.1076472808	-0.1076472808	0.7052354823	0.7052354823	0.3594027551	0.3594027551
1.354812569	-0.7555404703	-0.7555404703	-9.98E-02	-9.98E-02	0.7030318068	0.7030318068	0.3526735348	0.3526735348
1.360470692	-0.7520449538	-0.7520449538	-9.19E-02	-9.19E-02	0.7008153654	0.7008153654	0.3459013183	0.3459013183
1.366152439	-0.7485316293	-0.7485316293	-8.40E-02	-8.40E-02	0.6985862949	0.6985862949	0.3390861927	0.3390861927
1.37185791	-0.7450008511	-0.7450008511	-7.61E-02	-7.61E-02	0.6963447324	0.6963447324	0.3322282479	0.3322282479
1.377587204	-0.7414529741	-0.7414529741	-6.81E-02	-6.81E-02	0.694090816	0.694090816	0.3253275764	0.3253275764
1.383340419	-0.7378883542	-0.7378883542	-6.00E-02	-6.00E-02	0.6918246843	0.6918246843	0.3183842733	0.3183842733
1.389117656	-0.7343073478	-0.7343073478	-5.20E-02	-5.20E-02	0.6895464767	0.6895464767	0.3113984367	0.3113984367
1.394919015	-0.7307103121	-0.7307103121	-4.38E-02	-4.38E-02	0.6872563332	0.6872563332	0.304370167	0.304370167
1.400744597	-0.7270976047	-0.7270976047	-3.57E-02	-3.57E-02	0.6849543943	0.6849543943	0.297299568	0.297299568
1.406594502	-0.723469584	-0.723469584	-2.75E-02	-2.75E-02	0.6826408015	0.6826408015	0.2901867458	0.2901867458
1.412468833	-0.7198266086	-0.7198266086	-1.93E-02	-1.93E-02	0.6803156965	0.6803156965	0.2830318097	0.2830318097
1.418367692	-0.7161690378	-0.7161690378	-1.10E-02	-1.10E-02	0.6779792218	0.6779792218	0.2758348717	0.2758348717
1.42429118	-0.7124972311	-0.7124972311	-2.73E-03	-2.73E-03	0.6756315205	0.6756315205	0.2685960467	0.2685960467
1.430239402	-0.7088115486	-0.7088115486	5.59E-03	5.59E-03	0.6732727362	0.6732727362	0.2613154527	0.2613154527
1.436212459	-0.7051123502	-0.7051123502	1.40E-02	1.40E-02	0.6709030132	0.6709030132	0.2539932106	0.2539932106
1.442210455	-0.7013999967	-0.7013999967	2.24E-02	2.24E-02	0.6685224962	0.6685224962	0.2466294443	0.2466294443
1.448233496	-0.6976748484	-0.6976748484	3.08E-02	3.08E-02	0.6661313304	0.6661313304	0.2392242809	0.2392242809
1.454281685	-0.6939372664	-0.6939372664	3.92E-02	3.92E-02	0.6637296616	0.6637296616	0.2317778502	0.2317778502
1.460355127	-0.6901876114	-0.6901876114	4.77E-02	4.77E-02	0.6613176362	0.6613176362	0.2242902857	0.2242902857
1.466453928	-0.6864262443	-0.6864262443	5.63E-02	5.63E-02	0.6588954009	0.6588954009	0.2167617236	0.2167617236
1.472578194	-0.6826535262	-0.6826535262	6.48E-02	6.48E-02	0.6564631031	0.6564631031	0.2091923035	0.2091923035
1.478728031	-0.6788698177	-0.6788698177	7.34E-02	7.34E-02	0.6540208903	0.6540208903	0.2015821682	0.2015821682
1.484903545	-0.6750754797	-0.6750754797	8.20E-02	8.20E-02	0.6515689108	0.6515689108	0.1939314638	0.1939314638
1.491104845	-0.6712708728	-0.6712708728	9.07E-02	9.07E-02	0.6491073133	0.6491073133	0.1862403397	0.1862403397
1.497332037	-0.6674563572	-0.6674563572	9.93E-02	9.93E-02	0.6466362467	0.6466362467	0.1785089487	0.1785089487
1.50358523	-0.6636322933	-0.6636322933	0.1080532557	0.1080532557	0.6441558605	0.6441558605	0.1707374469	0.1707374469
1.509864532	-0.6597990408	-0.6597990408	0.1167857917	0.1167857917	0.6416663046	0.6416663046	0.1629259941	0.1629259941
1.516170053	-0.6559569591	-0.6559569591	0.1255455799	0.1255455799	0.6391677291	0.6391677291	0.1550747531	0.1550747531
1.522501901	-0.6521064074	-0.6521064074	0.1343320329	0.1343320329	0.6366602847	0.6366602847	0.1471838908	0.1471838908
1.528860187	-0.6482477442	-0.6482477442	0.1431445573	0.1431445573	0.6341441223	0.6341441223	0.1392535773	0.1392535773
1.535245022	-0.6443813278	-0.6443813278	0.1519825533	0.1519825533	0.6316193932	0.6316193932	0.1312839864	0.1312839864
1.541656515	-0.6405075156	-0.6405075156	0.160845415	0.160845415	0.629086249	0.629086249	0.1232752956	0.1232752956
1.548094778	-0.6366266646	-0.6366266646	0.1697325303	0.1697325303	0.6265448416	0.6265448416	0.1152276862	0.1152276862
1.554559924	-0.6327391313	-0.6327391313	0.1786432806	0.1786432806	0.6239953234	0.6239953234	0.107141343	0.107141343
1.561052064	-0.6288452713	-0.6288452713	0.1875770412	0.1875770412	0.6214378467	0.6214378467	9.90E-02	9.90E-02
1.567571311	-0.6249454394	-0.6249454394	0.1965331812	0.1965331812	0.6188725644	0.6188725644	9.09E-02	9.09E-02
1.574117778	-0.6210399899	-0.6210399899	0.2055110629	0.2055110629	0.6162996296	0.6162996296	8.27E-02	8.27E-02
1.580691579	-0.617129276	-0.617129276	0.2145100428	0.2145100428	0.6137191955	0.6137191955	7.44E-02	7.44E-02
1.587292828	-0.6132136502	-0.6132136502	0.2235294707	0.2235294707	0.6111314157	0.6111314157	6.61E-02	6.61E-02
1.59392164	-0.609293464	-0.609293464	0.23256869	0.23256869	0.6085364438	0.6085364438	5.78E-02	5.78E-02
1.600578129	-0.6053690679	-0.6053690679	0.2416270378	0.2416270378	0.605934434	0.605934434	4.95E-02	4.95E-02
1.607262411	-0.6014408115	-0.6014408115	0.2507038446	0.2507038446	0.6033255403	0.6033255403	4.11E-02	4.11E-02
1.613974603	-0.5975090431	-0.5975090431	0.2597984347	0.2597984347	0.600709917	0.600709917	3.27E-02	3.27E-02
1.620714821	-0.5935741102	-0.5935741102	0.2689101256	0.2689101256	0.5980877186	0.5980877186	2.42E-02	2.42E-02
1.627483181	-0.589636359	-0.589636359	0.2780382284	0.2780382284	0.5954590998	0.5954590998	1.57E-02	1.57E-02
1.634279802	-0.5856961345	-0.5856961345	0.2871820478	0.2871820478	0.5928242153	0.5928242153	7.16E-03	7.16E-03
1.641104801	-0.5817537804	-0.5817537804	0.2963408819	0.2963408819	0.5901832201	0.5901832201	-1.41E-03	-1.41E-03
1.647958297	-0.5778096393	-0.5778096393	0.3055140219	0.3055140219	0.5875362691	0.5875362691	-1.00E-02	-1.00E-02
1.654840408	-0.5738640521	-0.5738640521	0.3147007529	0.3147007529	0.5848835174	0.5848835174	-1.87E-02	-1.87E-02
1.661751255	-0.5699173589	-0.5699173589	0.323900353	0.323900353	0.5822251203	0.5822251203	-2.73E-02	-2.73E-02
1.668690958	-0.5659698978	-0.5659698978	0.3331120938	0.3331120938	0.5795612329	0.5795612329	-3.61E-02	-3.61E-02
1.675659636	-0.5620220057	-0.5620220057	0.3423352402	0.3423352402	0.5768920107	0.5768920107	-4.48E-02	-4.48E-02
1.68265741	-0.5580740181	-0.5580740181	0.3515690505	0.3515690505	0.5742176088	0.5742176088	-5.36E-02	-5.36E-02
1.689684403	-0.5541262688	-0.5541262688	0.3608127761	0.3608127761	0.5715381827	0.5715381827	-6.24E-02	-6.24E-02
1.696740736	-0.55017909	-0.55017909	0.3700656618	0.3700656618	0.5688538878	0.5688538878	-7.12E-02	-7.12E-02
1.703826532	-0.5462328123	-0.5462328123	0.3793269456	0.3793269456	0.5661648795	0.5661648795	-8.01E-02	-8.01E-02
1.710941914	-0.5422877647	-0.5422877647	0.3885958587	0.3885958587	0.563471313	0.563471313	-8.90E-02	-8.90E-02
1.718087005	-0.5383442743	-0.5383442743	0.3978716255	0.3978716255	0.5607733438	0.5607733438	-9.80E-02	-9.80E-02
1.725261929	-0.5344026666	-0.5344026666	0.4071534636	0.4071534636	0.5580711271	0.5580711271	-0.106981694	-0.106981694
1.732466811	-0.5304632654	-0.5304632654	0.4164405836	0.4164405836	0.5553648181	0.5553648181	-0.115996652	-0.115996652
1.739701776	-0.5265263923	-0.5265263923	0.4257321894	0.4257321894	0.552654572	0.552654572	-0.1250437355	-0.1250437355
1.74696695	-0.5225923673	-0.5225923673	0.4350274779	0.4350274779	0.5499405439	0.5499405439	-0.134122632	-0.134122632
1.754262459	-0.5186615084	-0.5186615084	0.4443256391	0.4443256391	0.5472228886	0.5472228886	-0.1432330233	-0.1432330233
1.761588428	-0.5147341317	-0.5147341317	0.453625856	0.453625856	0.5445017611	0.5445017611	-0.1523745859	-0.1523745859
1.768944987	-0.5108105511	-0.5108105511	0.4629273048	0.4629273048	0.5417773161	0.5417773161	-0.1615469905	-0.1615469905
1.776332261	-0.5068910789	-0.5068910789	0.4722291544	0.4722291544	0.5390497081	0.5390497081	-0.1707499021	-0.1707499021
1.78375038	-0.5029760247	-0.5029760247	0.4815305669	0.4815305669	0.5363190915	0.5363190915	-0.1799829801	-0.1799829801
1.791199473	-0.4990656965	-0.4990656965	0.4908306973	0.4908306973	0.5335856206	0.5335856206	-0.1892458779	-0.1892458779
1.798679668	-0.4951603999	-0.4951603999	0.5001286935	0.5001286935	0.5308494493	0.5308494493	-0.1985382428	-0.1985382428
1.806191095	-0.4912604384	-0.4912604384	0.5094236964	0.5094236964	0.5281107316	0.5281107316	-0.2078597164	-0.2078597164
1.813733886	-0.4873661132	-0.4873661132	0.5187148396	0.5187148396	0.525369621	0.525369621	-0.217209934	-0.217209934
1.82130817	-0.4834777232	-0.4834777232	0.5280012496	0.5280012496	0.5226262708	0.5226262708	-0.2265885248	-0.2265885248
1.82891408	-0.4795955652	-0.4795955652	0.537282046	0.537282046	0.5198808343	0.5198808343	-0.2359951116	-0.2359951116
1.836551747	-0.4757199335	-0.4757199335	0.5465563408	0.5465563408	0.5171334643	0.5171334643	-0.2454293111	-0.2454293111
1.844221304	-0.47185112	-0.47185112	0.5558232391	0.5558232391	0.5143843133	0.5143843133	-0.2548907333	-0.2548907333
1.851922884	-0.4679894143	-0.4679894143	0.5650818386	0.5650818386	0.5116335336	0.5116335336	-0.2643789818	-0.2643789818
1.859656622	-0.4641351034	-0.4641351034	0.5743312297	0.5743312297	0.5088812772	0.5088812772	-0.2738936536	-0.2738936536
1.86742265	-0.4602884721	-0.4602884721	0.5835704957	0.5835704957	0.5061276958	0.5061276958	-0.283434339	-0.283434339
1.875221104	-0.4564498024	-0.4564498024	0.5927987123	0.5927987123	0.5033729406	0.5033729406	-0.2930006215	-0.2930006215
1.88305212	-0.4526193738	-0.4526193738	0.6020149482	0.6020149482	0.5006171627	0.5006171627	-0.3025920777	-0.3025920777
1.890915833	-0.4487974635	-0.4487974635	0.6112182644	0.6112182644	0.4978605125	0.4978605125	-0.3122082772	-0.3122082772
1.898812379	-0.4449843457	-0.4449843457	0.6204077147	0.6204077147	0.4951031403	0.4951031403	-0.3218487826	-0.3218487826
1.906741897	-0.4411802922	-0.4411802922	0.6295823456	0.6295823456	0.4923451958	0.4923451958	-0.3315131493	-0.3315131493
1.914704523	-0.4373855721	-0.4373855721	0.6387411958	0.6387411958	0.4895868284	0.4895868284	-0.3412009254	-0.3412009254
1.922700396	-0.4336004518	-0.4336004518	0.6478832969	0.6478832969	0.4868281871	0.4868281871	-0.3509116518	-0.3509116518
1.930729655	-0.4298251949	-0.4298251949	0.6570076728	0.6570076728	0.4840694203	0.4840694203	-0.3606448616	-0.3606448616
1.938792438	-0.4260600622	-0.4260600622	0.6661133399	0.6661133399	0.481310676	0.481310676	-0.3704000807	-0.3704000807
1.946888887	-0.4223053119	-0.4223053119	0.6751993073	0.6751993073	0.4785521018	0.4785521018	-0.3801768271	-0.3801768271
1.955019142	-0.4185611992	-0.4185611992	0.6842645762	0.6842645762	0.4757938448	0.4757938448	-0.3899746112	-0.3899746112
1.963183343	-0.4148279765	-0.4148279765	0.6933081404	0.6933081404	0.4730360514	0.4730360514	-0.3997929354	-0.3997929354
1.971381632	-0.4111058934	-0.4111058934	0.7023289861	0.7023289861	0.4702788677	0.4702788677	-0.4096312941	-0.4096312941
1.979614152	-0.4073951965	-0.4073951965	0.7113260918	0.7113260918	0.467522439	0.467522439	-0.4194891737	-0.4194891737
1.987881046	-0.4036961294	-0.4036961294	0.7202984284	0.7202984284	0.4647669104	0.4647669104	-0.4293660525	-0.4293660525
1.996182458	-0.400008933	-0.400008933	0.7292449591	0.7292449591	0.4620124262	0.4620124262	-0.4392614001	-0.4392614001
2.00451853	-0.3963338451	-0.3963338451	0.7381646393	0.7381646393	0.45925913	0.45925913	-0.4491746781	-0.4491746781
2.012889409	-0.3926711003	-0.3926711003	0.747056417	0.747056417	0.4565071651	0.4565071651	-0.4591053394	-0.4591053394
2.021295239	-0.3890209304	-0.3890209304	0.755919232	0.755919232	0.4537566739	0.4537566739	-0.4690528281	-0.4690528281
2.029736167	-0.3853835641	-0.3853835641	0.7647520166	0.7647520166	0.4510077983	0.4510077983	-0.4790165797	-0.4790165797
2.038212338	-0.3817592269	-0.3817592269	0.7735536953	0.7735536953	0.4482606795	0.4482606795	-0.4889960208	-0.4889960208
2.046723901	-0.3781481415	-0.3781481415	0.7823231848	0.7823231848	0.4455154581	0.4455154581	-0.498990569	-0.498990569
2.055271002	-0.3745505272	-0.3745505272	0.7910593937	0.7910593937	0.442772274	0.442772274	-0.5089996326	-0.5089996326
2.063853791	-0.3709666002	-0.3709666002	0.7997612232	0.7997612232	0.4400312664	0.4400312664	-0.5190226109	-0.5190226109
2.072472416	-0.3673965736	-0.3673965736	0.8084275661	0.8084275661	0.4372925737	0.4372925737	-0.5290588935	-0.5290588935
