pO2 mew_e electrons holes VO{2} VO{1} VO{0} VM{-4} VM{-3} VM{-2} VM{-1} VM{0} Oi{-2} Oi{-1} Oi{0} Mi{4} Mi{3} Mi{2} Mi{1} Mi{0} Ii{0} Ii{-1} Ii{1} IsubO{1} IsubO{2} IsubO{3} IsubZr{-3} IsubZr{-4} IsubZr{-5} Stoich
-31.4 2.98021896620826 -1.87001131397619 -7.97967170480263 -1.27199820451796 -2.18270228832996 -3.09941658704665 -14.3324873311642 -23.4142392572676 -32.6330356441699 -41.8752798802294 -54.4674610902251 -14.015133850692 -20.3469058935128 -29.3158222109698 -10.9746314253286 -10.1974206724756 -9.47087257372556 -11.2565830336009 -13.0462205998836 -21.339156514338 -18.2694691456729 -20.3039402193908 -5.00000014786039 -11.3789663546942 -15.6380969281489 -24.9527772706706 -29.1260800788908 -29.1606119107288 -0.437745171159513 
-31.2 2.96579885446175 -1.91846076189689 -7.93122225688193 -1.27482152231841 -2.23397505405112 -3.19913880068851 -14.3262851228471 -23.3595876010298 -32.5299345400113 -41.7237293281501 -54.2674610902251 -14.0120327464983 -20.2953553413984 -29.2158222109347 -10.9808336336107 -10.2520723286784 -9.57397367784905 -11.4081335856451 -13.2462205998485 -21.2878838272432 -18.2666459064988 -20.2042180843753 -5.00000022652188 -11.3305169854346 -15.541198110969 -24.8468529273731 -29.0686051835139 -29.1515864632727 -0.446695314659197 
-31 2.95133724798899 -1.96704962597564 -7.88263339280318 -1.27739933710053 -2.28514173291199 -3.29889434362813 -14.3206405791621 -23.305354193266 -32.4271122681688 -41.5723181922289 -54.0674610902251 -14.009210474628 -20.2439442054493 -29.1158222109069 -10.9864781772679 -10.3063057364143 -9.6767959496637 -11.5595447215385 -13.4462205998206 -21.2367171793149 -18.2640681226492 -20.1044625723682 -5.00000025748224 -11.2819281523166 -15.4440204137719 -24.7414528717088 -29.0117939919284 -29.1433641357659 -0.454732013514657 
-30.8 2.93683718375955 -2.01576770244276 -7.83391531633606 -1.27974777735744 -2.33620824963602 -3.39867893681929 -14.3155128850306 -23.2515084226674 -32.3245484211031 -41.421036268696 -53.8674610902252 -14.0066466275401 -20.1926622818943 -29.0158222108848 -10.9916058713772 -10.3601515069907 -9.77935979670729 -11.7108266450492 -13.6462205997984 -21.1856506627984 -18.2617196825999 -20.0046779793846 -5.00000025771193 -11.2332100760788 -15.3465842610673 -24.6365405846159 -28.9555997813026 -29.1358880016073 -0.461942913488172 
-30.6 2.92230159465944 -2.06460513723398 -7.78507788154484 -1.2818828751097 -2.3871807821795 -3.49848890415399 -14.3108626241955 -23.1980207270411 -32.2222232906855 -41.2698737034873 -53.6674610902252 -14.0043214971049 -20.1414997166679 -28.9158222108671 -10.9962561321947 -10.4136392025994 -9.88168492710718 -11.8619892102403 -13.8462205997808 -21.1346781696768 -18.2595846242695 -19.9048680514718 -5.00000029715147 -11.1843726807275 -15.2489094309244 -24.5320803958857 -28.8999770273636 -29.1291026824594 -0.468408384709482 
-30.4 2.90773329246798 -2.11355248318567 -7.73613053559316 -1.28382035701318 -2.43806561003467 -3.59832107796083 -14.3066520080023 -23.1448627648962 -32.1201179825889 -41.118821049439 -53.4674610902252 -14.002216188994 -20.0904470626053 -28.8158222108529 -11.0004667483738 -10.4667971647302 -9.9837902351897 -12.0130418642745 -14.0462205997666 -21.0837933916706 -18.257647192215 -19.8050359275139 -5.00000034701471 -11.1354253846386 -15.1510147888839 -24.4280376557486 -28.8448816331782 -29.1229546342258 -0.47420188279593 
-30.2 2.89313495455579 -2.16260074472751 -7.68708227405131 -1.28557547680952 -2.48886899137285 -3.69817272084086 -14.3028450541689 -23.092007549521 -32.0182145056719 -40.9678693109801 -53.2674610902245 -14.0003127120664 -20.0394953241359 -28.7158222108416 -11.0042737021959 -10.5196523800941 -10.0856937120955 -12.1639936027221 -14.2462205997561 -21.0329900205004 -18.2558920825866 -19.7051842948019 -5.00000035719399 -11.0863771332761 -15.0529182759799 -24.3243790692145 -28.7902713081859 -29.1173925707753 -0.479390351805428 
-30 2.87850911427498 -2.21174141017023 -7.6379416086086 -1.28716288589334 -2.53959706589939 -3.79804146081011 -14.2994077159405 -23.0394295458499 -31.9164958365581 -40.8170099764236 -53.0674610902252 -13.9985940429428 -19.9886359895696 -28.6158222108325 -11.0077110404152 -10.5722303837562 -10.1874123812002 -12.3148529372696 -14.4462205997463 -20.9822619481499 -18.2543046756788 -19.6053155570086 -5.00000035937907 -11.0372364700184 -14.9546369472792 -24.221072993202 -28.7361058976161 -29.1123678256483 -0.484034649364021 
-29.8 2.86385815482733 -2.26096647230742 -7.5887165464714 -1.28859653810574 -2.59025578024897 -3.89792523729689 -14.2963079644886 -22.9871047322607 -31.8149459608317 -40.66623503856 -52.8674610902245 -13.9970441672099 -19.9378610516995 -28.5158222108252 -11.0108107918599 -10.624555197338 -10.2889622569192 -12.4656278751258 -14.6462205997397 -20.9316033169313 -18.2528711065975 -19.5054318636529 -5.00000044251739 -10.9880114910196 -14.8561869061435 -24.1180895484015 -28.6823475149529 -29.1078345051222 -0.488189979180685 
-29.6 2.84918430627376 -2.31026843846344 -7.53941458031538 -1.2898896245164 -2.64085083281566 -3.99782225601959 -14.2935158291134 -22.9350106307296 -31.7135498931446 -40.5155370047168 -52.6674610902253 -13.995648099516 -19.8871630178496 -28.4158222108194 -11.0136029272291 -10.6766492988633 -10.3903583246005 -12.6163259089631 -14.846220599733 -20.8810083192228 -18.251578075045 -19.4055348997883 -5.00000049738144 -10.9387095797276 -14.7575830286951 -24.0154004491677 -28.6289603818751 -29.1037493382005 -0.491906320056678 
-29.4 2.83448964526708 -2.35964033139121 -7.49004268738762 -1.29105453378602 -2.69138763501304 -4.09773095114475 -14.2910034008238 -22.8831263095121 -31.6122936789994 -40.3649088976439 -52.4674610902245 -13.9943918853668 -19.8365349107726 -28.3158222108146 -11.016115355514 -10.728533620076 -10.491614538741 -12.7669540160314 -15.046220599729 -20.8304715479281 -18.250413196678 -19.3056262355659 -5.00000052828887 -10.8893377177073 -14.6588392737474 -23.9129793566603 -28.5759111822955 -29.1000720315486 -0.49522884364398 
-29.2 2.81977609708574 -2.40907568243924 -7.44060733633958 -1.29210283398057 -2.74187128625562 -4.19764995343536 -14.2887448050167 -22.831432362657 -31.5111643810962 -40.2143442486927 -52.2674610902253 -13.993262587459 -19.7859702618168 -28.2158222108108 -11.0183739513172 -10.7802275669272 -10.5927438366403 -12.9175186649787 -15.2462205997244 -20.7799879964766 -18.2493649962746 -19.2057073330664 -5.0000006280839 -10.8399024664543 -14.559968671446 -23.8108018583577 -28.5231690350409 -29.096765235342 -0.498198315440283 
-29 2.80504543953504 -2.45856851844402 -7.3911145003348 -1.29304527187817 -2.79230656015801 -4.29757806334253 -14.2867161490351 -22.7799108706706 -31.410150053105 -40.0638370846967 -52.0674610902246 -13.9922482594655 -19.7354630978185 -28.1158222108076 -11.0204026072957 -10.8317490589105 -10.6937581646283 -13.0680258289715 -15.446220599722 -20.7295528084951 -18.2484226442979 -19.1057793090801 -5.0000007140079 -10.7904097163735 -14.4609830853608 -23.7088451783929 -28.4707051910809 -29.0937942273868 -0.500851475438484 
-28.8 2.79029930829627 -2.50811334375769 -7.34156967502113 -1.29389178609639 -2.8426978996899 -4.39751422818809 -14.2848954502905 -22.7285453466124 -31.3092397037332 -39.9133819100112 -51.8674610902254 -13.9913379100903 -19.6850079231296 -28.0158222108051 -11.0222233060377 -10.8831145829661 -10.7946685139976 -13.2184810036545 -15.6462205997186 -20.6791615782015 -18.2475762393179 -19.0058432534728 -5.00000082324873 -10.7408650003006 -14.3618935439739 -23.6070884240436 -28.4184932620453 -29.0911271236648 -0.503221396322187 
-28.6 2.7755392033676 -2.55770511860775 -7.29197790017107 -1.29465153095777 -2.89304941940134 -4.49745752274959 -14.28326254969 -22.6773206711619 -31.2084232534325 -39.7629736848605 -51.6674610902246 -13.9905214597883 -19.6345996979775 -27.915822210803 -11.0238562066361 -10.9343392584146 -10.8954849642961 -13.3688892288031 -15.8462205997173 -20.6288101000766 -18.2468165360431 -18.9059000004978 -5.00000086483735 -10.6912732670392 -14.2627100358628 -23.5055122704703 -28.366508883322 -29.0887345197916 -0.505337817980322 
-28.4 2.7607664962524 -2.60733923494522 -7.2423437838336 -1.29533290821334 -2.94336491299439 -4.59740713268011 -14.2817990150407 -22.6262230201751 -31.1076914861083 -39.6126078011987 -51.4674610902254 -13.9897896924615 -19.5842338143133 -27.8158222108013 -11.0253197412837 -10.9854369093997 -10.9962167316187 -13.5192551124631 -16.0462205997148 -20.5784947693897 -18.2461353216936 -18.8059505534735 -5.00000102774522 -10.6416393136096 -14.1634419660953 -23.4040992887983 -28.3147300179874 -29.0865897707946 -0.507227458120947 
-28.2 2.74598243763955 -2.65701149063999 -7.19267152813884 -1.29594360444944 -2.99364786492525 -4.69736234030574 -14.280488037819 -22.5752397872586 -31.007035997497 -39.4622800568928 -51.2674610902247 -13.9891342038496 -19.5339060700067 -27.7158222107999 -11.026630718504 -11.0364201423147 -11.0968722202285 -13.6695828567676 -16.2462205997141 -20.5282118812787 -18.2455246892774 -18.7059954096677 -5.0000010915665 -10.5919671217361 -14.0640975185275 -23.3028331677722 -28.2631361526562 -29.084668161158 -0.508914299062738 
-28 2.73118816530534 -2.70671806293161 -7.14296495584721 -1.29649063197525 -3.04390146474268 -4.79732251241479 -14.2793143269863 -22.5243595041342 -30.9064491420811 -39.3119866291852 -51.0674610902254 -13.9885473484317 -19.4836126422971 -27.6158222107987 -11.0278044293355 -11.0873004254379 -11.1974590756433 -13.8198762844741 -16.4462205997121 -20.4779584318013 -18.2449778120917 -18.6060353878987 -5.00000124190777 -10.5422606997858 -13.9646845242851 -23.2016994351717 -28.2117089923473 -29.0829475731408 -0.510419851616487 
-27.8 2.71638471208885 -2.75645548163312 -7.0932275371457 -1.29698037189186 -3.0941286233608 -4.89728708973442 -14.2782640017916 -22.473571760238 -30.8059239794833 -39.1617240478859 -50.8674610902247 -13.9880221858338 -19.4333500609977 -27.5158222107977 -11.0288547545292 -11.1380881693331 -11.29798423824 -13.9701388657723 -16.6462205997119 -20.4277314170154 -18.2444882160073 -18.5060709544113 -5.00000138574096 -10.4925234249174 -13.8652098307157 -23.1006846764906 -28.1604316523676 -29.0814076518627 -0.511763396713925 
-27.6 2.70157301375417 -2.80622060271528 -7.04346241606354 -1.29741861782281 -3.14433199037391 -4.99725557782969 -14.277324486121 -22.4228671234853 -30.7054542216485 -39.0114891689689 -50.6674610902255 -13.9875524279973 -19.383115182079 -27.4158222107969 -11.029794270199 -11.188792806085 -11.3984539960741 -14.1203737446886 -16.8462205997103 -20.3775282335044 -18.2440501535784 -18.4061026498181 -5.00000156924381 -10.4427584873381 -13.7656797720538 -22.9997768562276 -28.1092889531868 -29.080030073764 -0.512962206176228 
-27.4 2.68675391664767 -2.85601058257912 -6.99367243619971 -1.29781061948086 -3.19451397189579 -5.0972275392154 -14.2764844055756 -22.3722370630761 -30.6050341813754 -38.861279148832 -50.4674610902247 -13.9871323877243 -19.3329051619422 -27.3158222107963 -11.0306343507437 -11.2394228664936 -11.4988740363465 -14.2705837648248 -17.0462205997104 -20.3273464781144 -18.2436583780522 -18.3061309145642 -5.00000179537635 -10.3929687336068 -13.6661000384591 -22.898965040429 -28.0582671172521 -29.0787982176931 -0.514031743709448 
-27.2 2.67192818505563 -2.90582285333553 -6.9438601654433 -1.29816112525321 -3.24467674842455 -5.19720258650058 -14.275733488602 -22.3216738753461 -30.504658722889 -38.7110914195892 -50.2674610902255 -13.9867569292366 -19.282717432698 -27.2158222107957 -11.0313852677167 -11.289986054223 -11.5992494948323 -14.420771494067 -17.246220599709 -20.277183847823 -18.2433080185173 -18.2061560135165 -5.00000194161435 -10.3431566090884 -13.5664756431839 -22.7982392224083 -28.0073535699877 -29.0776969411852 -0.514985847508403 
-27 2.65709650819605 -2.95565509931372 -6.8940279194651 -1.29847442321158 -3.29482229236112 -5.29718037641534 -14.2750624725141 -22.2711706132799 -30.4043232148446 -38.5609236655666 -50.0674610902248 -13.9864214211925 -19.2325496786758 -27.1158222107953 -11.0320562838042 -11.3404893162887 -11.6995850028762 -14.5709392480891 -17.4462205997093 -20.2270385402651 -18.2429949569375 -18.1061784599803 -5.00000217799343 -10.2933245994893 -13.4668113876069 -22.6975906527846 -27.9565372463423 -29.0767128635179 -0.515836895834485 
-26.8 2.64225950682597 -3.00550523486161 -6.84417778391721 -1.29875438029934 -3.34495238499677 -5.39716060459888 -14.2744630147064 -22.2207210199244 -30.3040234859412 -38.4107738011153 -49.8674610902256 -13.9861216922879 -19.1823998142233 -27.0158222107949 -11.0326557416115 -11.3909389096438 -11.7998847317792 -14.72108911254 -17.6462205997081 -20.1769087530751 -18.2427153052955 -18.0061985372425 -5.00000248343955 -10.2434747693875 -13.3671114219569 -22.5970112722395 -27.9058080013451 -29.0758337540686 -0.516595956743619 
-26.6 2.62741773942065 -3.05537138358469 -6.79431163519413 -1.29900447929352 -3.39506863271403 -5.49714300103922 -14.273927609598 -22.1703194660929 -30.2037557833866 -38.2606399498376 -49.6674610902248 -13.9858539897335 -19.1322659629458 -26.9158222107943 -11.0331911467195 -11.441340463475 -11.9001524343335 -14.8712229638173 -17.8462205997085 -20.1267927840193 -18.2424654849627 -17.9062164194636 -5.00000276210114 -10.193608899326 -13.2673794031727 -22.4964937493526 -27.8551566271812 -29.0750485286278 -0.517272923386159 
-26.4 2.61257170792129 -3.10525185903465 -6.74443115974418 -1.29922785343018 -3.44517248230065 -5.59712732607579 -14.2734495113978 -22.1199608924428 -30.1035167342865 -38.1105204252876 -49.4674610902249 -13.9856149406332 -19.0821464383955 -26.8158222107941 -11.0336692449194 -11.4916990371248 -12.0003914834333 -15.0213424883671 -18.0462205997082 -20.0766893313893 -18.2422425077827 -17.8062324913837 -5.00000315905805 -10.1437288208334 -13.1676188492297 -22.3960317230727 -27.8045750763513 -29.0743474532479 -0.517876636058727 
-26.2 2.59772186306866 -3.15514514678897 -6.69453787198985 -1.29942731874034 -3.49526523536513 -5.69711336689461 -14.2730226624152 -22.0696407557058 -30.0033033097952 -37.960413713042 -49.2674610902249 -13.9854015161416 -19.0320397261496 -26.7158222107938 -11.0340960939018 -11.5420191738616 -12.1006049079243 -15.1714492006125 -18.2462205997079 -20.026596893214 -18.2420433573617 -17.7062467654541 -5.00000347394751 -10.0938358479681 -13.0678325886105 -22.2956191481607 -27.7540557891936 -29.0737214538445 -0.518414992059529 
-26 2.58286860929965 -3.20504988799935 -6.64463313077947 -1.2996054038673 -3.54534806170247 -5.79710093444233 -14.2726416272567 -22.0193549793369 -29.903112792216 -37.8103184542524 -49.0674610902249 -13.9852109985621 -18.9819444673598 -26.6158222107936 -11.0344771290601 -11.5923049502302 -12.2007954255034 -15.3215444594019 -18.4462205997077 -19.9765145182451 -18.2418657236032 -17.6062596492748 -5.00000392531614 -10.0439315581268 -12.9680235575584 -22.1952509968232 -27.7035923790665 -29.0731627849277 -0.518895044653291 
-25.8 2.5680123092627 -3.25496486422059 -6.59471815455823 -1.29976437769658 -3.59542201175299 -5.89708986071408 -14.2723015321417 -21.9690999080007 -29.8029427446585 -37.6602334304736 -48.8674610902249 -13.9850409510044 -18.9318594435809 -26.5158222107934 -11.0348172241749 -11.6425600215663 -12.3009654730607 -15.4716294831804 -18.6462205997075 -19.9264410549714 -18.2417072365507 -17.5062712097798 -5.0000044120931 -9.99401706868211 -12.8681940918929 -22.0949224622134 -27.6531788206779 -29.0726642027604 -0.519323091880609 
-25.6 2.5531532879326 -3.30488898358529 -6.54479403519353 -1.29990627461321 -3.64548802803432 -5.99707999636011 -14.2719980096005 -21.9188722660948 -29.7027909833879 -37.5101575498383 -48.6674610902249 -13.9848891897337 -18.8817835629454 -26.4158222107933 -11.0351207467159 -11.692787663472 -12.4011172343311 -15.6217053638156 -18.8462205997073 -19.8763755521445 -18.2415658530885 -17.4062815875882 -5.00000492554767 -9.94409346277235 -12.768346366618 -21.9946293174807 -27.60280979531 -29.0722192967571 -0.519704756412672 
-25.4 2.53829183636884 -3.35482126817655 -6.49486175060227 -1.30003291764526 -3.69554695565762 -6.09707120857467 -14.2717271479656 -21.8686691198686 -29.6026555525705 -37.3600898344296 -48.467461090225 -13.9847537589161 -18.8317158475365 -26.3158222107932 -11.0353916083508 -11.7429908096981 -12.5012526651484 -15.7717730792241 -19.0462205997071 -19.8263172587788 -18.2414398443141 -17.3062910096313 -5.00000555980545 -9.8941618124385 -12.6684824316933 -21.894367877889 -27.5524806403095 -29.0718224263479 -0.520045057166614 
-25.2 2.5234282151379 -3.40476084252943 -6.4449221762494 -1.3001459395967 -3.74559955196195 -6.19706337923188 -14.2714854453771 -21.8184878429272 -29.5025347012762 -37.2100294087825 -48.267461090225 -13.9846329076217 -18.7816554218893 -26.2158222107931 -11.0356333109391 -11.7931720866393 -12.6013735164425 -15.9218335048711 -19.246220599707 -19.7762653738232 -18.2413275337113 -17.2062995503227 -5.00000627115425 -9.84422294943481 -12.5686039943363 -21.7941347159921 -27.5021870527655 -29.0714684131568 -0.520348473491681 
-25 2.5085626574147 -3.45470692321057 -6.39497609556826 -1.3002468022392 -3.79564649528558 -6.29705640323665 -14.2712697681017 -21.7683260849707 -29.4024268626385 -37.0599754894637 -48.067461090225 -13.9845250689839 -18.7316015025704 -26.115822210793 -11.0358489882144 -11.8433338445958 -12.7014813550801 -16.0718874241899 -19.4462205997069 -19.726219146292 -18.2412273868613 -17.1063072421104 -5.00000698694681 -9.79427758454584 -12.4687125487666 -21.6939267305045 -27.451925147959 -29.0711525890315 -0.520619002716133 
