pO2 mew_e electrons holes VO{2} VO{1} VO{0} VM{-4} VM{-3} VM{-2} VM{-1} VM{0} Oi{-2} Oi{-1} Oi{0} Mi{4} Mi{3} Mi{2} Mi{1} Mi{0} Ii{0} Ii{-1} Ii{1} IsubO{1} IsubO{2} IsubO{3} IsubZr{-3} IsubZr{-4} IsubZr{-5} Stoich
-31 2.95188642405721 -1.965204475412 -7.88447854336682 -1.28120287747625 -2.28710012272407 -3.29900758287657 -14.3132599769075 -23.2998187415751 -32.4234219670415 -41.5704730416652 -54.0674610902251 -14.0055201734996 -20.2420990548846 -29.1158222109058 -10.9938587795213 -10.3118411881041 -9.68048625078985 -11.561389872101 -13.4462205998195 -19.2347587580435 -16.2602645508142 -18.1043493016605 -3.00000022602405 -9.28377327142203 -13.447710683441 -22.7339589987477 -27.0024549684036 -27.1321799616775 -0.450990133048925 
-30.8 2.93739362039764 -2.0138981574356 -7.83578486134322 -1.28359983328371 -2.33819076055513 -3.39879190273123 -14.3080347050019 -23.2458997876459 -32.3208093310888 -41.4191667236889 -53.8674610902252 -14.0029075375248 -20.1907927368862 -29.0158222108838 -10.9990840514049 -10.3657601420113 -9.78309888672067 -11.7126961900554 -13.6462205997975 -19.1836681466253 -16.2578676214196 -18.0045650082187 -3.00000025245888 -9.23507961583289 -13.3503233458286 -22.6289494334223 -26.9461390851018 -27.1245577603993 -0.458145925748589 
-30.6 2.92286470975869 -2.06271315358268 -7.78696986519614 -1.2857795557529 -2.3891854791714 -3.49860161749458 -14.3032946895903 -23.1923447760872 -32.2184393233829 -41.267981719836 -53.6674610902252 -14.0005375298015 -20.1396077330158 -28.9158222108663 -11.0038240667991 -10.4193151535525 -9.88546889440899 -11.8638811938909 -13.84622059978 -19.1326734579696 -16.255687928911 -17.9047553234159 -3.00000028243694 -9.18626464966424 -13.2526933835125 -22.5243997332253 -26.8904043810519 -27.1176380524965 -0.464561600719342 
-30.4 2.908302532896 -2.11163991933342 -7.73804309944541 -1.28775796545554 -2.44009065462477 -3.59843355869869 -14.2990017525933 -23.1391250733394 -32.1162928548844 -41.1169084855867 -53.4674610902252 -13.9983910612888 -20.0885344987524 -28.8158222108522 -11.0081170037821 -10.4725348562863 -9.98761536289352 -12.0149544281261 -14.046220599766 -19.081768316521 -16.2537095532132 -17.8049234162166 -3.00000031645593 -9.13733791793211 -13.1548398860297 -22.420274889043 -26.8352063026203 -27.1113667398156 -0.470310180742091 
-30.2 2.89370979803216 -2.1606693554595 -7.68901366331932 -1.28955052253111 -2.49091264782643 -3.69828498802643 -14.2951194970969 -23.0862133817169 -32.0143517271359 -40.9659379217121 -53.2674610902245 -13.9964499335298 -20.0375639348673 -28.715822210841 -11.0119992592674 -10.5254465478976 -10.0895564906309 -12.1659249919896 -14.2462205997555 -19.0309463615878 -16.251917034406 -17.7050720251573 -3.00000035473552 -9.08830852008562 -13.0567810520575 -22.3165412424984 -26.7805020922019 -27.1056919655233 -0.475458194010221 
-30 2.8790890704779 -2.2097928428953 -7.63989017588352 -1.29117209212251 -2.54165770485363 -3.79815353248943 -14.2916134468408 -23.0335838440251 -31.9125987020082 -40.8150614091486 -53.0674610902252 -13.9946969083924 -19.9866874222941 -28.615822210832 -11.0155053095144 -10.5780760855804 -10.1913095157495 -12.316801504544 -14.4462205997458 -18.9802013466905 -16.2502955069445 -17.6052035228242 -3.00000039687443 -9.03918507478873 -12.9585341193244 -22.2131666899183 -26.7262510270576 -27.1005643878147 -0.480066103391679 
-29.8 2.86444276582807 -2.25900226559859 -7.59068075318023 -1.29263684468195 -2.59233188011636 -3.89803713045545 -14.2884511376533 -22.9812121121342 -31.8110175474141 -40.6642708318512 -52.8674610902245 -13.9931157537918 -19.9358968449902 -28.5158222108248 -11.0186676186948 -10.6304478174641 -10.2928906703365 -12.4675920818342 -14.6462205997393 -18.9295272193546 -16.248830802312 -17.505319972785 -3.00000044480851 -8.98997570001952 -12.8601153218523 -22.1101208306988 -26.6724145905413 -27.0959373740018 -0.484188741578293 
-29.6 2.84977314641067 -2.30829002248106 -7.54139299629776 -1.29395818701525 -2.64294097933213 -3.99793398655369 -14.2856021651839 -22.9290753827824 -31.7095930611798 -40.5135585887344 -52.6674610902253 -13.9916912675509 -19.8851846018669 -28.415822210819 -11.0215165911583 -10.6825845468101 -10.3943151565649 -12.6183043249452 -14.8462205997327 -18.8789181735228 -16.2475095133626 -17.4054231700707 -3.00000049819826 -8.9406879965268 -12.7615398614767 -22.007375055521 -26.618956572246 -27.0917671125889 -0.487875741468739 
-29.4 2.83508232055819 -2.35764902985659 -7.49203398892223 -1.2951487195657 -2.6934905192581 -4.09784253385519 -14.2830381946853 -22.8771524049083 -31.6083110759301 -40.3629175961092 -52.4674610902245 -13.9904092822973 -19.8345436092377 -28.3158222108143 -11.0240805616522 -10.7345075246795 -10.4955971418099 -12.7689453175657 -15.0462205997287 -18.8283686933623 -16.2463190405776 -17.3055146825347 -3.00000055796847 -8.89132904892148 -12.6628219064962 -21.904902597491 -26.5658431215916 -27.0880126693101 -0.491171954392939 
-29.2 2.82037224427749 -2.40707271583069 -7.44261030294813 -1.29622021580233 -2.74398570146884 -4.19776140204003 -14.2807329385825 -22.8254234628314 -31.5071584478791 -40.2123412820841 -52.2674610902253 -13.9892566542417 -19.783967295208 -28.2158222108105 -11.0263858177511 -10.7862364667526 -10.5967497698571 -12.9195216315869 -15.2462205997241 -18.777873578298 -16.2452476114875 -17.2055958814964 -3.00000062511879 -8.8419054300977 -12.563974601698 -21.8026785403537 -26.5130427504283 -27.0846359841209 -0.494117850867477 
-29 2.80564472486915 -2.45655500814012 -7.3931280106387 -1.2971836196462 -2.79443139762214 -4.29768939050277 -14.2786621078195 -22.7738703397589 -31.4061230324972 -40.0618235743928 -52.0674610902246 -13.9882212388574 -19.7334495875143 -28.1158222108074 -11.0284566485111 -10.8377895898219 -10.6977851852359 -13.0700393392752 -15.4462205997217 -18.7274279578757 -16.2442842833745 -17.1056679687646 -3.00000070085283 -8.79242321352231 -12.4650100928135 -21.700679796862 -26.4605262992461 -27.0816018252481 -0.496749900541858 
-28.8 2.79090142608157 -2.50609031683573 -7.3435927019431 -1.29804905729976 -2.8448321439713 -4.39762544554753 -14.2768033426027 -22.7224762658465 -31.3051936498892 -39.9113588830892 -51.8674610902254 -13.9872918562461 -19.6829848962074 -28.0158222108049 -11.0303154137253 -10.8891836637318 -10.7987145678413 -13.2205040305762 -15.6462205997184 -18.677027295673 -16.2434189298674 -17.0057319978662 -3.00000078500183 -8.7428879889757 -12.3659395595709 -21.5988850607494 -26.4082668718291 -27.0788777065267 -0.499100929277519 
-28.6 2.77614387440748 -2.5556735131271 -7.29400950565172 -1.29882586014902 -2.89519214311193 -4.49756864097953 -14.2751361277674 -22.6712258547199 -31.2043600424712 -39.7609420793798 -51.6674610902246 -13.9864582488268 -19.6325680924967 -27.9158222108028 -11.0319826285585 -10.9404340748563 -10.8995481752572 -13.3709208342835 -15.8462205997171 -18.6266673916467 -16.2426422221325 -16.9057888975486 -3.00000088011827 -8.69330488780077 -12.266773262105 -21.4972747455986 -26.3562397529697 -27.0764337839587 -0.501200452428445 
-28.4 2.76137346620482 -2.60529990545764 -7.24438311332119 -1.29952259604113 -2.94551527133459 -4.59751816153273 -14.2736416970904 -22.6201050317123 -31.1036128271331 -39.6105684717111 -51.4674610902254 -13.9857110334862 -19.5821944848255 -27.8158222108011 -11.0334770592338 -10.9915548978622 -11.0002953905937 -13.5212944419505 -16.0462205997146 -18.5763443703985 -16.2419455932148 -16.8058394839698 -3.00000098709438 -8.64367860244634 -12.1675205844197 -21.3958309013445 -26.3044223010461 -27.0742427243656 -0.50307498394874 
-28.2 2.74659147533188 -2.65496521385137 -7.19471780492746 -1.30014710638954 -2.99580509007673 -4.69747328866859 -14.2723029306645 -22.5691009568927 -31.0029434439198 -39.4602337801041 -51.2674610902247 -13.9850416502722 -19.5318597932179 -27.7158222107997 -11.0348158256583 -11.0425589726804 -11.1009647738056 -13.6716291335561 -16.2462205997139 -18.526054671005 -16.2413212022151 -16.7058844761827 -3.00000110644449 -8.59401341340273 -12.0681900869827 -21.2945371271329 -26.2527938352282 -27.0722795669415 -0.504748321778136 
-28 2.73179906105995 -2.70466554332788 -7.14501747545094 -1.30070654713649 -3.04606486030019 -4.79743338836857 -14.2711042485714 -22.5182019453231 -30.9023441028736 -39.3099341095814 -51.0674610902254 -13.9844423092241 -19.4815601226932 -27.6158222107985 -11.0360145077503 -11.0934579842489 -11.2015641148506 -13.8219288040776 -16.446220599712 -18.4757950352843 -16.2407618959709 -16.6059245109854 -3.00000124094835 -8.54431321843007 -11.9687895625332 -21.1933784798436 -26.2013355174154 -27.0705215786052 -0.50624181017793 
-27.8 2.71699727607746 -2.75439735700928 -7.09528566176954 -1.30120743201547 -3.09629755886057 -4.89739790061036 -14.2700315032962 -22.4673973863665 -30.8018077302357 -39.1596659232621 -50.8674610902247 -13.983905936586 -19.4312919363737 -27.5158222107976 -11.0370872530244 -11.1442625432045 -11.3021004874876 -13.972196990396 -16.6462205997117 -18.4255624866736 -16.2402611610416 -16.5059601486933 -3.00000139089906 -8.49458155469938 -11.8693260851214 -21.0923413722774 -26.1500302235306 -27.0689480984018 -0.507574579918111 
-27.6 2.70218707440313 -2.80415744953347 -7.04552556924535 -1.30165567662258 -3.14650589599187 -4.99736633026585 -14.2690718733938 -22.4166776639399 -30.7013279152848 -39.0094260157871 -50.6674610902255 -13.9834261216336 -19.3810520288971 -27.4158222107968 -11.0380468829261 -11.1949822656303 -11.4025803024376 -14.1224368978702 -16.8462205997102 -18.375354318496 -16.2398130853882 -16.4059918879915 -3.00000155985353 -8.44482163112966 -11.7698060690271 -20.9914134816739 -26.0988624254514 -27.0675403928467 -0.508763767652808 
-27.4 2.68736931911623 -2.85394292108144 -6.99574009769739 -1.30205664247283 -3.19669233339008 -5.09733823921202 -14.2682137595849 -22.366034078583 -30.60089885838 -38.8592114873343 -50.4674610902247 -13.9829970647288 -19.3308375004444 -27.3158222107961 -11.0389049967343 -11.2456258509865 -11.5030093593417 -14.2726514263223 -17.0462205997102 -18.3251680712737 -16.2394123097139 -16.3060201692213 -3.0000017500301 -8.39503634975827 -11.6702353161082 -20.8905836490954 -26.0478180644208 -27.0662815033642 -0.509824715553185 
-27.2 2.67254478979243 -2.90375115239393 -6.94593186638489 -1.30241518010872 -3.24685910233847 -5.1973132394729 -14.2674466848356 -22.3154587725213 -30.5005153210058 -38.7090197186476 -50.2674610902255 -13.9826135273533 -19.2806457317563 -27.2158222107956 -11.039672071483 -11.2962011570477 -11.6033928967154 -14.4228431950085 -17.2462205997089 -18.2750015147361 -16.2390539844887 -16.2060453813711 -3.00000196244142 -8.3452283308571 -11.5706190658941 -20.7898417864966 -25.9968844331345 -27.0651561033903 -0.51077115266548 
-27 2.65771418958153 -2.95357978099141 -6.89610323778741 -1.30273567068463 -3.29700822151186 -5.29729098724377 -14.2667611992248 -22.264944658313 -30.4001725782 -38.5588483472443 -50.0674610902248 -13.9822707845478 -19.2304743603534 -27.1158222107951 -11.0403575570933 -11.3467152712555 -11.7037356395207 -14.5730145664113 -17.4462205997092 -18.2248526345208 -16.238733732871 -16.1060678725584 -3.00000220140004 -8.29539994121823 -11.4709620476582 -20.6891787920736 -25.9460500673089 -27.0641503661622 -0.511615359323823 
-26.8 2.64287815190544 -3.00342667866967 -6.84625634010915 -1.30302206576064 -3.34714151426613 -5.3972711776763 -14.2661487899387 -22.2144853513486 -30.2998663735573 -38.4086952449234 -49.8674610902256 -13.9819645799039 -19.1803212580312 -27.0158222107947 -11.0409699663791 -11.3971745782195 -11.804041844163 -14.7231676687319 -17.646220599708 -18.174719609488 -16.2384476055164 -16.0060879498473 -3.00000246912189 -8.24555331126182 -11.3712685200231 -20.5885864600767 -25.8953046329903 -27.0632518295219 -0.512368315793249 
-26.6 2.62803724672396 -3.05328993044786 -6.79639308833097 -1.30327792484253 -3.39726062512621 -5.49725354031456 -14.2656017970507 -22.1640751066824 -30.1995928771129 -38.2585584967008 -49.6674610902248 -13.9816910834598 -19.1301845098089 -26.9158222107942 -11.0415169592668 -11.4475848228854 -11.9043153406071 -14.8733044169541 -17.8462205997084 -18.1246007992035 -16.2381920470101 -15.9061058877847 -3.00000276969764 -8.19569036005939 -11.2715423170429 -20.4880574051264 -25.8446388298182 -27.0624492781279 -0.513039836603456 
-26.4 2.61319198637911 -3.10316781493245 -6.74651520384637 -1.30350645065443 -3.4473670354227 -5.59723783509565 -14.265113334989 -22.1137087601362 -30.0993486460822 -38.1084363811854 -49.4674610902249 -13.9814468524287 -19.0800623942932 -26.815822210794 -11.0420054213281 -11.4979511694313 -12.0045595716376 -15.0234265324692 -18.0462205997081 -18.0744947267292 -16.2379638590204 -15.8061219308257 -3.00000310752006 -8.1458128133976 -11.1717868858961 -20.3875849861061 -25.7940442952825 -27.0617326280769 -0.513638691646036 
-26.2 2.59834283100997 -3.15305878612395 -6.69662423265488 -1.30371052201658 -3.49746207797634 -5.69722384884078 -14.2646772197551 -22.0633816737107 -29.9991305884652 -37.9583273523769 -49.2674610902249 -13.9812287948114 -19.0299533654845 -26.7158222107937 -11.0424415365619 -11.5482782558566 -12.1047776292543 -15.1735355612774 -18.2462205997078 -18.0244000621947 -16.2377601656774 -15.7061362950997 -3.00000348553944 -8.0959222202251 -11.0720053215325 -20.2871632351464 -25.7435135155143 -27.0610928195001 -0.514172715241277 
-26 2.58349019353568 -3.20296145667502 -6.64672156210381 -1.30389272424038 -3.54754695075122 -5.79721139216674 -14.2642879019594 -22.0130896853639 -29.8989359295673 -37.808230022928 -49.0674610902249 -13.9810341359134 -18.9798560360354 -26.6158222107935 -11.0428308543573 -11.5985702442031 -12.2049722881519 -15.3236328907261 -18.4462205997076 -17.974315614975 -16.2375783890088 -15.606149177329 -3.00000391109487 -8.04601997522984 -10.9722004059858 -20.1867867995802 -25.6930397504991 -27.060521725036 -0.514648904332285 
-25.8 2.56863444425183 -3.2528745824471 -6.59680843633172 -1.30405537730054 -3.59762272958346 -5.89720029677106 -14.2639404050477 -21.9628290626802 -29.7987621811115 -37.6581431487001 -48.8674610902249 -13.9808603874574 -18.9297691618073 -26.5158222107934 -11.0431783512688 -11.6488308668867 -12.3051460366076 -15.4737197649538 -18.6462205997074 -17.924240312569 -16.2374162123748 -15.5061607491509 -3.00000438752125 -7.99610732588375 -10.872374630868 -20.0864508744906 -25.6426169511816 -27.0600120514906 -0.515073506602283 
-25.6 2.55377591501268 -3.30279704845882 -6.54688597032 -1.30420056154066 -3.6476903798353 -5.99719041303462 -14.2636302690946 -21.9125964607154 -29.698607113135 -37.5080656147119 -48.6674610902249 -13.9807053194807 -18.8796916278188 -26.4158222107932 -11.0434884872217 -11.6990634688513 -12.4053011045839 -15.6237972989419 -18.8462205997072 -17.8741731982522 -16.2372715640698 -15.4061711688224 -3.0000049234565 -7.94618539580766 -10.7725302347798 -19.9861511582092 -25.5922397009119 -27.0595572672326 -0.515452099762882 
-25.4 2.53891490307232 -3.35272785598032 -6.49695516279851 -1.30433014137322 -3.69775076718935 -6.09718160791017 -14.2633534991806 -21.8623888832799 -29.598468728178 -37.3579964222334 -48.467461090225 -13.9805669345235 -18.8296224353402 -26.3158222107931 -11.0437652571356 -11.7492710462867 -12.5054394895408 -15.7738664914203 -19.0462205997071 -17.8241134115205 -16.2371425848596 -15.3061805745692 -3.00000552407898 -7.89625518890827 -10.6726692203593 -19.8858837940421 -25.5419031442664 -27.0591515181086 -0.515789662524602 
-25.2 2.52405167455784 -3.40266611086381 -6.44701690791501 -1.30444578674931 -3.74780466744895 -6.19717376305326 -14.2631065187146 -21.8122036479304 -29.498345237945 -37.2079346771169 -48.267461090225 -13.9804434442904 -18.7795606902236 -26.215822210793 -11.0440122376015 -11.7994562816361 -12.6055629797737 -15.9239282365367 -19.2462205997069 -17.7740601857428 -16.2370276139653 -15.206189093908 -3.00000619856094 -7.84631760850711 -10.5727933850743 -19.785645332915 -25.4916029380227 -27.0587895667484 -0.516090638378791 
-25 2.50918646763877 -3.45261101289484 -6.39707200588399 -1.30454899280627 -3.79785277553693 -6.29716677317227 -14.2628861268387 -21.7620383540235 -29.3982350420071 -37.0578795791479 -48.067461090225 -13.9803332483524 -18.7295055922545 -26.1158222107929 -11.0442326294773 -11.8496215755429 -12.7056731757115 -16.0739833345055 -19.4462205997068 -17.7240128348624 -16.236925165116 -15.1061968409965 -3.00000695576864 -7.7963734636834 -10.4729043382199 -19.6854326881278 -25.4413351952666 -27.0584667260233 -0.516358992639312 
