pO2 mew_e electrons holes VO{2} VO{1} VO{0} VM{-4} VM{-3} VM{-2} VM{-1} VM{0} Oi{-2} Oi{-1} Oi{0} Mi{4} Mi{3} Mi{2} Mi{1} Mi{0} Tei{0} Tei{-1} Tei{1} TesubO{1} TesubO{2} TesubO{3} TesubZr{-3} TesubZr{-4} TesubZr{-5} Stoich
-30.8 3.04728226524549 -1.64468852375017 -8.20499449502866 -2.01209300956851 -2.6974743031545 -3.38886581164516 -12.8311961702603 -22.1382708865897 -31.582390063718 -41.0499570900035 -53.8674610902252 -13.2644882700745 -19.8215831031214 -29.0158222108044 -12.4759225860672 -11.4733890429881 -10.5215181540121 -12.0819058236615 -13.6462205997181 -11.6437421688038 -16.7913451468948 -19.1954968828412 -3.09963631239665 -3.68823302216483 -9.98038941743883 -19.7681006668968 -18.0999899300545 -26.151292955588 -1.10322910336572 
-30.6 3.03730673772634 -1.6782048244222 -8.17147819435662 -2.04482575146711 -2.76372334572513 -3.48863115488783 -12.7652613729484 -22.0388197886058 -31.4494226650621 -40.8834733906756 -53.6674610902252 -13.2315208714149 -19.7550994037897 -28.9158222108007 -12.5418573833753 -11.5728401409683 -10.6544855526643 -12.2483895229857 -13.8462205997143 -11.5845781631687 -16.7656974419317 -19.1028165765341 -3.10672134933592 -3.66180175843245 -9.92044185303404 -19.6094855632816 -17.9748911271113 -26.0597104533169 -1.14025266038923 
-30.4 3.02737223918075 -1.71158327379652 -8.13809974498231 -2.07785666799839 -2.83013271163073 -3.58841897016774 -12.6987751704457 -21.9389551367288 -31.3161795638107 -40.7168518400499 -53.4674610902253 -13.1982777701606 -19.6884778531611 -28.8158222107978 -12.6083435858753 -11.6727047928426 -10.7877286539129 -12.4150110736086 -14.0462205997116 -11.5256627102822 -16.7401604384195 -19.0105226742732 -3.11421526235789 -3.63591722207972 -9.86117886730699 -19.4507054585207 -17.8494894717248 -25.9676872473047 -1.17670492715383 
-30.2 3.01747971687337 -1.74482068920364 -8.10486232957519 -2.11118958094912 -2.89670303998858 -3.68822671393272 -12.6317248320735 -21.8386673829494 -31.1826543946242 -40.5500892554563 -53.2674610902246 -13.1647526009729 -19.6217152685663 -28.7158222107959 -12.6753939242457 -11.77299254662 -10.9212538230975 -12.5817736582003 -14.2462205997104 -11.4670077586369 -16.7147429021814 -18.9186303072208 -3.12213063907241 -3.61059518338713 -9.80261941320766 -19.291762753098 -17.7237841817092 -25.8752193726962 -1.21262032181017 
-30 3.00763038744208 -1.77791298291978 -8.07177003585904 -2.14483046506491 -2.96343621782051 -3.78805218548079 -12.5640940069389 -21.7379442640987 -31.0488389820573 -40.3831815491732 -53.0674610902254 -13.1309371884039 -19.5548075622811 -28.6158222107945 -12.7430247493789 -11.8737156654695 -11.055069235663 -12.748681364482 -14.4462205997082 -11.4086229677843 -16.6894504050449 -18.8271532226521 -3.1304790260531 -3.58585127665167 -9.74478321275567 -19.132654843396 -17.5977685657234 -25.7822960504265 -1.24802947790453 
-29.8 2.99782575644895 -1.81085509647853 -8.03882792230029 -2.17878752631773 -3.03033539263208 -3.88789347385111 -12.4958624611732 -21.6367706047742 -30.9147232091741 -40.2161236627313 -52.8674610902246 -13.0968214155204 -19.4877496758389 -28.5158222107936 -12.8112562951437 -11.974889324793 -11.1891850085454 -12.9157392509231 -14.646220599708 -11.3505154908615 -16.6642850416809 -18.7361036321706 -3.13927072394284 -3.56170086098267 -9.6876906835283 -18.9733737071497 -17.4714295430358 -25.6888991412977 -1.28295938874172 
-29.6 2.98806763866014 -1.84364093253332 -8.0060420862455 -2.21307129415616 -3.0974049965253 -3.98774891379912 -12.4270058053931 -21.5351281129394 -30.7802948812845 -40.0489094987869 -52.6674610902254 -13.0623930876294 -19.4205355118931 -28.415822210793 -12.8801129509232 -12.0765318166273 -11.3236133364344 -13.0829534148669 -14.8462205997067 -11.2926897180049 -16.639245104879 -18.6454920232591 -3.14851455497999 -3.53815885596502 -9.63136284245548 -18.8139054424588 -17.3447471143997 -25.5950025487164 -1.31743355150597 
-29.4 2.97835817917849 -1.87626328385514 -7.97341973492368 -2.24769472691066 -3.16465078060163 -4.08761704919727 -12.3574952106797 -21.4329951669041 -30.6455395839274 -39.881531850108 -52.4674610902247 -13.0276377902728 -19.3531578632146 -28.3158222107927 -12.9496235456363 -12.1786647626622 -11.4583686337912 -13.2503310635455 -15.0462205997071 -11.2351470189805 -16.6143247571765 -18.555326972913 -3.15821764003233 -3.51523958969554 -9.57582122486456 -18.6542297973996 -17.2176938206623 -25.5005716063008 -1.35147210471885 
-29.2 2.96869987609534 -1.9087137572256 -7.94096926155323 -2.28267333350431 -3.23207986056572 -4.18749660253181 -12.2872971041623 -21.3303465870163 -30.5104405306691 -39.7139823234793 -52.2674610902255 -12.9925387370136 -19.285608336585 -28.2158222107926 -13.0198216521536 -12.28131334255 -11.5934676870494 -13.4178805901741 -15.2462205997062 -11.1778854545248 -16.5895136660913 -18.4656149350868 -3.16838515554083 -3.49295663183358 -9.52108779363177 -18.4943196530562 -17.0902341496893 -25.4055624086983 -1.38509195057324 
-29 2.95909560489054 -1.94098269145672 -7.9087003273221 -2.3180253119127 -3.29970077320524 -4.28738644940246 -12.2163728410861 -21.227153389709 -30.3749783991307 -39.5462512577097 -52.0674610902248 -12.9570766054759 -19.2178772708162 -28.1158222107926 -13.0907459152299 -12.3845065398574 -11.7289298185879 -13.5856116559438 -15.446220599707 -11.1208994782965 -16.5647966240941 -18.3763600246274 -3.17902009195196 -3.47132263401359 -9.46718486158103 -18.3341404795205 -16.9623239103847 -25.3099211036248 -1.418306858184 
-28.8 2.94954864501688 -1.97305906807092 -7.8766239507079 -2.35377170642212 -3.36752354432886 -4.38728559714028 -12.1446783475438 -21.1233825195524 -30.2391311523599 -39.3783276343247 -51.8674610902257 -12.9212293587045 -19.1499536474306 -28.0158222107928 -13.1624404087725 -12.4882774100142 -11.8647770653589 -13.753535279329 -15.6462205997064 -11.0641796270954 -16.5401531495071 -18.287563796812 -3.19012301187424 -3.45034917732167 -9.41413502827453 -18.1736497581626 -16.833909565641 -25.2135831354953 -1.45112754383657 
-28.6 2.94006270913724 -2.00493041306871 -7.84475260571012 -2.38993658610989 -3.43555976901442 -4.48719316682362 -12.0721637275342 -21.0189965545451 -30.1028738423548 -39.2101989793218 -51.667461090225 -12.8849720487004 -19.0818249924287 -27.9158222107932 -13.2349550287824 -12.5926633750219 -12.0010343753644 -13.9216639343323 -15.8462205997074 -11.0077121969997 -16.5155570644093 -18.1992250217186 -3.20169180646384 -3.43004662691348 -9.36196113286894 -18.0127963630593 -16.7049275155355 -25.1164724303876 -1.48356172516194 
-28.4 2.93064197542481 -2.03658268840463 -7.8131003303742 -2.42654724671722 -3.50382270495766 -4.58710837810279 -11.9987728288787 -20.9139533805537 -29.9661783930275 -39.0418512546586 -51.4674610902258 -12.8482765993727 -19.0134772677651 -27.8158222107936 -13.3083459274384 -12.6977065490138 -12.1377298246922 -14.090011658996 -16.0462205997071 -10.9514789093343 -16.4909760520798 -18.1113394587173 -3.21372145474122 -3.41042399985495 -9.31068623047411 -17.851519901402 -16.5753033292142 -25.0185005194022 -1.51561414742581 
-28.2 2.92129112333896 -2.06800017178557 -7.78168284699325 -2.46363443820398 -3.57232737982537 -4.68703053635143 -11.9244427624019 -20.8082058306959 -29.8290133597887 -38.8732687380389 -51.2674610902252 -12.8111115661352 -18.9448947511466 -27.7158222107942 -13.382675993916 -12.8034540988723 -12.2748948579317 -14.2585941756164 -16.2462205997084 -10.8954565711621 -16.4663711972886 -18.0238996371642 -3.2262037914362 -3.39148885316898 -9.26033360040758 -17.6897500133715 -16.4449509245646 -24.9195655981335 -1.54728658120851 
-28 2.91201537347479 -2.0991653227823 -7.75051769599652 -2.5012326216133 -3.64109071423141 -4.78695902175421 -11.8491033663897 -20.7017012836869 -29.6913436617831 -38.7044338890365 -51.0674610902261 -12.7734418681293 -18.876059902144 -27.6158222107949 -13.4580153899289 -12.909958645882 -12.4125645559381 -14.4274290246196 -16.4462205997083 -10.8396167209133 -16.4416964980365 -17.9368946359186 -3.23912727559273 -3.37324718632878 -9.21092678257027 -17.527405616113 -16.3137716783029 -24.8195515028685 -1.57857778977402 
-27.8 2.90282053169904 -2.13005863453914 -7.71962438423968 -2.5393802563499 -3.71013166072486 -4.8868932800045 -11.7726766134164 -20.5943812189568 -29.5531302852961 -38.5353272007927 -50.8674610902254 -12.7352284916438 -18.8069532139017 -27.5158222107957 -13.5344421429031 -13.017278710613 -12.550777932426 -14.5965357128643 -16.6462205997099 -10.7839252740136 -16.4168983628936 -17.850309877262 -3.25247677518566 -3.35570337416487 -9.1624896586499 -17.3643941044824 -16.1816534784291 -24.7183266147516 -1.60948346742827 
-27.6 2.89371303824555 -2.16065846882056 -7.68902454995827 -2.57812012213399 -3.77947136079036 -4.98683281435142 -11.695075950543 -20.486180721802 -29.4143299538599 -38.365927035075 -50.6674610902264 -12.6964281602076 -18.737553048184 -27.4158222107967 -13.6120428057776 -13.1254792077689 -12.6895782638633 -14.765935878583 -16.84622059971 -10.7283421528677 -16.3919150760291 -17.7641269218347 -3.26623335410433 -3.33886011880212 -9.11504656900535 -17.2006104861807 -16.0484696944089 -24.6157426650128 -1.6399961477012 
-27.4 2.88470002191389 -2.19094087391184 -7.65874214486698 -2.61749967637642 -3.84913332012408 -5.08677717877642 -11.6162055709076 -20.3770279370753 -29.2748947640419 -38.1962094401657 -50.4674610902258 -12.6569929703912 -18.6678354532764 -27.3158222107978 -13.6909131854143 -13.2346319924969 -12.8290134536825 -14.9356534734936 -17.0462205997118 -10.6728209105841 -16.3666762388368 -17.6783232744599 -3.28037407115339 -3.3227184307599 -9.06862247587223 -17.0359364591694 -15.9140780724888 -24.511633448184 -1.67010508295569 
-27.2 2.87578935958663 -2.22087938464964 -7.62880363412918 -2.65757144824477 -3.91914360273023 -5.18672597212037 -11.5359596138598 -20.2668434692897 -29.1347717855185 -38.0261479509045 -50.2674610902268 -12.6168699918681 -18.5977739640155 -27.215822210799 -13.7711591424636 -13.3448164602839 -12.9691364322074 -15.1057149627562 -17.2462205997123 -10.6173083460952 -16.3411021850857 -17.5928721992331 -3.29487178926934 -3.30727763813804 -9.02324317251219 -16.8702394268936 -15.7783195509508 -24.4058134373838 -1.69979609673001 
-27 2.86698974104365 -2.25044480465572 -7.5992382141231 -2.69839346912558 -3.98953104361712 -5.28667883301334 -11.4542212938836 -20.1555397293074 -28.9939026255302 -37.8557133709101 -50.0674610902263 -12.5760008318817 -18.527339384023 -27.1158222108004 -13.8528974624414 -13.4561202002679 -13.1100055921974 -15.2761495427523 -17.4462205997145 -10.5617441091071 -16.3151033681037 -17.507742542239 -3.30969499316677 -3.2925354220294 -8.97893553639785 -16.7033714499219 -15.6410169939851 -24.2980763004242 -1.72905141066697 
-26.8 2.85831073853296 -2.27960497258903 -7.5700780461898 -2.74002973572867 -4.06032747815351 -5.38663543548304 -11.3708619656179 -20.0430202331085 -28.8522229613979 -37.6848735388446 -49.8674610902274 -12.5343211677499 -18.4564995519579 -27.0158222108021 -13.936256790709 -13.5686396964688 -13.2516852563316 -15.4469893748198 -17.6462205997153 -10.5060603011394 -16.2885797280692 -17.4228985663379 -3.32480761973375 -3.27848788066308 -8.93572782709783 -16.5351681457535 -15.5019738577501 -24.1881933321224 -1.75784944989628 
-26.6 2.84976288032703 -2.30832451500741 -7.54135850377141 -2.78255070054961 -4.13156798539284 -5.48659548514075 -11.2857401352911 -19.9291788603633 -28.7096620462343 -37.5135930812626 -49.6674610902271 -12.4917602525884 -18.385219094378 -26.9158222108038 -14.0213786210381 -13.6824810692163 -13.3942461714975 -15.6182698324041 -17.8462205997179 -10.4501810703048 -16.2614200396531 -17.338299793085 -3.34016889613651 -3.26512961464745 -8.89365001866421 -16.3654475421719 -15.3609727965869 -24.0759118133776 -1.78616463084614 
-26.4 2.84135772625086 -2.33656459260442 -7.5131184261744 -2.82603377607006 -4.2032911385103 -5.58655871585521 -11.1987004456797 -19.8138990931548 -28.5661422014288 -37.3418331588601 -49.4674610902276 -12.4482404077845 -18.3134591719771 -26.8158222108059 -14.1084183106522 -13.7977608364273 -13.5377660163056 -15.7900297548092 -18.04622059972 -10.3940222178252 -16.2335012647704 -17.2539008630083 -3.35573319677217 -3.25245383768649 -8.85273416410585 -16.1940089224817 -15.2177742544936 -23.9609533488814 -1.81396713998598 
-26.2 2.83310794262798 -2.36428264840179 -7.48540037037703 -2.87056383546538 -4.27553925370299 -5.68652488684527 -11.1095726688698 -19.6970532605476 -28.4215783130242 -37.1695512146581 -49.2674610902282 -12.4036765193818 -18.241177227777 -26.7158222108084 -14.1975460874651 -13.9146066690377 -13.6823299047133 -15.9623116990142 -18.2462205997225 -10.33749082332 -16.2046879260627 -17.1696514127058 -3.37144991745727 -3.24045250257383 -8.81301477319621 -16.0206316953668 -15.0721150831762 -23.8430122333613 -1.84122271319165 
-26 2.825027372146 -2.39143217301147 -7.45825084576735 -2.91623367952398 -4.34835862237127 -5.78649378012325 -11.0181707673093 -19.5785018343774 -28.2758773622444 -36.9967007392686 -49.0674610902291 -12.3579755686039 -18.1683267523895 -26.6158222108112 -14.2889479890292 -14.0331580952114 -13.8280308554967 -16.1351621744073 -18.4462205997252 -10.2804849178155 -16.1748315451678 -17.0854959825916 -3.38726338061823 -3.2291164411255 -8.77452918713781 -15.8450743636894 -14.9237072761084 -23.7217539509032 -1.86789243146923 
-25.8 2.81713109266639 -2.41796250704354 -7.43172051173528 -2.96314442957353 -4.42179970645289 -5.88646519823693 -10.9242921034386 -19.4580928364747 -28.1289380303096 -36.8232310733017 -48.8674610902301 -12.3110362366713 -18.0948570864248 -26.5158222108144 -14.3828266529041 -14.1535670931184 -13.9749701874358 -16.3086318403785 -18.6462205997285 -10.222893234198 -16.1437701955824 -17.001373964942 -3.40311278107906 -3.21843550755387 -8.7373179195345 -15.6670736821658 -14.7722369286169 -23.5968139374438 -1.89393255377738 
-25.6 2.80943545568334 -2.44381871189 -7.40586430688882 -3.01140578390033 -4.49591726562615 -5.98643896225665 -10.8277169228258 -19.3356614510154 -27.9806504400038 -36.6490872781495 -48.6674610902314 -12.262748646368 -18.020713291275 -26.4158222108182 -14.479401833522 -14.2759984785828 -14.1232577777466 -16.4827756355358 -18.8462205997322 -10.1645950976952 -16.1113282639261 -16.9172196235928 -3.4189322037458 -3.20839872537454 -8.70142493250832 -15.4863441602 -14.6173636114975 -23.4677968251709 -1.91929441846933 
-25.4 2.80195809287216 -2.46894154772326 -7.38074147105557 -3.06113605994009 -4.57077037749916 -6.08641490996292 -10.7282082661605 -19.2110299585168 -27.830896111672 -36.4742101139844 -48.4674610902331 -12.2129943180389 -17.9458361271127 -26.3158222108226 -14.5789104901933 -14.4006299710874 -14.2730121060844 -16.6576527997068 -19.0462205997366 -10.1054605166207 -16.0773165186848 -16.832962206685 -3.43465073453989 -3.19899442033499 -8.6668977916359 -15.3025780866225 -14.4587203737533 -23.3342764232599 -1.9439244515893 
-25.2 2.79471787451803 -2.49326761316916 -7.35641540560967 -3.11246191327362 -4.64642229627859 -6.18639289418825 -10.6255125279463 -19.0840081548567 -27.679548242566 -36.2985361794325 -48.2674610902353 -12.1616464489358 -17.8701621925637 -26.2158222108277 -14.6816062284148 -14.5276517747547 -14.4243599751977 -16.833326734266 -19.2462205997416 -10.045350577423 -16.041532644933 -16.7485262020414 -3.45019271411655 -3.19021033446612 -8.63378764032075 -15.1154463437596 -14.2959146963363 -23.1957968112888 -1.96776433617147 
-25 2.7877348003567 -2.51672971206637 -7.33295330671245 -3.16551760256261 -4.7229400844648 -6.28637278127168 -10.519360923538 -18.9543944515512 -27.5264724403633 -36.1219982783326 -48.0674610902381 -12.1085706467362 -17.7936242914668 -26.1158222108337 -14.7877578328319 -14.657265478069 -14.5774357774092 -17.0098646353747 -19.4462205997476 -9.98411825434243 -16.0037624207496 -16.6638317800636 -3.46547817921626 -3.18203370066823 -8.60214890762603 -14.9246003173676 -14.1285307688416 -23.0518749826913 -1.99075140629042 
