distance	Zr_AE_s1	Zr_pp_s1	Zr_AE_s2	Zr_pp_s2	Zr_AE_p1	Zr_pp_p1	Zr_AE_p2	Zr_pp_p2	Zr_AE_d1	Zr_pp_d1	Zr_AE_d2	Zr_pp_d2
5.00E-05	1.76E-03	-1.07E-04	6.40E-04	-5.03E-05	2.11E-06	3.88E-09	9.83E-07	1.93E-09	1.58E-10	-9.07E-14	1.67E-10	-9.74E-14
5.05E-05	1.77E-03	-1.08E-04	6.46E-04	-5.08E-05	2.15E-06	3.95E-09	9.99E-07	1.97E-09	1.62E-10	-9.33E-14	1.71E-10	-1.00E-13
5.09E-05	1.79E-03	-1.09E-04	6.51E-04	-5.12E-05	2.18E-06	4.02E-09	1.02E-06	2.01E-09	1.66E-10	-9.59E-14	1.75E-10	-1.03E-13
5.14E-05	1.80E-03	-1.10E-04	6.57E-04	-5.17E-05	2.22E-06	4.10E-09	1.03E-06	2.04E-09	1.70E-10	-9.86E-14	1.79E-10	-1.06E-13
5.19E-05	1.82E-03	-1.11E-04	6.63E-04	-5.22E-05	2.25E-06	4.18E-09	1.05E-06	2.08E-09	1.74E-10	-1.01E-13	1.84E-10	-1.09E-13
5.24E-05	1.84E-03	-1.12E-04	6.69E-04	-5.27E-05	2.29E-06	4.25E-09	1.06E-06	2.12E-09	1.78E-10	-1.04E-13	1.88E-10	-1.12E-13
5.28E-05	1.85E-03	-1.13E-04	6.75E-04	-5.31E-05	2.33E-06	4.33E-09	1.08E-06	2.16E-09	1.83E-10	-1.07E-13	1.93E-10	-1.15E-13
5.33E-05	1.87E-03	-1.14E-04	6.81E-04	-5.36E-05	2.36E-06	4.41E-09	1.10E-06	2.20E-09	1.87E-10	-1.10E-13	1.98E-10	-1.18E-13
5.38E-05	1.88E-03	-1.15E-04	6.86E-04	-5.41E-05	2.40E-06	4.49E-09	1.12E-06	2.24E-09	1.92E-10	-1.13E-13	2.02E-10	-1.21E-13
5.43E-05	1.90E-03	-1.16E-04	6.92E-04	-5.46E-05	2.44E-06	4.57E-09	1.13E-06	2.28E-09	1.96E-10	-1.16E-13	2.07E-10	-1.25E-13
5.48E-05	1.92E-03	-1.18E-04	6.98E-04	-5.51E-05	2.47E-06	4.65E-09	1.15E-06	2.32E-09	2.01E-10	-1.19E-13	2.12E-10	-1.28E-13
5.53E-05	1.93E-03	-1.19E-04	7.04E-04	-5.56E-05	2.51E-06	4.74E-09	1.17E-06	2.36E-09	2.06E-10	-1.22E-13	2.17E-10	-1.31E-13
5.57E-05	1.95E-03	-1.20E-04	7.10E-04	-5.61E-05	2.55E-06	4.82E-09	1.19E-06	2.40E-09	2.11E-10	-1.26E-13	2.22E-10	-1.35E-13
5.62E-05	1.97E-03	-1.21E-04	7.16E-04	-5.66E-05	2.59E-06	4.90E-09	1.20E-06	2.45E-09	2.15E-10	-1.29E-13	2.28E-10	-1.38E-13
5.67E-05	1.98E-03	-1.22E-04	7.22E-04	-5.71E-05	2.63E-06	4.99E-09	1.22E-06	2.49E-09	2.21E-10	-1.33E-13	2.33E-10	-1.42E-13
5.72E-05	2.00E-03	-1.23E-04	7.28E-04	-5.76E-05	2.67E-06	5.08E-09	1.24E-06	2.53E-09	2.26E-10	-1.36E-13	2.38E-10	-1.46E-13
5.77E-05	2.02E-03	-1.24E-04	7.34E-04	-5.81E-05	2.71E-06	5.17E-09	1.26E-06	2.58E-09	2.31E-10	-1.40E-13	2.44E-10	-1.50E-13
5.82E-05	2.03E-03	-1.25E-04	7.40E-04	-5.86E-05	2.75E-06	5.26E-09	1.28E-06	2.62E-09	2.36E-10	-1.43E-13	2.50E-10	-1.54E-13
5.87E-05	2.05E-03	-1.26E-04	7.46E-04	-5.91E-05	2.79E-06	5.35E-09	1.30E-06	2.67E-09	2.42E-10	-1.47E-13	2.55E-10	-1.58E-13
5.92E-05	2.07E-03	-1.27E-04	7.53E-04	-5.96E-05	2.83E-06	5.44E-09	1.32E-06	2.71E-09	2.47E-10	-1.51E-13	2.61E-10	-1.62E-13
5.97E-05	2.08E-03	-1.28E-04	7.59E-04	-6.01E-05	2.87E-06	5.53E-09	1.34E-06	2.76E-09	2.53E-10	-1.55E-13	2.67E-10	-1.66E-13
6.02E-05	2.10E-03	-1.29E-04	7.65E-04	-6.06E-05	2.92E-06	5.63E-09	1.36E-06	2.81E-09	2.59E-10	-1.59E-13	2.73E-10	-1.70E-13
6.08E-05	2.12E-03	-1.30E-04	7.71E-04	-6.11E-05	2.96E-06	5.72E-09	1.38E-06	2.85E-09	2.64E-10	-1.63E-13	2.79E-10	-1.75E-13
6.13E-05	2.13E-03	-1.31E-04	7.77E-04	-6.16E-05	3.00E-06	5.82E-09	1.40E-06	2.90E-09	2.70E-10	-1.67E-13	2.86E-10	-1.79E-13
6.18E-05	2.15E-03	-1.33E-04	7.83E-04	-6.21E-05	3.05E-06	5.92E-09	1.42E-06	2.95E-09	2.76E-10	-1.71E-13	2.92E-10	-1.84E-13
6.23E-05	2.17E-03	-1.34E-04	7.90E-04	-6.27E-05	3.09E-06	6.02E-09	1.44E-06	3.00E-09	2.83E-10	-1.75E-13	2.99E-10	-1.88E-13
6.28E-05	2.19E-03	-1.35E-04	7.96E-04	-6.32E-05	3.13E-06	6.12E-09	1.46E-06	3.05E-09	2.89E-10	-1.80E-13	3.05E-10	-1.93E-13
6.33E-05	2.20E-03	-1.36E-04	8.02E-04	-6.37E-05	3.18E-06	6.22E-09	1.48E-06	3.10E-09	2.95E-10	-1.84E-13	3.12E-10	-1.98E-13
6.39E-05	2.22E-03	-1.37E-04	8.09E-04	-6.42E-05	3.22E-06	6.32E-09	1.50E-06	3.15E-09	3.02E-10	-1.89E-13	3.19E-10	-2.03E-13
6.44E-05	2.24E-03	-1.38E-04	8.15E-04	-6.48E-05	3.27E-06	6.43E-09	1.52E-06	3.21E-09	3.08E-10	-1.94E-13	3.26E-10	-2.08E-13
6.49E-05	2.26E-03	-1.39E-04	8.21E-04	-6.53E-05	3.32E-06	6.53E-09	1.54E-06	3.26E-09	3.15E-10	-1.99E-13	3.33E-10	-2.13E-13
6.54E-05	2.27E-03	-1.40E-04	8.28E-04	-6.58E-05	3.36E-06	6.64E-09	1.56E-06	3.31E-09	3.22E-10	-2.03E-13	3.40E-10	-2.18E-13
6.60E-05	2.29E-03	-1.42E-04	8.34E-04	-6.64E-05	3.41E-06	6.75E-09	1.59E-06	3.37E-09	3.29E-10	-2.08E-13	3.47E-10	-2.24E-13
6.65E-05	2.31E-03	-1.43E-04	8.41E-04	-6.69E-05	3.46E-06	6.86E-09	1.61E-06	3.42E-09	3.36E-10	-2.14E-13	3.55E-10	-2.29E-13
6.71E-05	2.33E-03	-1.44E-04	8.47E-04	-6.74E-05	3.51E-06	6.97E-09	1.63E-06	3.48E-09	3.43E-10	-2.19E-13	3.63E-10	-2.35E-13
6.76E-05	2.34E-03	-1.45E-04	8.54E-04	-6.80E-05	3.55E-06	7.08E-09	1.65E-06	3.53E-09	3.51E-10	-2.24E-13	3.70E-10	-2.40E-13
6.81E-05	2.36E-03	-1.46E-04	8.60E-04	-6.85E-05	3.60E-06	7.20E-09	1.68E-06	3.59E-09	3.58E-10	-2.29E-13	3.78E-10	-2.46E-13
6.87E-05	2.38E-03	-1.47E-04	8.67E-04	-6.91E-05	3.65E-06	7.31E-09	1.70E-06	3.65E-09	3.66E-10	-2.35E-13	3.86E-10	-2.52E-13
6.92E-05	2.40E-03	-1.49E-04	8.73E-04	-6.96E-05	3.70E-06	7.43E-09	1.72E-06	3.70E-09	3.73E-10	-2.41E-13	3.94E-10	-2.58E-13
6.98E-05	2.42E-03	-1.50E-04	8.80E-04	-7.02E-05	3.75E-06	7.55E-09	1.75E-06	3.76E-09	3.81E-10	-2.46E-13	4.03E-10	-2.64E-13
7.03E-05	2.43E-03	-1.51E-04	8.86E-04	-7.07E-05	3.81E-06	7.67E-09	1.77E-06	3.82E-09	3.89E-10	-2.52E-13	4.11E-10	-2.71E-13
7.09E-05	2.45E-03	-1.52E-04	8.93E-04	-7.13E-05	3.86E-06	7.79E-09	1.79E-06	3.88E-09	3.98E-10	-2.58E-13	4.20E-10	-2.77E-13
7.14E-05	2.47E-03	-1.53E-04	9.00E-04	-7.18E-05	3.91E-06	7.91E-09	1.82E-06	3.94E-09	4.06E-10	-2.64E-13	4.29E-10	-2.84E-13
7.20E-05	2.49E-03	-1.54E-04	9.07E-04	-7.24E-05	3.96E-06	8.03E-09	1.84E-06	4.01E-09	4.14E-10	-2.71E-13	4.38E-10	-2.90E-13
7.25E-05	2.51E-03	-1.56E-04	9.13E-04	-7.30E-05	4.01E-06	8.16E-09	1.87E-06	4.07E-09	4.23E-10	-2.77E-13	4.47E-10	-2.97E-13
7.31E-05	2.53E-03	-1.57E-04	9.20E-04	-7.35E-05	4.07E-06	8.29E-09	1.89E-06	4.13E-09	4.32E-10	-2.83E-13	4.56E-10	-3.04E-13
7.37E-05	2.54E-03	-1.58E-04	9.27E-04	-7.41E-05	4.12E-06	8.41E-09	1.92E-06	4.19E-09	4.40E-10	-2.90E-13	4.65E-10	-3.11E-13
7.42E-05	2.56E-03	-1.59E-04	9.34E-04	-7.47E-05	4.18E-06	8.54E-09	1.94E-06	4.26E-09	4.49E-10	-2.97E-13	4.75E-10	-3.18E-13
7.48E-05	2.58E-03	-1.60E-04	9.40E-04	-7.52E-05	4.23E-06	8.68E-09	1.97E-06	4.33E-09	4.59E-10	-3.04E-13	4.84E-10	-3.26E-13
7.54E-05	2.60E-03	-1.62E-04	9.47E-04	-7.58E-05	4.29E-06	8.81E-09	1.99E-06	4.39E-09	4.68E-10	-3.11E-13	4.94E-10	-3.33E-13
7.59E-05	2.62E-03	-1.63E-04	9.54E-04	-7.64E-05	4.34E-06	8.94E-09	2.02E-06	4.46E-09	4.77E-10	-3.18E-13	5.04E-10	-3.41E-13
7.65E-05	2.64E-03	-1.64E-04	9.61E-04	-7.70E-05	4.40E-06	9.08E-09	2.05E-06	4.53E-09	4.87E-10	-3.25E-13	5.15E-10	-3.49E-13
7.71E-05	2.66E-03	-1.65E-04	9.68E-04	-7.75E-05	4.46E-06	9.22E-09	2.07E-06	4.60E-09	4.97E-10	-3.33E-13	5.25E-10	-3.57E-13
7.77E-05	2.68E-03	-1.67E-04	9.75E-04	-7.81E-05	4.52E-06	9.36E-09	2.10E-06	4.66E-09	5.07E-10	-3.40E-13	5.35E-10	-3.65E-13
7.83E-05	2.70E-03	-1.68E-04	9.82E-04	-7.87E-05	4.58E-06	9.50E-09	2.13E-06	4.73E-09	5.17E-10	-3.48E-13	5.46E-10	-3.73E-13
7.88E-05	2.72E-03	-1.69E-04	9.89E-04	-7.93E-05	4.63E-06	9.64E-09	2.15E-06	4.81E-09	5.27E-10	-3.56E-13	5.57E-10	-3.82E-13
7.94E-05	2.73E-03	-1.70E-04	9.96E-04	-7.99E-05	4.69E-06	9.78E-09	2.18E-06	4.88E-09	5.38E-10	-3.64E-13	5.68E-10	-3.90E-13
8.00E-05	2.75E-03	-1.72E-04	1.00E-03	-8.05E-05	4.75E-06	9.93E-09	2.21E-06	4.95E-09	5.48E-10	-3.72E-13	5.79E-10	-3.99E-13
8.06E-05	2.77E-03	-1.73E-04	1.01E-03	-8.11E-05	4.81E-06	1.01E-08	2.24E-06	5.02E-09	5.59E-10	-3.80E-13	5.91E-10	-4.08E-13
8.12E-05	2.79E-03	-1.74E-04	1.02E-03	-8.17E-05	4.88E-06	1.02E-08	2.27E-06	5.10E-09	5.70E-10	-3.89E-13	6.02E-10	-4.17E-13
8.18E-05	2.81E-03	-1.76E-04	1.02E-03	-8.23E-05	4.94E-06	1.04E-08	2.30E-06	5.17E-09	5.81E-10	-3.97E-13	6.14E-10	-4.26E-13
8.24E-05	2.83E-03	-1.77E-04	1.03E-03	-8.29E-05	5.00E-06	1.05E-08	2.32E-06	5.25E-09	5.93E-10	-4.06E-13	6.26E-10	-4.36E-13
8.30E-05	2.85E-03	-1.78E-04	1.04E-03	-8.35E-05	5.06E-06	1.07E-08	2.35E-06	5.33E-09	6.04E-10	-4.15E-13	6.38E-10	-4.45E-13
8.36E-05	2.87E-03	-1.79E-04	1.05E-03	-8.41E-05	5.13E-06	1.08E-08	2.38E-06	5.41E-09	6.16E-10	-4.24E-13	6.51E-10	-4.55E-13
8.42E-05	2.89E-03	-1.81E-04	1.05E-03	-8.47E-05	5.19E-06	1.10E-08	2.41E-06	5.48E-09	6.28E-10	-4.34E-13	6.63E-10	-4.65E-13
8.48E-05	2.91E-03	-1.82E-04	1.06E-03	-8.53E-05	5.26E-06	1.12E-08	2.44E-06	5.56E-09	6.40E-10	-4.43E-13	6.76E-10	-4.75E-13
8.55E-05	2.93E-03	-1.83E-04	1.07E-03	-8.59E-05	5.32E-06	1.13E-08	2.47E-06	5.64E-09	6.53E-10	-4.53E-13	6.89E-10	-4.86E-13
8.61E-05	2.95E-03	-1.85E-04	1.08E-03	-8.66E-05	5.39E-06	1.15E-08	2.50E-06	5.73E-09	6.65E-10	-4.63E-13	7.03E-10	-4.96E-13
8.67E-05	2.97E-03	-1.86E-04	1.08E-03	-8.72E-05	5.45E-06	1.17E-08	2.54E-06	5.81E-09	6.78E-10	-4.73E-13	7.16E-10	-5.07E-13
8.73E-05	2.99E-03	-1.87E-04	1.09E-03	-8.78E-05	5.52E-06	1.18E-08	2.57E-06	5.89E-09	6.91E-10	-4.83E-13	7.30E-10	-5.18E-13
8.79E-05	3.01E-03	-1.89E-04	1.10E-03	-8.84E-05	5.59E-06	1.20E-08	2.60E-06	5.98E-09	7.04E-10	-4.93E-13	7.43E-10	-5.29E-13
8.86E-05	3.03E-03	-1.90E-04	1.10E-03	-8.91E-05	5.66E-06	1.22E-08	2.63E-06	6.06E-09	7.17E-10	-5.04E-13	7.58E-10	-5.41E-13
8.92E-05	3.05E-03	-1.91E-04	1.11E-03	-8.97E-05	5.73E-06	1.23E-08	2.66E-06	6.15E-09	7.31E-10	-5.15E-13	7.72E-10	-5.52E-13
8.98E-05	3.07E-03	-1.93E-04	1.12E-03	-9.03E-05	5.80E-06	1.25E-08	2.70E-06	6.24E-09	7.45E-10	-5.26E-13	7.86E-10	-5.64E-13
9.04E-05	3.10E-03	-1.94E-04	1.13E-03	-9.10E-05	5.87E-06	1.27E-08	2.73E-06	6.32E-09	7.59E-10	-5.37E-13	8.01E-10	-5.76E-13
9.11E-05	3.12E-03	-1.95E-04	1.13E-03	-9.16E-05	5.94E-06	1.29E-08	2.76E-06	6.41E-09	7.73E-10	-5.48E-13	8.16E-10	-5.88E-13
9.17E-05	3.14E-03	-1.97E-04	1.14E-03	-9.22E-05	6.01E-06	1.30E-08	2.79E-06	6.50E-09	7.87E-10	-5.60E-13	8.32E-10	-6.01E-13
9.24E-05	3.16E-03	-1.98E-04	1.15E-03	-9.29E-05	6.08E-06	1.32E-08	2.83E-06	6.60E-09	8.02E-10	-5.72E-13	8.47E-10	-6.13E-13
9.30E-05	3.18E-03	-2.00E-04	1.16E-03	-9.35E-05	6.16E-06	1.34E-08	2.86E-06	6.69E-09	8.17E-10	-5.84E-13	8.63E-10	-6.26E-13
9.37E-05	3.20E-03	-2.01E-04	1.17E-03	-9.42E-05	6.23E-06	1.36E-08	2.90E-06	6.78E-09	8.32E-10	-5.96E-13	8.79E-10	-6.40E-13
9.43E-05	3.22E-03	-2.02E-04	1.17E-03	-9.48E-05	6.31E-06	1.38E-08	2.93E-06	6.88E-09	8.47E-10	-6.09E-13	8.95E-10	-6.53E-13
9.50E-05	3.24E-03	-2.04E-04	1.18E-03	-9.55E-05	6.38E-06	1.40E-08	2.97E-06	6.97E-09	8.63E-10	-6.21E-13	9.12E-10	-6.67E-13
9.56E-05	3.26E-03	-2.05E-04	1.19E-03	-9.62E-05	6.46E-06	1.42E-08	3.00E-06	7.07E-09	8.79E-10	-6.34E-13	9.28E-10	-6.81E-13
9.63E-05	3.29E-03	-2.07E-04	1.20E-03	-9.68E-05	6.53E-06	1.44E-08	3.04E-06	7.16E-09	8.95E-10	-6.47E-13	9.45E-10	-6.95E-13
9.69E-05	3.31E-03	-2.08E-04	1.20E-03	-9.75E-05	6.61E-06	1.46E-08	3.07E-06	7.26E-09	9.11E-10	-6.61E-13	9.63E-10	-7.09E-13
9.76E-05	3.33E-03	-2.09E-04	1.21E-03	-9.82E-05	6.69E-06	1.48E-08	3.11E-06	7.36E-09	9.28E-10	-6.75E-13	9.80E-10	-7.24E-13
9.83E-05	3.35E-03	-2.11E-04	1.22E-03	-9.88E-05	6.77E-06	1.50E-08	3.15E-06	7.46E-09	9.45E-10	-6.88E-13	9.98E-10	-7.39E-13
9.89E-05	3.37E-03	-2.12E-04	1.23E-03	-9.95E-05	6.85E-06	1.52E-08	3.18E-06	7.57E-09	9.62E-10	-7.03E-13	1.02E-09	-7.54E-13
9.96E-05	3.39E-03	-2.14E-04	1.24E-03	-1.00E-04	6.93E-06	1.54E-08	3.22E-06	7.67E-09	9.79E-10	-7.17E-13	1.03E-09	-7.69E-13
1.00E-04	3.42E-03	-2.15E-04	1.24E-03	-1.01E-04	7.01E-06	1.56E-08	3.26E-06	7.77E-09	9.97E-10	-7.32E-13	1.05E-09	-7.85E-13
1.01E-04	3.44E-03	-2.17E-04	1.25E-03	-1.02E-04	7.09E-06	1.58E-08	3.30E-06	7.88E-09	1.02E-09	-7.47E-13	1.07E-09	-8.01E-13
1.02E-04	3.46E-03	-2.18E-04	1.26E-03	-1.02E-04	7.17E-06	1.60E-08	3.33E-06	7.99E-09	1.03E-09	-7.62E-13	1.09E-09	-8.17E-13
1.02E-04	3.48E-03	-2.20E-04	1.27E-03	-1.03E-04	7.26E-06	1.62E-08	3.37E-06	8.09E-09	1.05E-09	-7.77E-13	1.11E-09	-8.34E-13
1.03E-04	3.50E-03	-2.21E-04	1.28E-03	-1.04E-04	7.34E-06	1.65E-08	3.41E-06	8.20E-09	1.07E-09	-7.93E-13	1.13E-09	-8.51E-13
1.04E-04	3.53E-03	-2.22E-04	1.28E-03	-1.04E-04	7.42E-06	1.67E-08	3.45E-06	8.31E-09	1.09E-09	-8.09E-13	1.15E-09	-8.68E-13
1.04E-04	3.55E-03	-2.24E-04	1.29E-03	-1.05E-04	7.51E-06	1.69E-08	3.49E-06	8.42E-09	1.11E-09	-8.25E-13	1.17E-09	-8.86E-13
1.05E-04	3.57E-03	-2.25E-04	1.30E-03	-1.06E-04	7.60E-06	1.71E-08	3.53E-06	8.54E-09	1.13E-09	-8.42E-13	1.19E-09	-9.03E-13
1.06E-04	3.59E-03	-2.27E-04	1.31E-03	-1.06E-04	7.68E-06	1.74E-08	3.57E-06	8.65E-09	1.15E-09	-8.59E-13	1.21E-09	-9.21E-13
1.06E-04	3.62E-03	-2.28E-04	1.32E-03	-1.07E-04	7.77E-06	1.76E-08	3.61E-06	8.76E-09	1.17E-09	-8.76E-13	1.24E-09	-9.40E-13
1.07E-04	3.64E-03	-2.30E-04	1.33E-03	-1.08E-04	7.86E-06	1.78E-08	3.65E-06	8.88E-09	1.19E-09	-8.93E-13	1.26E-09	-9.59E-13
1.08E-04	3.66E-03	-2.31E-04	1.33E-03	-1.09E-04	7.95E-06	1.80E-08	3.70E-06	9.00E-09	1.21E-09	-9.11E-13	1.28E-09	-9.78E-13
1.09E-04	3.68E-03	-2.33E-04	1.34E-03	-1.09E-04	8.04E-06	1.83E-08	3.74E-06	9.12E-09	1.23E-09	-9.29E-13	1.30E-09	-9.97E-13
1.09E-04	3.71E-03	-2.35E-04	1.35E-03	-1.10E-04	8.13E-06	1.85E-08	3.78E-06	9.24E-09	1.25E-09	-9.48E-13	1.32E-09	-1.02E-12
1.10E-04	3.73E-03	-2.36E-04	1.36E-03	-1.11E-04	8.22E-06	1.88E-08	3.82E-06	9.36E-09	1.28E-09	-9.66E-13	1.35E-09	-1.04E-12
1.11E-04	3.75E-03	-2.38E-04	1.37E-03	-1.11E-04	8.31E-06	1.90E-08	3.87E-06	9.48E-09	1.30E-09	-9.85E-13	1.37E-09	-1.06E-12
1.11E-04	3.78E-03	-2.39E-04	1.38E-03	-1.12E-04	8.41E-06	1.93E-08	3.91E-06	9.60E-09	1.32E-09	-1.00E-12	1.39E-09	-1.08E-12
1.12E-04	3.80E-03	-2.41E-04	1.38E-03	-1.13E-04	8.50E-06	1.95E-08	3.95E-06	9.73E-09	1.34E-09	-1.02E-12	1.42E-09	-1.10E-12
1.13E-04	3.82E-03	-2.42E-04	1.39E-03	-1.14E-04	8.60E-06	1.98E-08	4.00E-06	9.86E-09	1.37E-09	-1.04E-12	1.44E-09	-1.12E-12
1.14E-04	3.85E-03	-2.44E-04	1.40E-03	-1.14E-04	8.69E-06	2.00E-08	4.04E-06	9.98E-09	1.39E-09	-1.07E-12	1.47E-09	-1.14E-12
1.14E-04	3.87E-03	-2.45E-04	1.41E-03	-1.15E-04	8.79E-06	2.03E-08	4.09E-06	1.01E-08	1.41E-09	-1.09E-12	1.49E-09	-1.16E-12
1.15E-04	3.90E-03	-2.47E-04	1.42E-03	-1.16E-04	8.89E-06	2.05E-08	4.13E-06	1.02E-08	1.44E-09	-1.11E-12	1.52E-09	-1.19E-12
1.16E-04	3.92E-03	-2.49E-04	1.43E-03	-1.17E-04	8.99E-06	2.08E-08	4.18E-06	1.04E-08	1.46E-09	-1.13E-12	1.55E-09	-1.21E-12
1.17E-04	3.94E-03	-2.50E-04	1.44E-03	-1.17E-04	9.09E-06	2.11E-08	4.22E-06	1.05E-08	1.49E-09	-1.15E-12	1.57E-09	-1.23E-12
1.17E-04	3.97E-03	-2.52E-04	1.44E-03	-1.18E-04	9.19E-06	2.14E-08	4.27E-06	1.06E-08	1.51E-09	-1.17E-12	1.60E-09	-1.26E-12
1.18E-04	3.99E-03	-2.53E-04	1.45E-03	-1.19E-04	9.29E-06	2.16E-08	4.32E-06	1.08E-08	1.54E-09	-1.19E-12	1.63E-09	-1.28E-12
1.19E-04	4.02E-03	-2.55E-04	1.46E-03	-1.20E-04	9.39E-06	2.19E-08	4.36E-06	1.09E-08	1.56E-09	-1.22E-12	1.65E-09	-1.31E-12
1.20E-04	4.04E-03	-2.57E-04	1.47E-03	-1.20E-04	9.49E-06	2.22E-08	4.41E-06	1.11E-08	1.59E-09	-1.24E-12	1.68E-09	-1.33E-12
1.20E-04	4.06E-03	-2.58E-04	1.48E-03	-1.21E-04	9.60E-06	2.25E-08	4.46E-06	1.12E-08	1.62E-09	-1.27E-12	1.71E-09	-1.36E-12
1.21E-04	4.09E-03	-2.60E-04	1.49E-03	-1.22E-04	9.70E-06	2.27E-08	4.51E-06	1.13E-08	1.65E-09	-1.29E-12	1.74E-09	-1.38E-12
1.22E-04	4.11E-03	-2.61E-04	1.50E-03	-1.23E-04	9.81E-06	2.30E-08	4.56E-06	1.15E-08	1.67E-09	-1.31E-12	1.77E-09	-1.41E-12
1.23E-04	4.14E-03	-2.63E-04	1.51E-03	-1.23E-04	9.91E-06	2.33E-08	4.61E-06	1.16E-08	1.70E-09	-1.34E-12	1.80E-09	-1.44E-12
1.23E-04	4.16E-03	-2.65E-04	1.52E-03	-1.24E-04	1.00E-05	2.36E-08	4.66E-06	1.18E-08	1.73E-09	-1.36E-12	1.83E-09	-1.46E-12
1.24E-04	4.19E-03	-2.66E-04	1.52E-03	-1.25E-04	1.01E-05	2.39E-08	4.71E-06	1.19E-08	1.76E-09	-1.39E-12	1.86E-09	-1.49E-12
1.25E-04	4.21E-03	-2.68E-04	1.53E-03	-1.26E-04	1.02E-05	2.42E-08	4.76E-06	1.21E-08	1.79E-09	-1.42E-12	1.89E-09	-1.52E-12
1.26E-04	4.24E-03	-2.70E-04	1.54E-03	-1.26E-04	1.04E-05	2.45E-08	4.81E-06	1.22E-08	1.82E-09	-1.44E-12	1.92E-09	-1.55E-12
1.27E-04	4.26E-03	-2.71E-04	1.55E-03	-1.27E-04	1.05E-05	2.48E-08	4.86E-06	1.24E-08	1.85E-09	-1.47E-12	1.95E-09	-1.58E-12
1.27E-04	4.29E-03	-2.73E-04	1.56E-03	-1.28E-04	1.06E-05	2.51E-08	4.92E-06	1.25E-08	1.88E-09	-1.50E-12	1.99E-09	-1.61E-12
1.28E-04	4.31E-03	-2.75E-04	1.57E-03	-1.29E-04	1.07E-05	2.55E-08	4.97E-06	1.27E-08	1.91E-09	-1.53E-12	2.02E-09	-1.64E-12
1.29E-04	4.34E-03	-2.77E-04	1.58E-03	-1.30E-04	1.08E-05	2.58E-08	5.02E-06	1.28E-08	1.94E-09	-1.55E-12	2.05E-09	-1.67E-12
1.30E-04	4.36E-03	-2.78E-04	1.59E-03	-1.30E-04	1.09E-05	2.61E-08	5.07E-06	1.30E-08	1.97E-09	-1.58E-12	2.09E-09	-1.70E-12
1.31E-04	4.39E-03	-2.80E-04	1.60E-03	-1.31E-04	1.10E-05	2.64E-08	5.13E-06	1.32E-08	2.01E-09	-1.61E-12	2.12E-09	-1.73E-12
1.31E-04	4.41E-03	-2.82E-04	1.61E-03	-1.32E-04	1.12E-05	2.67E-08	5.18E-06	1.33E-08	2.04E-09	-1.64E-12	2.15E-09	-1.76E-12
1.32E-04	4.44E-03	-2.83E-04	1.62E-03	-1.33E-04	1.13E-05	2.71E-08	5.24E-06	1.35E-08	2.07E-09	-1.67E-12	2.19E-09	-1.80E-12
1.33E-04	4.47E-03	-2.85E-04	1.63E-03	-1.34E-04	1.14E-05	2.74E-08	5.29E-06	1.37E-08	2.11E-09	-1.70E-12	2.23E-09	-1.83E-12
1.34E-04	4.49E-03	-2.87E-04	1.64E-03	-1.35E-04	1.15E-05	2.77E-08	5.35E-06	1.38E-08	2.14E-09	-1.74E-12	2.26E-09	-1.86E-12
1.35E-04	4.52E-03	-2.89E-04	1.65E-03	-1.35E-04	1.16E-05	2.81E-08	5.41E-06	1.40E-08	2.18E-09	-1.77E-12	2.30E-09	-1.90E-12
1.35E-04	4.55E-03	-2.90E-04	1.66E-03	-1.36E-04	1.18E-05	2.84E-08	5.46E-06	1.42E-08	2.21E-09	-1.80E-12	2.34E-09	-1.93E-12
1.36E-04	4.57E-03	-2.92E-04	1.66E-03	-1.37E-04	1.19E-05	2.88E-08	5.52E-06	1.43E-08	2.25E-09	-1.83E-12	2.37E-09	-1.97E-12
1.37E-04	4.60E-03	-2.94E-04	1.67E-03	-1.38E-04	1.20E-05	2.91E-08	5.58E-06	1.45E-08	2.28E-09	-1.87E-12	2.41E-09	-2.00E-12
1.38E-04	4.62E-03	-2.96E-04	1.68E-03	-1.39E-04	1.21E-05	2.95E-08	5.64E-06	1.47E-08	2.32E-09	-1.90E-12	2.45E-09	-2.04E-12
1.39E-04	4.65E-03	-2.98E-04	1.69E-03	-1.39E-04	1.23E-05	2.98E-08	5.70E-06	1.49E-08	2.36E-09	-1.94E-12	2.49E-09	-2.08E-12
1.40E-04	4.68E-03	-2.99E-04	1.70E-03	-1.40E-04	1.24E-05	3.02E-08	5.76E-06	1.51E-08	2.40E-09	-1.97E-12	2.53E-09	-2.11E-12
1.40E-04	4.70E-03	-3.01E-04	1.71E-03	-1.41E-04	1.25E-05	3.06E-08	5.82E-06	1.52E-08	2.44E-09	-2.01E-12	2.57E-09	-2.15E-12
1.41E-04	4.73E-03	-3.03E-04	1.72E-03	-1.42E-04	1.26E-05	3.09E-08	5.88E-06	1.54E-08	2.48E-09	-2.04E-12	2.61E-09	-2.19E-12
1.42E-04	4.76E-03	-3.05E-04	1.73E-03	-1.43E-04	1.28E-05	3.13E-08	5.94E-06	1.56E-08	2.51E-09	-2.08E-12	2.66E-09	-2.23E-12
1.43E-04	4.79E-03	-3.07E-04	1.74E-03	-1.44E-04	1.29E-05	3.17E-08	6.00E-06	1.58E-08	2.56E-09	-2.12E-12	2.70E-09	-2.27E-12
