pO2 mew_e electrons holes VO{2} VO{1} VO{0} VM{-4} VM{-3} VM{-2} VM{-1} VM{0} Oi{-2} Oi{-1} Oi{0} Mi{4} Mi{3} Mi{2} Mi{1} Mi{0} Csi{0} Csi{-1} Csi{1} CssubZr{-5} CssubZr{-4} CssubZr{-3} CssubO{1} CssubO{2} CssubO{3} Stoich
-33 3.16036138583092 -1.26475936231015 -8.58492365646868 -1.67730600957302 -1.98275814171899 -2.29422048876963 -13.5114879773765 -23.1984918551459 -33.0225401937142 -42.8700363814397 -56.0674695431015 -13.6046299475812 -20.5416539420681 -30.1158222111911 -11.7956392322144 -10.4131765276953 -9.08137647727922 -10.2618349854885 -11.4462206001051 -16.8004753092867 -20.3769039615502 -14.5578369654634 -15.6254902228849 -10.3866542769922 -4.71078492768429 -9.11602323779512 -3.00921391988859 -5.81578592905165 -0.648362586134906 
-32.8 3.14996205114562 -1.29969959253184 -8.54998342624699 -1.7065758927492 -2.04696825511685 -2.39337083238919 -13.4512516294921 -23.1033152770398 -32.8924233853864 -42.7049793428903 -55.8674722743303 -13.5745104079199 -20.4765941721851 -30.0158222110864 -11.8558783112229 -10.5083558369255 -9.21149601673112 -10.4268947551621 -11.6462206000004 -16.7740564574875 -20.3854253399727 -14.4964778834426 -15.5737752535277 -10.2999990774134 -4.58918949788374 -9.15381449949888 -3.0120649513699 -5.78369673031165 -0.695535693225149 
-32.6 3.1395924832309 -1.33453981079617 -8.51514320798265 -1.73615283395017 -2.11138541458216 -2.49262821011883 -13.3906161054606 -23.007839534744 -32.7621074248263 -42.5398231640658 -55.6674758772415 -13.5441908443712 -20.411434390372 -29.915822211009 -11.9165174380881 -10.603835182055 -9.34181558012501 -10.5920545368204 -11.846220599923 -16.7482546279569 -20.3944637287064 -14.4358358356476 -15.5221781183074 -10.2135617239287 -4.46791192613474 -9.19242982951062 -3.01584006311807 -5.75263162379511 -0.741595780911296 
-32.4 3.12924622802439 -1.36930170180049 -8.48038131697833 -1.76597771878467 -2.17597219042097 -2.59197687696196 -13.3296684000521 -22.9121299383311 -32.6316359374091 -42.3745897856443 -55.4674806078157 -13.5137146263226 -20.3461962813191 -29.8158222109518 -11.9774698740136 -10.6995495089848 -9.4722917980591 -10.7572926457588 -12.0462205998657 -16.7234208821801 -20.4043918739339 -14.3762401988665 -15.4711585581836 -10.1277802728006 -4.34736858400234 -9.23218285963029 -3.02083120223265 -5.72286087190575 -0.786638533479811 
-32.2 3.11891448192091 -1.40401484435927 -8.44566817441955 -1.7959783028413 -2.2406859170364 -2.69140374613617 -13.268527139215 -22.8162755349353 -32.5010683914545 -42.2093090971309 -55.2674867767436 -13.4831409113978 -20.2809094238355 -29.7158222109095 -12.0386173037361 -10.7954100812661 -9.60286551289918 -10.9225795031576 -12.2462205998233 -16.6999992755586 -20.4156834098712 -14.3181054496862 -15.4213088333262 -10.0432174053844 -4.22809257402737 -9.27347497966615 -3.0274101797105 -5.69472670682443 -0.830769804274137 
-32 3.10858565631202 -1.43871817448716 -8.41096484429166 -1.82606581246179 -2.30547675678476 -2.79089791601242 -13.2073484281462 -22.7203934937386 -32.3704830201299 -42.0440203956784 -55.0674947451632 -13.4525475716223 -20.2156127539321 -29.6158222108782 -12.0998039831932 -10.8913000908511 -9.73345885261208 -11.0878761729984 -12.446220599792 -16.6785416987615 -20.4289291632019 -14.2619445427612 -15.3733758756194 -9.96058111754977 -4.1107529560648 -9.31680824264906 -3.03604011256476 -5.66865330955119 -0.874107226171248 
-31.8 3.09824507090298 -1.47346101580849 -8.37622200297034 -1.85613249351473 -2.37028627915903 -2.89045027970802 -13.1463299553438 -22.6246321796149 -32.2399788646848 -41.878773398912 -54.8675049070754 -13.4220332542418 -20.1503555952303 -29.515822210855 -12.1608326178847 -10.987071566864 -9.86397316994624 -11.2531333316539 -12.6462205997688 -16.6597156864102 -20.4448459921719 -14.2083756890885 -15.3282742318102 -9.88073663241918 -3.99616562961289 -9.36279175269477 -3.04728078128991 -5.64515113695462 -0.916781781471402 
-31.6 3.08787499850587 -1.50830292905921 -8.34138008971961 -1.88605158690707 -2.4350472858021 -2.99005319960181 -13.0857103537192 -22.5291706647395 -32.1096754365588 -41.7136280575352 -54.6675176524479 -13.3917170807261 -20.0851975084639 -29.4158222108379 -12.2214649648647 -11.0825458270946 -9.99428934342765 -11.418291418386 -12.8462205997517 -16.6442982183184 -20.4642704373309 -14.158116307746 -15.2870790753616 -9.80469956271989 -3.88528664666287 -9.41213529126356 -3.0617824066072 -5.62481084902158 -0.95893834778535 
-31.4 3.07745533497973 -1.54331146118677 -8.30637155759205 -1.91568155587838 -2.49968578690097 -3.08970023282825 -13.025760137633 -22.4342119165258 -31.9797081562174 -41.5486522450663 -54.4675333078515 -13.3617341449686 -20.0202060405788 -29.3158222108253 -12.2814308363417 -11.1775202306993 -10.1242722791598 -11.5832828862458 -13.046220599739 -16.6331480120366 -20.4881287631767 -14.1119575693367 -15.2509871851339 -9.7335991403646 -3.77917769218002 -9.46562358609297 -3.08026216930982 -5.60828207959625 -1.00073389339288 
-31.2 3.06696511026121 -1.57855706851014 -8.27112595026868 -1.94487600689556 -2.56412584524152 -3.18938589849216 -12.9667613182384 -22.3399674898078 -31.8502181221761 -41.3839166037017 -54.2675520591634 -13.332225359606 -19.9554516478928 -29.2158222108159 -12.3404484070389 -11.2717834087198 -10.2537810645037 -11.748037278913 -13.2462205997296 -16.6271518602411 -20.5173782187045 -14.0707158102178 -15.2212378212765 -9.66860416918392 -3.67893711367597 -9.52406749264776 -3.10346046854047 -5.59623477150392 -1.0423320629379 
-31 3.05638482044833 -1.61410528126231 -8.23557773751651 -1.97349916555523 -2.62829721665336 -3.28910548265617 -12.9089759826289 -22.2466339414462 -31.7213363610623 -41.2194866298357 -54.0675738725453 -13.3033217851034 -19.8909998606381 -29.115822210809 -12.3982555560232 -11.3651387704563 -10.3826846389924 -11.9124890661539 -13.4462205997227 -16.6271483814501 -20.5529229526657 -14.0351641186746 -15.1989972196352 -9.61081535479036 -3.58560008653025 -9.58823538527513 -3.13208014841644 -5.58930623862733 -1.08389374195563 
-30.8 3.04569917634353 -1.65000746889132 -8.1996755498875 -2.00144418913172 -2.69214442785886 -3.38885488149068 -12.8526093004395 -22.1543650716277 -31.5931653036148 -41.0554133847592 -53.8675984398398 -13.2751261603563 -19.8269020482619 -29.0158222108038 -12.454646805502 -11.4574322075641 -10.5108802637292 -12.0765868785197 -13.6462205997175 -16.6338430812116 -20.5955198400563 -14.0059566308072 -15.1852274248414 -9.56114337236761 -3.50002591647848 -9.65877729624772 -3.16671987175926 -5.58804377434152 -1.1255648246341 
-30.6 3.03489952362361 -1.6862927086463 -8.16339031013253 -2.02864931212549 -2.7556347906076 -3.4886304839944 -12.7977769935556 -22.0632475249889 -31.465762517221 -40.8917253586104 -53.667625173936 -13.2476966398624 -19.7631872880131 -28.9158222108 -12.5095058464783 -11.5485764882953 -10.6383097842154 -12.2403016387609 -13.8462205997136 -16.6477359398869 -20.6456979384865 -13.9835642497275 -15.1805732163916 -9.52020392416286 -3.42280122851876 -9.73616051767522 -3.20781785343254 -5.59285651625945 -1.16746412012764 
-30.4 3.02398515560753 -1.7229633748712 -8.12671964390762 -2.05510658816647 -2.81876273287349 -3.5884290924852 -12.7444877488359 -21.9732876140443 -31.3391319400515 -40.728424115216 -53.4676532643167 -13.2210379723092 -19.699857954235 -28.815822210797 -12.5628231815758 -11.6385644896177 -10.7649684517627 -12.4036309725331 -14.0462205997108 -16.6690804995834 -20.7037131644079 -13.9682381431991 -15.1852991975962 -9.48825923914251 -3.35418587727351 -9.82063301964063 -3.25561968917266 -5.60398768577466 -1.20967495385163 
-30.2 3.01296310090493 -1.75999585247474 -8.08968716630408 -2.08086041411516 -2.88154903642572 -3.68824787364095 -12.6926461747831 -21.8844135623879 -31.2132254107916 -40.5654851083526 -53.2676817798497 -13.1951029275141 -19.6368904318364 -28.7158222107948 -12.6146932711602 -11.7274670568057 -10.8909034965543 -12.5665984949282 -14.2462205997094 -16.6978817011599 -20.7695468435879 -13.960006867172 -15.1992913027255 -9.46521886666829 -3.29411302719575 -9.91222052477145 -3.31017471669995 -5.62151023569879 -1.25224292771971 
-30 3.00184652045982 -1.79734592262671 -8.05233709615212 -2.10599672924347 -2.944035421706 -3.7880843290732 -12.6420744646091 -21.7964917820619 -31.0879535603136 -40.4028631877226 -53.0677097890678 -13.1698030678165 -19.5742405019868 -28.6158222107933 -12.66529299055 -11.8154168463474 -11.016203356248 -12.7292484247738 -14.446220599707 -16.7339256138669 -20.8429408264469 -13.958700709727 -15.222113575412 -9.4506910692028 -3.24223515957829 -10.0107508227603 -3.37135494453682 -5.64534039338331 -1.2951801144506 
-29.8 2.99065226448465 -1.83495697109942 -8.0147260476794 -2.13062657767555 -3.00627631861079 -3.88793627445072 -12.5925453360442 -21.7093516050243 -30.9632023348033 -40.2405009137396 -52.8677364666121 -13.1450251647607 -19.5118515504583 -28.5158222107921 -12.7148487966587 -11.9025837009288 -11.1409812593021 -12.8916373763007 -14.6462205997065 -16.7768261716803 -20.9234524327331 -13.9639902190678 -15.2530960531345 -9.44406249845258 -3.19799554035535 -10.1158922774798 -3.43888535078357 -5.67525975115773 -1.33847400719789 
-29.6 2.97939824777814 -1.87276880681235 -7.97691421196647 -2.15486845114563 -3.0683300277938 -3.98780181934665 -12.5438173779353 -21.6228118112025 -30.8388507052686 -40.0783374484919 -52.6677611656515 -13.1206488361857 -19.4496633861703 -28.4158222107912 -12.7636014538053 -11.9891481937884 -11.2653575878745 -13.053825540586 -14.8462205997048 -16.8260745599888 -21.0105126567545 -13.9754267716634 -15.291428319048 -9.44458292865311 -3.16070413484296 -10.2271943749722 -3.51237561256306 -5.71093817722391 -1.38209870877418 
-29.4 2.96810116120059 -1.91072535093738 -7.93895766784144 -2.17883288749426 -3.13025100826746 -4.08767934394534 -12.4956658393509 -21.5367037284931 -30.7147860784341 -39.9163162775324 -52.4677834505669 -13.0965619244351 -19.3876199302947 -28.3158222107905 -12.8117752773052 -12.0752785614133 -11.3894444996245 -13.2158689964611 -15.0462205997049 -16.8810825881377 -21.1034772290284 -13.9924782556872 -15.3362413527382 -9.45143941821829 -3.12960408028311 -10.3441233835954 -3.59134807706129 -5.75195409759749 -1.42602607374509 
-29.2 2.95677480598397 -1.94878023337143 -7.9009027854074 -2.20261125050017 -3.19208425370741 -4.18756747181934 -12.447905013599 -21.4508880203072 -30.5909154878142 -39.7543908044784 -52.2678030950789 -13.0726716893027 -19.3256748127282 -28.21582221079 -12.8595557475677 -12.1611139141099 -11.5133347347551 -13.3778141140257 -15.2462205997036 -16.9412174389387 -21.2016669622634 -14.0145582240541 -15.3866702602218 -9.46381344326788 -3.10392322289865 -10.4660914798368 -3.67526129086864 -5.79781242897042 -1.47023525179469 
-29 2.94542913229225 -1.98690002303154 -7.86278299574728 -2.22626923912963 -3.25386203199699 -4.28746503976903 -12.4004011331605 -21.3652643502085 -30.4671720280554 -39.5925275550595 -52.0678200559999 -13.0489112686225 -19.263794602388 -28.1158222107896 -12.9070765889276 -12.2467545451299 -11.6370951554352 -13.539694324366 -15.446220599704 -17.0058287980223 -21.3043981110071 -14.0410497934776 -15.4418975285273 -9.48092092191331 -3.08291091188396 -10.5924806172104 -3.76353063858208 -5.84796198702412 -1.51471984972349 
-28.8 2.93406992442397 -2.02506528552806 -7.82461773325076 -2.24984474084226 -3.31560279620614 -4.3873710664747 -12.3530765607382 -21.2797745152897 -30.3435169306401 -39.4307071951477 -51.8678344335916 -13.0252417936153 -19.2019598648842 -28.0158222107893 -12.9544155389404 -12.3322587576393 -11.7607646304411 -13.7015290618684 -15.6462205997029 -17.0742704110348 -21.4110049865161 -14.0713261439936 -15.5011798316145 -9.50203796250391 -3.06586268997804 -10.7226629944324 -3.85554775330754 -5.90181383925268 -1.55949253360062 
-28.6 2.92269899659959 -2.06326992534789 -7.78641309343094 -2.27334911659615 -3.37731181177985 -4.48728472186824 -12.3059071142251 -21.1944004289568 -30.2199382044873 -39.2689238291752 -51.6678464277992 -13.0016510732547 -19.1401645047038 -27.9158222107891 -13.0015969796617 -12.4176448381803 -11.884355350802 -13.863324422049 -15.8462205997034 -17.1459175596976 -21.5208567749988 -14.1047686528366 -15.5638621735842 -9.52651566465387 -3.05213575230818 -10.8560191586691 -3.9506992777245 -5.9587607238502 -1.60458732514538 
-28.4 2.91131473130235 -2.10151937710872 -7.7481636416701 -2.29677079010518 -3.43898293704972 -4.58720529889894 -12.2589147906683 -21.1091586536392 -30.0964469774089 -39.1071831503359 -51.467856297199 -12.9781499767762 -19.0784139564645 -27.8158222107889 -13.0485991726174 -12.5028964828968 -12.0078564472794 -14.0250749702873 -16.0462205997024 -17.2201810168397 -21.6333696839018 -14.1407826582179 -15.6293827589306 -9.55378679823935 -3.04115743413282 -10.9919537410813 -4.04838440837581 -6.01819640274029 -1.65006013087683 
-28.2 2.89991279444712 -2.13982820269716 -7.70985481608166 -2.32008002892901 -3.50060100146199 -4.68713218889965 -12.2121581205733 -21.0240931579557 -29.973072656137 -38.9455000034755 -51.2678643247503 -12.9547676279529 -19.0167227820528 -27.7158222107888 -13.0953638702642 -12.5879700061321 -12.1312387961031 -14.1867661446994 -16.246220599703 -17.2965174037399 -21.7480148963904 -14.1788102195296 -15.6972713013243 -9.58336651504466 -3.0324283253497 -11.1299081923939 -4.14803003409996 -6.07953320287638 -1.6959881951502 
-28 2.88848688887083 -2.17821755965199 -7.67146545912683 -2.34323398728586 -3.56214431677367 -4.78706486116615 -12.1657220158169 -20.9392676962445 -29.849857837471 -38.7838958278547 -51.0678707921746 -12.9315463418625 -18.9551121390075 -27.6158222107887 -13.141806442444 -12.6728019352668 -12.2544600821925 -14.3483767877437 -16.4462205997021 -17.3744357682909 -21.8643226178962 -14.2183392271258 -15.7671429180739 -9.61484877483939 -3.02552122818959 -11.2693698722567 -4.24910235700791 -6.14221616882912 -1.74246919327321 
-27.8 2.87702944890225 -2.21671286751232 -7.6329701512665 -2.36618135718378 -3.62358699453192 -4.88700284678474 -12.1197084179519 -20.8547587905191 -29.7268536238853 -38.6223963064086 -50.8678759628682 -12.9085369575831 -18.8936074468678 -27.5158222107887 -13.1878252110034 -12.7573160116864 -12.3774694664725 -14.509881479884 -16.6462205997028 -17.4535004809874 -21.981882638453 -14.2589086319619 -15.8386893407657 -9.64789988967087 -3.02007703516074 -11.4098772627114 -4.35111443960235 -6.20573294356361 -1.7896206050545 
-27.6 2.86553222142265 -2.2553418555394 -7.59434116323942 -2.38886626066052 -3.68490088603574 -4.98694572631563 -12.0742284794057 -20.7706498639459 -29.6041157092849 -38.4610294037812 -50.6678800722137 -12.8857949336372 -18.8322364348948 -27.4158222107886 -13.2333092588942 -12.8414290476043 -12.5002114904175 -14.6712524918561 -16.846220599702 -17.5333308985469 -22.1003420440396 -14.3001100614944 -15.9116688078061 -9.68225036868424 -3.01579852614704 -11.5510215717748 -4.45362976063867 -6.26961927657247 -1.83757989228059 
-27.4 2.85398671564599 -2.29413305152165 -7.55554996725718 -2.41123126306099 -3.74605708441845 -5.0868931206806 -12.0293965146427 -20.6870267032006 -29.4817013525574 -38.2998238510714 -50.4678833235217 -12.8633773256017 -18.771027630877 -27.3158222107886 -13.2781444749659 -12.9250554596583 -12.6226290984538 -14.8324612958746 -17.0462205997027 -17.6135985516256 -22.2194008931006 -14.3415865185909 -15.9858956921042 -9.71768605700003 -3.01244301848058 -11.6924454232364 -4.55626241611795 -6.33346073606988 -1.88650588804501 
-27.2 2.84238452861246 -2.33311468816419 -7.51656833061463 -2.43321955363028 -3.80702701163028 -5.18684468453497 -11.9853256255842 -20.6039741774996 -29.3596671902138 -38.1388080520853 -50.267885887893 -12.8413405988867 -18.7100092675196 -27.2158222107886 -13.3222179283949 -13.0081105497299 -12.7446658251678 -14.9934796592312 -17.2462205997018 -17.6940227069632 -22.3388066850807 -14.3830290372859 -16.0612305950258 -9.7540393232791 -3.0098146481171 -11.8338395057857 -4.65867486202479 -6.39689154533381 -1.93658175180296 
-27 2.83071756663412 -2.37231395906436 -7.47736905971446 -2.45477642875386 -3.86778315765403 -5.28680010145889 -11.9421247277328 -20.521574008748 -29.2380677505621 -37.9780093415335 -50.067887906441 -12.8197391406871 -18.6492085384197 -27.1158222107885 -13.365420844795 -13.0905127370301 -12.8662672833682 -15.1542803883318 -17.4462205997026 -17.7743650901443 -22.458348339162 -14.4241721495668 -16.1375713512558 -9.7911808086089 -3.00775686254674 -11.9749380349907 -4.76057412032953 -6.45959153273876 -1.98801987900999 
-26.8 2.81897818805646 -2.41175653905389 -7.43792647972494 -2.4758502477262 -3.9282995566159 -5.38675908041029 -11.8998966350043 -20.43990333603 -29.1169544978545 -37.8174535088363 -49.8678894937543 -12.7986243006661 -18.5886511184092 -27.0158222107885 -13.407650524836 -13.1721849970607 -12.9873821233884 -15.3148378083414 -17.6462205997018 -17.8544244221794 -22.5778502511865 -14.4647889016124 -16.2148451705518 -9.82901204791543 -3.00614552186374 -12.1155137659876 -4.86170727133695 -6.52128210375627 -2.04106929259907 
-26.6 2.80715929096186 -2.45146628952815 -7.39821672925067 -2.49639301939223 -3.9885520787562 -5.48672135302485 -11.8587368849061 -20.3590338354575 -28.9963752468078 -37.6571645073154 -49.6678907417591 -12.7780438016144 -18.5283608688833 -26.9158222107883 -13.4488115229397 -13.2530557456386 -13.1079626224406 -15.4751280578679 -17.8462205997025 -17.9340312134533 -22.6971667929348 -14.504685942412 -16.2930019622019 -9.86745908909124 -3.00488281256528 -12.255373079402 -4.96185683427676 -6.58172191622219 -2.09602634074731 
-26.4 2.79525436512267 -2.49146508389153 -7.35821793488729 -2.51636074911174 -4.04851860283909 -5.58668667147112 -11.8187330441395 -20.2790312003275 -28.8763738173144 -37.4971642834586 -49.4678917235389 -12.7580413903412 -18.4683596632467 -26.8158222107883 -13.4888163454862 -13.3330593625484 -13.2279650337138 -15.6351292635045 -18.0462205997025 -18.0130430771066 -22.8161774509514 -14.5436990117019 -16.3720087794518 -9.90646711197783 -3.00389204108849 -12.3943514671378 -5.0608364276499 -6.64070271523157 -2.1532500358854 
-26.2 2.78325752324054 -2.5317727025979 -7.31791031618093 -2.53571364689147 -4.10817911932519 -5.68665480666358 -11.7799642922178 -20.1999548296995 -28.7569898279801 -37.3374726754179 -49.2678924967919 -12.7386566277539 -18.408667281953 -26.7158222107883 -13.5275858706607 -13.4121365064293 -13.347349796301 -15.7948216447981 -18.2462205997024 -18.091340701875 -22.9347826944262 -14.581689017764 -16.451845271005 -9.94599598482464 -3.00311329522894 -12.5323096083927 -5.15848695019768 -6.69804561907337 -2.21318422863309 
-26 2.77116352141184 -2.57240676438971 -7.27727625438912 -2.55441626335223 -4.16751579757776 -5.78662554670796 -11.7425011494343 -20.1218576251242 -28.6382585616129 -37.1781073472589 -49.0678931068411 -12.7199247513376 -18.3493013437449 -26.6158222107883 -13.5650496234934 -13.4902343210539 -13.4660816727174 -15.9541875830063 -18.4462205997024 -18.1688245078574 -23.0529005622004 -14.6185387619546 -16.5324999959958 -9.98601664802356 -3.00249989663605 -12.6691300926273 -5.25467337264125 -6.75359797972475 -2.27639032249153 
-25.8 2.75896777443631 -2.61338267486332 -7.2363003439155 -2.57243759120988 -4.22651303590903 -5.88659869551285 -11.706405273653 -20.0447858388693 -28.5202108648844 -37.0190837400568 -48.8678935891654 -12.7018765722848 -18.2902772542185 -26.5158222107884 -13.6011459815989 -13.567306589633 -13.5841298517701 -16.1132116725326 -18.6462205997024 -18.2454119343626 -23.1704638991792 -14.6541502779862 -16.6139674571933 -10.0265081987475 -3.00201553688636 -12.8047147574642 -5.34928212700373 -6.80723082361399 -2.343596982666 
-25.6 2.74666636978327 -2.65471357954466 -7.19496943923417 -2.58975115785221 -4.28515750723268 -5.98657407151784 -11.6717292746836 -19.9687789352185 -28.4028730565522 -36.8604150270433 -48.6678939714705 -12.6845383816475 -18.2316081588998 -26.4158222107884 -13.6358223628736 -13.643313875589 -13.7014680424074 -16.2718807678513 -18.8462205997024 -18.3210353027296 -23.2874181722276 -14.6884427416718 -16.6962457312721 -10.067455568145 -3.00163200160253 -12.9389825971545 -5.44221906201343 -6.85883685394198 -2.41577854311886 
-25.4 2.7342560806901 -2.69641031987996 -7.15327269889886 -2.60633511218525 -4.34343820190103 -6.08655150652148 -11.6385165399175 -19.8938694601171 -28.2862668411156 -36.7021120712714 -48.4678942753633 -12.6679318623181 -18.1733048992351 -26.3158222107884 -13.6690354015323 -13.718223654583 -13.8180745617368 -16.4301840275159 -19.0462205997023 -18.3956401485139 -23.4037197583472 -14.7213508471208 -16.7793345826257 -10.1088476791633 -3.00132737228553 -13.0718681376075 -5.53340786213042 -6.90832891372405 -2.49428458642298 
-25.2 2.72173437795755 -2.73848139360561 -7.11120162517322 -2.62217230281018 -4.4013464662516 -6.18653084459771 -11.6068010771422 -19.8200829236162 -28.170409230889 -36.5441833873191 -48.2678945176854 -12.6520740097694 -18.1153759729608 -26.2158222107884 -13.7007511066297 -13.7920104334061 -13.9339324142855 -16.5881129537903 -19.2462205997023 -18.4691839283844 -23.5193346119433 -14.7528235532656 -16.8632339734465 -10.1506759962584 -3.00108461565502 -13.2033201818282 -5.62278883262618 -6.95563881049378 -2.5810668854658 
-25 2.70909943929018 -2.78093292336533 -7.06875009541349 -2.63725033978682 -4.45887603298797 -6.2865119410938 -11.5766073900612 -19.7474377067754 -28.0553124842886 -36.3866351109589 -48.0678947115655 -12.6369770692889 -18.0578275027205 -26.1158222107884 -13.7309449875908 -13.8646558441269 -14.049029354766 -16.7456614240305 -19.4462205997023 -18.5416350148976 -23.6342372282162 -14.7828231100191 -16.9479429026384 -10.1929333956906 -3.00089048532749 -13.3333008350781 -5.71031795611564 -7.00071640422389 -2.67910733687836 
