pO2 mew_e electrons holes VO{2} VO{1} VO{0} VM{-4} VM{-3} VM{-2} VM{-1} VM{0} Oi{-2} Oi{-1} Oi{0} Mi{4} Mi{3} Mi{2} Mi{1} Mi{0} Csi{0} Csi{-1} Csi{1} CssubZr{-5} CssubZr{-4} CssubZr{-3} CssubO{1} CssubO{2} CssubO{3} Stoich
-24.8 2.6963501540904 -2.82376864060329 -7.02591437817553 -2.65156162592761 -4.51602303636672 -6.38649466171052 -11.547950414693 -19.6759450141693 -27.9409840744444 -36.2294709838768 -47.8678948672454 -12.6226485037648 -18.0006632199585 -26.0158222107884 -13.7596021186389 -13.936148692413 -14.1633579202901 -16.9028257067925 -19.6462205997023 -18.6129718891885 -23.7484098197451 -14.8113242670721 -17.0334585187991 -10.2356132946133 -3.00073466701225 -13.4617847127474 -5.79596611654776 -7.04352884741767 -2.79330758868872 
-24.6 2.68348612227965 -2.86698988952434 -6.98269312925448 -2.66510334803407 -4.57278600739423 -6.48647888165907 -11.5208355358532 -19.6056088864085 -27.8274266977626 -36.0726923582739 -47.6678949927215 -12.6090910016069 -17.9438844688796 -25.9158222107884 -13.7867171229547 -14.0064849456498 -14.276915422448 -17.0596044578715 -19.8462205997022 -18.6831824697772 -23.8618416492549 -14.8383135987398 -17.1197754694691 -10.2787089963623 -3.00060911984017 -13.588758264364 -5.87971841924255 -7.08405990119179 -2.93260737341568 
-24.4 2.67050764435771 -2.91059566049355 -6.93908735828528 -2.67787740933824 -4.6291658396676 -6.58646448490164 -11.4952587212597 -19.5364263008457 -27.7146383412306 -35.9162982307728 -47.4678950942511 -12.5963025435453 -17.8874902398488 -25.8158222107884 -13.8122940390779 -14.0756676327422 -14.3897038805095 -17.2159986869022 -20.0462205997022 -18.7522634945702 -23.9745284450171 -14.8637888525636 -17.2068854506378 -10.3222132065618 -3.00050755907041 -13.71421912143 -5.9615735053401 -7.12230921631976 -3.11617771436085 
-24.2 2.65741570317277 -2.95458265128605 -6.89510036749278 -2.68989030631101 -4.68516572743288 -6.68645136345942 -11.4712067669131 -19.4683873557067 -27.6026124052991 -35.7602853040487 -47.2678951767346 -12.5842765251303 -17.8314772306413 -25.7158222107884 -13.8363460759078 -14.1437066603646 -14.5017298989245 -17.3720116961097 -20.2462205997022 -18.8202199482341 -24.0864718894735 -14.8877583154349 -17.2947769407476 -10.3661177058791 -3.00042506759524 -13.8381754628596 -6.04154285597636 -7.1582915761639 -3.39942951026162 
-24 2.64421193443195 -2.99894536616725 -6.85073765261158 -2.70115292988999 -4.74079106589306 -6.78643941680081 -11.4486576937256 -19.4014755676379 -27.4913379023491 -35.6046480862175 -47.0678952440222 -12.5730019548928 -17.7758399455225 -25.6158222107885 -13.858895216383 -14.210618515721 -14.6130044691621 -17.5276489812285 -20.4462205997022 -18.8870644535842 -24.1976791097048 -14.9102401059039 -17.3834350877914 -10.4104131380416 -3.00035778487658 -13.9606453066695 -6.11964998490584 -7.1920359902118 -4.18701203838018 
-23.8 2.63089858786407 -3.04367624638023 -6.80600677239859 -2.71168030395334 -4.79604932016939 -6.88642855129012 -11.4275812696981 -19.3356682633974 -27.3807997178956 -35.4493790215511 -46.8678952991428 -12.5624637153187 -17.7205708257355 -25.5158222107885 -13.8799716955311 -14.2764258750821 -14.7235427087361 -17.6829181010155 -20.6462205997022 -18.9528166488926 -24.3081621852262 -14.9312614209993 -17.4728417392853 -10.4550889093225 -3.0003026759445 -14.0816557562546 -6.19592955427722 -7.22358467937058 -3.62295625213104 
-23.6 2.61747847769948 -3.0887658365262 -6.76091718225262 -2.7214912520753 -4.85094985843732 -6.98641867970403 -11.4079396756272 -19.2709370791805 -27.2709789435328 -35.2944686570422 -46.6678953444879 -12.5526428956107 -17.6656604158815 -25.4158222107885 -13.8996133349472 -14.3411571046441 -14.8333635284441 -17.8378285108695 -20.8462205997022 -19.0175025026137 -24.4179376290932 -14.9508576845744 -17.5629755890814 -10.5001331689727 -3.00025734544869 -14.2012421482432 -6.27042635612063 -7.25299189106763 -3.28932669084763 
-23.4 2.60395492501812 -3.1342029782666 -6.71548004051222 -2.73060800968959 -4.90550375779201 -7.08640972079912 -11.3896882800506 -19.2072485418636 -27.1618532644754 -35.1399058362445 -46.4678953819498 -12.5435171790915 -17.6110975576219 -25.3158222107885 -13.9178647679856 -14.4048456794229 -14.9424892449633 -17.9923913691291 -21.0462205997021 -19.0811535936897 -24.5270258619096 -14.96907163391 -17.6538124263212 -10.5455328644721 -3.00021989920769 -14.3194471386742 -6.3431942048105 -7.28032259801748 -3.11719145590392 
-23.2 2.59033169259237 -3.17997502924134 -6.66970798953748 -2.73905578587142 -4.95972358494858 -7.18640159893042 -11.3727765150296 -19.1445647258678 -27.0533973975049 -34.9856779182993 -46.2678954130299 -12.535061281041 -17.5568696085966 -25.2158222107885 -13.9347765640866 -14.4675295264987 -15.0509451430138 -18.1466193181543 -21.2462205997021 -19.1438063449195 -24.6354506641142 -14.9859523341651 -17.7453254635048 -10.591273850681 -3.00018883444181 -14.4363197170603 -6.41429473222254 -7.30565107445441 -3.00439865854168 
-23 2.57661291461318 -3.22606809917885 -6.62361491959997 -2.74686229077701 -5.01362315979167 -7.28639424371102 -11.3571488206735 -19.0828439615742 -26.9455835632738 -34.8317710141307 -46.0678954389237 -12.527247420916 -17.5029626785342 -25.1158222107885 -13.9504042843365 -14.5292503166861 -15.1587590031388 -18.3005262482168 -21.4462205997021 -19.2055012297305 -24.7432386188627 -15.0015541490386 -17.8374857238972 -10.6373410411359 -3.0001629549592 -14.5519141767148 -6.48379612193876 -7.3290593942335 -2.92266302416892 
-22.8 2.56280302344567 -3.27246729598624 -6.57721572279258 -2.75405724315765 -5.06721730897971 -7.38638758970645 -11.3427456295651 -19.0220415736584 -26.8383819785506 -34.6781702326001 -45.8678954605857 -12.5200458145306 -17.4493618753414 -25.0158222107883 -13.9648074971077 -14.5900527262647 -15.2659606095247 -18.4541270514102 -21.6462205997028 -19.2662819679979 -24.8504185539375 -15.0159356904986 -17.9302624678636 -10.6837185882949 -3.00014130531081 -14.66628906417 -6.551771812587 -7.35063588807434 -2.86002083553027 
-22.6 2.54890667580366 -3.31915697379211 -6.53052604498671 -2.76067187399478 -5.12052161762271 -7.48638157615532 -11.3295043589863 -18.9621106252738 -26.7317613523601 -34.5248599286037 -45.6678954787835 -12.5134251701424 -17.3960515531473 -24.9158222107883 -13.9780487858834 -14.6499836928463 -15.3725812539122 -18.6074373736035 -21.8462205997021 -19.3261947312519 -24.9570209949973 -15.0291587759466 -18.0236236383446 -10.73039008097 -3.00012312018005 -14.7795061360669 -6.61829920667805 -7.37047360435915 -2.81027389727702 
-22.4 2.53492868035573 -3.36612097617956 -6.48356204259927 -2.76673843977897 -5.17355218579434 -7.5863761467144 -11.3173603838817 -18.9030026477817 -26.6256893724806 -34.3718239463367 -45.467895494129 -12.5073531749173 -17.3430155555347 -24.8158222107884 -13.9901927763344 -14.7090916856847 -15.4786532491381 -18.7604733712168 -22.0462205997028 -19.3852873729171 -25.06307763905 -15.0412874152244 -18.1175363072926 -10.7773387475306 -3.00010778435323 -14.8916293459038 -6.68345841412751 -7.38866880942154 -2.76979067897359 
-22.2 2.52087392881913 -3.41334286770033 -6.43634015107849 -2.77228975924131 -5.22632539677746 -7.68637124921829 -11.3062479629578 -18.8446683353371 -26.5201331685152 -34.2190458508505 -45.2678955071221 -12.5017969579588 -17.2902374470555 -24.7158222107884 -14.0013052102505 -14.7674260111216 -15.5842094660957 -18.9132514796952 -22.246220599702 -19.4436087023606 -25.1686208600142 -15.0523868531471 -18.211967107333 -10.8245476560502 -3.00009480135208 -15.0027238863304 -6.74733106303332 -7.40531956680619 -2.7362582064723 
-22 2.50674733231608 -3.46080614770832 -6.3888768710705 -2.77735878545884 -5.27885770300298 -7.7863668354518 -11.2961010940285 -18.7870581863998 -26.4150597395699 -34.0665091418973 -45.0678955181608 -12.4967235179748 -17.2377007270635 -24.6158222107884 -14.0114520902193 -14.8250361710984 -15.6892829060805 -19.065788199688 -22.4462205997028 -19.501207819956 -25.2736832576176 -15.0625226907346 -18.3068826360072 -10.8719999047164 -3.00008377001023 -15.1128553101514 -6.80999920684627 -7.42052443061154 -2.70811121419909 
-21.8 2.49255376365727 -3.50849444427859 -6.34118857450023 -2.78197821780028 -5.33116543191469 -7.88636286093378 -11.2868542897252 -18.7301230855262 -26.310436342126 -33.9141974478831 -44.8678955275764 -12.4921001111154 -17.1853890236338 -24.5158222107884 -14.0206989039374 -14.8819712813868 -15.7939063129392 -19.2180999031169 -22.646220599702 -19.5581335131665 -25.3782972473984 -15.0717600873748 -18.4022498214846 -10.9196787936235 -3.00007436234711 -15.2220887322735 -6.87154433239819 -7.43438125959281 -2.68424044094661 
-21.6 2.47829800761519 -3.55639168128148 -6.29329133749734 -2.78618016756409 -5.38326461868139 -7.98635928470337 -11.278443245793 -18.6738148045911 -26.206230824188 -33.7620946929422 -44.6678955356327 -12.4878945851212 -17.1332862606367 -24.4158222107884 -14.0291099559266 -14.9382795703789 -15.8981118389341 -19.3702026661148 -22.8462205997027 -19.6144337433711 -25.4824947146058 -15.0801630805765 -18.4980362447598 -10.9675679798959 -3.00006631161657 -15.3304881492448 -6.93204651236656 -7.44698620255866 -2.66383078788145 
-21.4 2.46398471858811 -3.60448222062557 -6.24520079815325 -2.78999587328588 -5.43517086374727 -8.08635606911335 -11.2708054100862 -18.6180864295402 -26.1024119097931 -33.6101852392032 -44.4678955425495 -12.4840756638094 -17.0813767999808 -24.3158222107884 -14.0367477985495 -14.9940079523458 -16.0019307602452 -19.5221121267699 -23.0462205997019 -19.6701552077897 -25.5863067183686 -15.087794005651 -18.5942104128158 -11.0156516086077 -3.00005940098436 -15.4381158587293 -6.99158368250698 -7.45843283335461 -2.64626559482937 
-21.2 2.44961838536801 -3.65275098063202 -6.1969320381468 -2.79345546379106 -5.4868992142589 -8.18635317963142 -11.2638804560676 -18.5628927155152 -25.9989494357616 -33.4584540051653 -44.2678955485051 -12.4806131838223 -17.0296455599873 -24.2158222107884 -14.0436727585244 -15.0492016723272 -16.105393240233 -19.6738433667642 -23.2462205997027 -19.7253429702488 -25.6897632408341 -15.0947130081037 -18.6907419812628 -11.0639144170483 -3.00005344941844 -15.5450319717001 -7.05023103547129 -7.46881142631285 -2.63106704535338 
-21 2.43520330471802 -3.70118352481073 -6.1484994939681 -2.79658778044118 -5.53846407508773 -8.28635058463896 -11.2576106379279 -18.5081903531968 -25.8958145292645 -33.3068865544894 -44.0678955536506 -12.4774782721797 -16.978078104166 -24.1158222107884 -14.0499425818088 -15.1039040397903 -16.2085281518748 -19.8254108225847 -23.4462205997019 -19.7800401920782 -25.7928930068422 -15.1009776857543 -18.7876019291311 -11.1123418207379 -3.00004830892939 -15.6512940543583 -7.10806057395079 -7.47820842061326 -2.61785748923347 
-20.8 2.42074356138073 -3.74976612902917 -6.09991688974965 -2.79942024260318 -5.58987914146817 -8.38634825523784 -11.2519410592555 -18.4539381703059 -25.7929797421552 -33.1554691631617 -43.8678955581045 -12.4746434806166 -16.9266607083844 -24.0158222107885 -14.0556121649358 -15.1581562271357 -16.3113629434387 -19.976828218367 -23.6462205997026 -19.8342879240252 -25.8957233430077 -15.1066428134829 -18.8847626866242 -11.1609199740126 -3.00004385798561 -15.7569568526857 -7.16514076805981 -7.48670601050423 -2.60633342557354 
-20.6 2.40624301417665 -3.79848582821983 -6.05119719055899 -2.80197875404838 -5.64115735210404 -8.48634616506437 -11.2468198598872 -18.4000972717469 -25.6904191444055 -33.0041888662214 -43.6678955619734 -12.4720828789979 -16.8753804075751 -23.9158222107885 -14.0607333681723 -15.2119971295629 -16.4139235450566 -20.1281085191756 -23.8462205997019 -19.8881249576225 -25.9982800757956 -15.1117601478895 -18.9821982200438 -11.2096358082415 -3.00003999302382 -15.8620720969189 -7.22153631310229 -7.49438185635566 -2.59624746756782 
-20.4 2.39170528905197 -3.84733043973848 -6.00235257904034 -2.80428765604898 -5.69231086562328 -8.58634429010227 -11.2421983093272 -18.3466311096683 -25.5881083708082 -32.8530334811054 -43.4678955653388 -12.4697721020353 -16.8242250190938 -23.8158222107885 -14.0653549220985 -15.2654632950077 -16.51623432202 -20.2792639076577 -24.0462205997026 -19.9415877563474 -26.1005874860392 -15.1163783350958 -19.0798840797273 -11.2584770564064 -3.00003662967008 -15.966688409163 -7.27730801382778 -7.50130894556288 -2.5873955242198 
-20.2 2.37713377598993 -3.89628857374156 -5.95339444503726 -2.80636970644839 -5.74335105002577 -8.68634260850783 -11.2380308482761 -18.2935055146141 -25.4860246417509 -32.7019916180451 -43.2678955682754 -12.4676883700414 -16.7731831530969 -23.7158222107885 -14.0695223860854 -15.3185888929977 -16.6183180540131 -20.4303057736538 -24.2462205997018 -19.9947104180728 -26.2026682817677 -15.1205428628181 -19.1777974144047 -11.3074322570807 -3.00003369634131 -16.0708512552909 -7.3325127259526 -7.50755552368424 -2.57960746175906 
-20 2.36253163070614 -3.94534962749024 -5.90433339128859 -2.80824609088199 -5.79428848820805 -8.78634110043878 -11.2342750658357 -18.2406886784251 -25.3841467518133 -32.5510526743587 -43.0678955708404 -12.4658104775388 -16.7222442068455 -23.6158222107885 -14.0732781710914 -15.3714057317524 -16.7201959465165 -20.5812447199059 -24.4462205997026 -20.0475246907127 -26.3045436081563 -15.1242960817094 -19.275916958353 -11.3564907472803 -3.00003113279223 -16.1746029661131 -7.38720338302612 -7.51318512700947 -2.57274017291585 
-19.8 2.34790177955711 -3.99450376885842 -5.8551792499204 -2.80993645559849 -5.84513299429273 -8.88633974789165 -11.2308916335564 -18.1881511047775 -25.2824550367975 -32.4002068179748 -42.8678955730883 -12.4641187602752 -16.6713983482137 -23.5158222107885 -14.0766616056179 -15.4239433076471 -16.8218876637793 -20.7320905785369 -24.6462205997018 -20.1000600191588 -26.4062330779705 -15.1276772687872 -19.3742229958879 -11.4056426434469 -3.00002888759072 -16.2779828006439 -7.44142907618867 -7.51825667880345 -2.56667233392651 
-19.6 2.33324692747374 -4.0437419096773 -5.80594110910152 -2.81145896061451 -5.89589364012763 -8.98633853454543 -11.2278441988025 -18.1358655292048 -25.1809313204059 -32.2494449607643 -42.6678955750589 -12.4625950419129 -16.6206364890326 -23.4158222107885 -14.0797090423431 -15.4762288851912 -16.9234113821423 -20.8828524377188 -24.8462205997025 -20.1523436250725 -26.5077548247031 -15.130722733882 -19.4726973078665 -11.4548788146068 -3.00002691793164 -16.3810270523924 -7.49523518711836 -7.52282464891464 -2.56130037566488 
-19.4 2.31856956763841 -4.09305567322199 -5.75662734555684 -2.81283034459498 -5.94657878765279 -9.08633744561528 -11.2250992547139 -18.0838068215715 -25.0795588492279 -32.0987587260416 -42.4678955767915 -12.4612225690023 -16.5699502525773 -23.3158222107885 -14.0824539881636 -15.5282875945563 -17.0247838550521 -21.0335386741733 -25.0462205997017 -20.2044006023229 -26.6091255654982 -15.1334659475878 -19.571323104573 -11.5041908477686 -3.00002518754877 -16.483769177168 -7.54866354834927 -7.52693924660049 -2.55653533848162 
-19.2 2.30387199268989 -4.14243735656442 -5.70724566221441 -2.8140660000093 -5.99719612640954 -9.18633646771445 -11.2226259896069 -18.031951873122 -24.978322217436 -31.9481404109073 -42.2678955783148 -12.4599859356872 -16.5193319359198 -23.2158222107885 -14.0849272547946 -15.5801425445298 -17.126020488368 -21.1841569908316 -25.2462205997025 -20.2562540280701 -26.7103606745878 -15.1359376899926 -19.6700849485557 -11.5535710084088 -3.00002366484653 -16.586239941672 -7.60175262951079 -7.53064664441996 -2.55230038433333 
-19 2.28915630726624 -4.19187988843129 -5.65780313034753 -2.81518005728453 -6.04775271555164 -9.28633558872343 -11.2203961184172 -17.9802794700654 -24.8772072825126 -31.797582944117 -42.0678955796576 -12.4588709994207 -16.4687744677865 -23.1158222107884 -14.0871571273271 -15.6318149489292 -17.2271354246343 -21.3347144589647 -25.4462205997025 -20.3079250894938 -26.8114742678784 -15.1381662195494 -19.7689686706565 -11.6030121986428 -3.00002232321366 -16.6884675922376 -7.65453774820991 -7.53398923125183 -2.5485288063228 
-18.8 2.27442444079406 -4.24137678623384 -5.60830623254498 -2.8161854706244 -6.09825502669406 -9.3863347976684 -11.2183837108128 -17.9287701646585 -24.7762010793031 -31.647079843105 -41.867895580843 -12.4578647950259 -16.418271365589 -23.0158222107884 -14.0891695361169 -15.6833242555215 -17.3281416290291 -21.4852175611622 -25.6462205997024 -20.3594332105222 -26.9124792867094 -15.1401774427753 -19.8679612818831 -11.6525079120668 -3.00002113883517 -16.7904780244088 -7.70705128257784 -7.53700586781758 -2.54516241384502 
-18.6 2.25967816132652 -4.29092210957434 -5.55876090920449 -2.81709411088109 -6.14870899029125 -9.48633408460609 -11.2165650052209 -17.8774061357262 -24.6752917270303 -31.4966251674916 -41.6678955818892 -12.4569554417069 -16.3678166889295 -22.9158222107884 -14.0909882427549 -15.7346882855 -17.4290509823481 -21.6356722378216 -25.8462205997024 -20.4107961942065 -27.0133875937342 -15.1419951031191 -19.9670508833161 -11.7020521901593 -3.00002009358712 -16.8922949716899 -7.7593229065192 -7.53973216841807 -2.54215021527775 
-18.4 2.24491908801792 -4.34051041833316 -5.50917260044566 -2.81791684927918 -6.19912003744816 -9.58633344052182 -11.2149182411824 -17.8261710629288 -24.5744683454741 -31.3462134771767 -41.4678955828154 -12.4561320592245 -16.3174049976884 -22.8158222107884 -14.0926350077196 -15.7859233592235 -17.5298743648305 -21.7860839290628 -26.0462205997024 -20.4620303416267 -27.1142100499131 -15.1436409417804 -20.0662265754566 -11.7516395735409 -3.00001916820994 -16.9939401662674 -7.81137979233706 -7.54220074547749 -2.53944731851175 
-18.2 2.23014870538645 -4.39013672474825 -5.45954629403057 -2.81866365315338 -6.24949314773745 -9.6863328572262 -11.213423467663 -17.7750499829943 -24.4737209591245 -31.1958397844119 -41.2678955836356 -12.4553846720547 -16.2670313041035 -22.7158222107884 -14.0941297820592 -15.8370444399782 -17.6306217520003 -21.9364576226477 -26.2462205997024 -20.5131506020887 -27.2149566167903 -15.1451348958274 -20.1654783688143 -11.8012650604835 -3.00001834873746 -17.0954335370183 -7.8632468566737 -7.54444150339865 -2.53701402606301 
-18 2.21536837580243 -4.43979645145636 -5.40988656732246 -2.81934366977726 -6.29983289106945 -9.78633232726631 -11.2120623752222 -17.7240291638454 -24.3730404132675 -31.0454995118468 -41.0678955843623 -12.4547041254709 -16.2166910308116 -22.6158222107884 -14.0954908752267 -15.8880652598538 -17.731302298584 -22.0867978959395 -26.4462205997024 -20.5641706951599 -27.3156364365695 -15.1464952621904 -20.2647970961527 -11.8509240611139 -3.00001762265968 -17.1967933734219 -7.91494696636834 -7.54648188638557 -2.53481506266889 
-17.8 2.20057935219847 -4.48948538878871 -5.36019762999012 -2.81996531168667 -6.35014347031119 -9.8863318438404 -11.2108181251957 -17.6730959764866 -24.2724182885763 -30.8951884498233 -40.8678955850065 -12.4540820001356 -16.1663799681439 -22.5158222107884 -14.0967351258973 -15.9389984478568 -17.8319244239193 -22.2371089586072 -26.6462205997023 -20.6151032389619 -27.4162579177039 -15.14773886866 -20.3641743272605 -11.9006123548893 -3.00001697910283 -17.2980364964652 -7.9665011520801 -7.5483471347646 -2.5328189222342 
-17.6 2.18578278995301 -4.53919965484428 -5.31048336393455 -2.82053633645582 -6.40042876113592 -9.98633140072069 -11.2096751899912 -17.6222387752265 -24.1718468212607 -30.7449027164521 -40.6678955855797 -12.4535105322468 -16.1160942341995 -22.4158222107884 -14.097878061675 -15.9898556496901 -17.9324958918081 -22.3873946925516 -26.8462205997023 -20.6659598675124 -27.51682881231 -15.148881231155 -20.4636022866622 -11.9503260482354 -3.00001640639333 -17.3991784158409 -8.01792880539944 -7.55006052202874 -2.5309973054259 
-17.4 2.17097975951947 -4.58893565305747 -5.26074736572136 -2.8210639314843 -6.45069235437759 -10.0863309921756 -11.2086191833531 -17.5714467703752 -24.0713188181962 -30.5946387151744 -40.4678955860888 -12.4529825286732 -16.0658302324127 -22.3158222107885 -14.0989340688223 -16.0406476550505 -18.0330238953817 -22.5376586943384 -27.0462205997023 -20.7167513637124 -27.6173563067231 -15.1499367291418 -20.5630737744372 -12.0000615377972 -3.00001589774196 -17.5002335052821 -8.06924789662825 -7.55164361504399 -2.52932464129454 
-17.2 2.15617125675089 -4.63869003750897 -5.21099298126985 -2.82155478331171 -6.5009375906565 -10.186330612906 -11.2076367216131 -17.5207099241837 -23.9708275875531 -30.4443931000799 -40.2678955865428 -12.4524912975762 -16.0155846168642 -22.2158222107885 -14.0999165310162 -16.0913845016959 -18.1335151264787 -22.6879043098869 -27.2462205997023 -20.7674877563478 -27.7178470838101 -15.1509187373257 -20.6625820897842 -12.0498154686927 -3.00001544418594 -17.6012151341969 -8.12047514109076 -7.55311647505537 -2.52777765685487 
-17 2.141358214516 -4.68845967389756 -5.16122334488127 -2.82201515560629 -6.55116759933967 -10.2863302579777 -11.2067152675724 -17.4700188337544 -23.8703668607353 -30.2941627368735 -40.0678955869478 -12.4520305703534 -15.9653542532528 -22.1158222107885 -14.1008379854619 -16.1420755925302 -18.2339758537015 -22.8381346734982 -27.4462205997023 -20.8181784421255 -27.8183074059764 -15.1518397867148 -20.7621209579098 -12.0995847004297 -3.00001503953438 -17.7021358286573 -8.17162619916339 -7.55449789673904 -2.52633501062069 
-16.8 2.1265415130747 -4.73824160467981 -5.11144141409902 -2.82245095882563 -6.60138533334125 -10.3863299227616 -11.2058429910623 -17.419364626462 -23.7699307226607 -30.1439446680165 -39.8678955873086 -12.4515944319179 -15.9151361840351 -22.0158222107885 -14.1017102623328 -16.1927298001834 -18.334411992137 -22.988352742716 -27.6462205997022 -20.868832288933 -27.9187431835661 -15.1527117027401 -20.8616844589894 -12.1493662707271 -3.00001467904947 -17.8030074094668 -8.22271584918986 -7.55580561598364 -2.52497695948198 
-16.6 2.11172198963322 -4.78803301696627 -5.06165000181256 -2.82286781437026 -6.65159360117234 -10.4863296028791 -11.205008640532 -17.3687388636453 -23.6695135475575 -29.9937360806269 -39.6678955876325 -12.4511772564908 -15.8649275963216 -21.9158222107885 -14.102544613187 -16.243355563324 -18.4348291675641 -23.1385613304295 -27.8462205997022 -20.9194577281477 -28.0191600350673 -15.1535457296683 -20.9612669599603 -12.1991573594115 -3.00001435544744 -17.9038411165122 -8.27375814394955 -7.55705649845648 -2.52368505847581 
-16.4 2.09690044930903 -4.83783120568109 -5.01185181309773 -2.82327112820443 -6.70179510372134 -10.5863292941429 -11.2042013956813 -17.3181334300798 -23.5691099252771 -29.8435342696317 -39.4678955879226 -12.4507736339205 -15.8147257850364 -21.8158222107885 -14.1033518583277 -16.2939609971795 -18.5352327901344 -23.2887631417147 -28.0462205997022 -20.970062871978 -28.1195633676124 -15.1543526847838 -21.0608630476547 -12.2489552583911 -3.00001406571219 -18.0046477628919 -8.32476660161362 -7.55826676740612 -2.52244189759272 
-16.2 2.08207767395652 -4.88763354390885 -4.96204947486997 -2.82366615011442 -6.75199246385909 -10.6863289925084 -11.2034107488533 -17.267540445024 -23.4687146019936 -29.6933366081204 -39.2678955881835 -12.450378310376 -15.7645281232642 -21.7158222107885 -14.1041425054166 -16.3445539824962 -18.6356281136788 -23.4389608034869 -28.2462205997022 -21.0206555963848 -28.2199584302469 -15.1551430709628 -21.1604674634612 -12.2987573359699 -3.0000138050632 -18.105437847436 -8.3757543479308 -7.55945217549516 -2.5212308486794 
-16 2.06725443224605 -4.93743744903056 -4.91224556974827 -2.82405804138315 -6.80218826024952 -10.7863286940206 -11.2026263695752 -17.2169521606242 -23.3683224124721 -29.5431405134772 -39.0678955884186 -12.4499861206194 -15.7143320283859 -21.6158222107885 -14.1049268849297 -16.3951422671311 -18.7360203034354 -23.5891568983651 -28.4462205997021 -21.0712436459066 -28.3203503848904 -15.1559272153629 -21.2600750388266 -12.3485610062136 -3.0000135701852 -18.2062216933486 -8.42673428872093 -7.56062821116396 -2.52003583995328 
-15.8 2.0524314889999 -4.98724035135615 -4.86244266742267 -2.82445193747634 -6.85238505866831 -10.886328394765 -11.2018379790905 -17.1663608678139 -23.2679282173362 -29.3929434160158 -38.8678955886315 -12.4495919252706 -15.6641349307115 -21.5158222107885 -14.1057152756273 -16.4457335601542 -18.8364144987842 -23.7393539960395 -28.6462205997021 -21.121834725968 -28.4207443672774 -15.1567153930987 -21.3596806307289 -12.3983636957903 -3.00001335743632 -18.3070095718284 -8.47771926487587 -7.56181028499293 -2.51884113926093 
-15.6 2.0376096151067 -5.03703966081362 -4.81264335796521 -2.82485301461356 -6.90258544526299 -10.9863280908171 -11.2010352171134 -17.1157587963794 -23.1675268364442 -29.2427427256663 -38.6678955888245 -12.4491905441856 -15.613934240169 -21.4158222107885 -14.1065180377975 -16.4963356317818 -18.9368158798693 -23.889554686582 -28.8462205997021 -21.1724366045757 -28.5211455553426 -15.1575179622489 -21.459279056817 -12.4481628124209 -3.00001316460944 -18.4078118370312 -8.52872222062043 -7.56301393128039 -2.5176311526822 
-15.4 2.02278959695286 -5.08683273526064 -4.76285028351818 -2.82526655309726 -6.95279205819371 -11.0863277781949 -11.2002075150781 -17.065138019897 -23.0671129855148 -29.0925358002899 -38.4678955890012 -12.4487766930796 -15.563727314616 -21.3158222107886 -14.1073457400093 -16.5469564084407 -19.0372297309752 -24.039761612135 -29.0462205997021 -21.2230572046272 -28.6215592298412 -15.1583454878535 -21.5588650292803 -12.4979557104371 -3.00001298817868 -18.5086390500131 -8.57975635915606 -7.56425499536862 -2.51639022705207 
-15.2 2.00797224689995 -5.13661684528218 -4.71306617349664 -2.82569800766581 -7.00300762278381 -11.1863274528065 -11.199343955327 -17.0144903501244 -22.9666812057206 -28.9423199104742 -38.2678955891639 -12.4483449131225 -15.5135114246374 -21.2158222107884 -14.1082092999232 -16.5976040783761 -19.1376615109321 -24.1899775021134 -29.2462205997021 -21.2737047118651 -28.7219908471006 -15.1592088850698 -21.6584330867885 -12.5477396579239 -3.00001282564388 -18.6095021218412 -8.63083532096229 -7.56554984715331 -2.5151024642358 
-15 1.99315841383032 -5.18638913875883 -4.66329388001999 -2.82615307830467 -7.05323498689932 -11.2863271103987 -11.198433129383 -16.9638072307037 -22.8662257928234 -28.7920922041002 -38.0678955893133 -12.4478895000759 -15.463283718114 -21.1158222107884 -14.1091201260173 -16.6482871979469 -19.2381169239795 -24.3402052086375 -29.4462205997028 -21.3243876812663 -28.8224461099784 -15.1601195609943 -21.7579775237224 -12.5975118013811 -3.00001267562443 -18.7104124553579 -8.68197336100233 -7.56691559371708 -2.51375153813894 
-14.8 1.97834899390182 -5.23614660473237 -4.61353641404646 -2.8266377824649 -7.10347715703308 -11.3863267465059 -11.1974629934178 -16.913079628765 -22.7657407249111 -28.6418496702144 -37.867895589454 -12.4474044320229 -15.4130411840876 -21.0158222107884 -14.1100902621224 -16.6990148000255 -19.3386019920317 -24.4904477426632 -29.646220599702 -21.375115143432 -28.9229310381176 -15.1610895571865 -21.8574923158964 -12.6472691275816 -3.00001253585141 -18.8113820876574 -8.73318552732825 -7.56837029406909 -2.51232051352836 
-14.6 1.96354494250772 -5.28588603322238 -4.56379698555644 -2.82715853537281 -7.15373733843101 -11.4863263563939 -11.1964207075085 -16.8622979143657 -22.6652195820217 -28.491589098835 -37.6678955895845 -12.446883289003 -15.3627806125776 -20.9158222107884 -14.1111325481631 -16.7497965145562 -19.4391231350524 -24.6407083141739 -29.8462205997028 -21.4258967266227 -29.0234520497984 -15.1621317118872 -21.9569710416678 -12.697008424863 -3.00001240464277 -18.912423852246 -8.7844878634269 -7.5699332016781 -2.51079167098289 
