pO2 mew_e electrons holes VO{2} VO{1} VO{0} VM{-4} VM{-3} VM{-2} VM{-1} VM{0} Oi{-2} Oi{-1} Oi{0} Mi{4} Mi{3} Mi{2} Mi{1} Mi{0} Tei{0} Tei{-1} Tei{1} TesubO{1} TesubO{2} TesubO{3} TesubZr{-3} TesubZr{-4} TesubZr{-5} Stoich
-27.4 2.87351064027462 -2.22853554533509 -7.62114747344373 -2.54219715076348 -3.81142546593439 -5.08666399600999 -11.7665842566003 -20.4898119513447 -29.3500841068881 -38.2338041115887 -50.4674610902255 -12.7321823132286 -18.7054301246905 -27.3158222107886 -13.5405344997122 -13.121847978218 -12.7538241108269 -14.8980588020612 -17.0462205997027 -12.7288167823634 -18.4602667820393 -19.6967244748159 -5.29866208875209 -5.30341177693535 -11.0117211506244 -19.2047163452272 -18.1204526299699 -26.7556026770883 -1.73868343218797 
-27.2 2.86352091350909 -2.26209955338 -7.58758346539882 -2.57501858861106 -3.87781091182688 -5.18661344994738 -11.7008402887808 -20.3905039754804 -29.2172121229788 -38.0673681196345 -50.2674610902264 -12.6993103293184 -18.6389941327354 -27.2158222107886 -13.6062784675317 -13.2211559540825 -12.8866960947363 -15.0644947940155 -17.2462205997019 -12.6794457909699 -18.4444597986907 -19.6137894753774 -5.31567654325108 -5.28686222338942 -10.9616075890332 -19.0560373779693 -18.0053376707569 -26.6740517259202 -1.77320269608985 
-27 2.85353789059627 -2.29564103746891 -7.55404198130991 -2.60788907344871 -3.94422288075344 -5.28656690296285 -11.6350062251358 -20.2911284277465 -29.084295091156 -37.9009096037228 -50.0674610902258 -12.6663932974963 -18.5725356168243 -27.1158222107886 -13.6721125311768 -13.3205315018165 -13.0196131265592 -15.2309533099273 -17.4462205997027 -12.6306838989201 -18.4292393907299 -19.5314860992388 -5.33332662012792 -5.27097081617736 -10.9121746977326 -18.9078999381857 -17.8907417150622 -26.5929972543145 -1.80762052821368 
-26.8 2.84356123816724 -2.32916111767219 -7.52052190110663 -2.64080602911556 -4.01065991662358 -5.38652401903627 -11.5690865459499 -20.1916886683573 -28.9513352515635 -37.734429683927 -49.8674610902267 -12.6334334579028 -18.5060556970276 -27.0158222107886 -13.7380322103629 -13.4199712612059 -13.1525729661519 -15.3974332297232 -17.6462205997019 -12.5825291536518 -18.4146047256648 -19.4498112737672 -5.3516089107297 -5.25573302657586 -10.8634168279275 -18.7603054335282 -17.7766672906079 -26.5124429100635 -1.84194492806139 
-26.6 2.83359065761033 -2.36266079728099 -7.48702222149783 -2.67376714419102 -4.07712071130783 -5.48648449332932 -11.5030852643846 -20.0921877071831 -28.8183346107806 -37.5679293635353 -49.6674610902262 -12.6004328171203 -18.4395553766363 -26.9158222107885 -13.8040334919285 -13.5194722223802 -13.285573606935 -15.5639335501152 -17.8462205997026 -12.5349778002371 -18.4005530518589 -19.3687602407437 -5.37051835199904 -5.2411427882364 -10.8153269099796 -18.6132531189393 -17.6631146556279 -26.4323899546922 -1.87618314485089 
-26.4 2.82362588379692 -2.39614096708835 -7.45354205169047 -2.70677036010547 -4.14360409702964 -5.58644804885849 -11.4370059436143 -19.9926282166055 -28.6852949503956 -37.4014095333429 -49.4674610902264 -12.567393156735 -18.3730355464437 -26.8158222107885 -13.870112812699 -13.6190317129581 -13.4186132673203 -15.7304533803078 -18.0462205997026 -12.4880239809888 -18.387079402418 -19.288326251688 -5.39004791847251 -5.22719218490289 -10.7678961368383 -18.4667398091133 -17.5500815156092 -26.3528369844809 -1.9103417441417 
-26.2 2.813666683669 -2.42960241013483 -7.42008060864399 -2.73981385873797 -4.21010903870862 -5.68641443358395 -11.3708517158004 -19.8930125457452 -28.5522178364888 -37.2348709763897 -49.2674610902267 -12.534316042828 -18.3064969894902 -26.7158222107885 -13.9362670405131 -13.7186473838187 -13.5516903812273 -15.8969919372613 -18.2462205997026 -12.441660236117 -18.3741771005927 -19.2085010637698 -5.41018911527977 -5.21387193866329 -10.7211144475526 -18.3207603933813 -17.4375635429237 -26.2737804548419 -1.94442666913234 
-26 2.80371285538786 -2.46304580456868 -7.38663721421014 -2.7728960541411 -4.2766346285456 -5.78638341785478 -11.3046252935362 -19.7933427290471 -28.4191046253568 -37.0683143708238 -49.067461090227 -12.5012028316957 -18.239940383924 -26.6158222107886 -14.0024934627777 -13.8183172005171 -13.6848035923596 -16.0635485428275 -18.4462205997026 -12.395876953007 -18.3618372119165 -19.1292743862259 -5.43093142200664 -5.20117085095669 -10.6749699654118 -18.1753072935731 -17.3255538375493 -26.1952141439013 -1.97844329339416 
-25.8 2.79376422708992 -2.49647172782616 -7.35321129095266 -2.8060155819288 -4.34318007959078 -5.88635479215745 -11.2383289865665 -19.6936204988199 -28.2859564718722 -36.9017402940817 -48.8674610902274 -12.4680546782107 -18.1733663071816 -26.5158222107886 -14.0687897697478 -13.9180394307447 -13.8179517458447 -16.23012261957 -18.6462205997026 -12.3506632173352 -18.3500493995022 -19.0506347272967 -5.45226313738006 -5.18907664307225 -10.6294498342703 -18.0303713276741 -17.2140437949078 -26.1171300245174 -2.01239647128799 
-25.6 2.78382065623737 -2.52988065881335 -7.31980235996547 -2.83917129292706 -4.40974472157623 -5.98632836513008 -11.1719647105157 -19.5938472917819 -28.152774333847 -36.7351492250693 -48.6674610902279 -12.4348725401851 -18.1067752381688 -26.4158222107886 -14.135154045799 -14.0178126377831 -13.9511338838703 -16.3967136885828 -18.8462205997026 -12.3060065126761 -18.3388016258303 -18.9725690916503 -5.47417107470633 -5.1775756494117 -10.5845399096221 -17.8859414159769 -17.1030228141979 -26.0395179747946 -2.04629058045338 
-25.4 2.77388202901784 -2.56327297992295 -7.28641003885588 -2.87236224738102 -4.47632799713979 -6.08630396180324 -11.1055339949546 -19.4940242551112 -28.0195589760667 -36.5685415461794 -48.4674610902284 -12.4016571824044 -18.0401675592784 -26.3158222107887 -14.2015847613607 -14.1176356744544 -14.0843492416511 -16.5633213674732 -19.0462205997026 -12.2618928206326 -18.3280802548964 -18.8950630784973 -5.49664065822641 -5.16665291182181 -10.540224850923 -17.7420046872628 -16.9924784065933 -25.9623658882996 -2.0801295606349 
-25.2 2.76394825977695 -2.59664897894107 -7.25303403983776 -2.90558770957895 -4.54292945835583 -6.1862814220374 -11.0390379910276 -19.3941522521661 -27.8863109741035 -36.4019175451981 -48.2674610902289 -12.3684091804407 -17.9735435582966 -26.2158222107887 -14.2680807652882 -14.2175076774 -14.2175972436149 -16.7299453684551 -19.2462205997026 -12.2183069212312 -18.3178703545131 -18.8181011800777 -5.51965622004094 -5.15629247461861 -10.4964884147013 -17.5985467849162 -16.8823965032648 -25.8856599839892 -2.11391694886938 
-25 2.75401929072177 -2.63000885004343 -7.21967416873539 -2.93884714446926 -4.60954876434851 -6.28626059913244 -10.9724774754377 -19.2942318654739 -27.7530307163089 -36.2352774163012 -48.0674610902296 -12.3351289226454 -17.906903429399 -26.1158222107888 -14.3346412808788 -14.317428064093 -14.3508775014102 -16.8965854973528 -19.4462205997027 -12.1752324930525 -18.3081557974367 -18.7416668807966 -5.54320109785488 -5.1464774813298 -10.4533135503105 -17.4555519700452 -16.7727615594962 -25.809384911323 -2.14765591045032 
