pO2 mew_e electrons holes VO{2} VO{1} VO{0} VM{-4} VM{-3} VM{-2} VM{-1} VM{0} Oi{-2} Oi{-1} Oi{0} Mi{4} Mi{3} Mi{2} Mi{1} Mi{0} Tei{0} Tei{-1} Tei{1} TesubO{1} TesubO{2} TesubO{3} TesubZr{-3} TesubZr{-4} TesubZr{-5} Stoich
-24.8 2.744095091708 -2.66335269451042 -7.18633032426841 -2.97214021498938 -4.67618567933562 -6.38624135858653 -10.9058528533065 -19.1942633988756 -27.6197184052437 -36.0686212607689 -47.8674610902304 -12.3018166115795 -17.840247273866 -26.0158222107888 -14.4012659030109 -14.417396530692 -14.4841898124762 -17.0632416528858 -19.6462205997027 -12.1326523134947 -18.2989194623459 -18.6657428567718 -5.56725783328415 -5.13719037229246 -10.4106825968058 -17.3130033238891 -16.6635567578071 -25.7335239541009 -2.18134926671175 
-24.6 2.73417566027274 -2.69668052061704 -7.15300249816178 -3.00546678117564 -4.7428400716285 -6.48622357698604 -10.8391641577339 -19.0942468771964 -27.4863740574578 -35.9019490868765 -47.6674610902313 -12.2684722637928 -17.7735750999727 -25.9158222107889 -14.4679545985844 -14.5174130523722 -14.617534160263 -17.2299138267792 -19.8462205997027 -12.0905483589047 -18.2901433338625 -18.5903110760752 -5.59180827098697 -5.12841298388828 -10.3685773822954 -17.1708828476199 -16.5547641076445 -25.6580591300449 -2.21499951951912 
-24.4 2.72426102194368 -2.72999224259401 -7.11969077618481 -3.03882690124611 -4.80951191367594 -6.58620714101045 -10.7724110456428 -18.9941820431284 -27.3529975014128 -35.7352608088545 -47.4674610902324 -12.2350957077468 -17.7068868219498 -25.8158222107889 -14.5347077106765 -14.6174778864413 -14.7509107163091 -17.3966021048023 -20.0462205997028 -12.0489018045781 -18.2818085015129 -18.5153527997717 -5.61683355870779 -5.12012654963251 -10.3269792260623 -17.0291714592252 -16.4463644412268 -25.5829711856041 -2.2486088724782 
-24.2 2.71435123041738 -2.76328768002879 -7.08639533875004 -3.07222083190383 -4.87620128176844 -6.68619194653772 -10.7055927953832 -18.894068355434 -27.2195883762836 -35.5685562462905 -47.2674610902336 -12.2016865826164 -17.6401822593846 -25.715822210789 -14.6015259609375 -14.717591574137 -14.8843198414396 -17.5633066673676 -20.2462205997028 -12.0076933752192 -18.2738955095889 -18.440848932978 -5.6423144974414 -5.11231205093096 -10.2858692899263 -16.8878493421719 -16.3383377616082 -25.5082399434204 -2.28217925094622 
-24 2.70444636821048 -2.79656655567764 -7.05311646310118 -3.10564903190783 -4.94290835742128 -6.78617789783942 -10.63870829798 -18.793904982382 -27.0861461275828 -35.4018351219408 -47.0674610902351 -12.1682443339142 -17.5734611350335 -25.6158222107891 -14.6684104583421 -14.8177549471905 -15.0177620901419 -17.7300277917187 -20.4462205997028 -11.9669033449411 -18.2663843549596 -18.3667800270511 -5.66823154281607 -5.10495022065716 -10.2452285840033 -16.7468959388417 -16.2306632339269 -25.4338442913879 -2.31571231847113 
-23.8 2.6945465473691 -2.82982849308218 -7.01985452569665 -3.13911216611381 -5.00963342903181 -6.88616490685448 -10.5717560475999 -18.6936907945973 -26.9526700023935 -35.235097059347 -46.8674610902368 -12.1347682087233 -17.5067230724382 -25.5158222107892 -14.735362708724 -14.9179691349769 -15.1512382153329 -17.8967658543143 -20.6462205997029 -11.9265116874625 -18.2592546348855 -18.2931264321679 -5.69456495694791 -5.09802169738408 -10.2050381233261 -16.6062900935783 -16.1233193260681 -25.3597623209336 -2.34920949170248 
-23.6 2.68465191016003 -2.86307301424695 -6.98661000453188 -3.17261110946243 -5.07637689354519 -6.98615289253264 -10.5047341322609 -18.5934243580935 -26.819159044725 -35.0683415805138 -46.6674610902387 -12.101257251053 -17.439967593603 -25.4158222107893 -14.802384624065 -15.0182355714827 -15.2847491730034 -18.0635213331495 -20.8462205997029 -11.8864983765022 -18.2524858450899 -18.2198686000428 -5.72129511050085 -5.09150732977264 -10.1652792345495 -16.4660103461142 -16.0162840997687 -25.285971615799 -2.38267195440067 
-23.4 2.67476263090066 -2.89629953349122 -6.9533834852876 -3.20614695868277 -5.14313926200981 -7.08614178024154 -10.4376402092403 -18.4931039158287 -26.6856120832159 -34.9015680997604 -46.467461090241 -12.0677102895416 -17.3731941128474 -25.3158222107893 -14.8694785470879 -15.1185560137499 -15.4182961345149 -18.2302948139053 -21.046220599703 -11.8468429351875 -18.2460569230196 -18.1469866394838 -5.74840203765072 -5.08538773767784 -10.1259331232108 -16.3260344625345 -15.9095347354333 -25.2124487707079 -2.41610066561417 
-23.2 2.66487891656288 -2.92950735542 -6.92017566335883 -3.2397210358108 -5.20992116106662 -7.18613150122712 -10.3704714969581 -18.3927273816177 -26.5520277270761 -34.7347759216918 -46.2674610902437 -12.0341259333992 -17.3064019347763 -25.2158222107894 -14.9366472593729 -15.2189325479636 -15.5518804906574 -18.3970869919766 -21.2462205997031 -11.8075251369745 -18.2399469467353 -18.074461019342 -5.7758661384944 -5.07964401659314 -10.0869815801969 -16.1863401301104 -15.803048224938 -25.1391700821413 -2.44949637235189 
-23 2.65500100844656 -2.96269566930134 -6.88698734947748 -3.27333489894595 -5.27672333808311 -7.28612199212496 -10.3032247524866 -18.2922923232648 -26.4184043548419 -34.5679642355763 -46.0674610902468 -12.000502561162 -17.2395902486577 -25.1158222107896 -15.0038940038476 -15.3193676063197 -15.6855038628948 -18.5638986780953 -21.4462205997031 -11.7685249555818 -18.234135079224 -18.0022725240681 -5.80366813411818 -5.07425769833518 -10.048406948058 -16.0469048903648 -15.6968012990737 -25.0661114701584 -2.48285961727639 
-22.8 2.64512918498076 -2.99586353965467 -6.85381947912416 -3.30699036063142 -5.3435466701219 -7.38611319451707 -10.2358962339028 -18.1917959343277 -26.2847400955514 -34.4011321059325 -45.8674610902497 -11.9668383018686 -17.172758119011 -25.0158222107895 -15.0712225224351 -15.4198639952606 -15.819168122189 -18.7307308077429 -21.646220599704 -11.7298220643342 -18.2286000583297 -17.9304017624671 -5.83178857490939 -5.06921026877307 -10.0101916481426 -15.9077056101799 -15.5907698892421 -24.9932479306802 -2.5161907414935 
-22.6 2.63526376226218 -3.02900990444168 -6.82067311433714 -3.34068949106501 -5.41039216534251 -7.48610505452469 -10.1684816930558 -18.0912350286937 -26.1510328251305 -34.2342784707245 -45.6674610902547 -11.9331310314428 -17.1059044837981 -24.9158222107896 -15.1386370632864 -15.5204249008988 -15.9528753926143 -18.8975844429552 -21.8462205997033 -11.6913968374758 -18.2233211962584 -17.8588301708217 -5.86020884327155 -5.06448417234822 -9.97231918693032 -15.7687194776875 -15.4849301215368 -24.9205545277618 -2.54948989622903 
-22.4 2.62540509835526 -3.06213356061875 -6.78754945816007 -3.3744346466287 -5.47726097708326 -7.58609752244251 -10.1009763177683 -17.9906059972291 -26.0172801374888 -34.0674021269058 -45.4674610902589 -11.899378343797 -17.0390281399753 -24.8158222107897 -15.206142438579 -15.6210539323685 -16.0866280802611 -19.064460786779 -22.0462205997042 -11.653229348857 -18.2182773638166 -17.7875390260259 -5.88891016639338 -5.06006183929298 -9.93477319769839 -15.629922957604 -15.3792572576303 -24.8480053200324 -2.58275703963206 
-22.2 2.61555359419435 -3.09523316110554 -6.75444985767328 -3.40822847561214 -5.5441544065535 -7.68609055239954 -10.0333747197221 -17.8899047986961 -25.883479338469 -33.9005017273992 -45.2674610902655 -11.8655775447708 -16.9721277404622 -24.7158222107899 -15.2737440366312 -15.7217551309075 -16.2204288792868 -19.2313611862915 -22.2462205997035 -11.6153003732477 -18.2134479886941 -17.7165104499298 -5.91787462025419 -5.055926692667 -9.89753845058524 -15.4912927834616 -15.2737266839747 -24.7755743468636 -2.61599194711125 
-22 2.60570969808759 -3.1283071996529 -6.72137581912593 -3.44207394817107 -5.61107391765978 -7.78608410205318 -9.96567087391753 -17.7891269143442 -25.7496274155698 -33.7335757659526 -45.0674610902716 -11.8317256218656 -16.9052017790097 -24.61582221079 -15.3414478824427 -15.8225330152663 -16.354280802193 -19.3982871477451 -22.4462205997044 -11.577590685418 -18.2088123394117 -17.6457267235527 -5.9470844435306 -5.05206247739605 -9.86060019676733 -15.3528052112798 -15.1683131503402 -24.7032348517765 -2.64919420753394 
-21.8 2.5958739083726 -3.16135400191995 -6.68832901685887 -3.47597437389114 -5.67802114564691 -7.88607813230736 -9.89785808299448 -17.6882673211541 -25.6157210201126 -33.5666225682283 -44.8674610902803 -11.7978192263999 -16.838248581277 -24.5158222107902 -15.4092606733738 -15.9233926084645 -16.4881871976583 -19.5652403454774 -22.6462205997038 -11.5400814606634 -18.2043499169242 -17.5751706965311 -5.97652244676301 -5.04845367836141 -9.82394459546525 -15.214436393335 -15.0629911346625 -24.6309596383658 -2.68236322748427 
-21.6 2.58604677840776 -3.19437170870411 -6.65531131007471 -3.50993343507134 -5.74499791361127 -7.98607260705589 -9.8299289101397 -17.5873204415152 -25.4817564336895 -33.3996402750211 -44.6674610902888 -11.7638546399684 -16.7712662880613 -24.4158222107904 -15.4771898462381 -16.0243394881129 -16.6221517840908 -19.7322226386941 -22.8462205997047 -11.5027538742797 -18.2000400373247 -17.5048254033632 -6.00617162834348 -5.04508515315771 -9.78755836347776 -15.0761619273121 -14.9577343754238 -24.5587205859113 -2.71549822754505 
-21.4 2.57622891940991 -3.22735826640705 -6.62232475237177 -3.54395520555534 -5.81200624179821 -8.08606749294577 -9.76187514096313 -17.4862801146357 -25.347729549107 -33.2326268327357 -44.4674610903005 -11.7298277553745 -16.7042528457644 -24.3158222107906 -15.5452436154257 -16.1253798150035 -16.7561786686844 -19.8992360809906 -23.0462205997041 -11.4655896522852 -18.1958623730331 -17.4346746236657 -6.03601573453569 -5.04194270164699 -9.75142935426372 -14.9379573784379 -14.8525163842525 -24.4864891524429 -2.74859824697188 
-21.2 2.56642100648605 -3.26031140676884 -6.58937161200998 -3.57804419104786 -5.87904836765252 -8.18606275916186 -9.69368770242231 -17.385139535733 -25.2136358298426 -33.0655799731095 -44.2674610903126 -11.6957340360983 -16.6372059861264 -24.2158222107908 -15.6134310539795 -16.2265203939191 -16.8902723879617 -20.0662829406297 -23.246220599705 -11.4285706208296 -18.1917964819393 -17.3647024518484 -6.06603882893424 -5.03901265568375 -9.71554616793908 -14.7997977680795 -14.7473099142559 -24.4142358228081 -2.78166213772708 
-21 2.55662378456327 -3.29322862694435 -6.55645439183447 -3.6122053687637 -5.94612676554387 -8.28605837722872 -9.62535658314012 -17.2838911962753 -25.0794702702094 -32.8984971933008 -44.0674610903283 -11.6615684764495 -16.5701232063022 -24.115822210791 -15.6817621732769 -16.327768733392 -17.0244379476101 -20.2333657204537 -23.4462205997045 -11.3916786060628 -18.187821687348 -17.294893216906 -6.09622521205857 -5.03628181863257 -9.679898110712 -14.6616574138548 -14.6420867802067 -24.3419299089344 -2.81468856083418 
-20.8 2.5468380729435 -3.32610717419998 -6.52357584457885 -3.64644421785158 -6.01324416188738 -8.38605432082785 -9.55687077217946 -17.1825268380591 -24.9452273647375 -32.7313757405732 -43.8674610903452 -11.627325570961 -16.503001753558 -24.0158222107912 -15.7502479842554 -16.4291330916261 -17.1586808530999 -20.400487173199 -23.6462205997054 -11.3548958346602 -18.183917463201 -17.2252318982478 -6.12655983699919 -5.03373789631756 -9.64447564114175 -14.5235102842356 -14.5368181978432 -24.2695398738265 -2.84767598840743 
-20.6 2.53706477333617 -3.35894401892508 -6.49073899985374 -3.68076677320462 -6.08040356196552 -8.4860505656311 -9.48821815110131 -17.0810373722558 -24.8109010542092 -32.5642125853198 -43.6674610903666 -11.5929992604115 -16.4358385982834 -23.9158222107915 -15.8189006053544 -16.5306225574502 -17.2930071636491 -20.5676503284734 -23.8462205997049 -11.3182045332971 -18.180063006563 -17.1557037521596 -6.157027935714 -5.03136915030726 -9.60927005040597 -14.385329517069 -14.4314742754017 -24.1970327961101 -2.88062269551146 
-20.4 2.5273048778763 -3.39173582769235 -6.45794719108647 -3.71517967918599 -6.14760827671416 -8.58604708914701 -9.41938538619388 -16.9794127985811 -24.6764846717672 -32.3970043941105 -43.4674610903901 -11.5585828779463 -16.368630407051 -23.8158222107918 -15.8877333702863 -16.6322471311494 -17.4274235461156 -20.7348585197071 -24.0462205997059 -11.2815868285176 -18.1762371105508 -17.0862942386128 -6.18761494568284 -5.02916435150884 -9.57427344284065 -14.2470872386146 -14.3260238057145 -24.1243741351902 -2.91352675447956 
-20.2 2.51755947746278 -3.42447893524251 -6.42520408353631 -3.7496902455181 -6.21486195059643 -8.68604387057945 -9.35035781642379 -16.8776421212609 -24.5419708868968 -32.22974750169 -43.2674610904193 -11.5240690930469 -16.3013735146014 -23.7158222107921 -15.9567609400852 -16.7340178084985 -17.5619373310148 -20.9021154121565 -24.2462205997054 -11.2450247467342 -18.1724181363175 -17.0169890492793 -6.21830653778145 -5.02711283605729 -9.53947881983856 -14.1087544795106 -14.2204341541607 -24.0515275911866 -2.94638602917768 
-20 2.50782977003837 -3.45716931666461 -6.39251370211421 -3.78430650279141 -6.28216858929184 -8.78604089069696 -9.28111934214496 -16.7757132655599 -24.4073516497737 -32.0624378831448 -43.0674610904521 -11.4894498558915 -16.2340638960239 -23.6158222107924 -16.0259994143979 -16.8359466642332 -17.6965565681717 -21.0694250307354 -24.4462205997065 -11.208500414491 -18.1685841854964 -16.9477743356139 -6.24908884423333 -5.02520476108706 -9.50488036344662 -13.9703012915662 -14.1146713476383 -23.9784551660863 -2.9791981745534 
-19.8 2.49811707352637 -3.48980254393079 -6.35988047484803 -3.81903728927605 -6.34953260304266 -8.88603813171395 -9.2116522512499 -16.6736129473987 -24.2726181043463 -31.8950711104512 -42.8674610904923 -11.4547163104242 -16.1666971232904 -23.5158222107928 -16.0954665053327 -16.9380469824343 -17.8312901136389 -21.2367918034688 -24.6462205997061 -11.1719955077406 -18.1647125060122 -16.8786362015974 -6.27994795123341 -5.02343064082097 -9.47047301591396 -13.8316960666542 -14.0086993499925 -23.9051163957067 -3.01196062049368 
-19.6 2.48842283614795 -3.52237375123164 -6.32730926754718 -3.85389232014021 -6.41695884120767 -8.98603557717981 -9.141937080499 -16.5713265693469 -24.1377605189937 -31.7276423177978 -42.667461090538 -11.4198587250263 -16.0992683305916 -23.4158222107932 -16.1651816761305 -17.0403333605328 -17.9661476990383 -21.4042205961691 -24.8462205997072 -11.1354915021729 -18.1607797077454 -16.8095609887288 -6.31087018383034 -5.02178166611705 -9.43625283390958 -13.6929056830344 -13.9024801736736 -23.8314684266886 -3.04467057042638 
-19.4 2.47874865113408 -3.55487758554609 -6.29480543323273 -3.88888228620931 -6.48445264159122 -9.08603321187782 -9.07195241781236 -16.4688380723458 -24.0027681876782 -31.5601461521678 -42.4674610905936 -11.3848663936556 -16.0317721649065 -23.3158222107936 -16.2351663388723 -17.1428218575891 -18.101140030409 -21.5717167618543 -25.0462205997068 -11.098969322755 -18.156761362642 -16.7405349749965 -6.3418418047956 -5.02024945276785 -9.40221678624555 -13.553895006615 -13.7959733315686 -23.7574654188981 -3.07732498615427 
-19.2 2.46909627091372 -3.58730815897145 -6.26237485980737 -3.92401894921199 -6.55201987801926 -9.18603102173122 -9.0016747115777 -16.3661297926858 -23.8676293345928 -31.3925767256571 -42.2674610906575 -11.3497275405068 -15.9642027383324 -23.2158222107941 -16.305444045172 -17.2455301373142 -18.2362788835595 -21.7392861884301 -25.246220599708 -11.062409393797 -18.1526320071093 -16.6715444726132 -6.37284911226521 -5.0188261868121 -9.36836294686482 -13.4146267979965 -13.6891356963755 -23.6830583571304 -3.10992058169309 
-19 2.45946762509993 -3.61965898829253 -6.2300240304863 -3.95931526255612 -6.61966702068446 -9.28602899371749 -8.93107802893839 -16.2631822807254 -23.7323309933113 -31.2249275550545 -42.0674610907339 -11.3144291991493 -15.8965535676537 -23.1158222107944 -16.3760407278882 -17.3484776493515 -18.3715772249178 -21.9069353591095 -25.4462205997085 -11.0257913385578 -18.1483647811912 -16.6025755880529 -6.4038781996905 -5.0175044449167 -9.33469037564796 -13.2750612307964 -13.5819209584965 -23.6081944485724 -3.14245380638001 
-18.8 2.44986483751563 -3.65192293777764 -6.19776008100119 -3.99478548565606 -6.68740119326952 -9.38602711578766 -8.86013382696919 -16.1599741292711 -23.5968588923719 -31.05719150463 -41.8674610908242 -11.27895709812 -15.8288175171394 -23.015822210795 -16.4469849299483 -17.4516858008967 -18.5070493259481 -22.0746714096249 -25.646220599709 -10.9890940793764 -18.1439314714948 -16.5336143793863 -6.43491511309355 -5.01627740883426 -9.30119939008079 -13.1351558201601 -13.4742794973453 -23.5328169369063 -3.17492083733745 
-18.6 2.44029024953488 -3.68409214075541 -6.16559087802342 -4.03044534070748 -6.75523025129871 -9.48602537679461 -8.78881063898726 -16.0564817383114 -23.4611972984345 -30.8893607077148 -41.6674610909312 -11.2432955040762 -15.7609867201178 -22.9158222107956 -16.5183081180378 -17.555178191964 -18.6427109199932 -22.2425022066477 -25.8462205997096 -10.9522953870805 -18.1393019821767 -16.4646464841127 -6.46594547882628 -5.0151385715896 -9.26789134985798 -12.994864736904 -13.3661576170669 -23.4568642596057 -3.20731755470694 
-18.4 2.43074644193985 -3.71615792617852 -6.1335250926003 -4.06631215949101 -6.82316285550535 -9.58602376642438 -8.71707378080662 -15.9526790947077 -23.3253288694076 -30.7214264932648 -41.4674610910581 -11.2074270749231 -15.6930525055415 -22.8158222107962 -16.590044976346 -17.6589808356952 -18.7785793491476 -22.4104364212252 -26.0462205997102 -10.9153719310526 -18.1344443115719 -16.3956572426616 -6.49695462700436 -5.01408193434419 -9.23476892718983 -12.8541386372716 -13.2574973028577 -23.3802697308196 -3.23963952932875 
-18.2 2.42123626300599 -3.74811072426164 -6.10157229451719 -4.10240507203475 -6.89120856613221 -9.68602227513434 -8.64488497328979 -15.8485374891077 -23.1892344657245 -30.5533792914986 -41.2674610912088 -11.17133267109 -15.6250053036254 -22.7158222107969 -16.6622337840142 -17.7631224414466 -18.914673752982 -22.5784836231428 -26.2462205997109 -10.8782988787039 -18.1293240573064 -16.3266313922298 -6.52792728528182 -5.01310179453891 -9.20183598930106 -12.7129239793223 -13.1482354429915 -23.3029606690365 -3.27188199135396 
-18 2.41176285725669 -3.7799399698702 -6.06974304890862 -4.13874519977886 -6.95937793948487 -9.78602089409557 -8.57220195590332 -15.7440252261127 -23.0528929571209 -30.3852085372864 -41.0674610913881 -11.1349911623079 -15.5568345492347 -22.6158222107977 -16.7349168015807 -17.8676347046216 -19.0510152617656 -22.746654377535 -26.4462205997116 -10.8410497953432 -18.1239042195542 -16.2575530632606 -6.55884757527302 -5.01219283892118 -9.16909778807515 -12.5711626329658 -13.0383033422436 -23.2248578138971 -3.30403980721643 
-17.8 2.40232969616773 -3.81163399935773 -6.0380490194211 -4.1753558618479 -7.02768263104145 -9.88601961513967 -8.4989780740671 -15.639107314789 -22.9162810163097 -30.2169025669876 -40.8674610916018 -11.0983792212838 -15.4885285787231 -22.5158222107986 -16.8081406836314 -17.9725526161599 -19.1876272027914 -22.9149603480483 -26.6462205997125 -10.8035965440454 -18.1181449977439 -16.1884057824752 -6.58969901553094 -5.01135024969195 -9.13656116935801 -12.4287914703434 -12.9276262091087 -23.1458747102498 -3.33610744980322 
-17.6 2.39294061856344 -3.84317991484082 -6.00650310393801 -4.21226284645261 -7.09613553112924 -9.98601843071056 -8.4251617362546 -15.5337450614934 -22.779372847531 -30.0484484827259 -40.6674610918569 -11.0614710522509 -15.4200744942071 -22.4158222107995 -16.8819570216999 -18.0779148697115 -19.3245353718261 -23.0834144325661 -26.8462205997134 -10.765908684863 -18.1120030540446 -16.1191720078097 -6.6204640564354 -5.01056937511294 -9.10423437929629 -12.2857413578645 -12.8161220121129 -23.065916428737 -3.36807894367427 
-17.4 2.38359986885916 -3.87456345571021 -5.97511956306862 -4.24949466782247 -7.1647508933685 -10.0860173338192 -8.35069590003747 -15.4278956844068 -22.6421399295751 -29.8798320239006 -40.4674610921622 -11.0242381339907 -15.3514580350775 -22.3158222108005 -16.9564228582234 -18.1837642471043 -19.4617682900883 -23.2520308916977 -27.0462205997144 -10.7279533746947 -18.1054312847458 -16.0498331567721 -6.65112410850542 -5.00984588631395 -9.07212734962753 -12.1419366706087 -12.7037008657265 -22.98487882322 -3.39994782030634 
-17.2 2.37431213899981 -3.90576885772321 -5.94391416105562 -4.28708284797947 -7.23354447553849 -10.1860163180022 -8.27551750845568 -15.321511890812 -22.5045507339673 -29.7110374262798 -40.2674610925285 -10.9866489380179 -15.2826634370917 -22.2158222108017 -17.0316012501725 -18.2901480410664 -19.5993574860634 -23.4208254896858 -27.2462205997155 -10.6896951670229 -18.098378479087 -15.9803695470873 -6.68165948300248 -5.00917585879763 -9.04025192009859 -11.997294669341 -12.5902642664718 -22.9026476259783 -3.43170705921231 
-17 2.36508262046846 -3.93677867826265 -5.91290434051617 -4.3250622661825 -7.30253371428097 -10.2860153772841 -8.19955679105386 -15.2145413528708 -22.3665703754866 -29.5420472472596 -40.0674610929688 -10.948668579098 -15.2136732576324 -22.1158222108029 -17.1075619680159 -18.3971185794493 -19.7373378449857 -23.5898156691476 -27.4462205997167 -10.6510954111248 -18.0907885437283 -15.9107599706497 -6.71204896584555 -5.00855552110163 -9.00862176186276 -11.8517243755003 -12.4757037931705 -22.8190969732165 -3.46334899971033 
-16.8 2.3559170513181 -3.96757363831705 -5.88210938046177 -4.36347147493194 -7.37173788308481 -10.3860145061424 -8.12273663180251 -15.106926233565 -22.2281602961264 -29.3728422078451 -39.8674610934999 -10.9102584992082 -15.1444682176881 -22.0158222108043 -17.1843821277996 -18.5047336992874 -19.8757479248783 -23.7590207090945 -27.646220599718 -10.612112151941 -18.0826002445989 -15.8409817514116 -6.74226987546432 -5.00798147066562 -8.97725275137274 -11.7051259970095 -12.3599003747341 -22.7340885148345 -3.49486525807198 
-16.6 2.34682177432114 -3.99813242710696 -5.85155059167186 -4.40235309068521 -7.44117828762799 -10.4860136994754 -8.04497178760454 -14.9986026005772 -22.0892778743486 -29.2034009972774 -39.6674610941423 -10.8713760767895 -15.0750270064796 -21.9158222108058 -17.2621469726415 -18.6130573329192 -20.0146303473 -23.9284619203061 -27.8462205997195 -10.5726995292878 -18.0737464107356 -15.7710103399684 -6.77229765735272 -5.00745046376449 -8.94616295568132 -11.5573897413668 -12.2427229078814 -22.6474698367717 -3.52624660426785 
-16.4 2.33780378877418 -4.02843152802849 -5.82125149075034 -4.44175414194044 -7.51087843980474 -10.5860129525737 -7.96616819207029 -14.8894999041214 -21.9498760769713 -29.0337000989785 -39.467461094922 -10.8319742786342 -15.0053261074028 -21.8158222108075 -17.340950568957 -18.7221600301563 -20.1540321454586 -24.0981628193862 -28.0462205997212 -10.5328075775933 -18.0641535599626 -15.7008192873524 -6.80210585783332 -5.00695956332319 -8.91537295431887 -11.4083950932149 -12.124027360651 -22.5590733904628 -3.55748283597256 
-16.2 2.32887081219815 -4.05844501134994 -5.79123800742888 -4.48172648381705 -7.5808642650028 -10.6860122610932 -7.88622212630582 -14.7795403550355 -21.809903044564 -28.8637135832497 -39.2674610958717 -10.792001245279 -14.9353395907261 -21.7158222108093 -17.4208966356731 -18.8321195801938 -20.2940051788175 -24.2681493360666 -28.246220599723 -10.4923815249785 -18.0537409906692 -15.6303797514161 -6.83166563041468 -5.00650585258347 -8.88490576025732 -11.2580094915123 -12.0036552422698 -22.4687147554031 -3.58856260229843 
-16 2.32003131671809 -4.08814441198115 -5.76153860679767 -4.52232704249197 -7.65116422430894 -10.7860116210306 -7.80501972999217 -14.6686385580906 -21.6693018469879 -28.6934129850424 -39.0674610970332 -10.7514000465435 -14.8650389913594 -21.6158222108114 -17.5020990331503 -18.9430213783022 -20.4346063775571 -24.4384499354375 -28.446220599725 -10.4513620936508 -18.0424209599728 -15.5596609194572 -6.86094615839108 -5.00608697992828 -8.8547874869713 -11.1060882632377 -11.8814334146264 -22.3761923283909 -3.61947328083208 
-15.8 2.31129458907526 -4.11749852784166 -5.73218449093716 -4.56361821844315 -7.72180951612062 -10.8860110287028 -7.72243619486086 -14.5567009070988 -21.5280100801356 -28.5227671023296 -38.8674610984598 -10.7101082782669 -14.7943931072222 -21.5158222108137 -17.5846825697105 -19.0549590307229 -20.5758981458384 -24.6090958195792 -28.6462205997273 -10.4096842983278 -18.0300972805103 -15.4886290082737 -6.88991365487741 -5.00570036055449 -8.82504675173661 -10.9524728169205 -11.7571720841697 -22.2812851137947 -3.65020071967682 
-15.6 2.30267072969582 -4.1464734229898 -5.70320959578902 -4.60566788017016 -7.79283407299578 -10.9860104807261 -7.63833577721409 -14.4436255943039 -21.3859598721925 -28.3517419992384 -38.6674611002205 -10.6680580685658 -14.723368002373 -21.4158222108164 -17.6687829891205 -19.1680343452811 -20.7179483555447 -24.7801209244337 -28.8462205997299 -10.3672782472879 -18.0166661246185 -15.4172480620856 -6.91853216071007 -5.00534397123862 -8.79571546727299 -10.7969914530831 -11.6306656154805 -22.1837535402536 -3.68072914667827 
-15.4 2.29417065950111 -4.17503240474116 -5.67465061403766 -4.6485494099414 -7.86427458451837 -11.086009974 -7.55257170640342 -14.3293025417418 -21.2430778378791 -28.1803009831737 -38.4674611024044 -10.6251760320714 -14.6519269841273 -21.3158222108193 -17.754547062118 -19.2823574000299 -20.8608303920449 -24.9515619426852 -29.0462205997328 -10.3240684414509 -18.0020153005329 -15.3454792744973 -6.94676286639277 -5.00501569517034 -8.76682820945297 -10.6394585946812 -11.5016917388299 -22.0833386453544 -3.71104097259692 
-15.2 2.28580604610033 -4.20313627165021 -5.64654674712862 -4.692341207815 -7.93617024930103 -11.1860095056917 -7.46498717676339 -14.2136141451928 -21.099285574421 -28.0084048528065 -38.2674611051282 -10.5813837658926 -14.5800308510394 -21.2158222108224 -17.8421315944851 -19.398045799306 -21.0046226582301 -25.1234580757794 -29.2462205997361 -10.2799745754291 -17.9860253014202 -15.2732815415665 -6.97456466515056 -5.00471362701871 -8.73842227439229 -10.4796763321071 -11.3700133431648 -21.9797641165984 -3.74111679749683 
-15 2.27758915699087 -4.23074380673574 -5.61893921204308 -4.73712570517376 -8.00856228174531 -11.2860090732216 -7.37541732052177 -14.0964367538656 -20.9545006480083 -27.8360123913083 -38.0674611085444 -10.5365988360674 -14.5076383861287 -21.1158222108261 -17.9317014541474 -19.5152231940539 -21.1494075880635 -25.2958505406984 -29.4462205997406 -10.2349125388414 -17.968570799918 -15.2006119698933 -7.00189466100345 -5.00443608778606 -8.71053720007449 -10.3174369041885 -11.2353814503318 -21.8727397588509 -3.77093560872358 
-14.8 2.26953259040602 -4.25781268179262 -5.5918703369862 -4.78298755609137 -8.08149300771981 -11.3860086742529 -7.28369282506336 -13.9776433833503 -20.8086384024361 -27.6630812706792 -37.8674611128585 -10.4907365861854 -14.4347072611898 -21.0158222108304 -18.0234259539233 -19.6340165688867 -21.2952698379531 -25.4687816656449 -29.646220599744 -10.1887961185472 -17.9495232546807 -15.1274266745422 -7.02870896667949 -5.00418151840521 -8.68321375563637 -10.1525271133748 -11.0975405345749 -21.7619677181509 -3.80047532396948 
-14.6 2.26164882071316 -4.28430098478689 -5.56538203399194 -4.83001058253153 -8.15500433715423 -11.4860083066816 -7.18964604251958 -13.8571082978123 -20.6616150139038 -27.4895695791526 -37.6674611183376 -10.4437131921788 -14.3611955641889 -20.9158222108352 -18.1174727419519 -19.7545516599095 -21.4422932319702 -25.6422933626563 -29.8462205997496 -10.1415400025885 -17.9287554417162 -15.0536822555892 -7.05496418015031 -5.00394842888177 -8.65649236311905 -9.98473591187311 -10.9562376360676 -21.6471531226378 -3.8297139826481 
